,A,DksA
cra_crp__delcra_ac__2,-9.687792404000604,-0.12348670000000085
cra_crp__delcra_fru__1,-2.5466126668860904,-0.3288743510000014
cra_crp__delcra_fru__2,-2.5840618761204013,-0.209844115000001
cra_crp__delcra_glc__1,1.227301059273228,-0.20724536900000068
cra_crp__delcra_glc__2,0.7465430666319564,-0.2752433960000005
rpoB__wt_031__1,-4.400498556672965,-0.13868805000000073
rpoB__wt_044__1,-1.7584314337362457,-0.4145361850000011
rpoB__wt_lb__1,-0.2754864954717244,0.6879565999999979
rpoB__wt_lb__2,0.1346244264400378,0.6597102899999996
rpoB__rpoBE546V_031__1,-3.647356179594501,-0.27315246800000104
rpoB__rpoBE546V_044__1,-2.7990977192407795,-0.04207885000000111
rpoB__rpoBE546V_lb__1,1.1837017960466725,0.5296408999999986
rpoB__rpoBE546V_lb__2,1.3275505558263816,0.5504457099999982
rpoB__rpoBE546V_glc__1,1.1037534399677478,-0.3973668750000012
rpoB__rpoBE672K_glc__1,9.527761073224177,-0.4700089170000013
rpoB__rpoBE672K_glc__2,9.78111691071374,-0.4070509350000009
rpoB__rpoBE672K_lb__1,14.654868199855084,0.4743555299999986
rpoB__rpoBE672K_lb__2,13.359080100171491,0.5058298899999993
crp__wt_fru__1,0.1574881433288645,-0.3001383130000015
crp__wt_glyc__1,1.2338700643093707,-0.17977918200000076
crp__wt_glyc__2,0.9672526438584556,-0.024128260000001237
crp__delar1_glyc__1,0.4798078279512768,0.3290337799999996
crp__delar1_glyc__2,-2.5968299482429544,0.4979598599999981
crp__delar1ar2_glyc__1,0.5778646508049992,-0.09511618000000156
crp__delar1ar2_glyc__2,0.5001947428399458,-0.035580890000002086
crp__delar1ar2_glyc__3,0.1435544233760984,-0.065883040000001
crp__delar2_glyc__1,-6.481588445617737,1.121819649999999
crp__delar2_glyc__2,-6.3183978206771725,1.0138279899999991
crp__delar2_glyc__3,-7.950020503237729,1.072153359999998
crp__delcrp_fru__1,-4.702084272447208,-0.04168799000000156
crp__delcrp_fru__2,-3.2949263877147,-0.03881209000000041
crp__delcrp_fru__3,-4.476544098739698,-0.10680271000000197
crp__delcrp_glc__1,-3.5323133531473725,-0.11335106000000116
crp__delcrp_glc__2,-2.860288133841137,0.06653906999999926
crp__delcrp_glc__3,-3.635441152891812,-0.06492534000000205
crp__delcrp_glyc__1,-1.9442304690416137,0.17189780999999904
crp__delcrp_glyc__2,-3.565008783678863,0.12579948999999854
crp__delcrp_glyc__3,-3.5805502437599053,0.10954362999999924
glu__glu_ale3__1,5.040394267375865,0.4113365699999996
glu__glu_ale4__1,8.932878352196372,0.012340049999998827
glu__glu_ale5__1,9.122782135827649,0.12408466999999845
glu__glu_ale6__1,13.340584456706692,-0.3389728070000011
glu__glu_ale8__1,1.1846325560240143,0.4903533399999986
glu__glu_ale9__1,7.548237592165034,-0.07780256000000207
glu__glu_ale10__1,7.490947667071955,-0.06919279000000067
42c__wt_42c__1,1.3954533348069362,-0.3648805090000007
42c__42c_ale1__1,-6.988528655538666,-0.6934834400000014
42c__42c_ale2__1,5.179481899810135,0.002870009999998757
42c__42c_ale3__1,1.1870077511358776,-0.015213260000001227
42c__42c_ale4__1,4.336171546405003,0.19083243999999944
42c__42c_ale5__1,3.565068867079607,0.14059041999999874
42c__42c_ale6__1,-7.730641221745544,-0.7979122060000012
42c__42c_ale8__1,0.9773842045775636,-0.056092390000001664
42c__42c_ale9__1,4.179933919474778,-0.05595956000000157
42c__42c_ale10__1,0.9942765859639314,0.06308282999999902
ssw__wt_ac__1,-8.198810092347074,0.20091537999999964
ssw__wt_glc__1,0.6261986136153266,-0.8337788370000006
ssw__wt_glyc__1,-7.221192845315175,-0.2184332500000004
ssw__wt_xyl__1,-12.293230608343617,-0.987405660000002
ssw__glc_ale1__1,2.0766648361002265,0.2999637599999989
ssw__glc_ale2__1,-0.7345973008123413,-0.03132131000000093
ssw__glc_ale3__1,-5.032668989952156,-0.6762342260000018
ssw__glyc_ale1__1,1.4593835661858583,0.2295317099999981
ssw__glyc_ale2__1,-6.907629208099267,-0.9169045940000018
ssw__xyl_ale1__1,-7.613859508788387,-0.024869330000001355
ssw__xyl_ale2__1,-2.0635893787441906,0.33775045999999875
ssw__xyl_ale3__1,-4.273921100042696,-0.10332375000000127
ssw__glc_ac_ac2__1,-11.418180758470523,-0.458395245000002
ssw__glc_ac_glc1__1,-8.698582015822598,-0.244274251000002
ssw__glc_glyc_glc__1,0.805875605124367,0.2640093499999985
ssw__glc_glyc_glyc__1,0.5863796863688043,0.2178883899999988
ssw__glc_xyl_glc__1,6.098143839715292,-0.3618405230000015
ssw__glc_xyl_xyl__1,3.868233803876095,-0.15550833000000175
ica__wt_glc__1,7.774201626365538,-0.7166524020000011
ica__wt_glc__2,8.269859761628231,-0.7525902080000009
ica__wt_glc__3,3.6029489830865886,-0.2033310590000017
ica__wt_glc__4,1.1270018406876503,-0.10960708000000174
ica__arg_sbt__1,3.005717528803046,-0.8152415760000018
ica__arg_sbt__2,3.7340912412532585,-0.6244111690000018
ica__cytd_rib__1,-23.102560522553205,0.2389793099999995
ica__cytd_rib__2,-24.44727073273597,0.044939699999998695
ica__gth__1,-12.048010565544253,0.2670660399999996
ica__gth__2,-10.981643069110923,-0.004736310000001964
ica__leu_glcr__1,2.278819123341691,-0.7817565070000008
ica__leu_glcr__2,2.1701675160581937,-0.8516662450000005
ica__met_glc__1,9.745551656850374,-0.6008746460000012
ica__met_glc__2,9.928522833478974,-0.6399471590000019
ica__no3_anaero__1,-4.254826322131845,-0.5675677260000018
ica__no3_anaero__2,-4.617688595456151,-0.3875927750000017
ica__phe_acgam__1,6.494977670485246,-0.3977757250000007
ica__phe_acgam__2,7.1231904447589205,-0.3969352780000008
ica__thm_gal__1,-2.7239544337713,-0.37833675700000136
ica__thm_gal__2,-2.3953976715074687,-0.2853477180000006
ica__tyr_glcn__1,6.159157238219389,-0.4023123800000015
ica__tyr_glcn__2,5.753242122776189,-0.44510409500000137
ica__ura_pyr__1,0.2865134994763132,-0.4941535430000013
ica__ura_pyr__2,-1.835188757399537,-0.5090272080000009
ica__wt_glc__5,2.133987740132554,-0.2924481780000008
ica__wt_glc__6,1.5201201303629337,-0.3340627040000008
ica__bw_delpurR_cytd__1,6.23109764428083,0.06940749999999872
ica__bw_delpurR_cytd__2,0.3303000854265112,0.17753221999999802
ica__ade_glc__1,0.2408147977053081,0.10219060999999917
ica__ade_glc__2,6.88514907887562,0.05873554999999798
ytf__wt_glc__1,0.9710859394142688,-0.43870516600000187
ytf__wt_glc__2,-0.9857951256593708,-0.4759456530000019
ytf__delyafC__1,-14.77144637322899,-0.02708515000000133
ytf__delyafC__2,-14.516683588636988,-0.005658070000000848
ytf__delyeiE__1,-7.454745242365378,-0.4517151680000016
ytf__delyeiE__2,-2.267513106629391,-0.7432794300000012
ytf__delyiaJ__1,-13.438803727946924,-0.3712340230000013
ytf__delyiaJ__2,-14.266864516451715,-0.2730368490000004
ytf__delyieP__1,-9.624084232170208,-0.17200119500000174
ytf__delyieP__2,-6.570887170510819,-0.1013606900000017
ytf__wt_ph5__1,-2.820651016458175,-0.6212509590000009
ytf__wt_ph5__2,-3.521614639702912,-0.4994478700000009
ytf__wt_ph8__1,0.394584934639714,-0.2176821760000021
ytf__wt_ph8__2,0.3933842101931069,-0.18786597900000146
ytf__delybaO__1,-15.095200356508837,-0.2216137820000004
ytf__delybaO__2,-13.173327468600249,-0.0834297200000016
ytf__delybaQ__1,0.0692301877477777,-0.4107528900000013
ytf__delybaQ__2,-0.2970489421538266,-0.32555153900000106
ytf__delybiH__1,0.3836174302296326,-0.2581584090000017
ytf__delybiH__2,-8.726283856022057,-0.15819713000000135
ytf__delydcI_ph5__1,-0.4098879368335557,-0.6402349510000018
ytf__delydcI_ph5__2,-0.7156740357313128,-0.6803826520000005
ytf__delydcI_ph8__1,-0.4292419041751097,-0.29705925900000096
ytf__delydcI_ph8__2,2.7504433406355973,-0.24407362800000065
ytf__delyddM__1,-3.4737810796046142,-0.3475365430000004
ytf__delyddM__2,-3.164732589437719,-0.34815018900000183
ytf__delyheO__1,-14.834667417522985,-0.2239815640000007
ytf__delyheO__2,-12.638708803620723,-0.05056598000000179
fps__bw_glc__1,1.8445488587897736,-0.6316230580000006
fps__bw_glc__2,2.5816054411114515,-0.5307953330000004
fps__fps_thrA_ale1__1,-2.336980822686464,-0.4994967980000009
fps__fps_thrA_ale1__2,-1.1968804701705902,-0.5464847090000013
fps__fps_thrA_ale2__1,-1.641541733019018,-0.5768489380000013
fps__fps_thrA_ale2__2,-0.9839974619203584,-0.5561642920000018
fps__fps_serB_ale1__1,-1.3940658592740938,-0.8939095560000005
fps__fps_serB_ale1__2,-0.8638073388253589,-1.1249184800000016
fps__fps_serB_ale4__1,-9.898935416159924,-0.8334331440000007
fps__fps_serB_ale4__2,-10.691140821541744,-1.1003709210000014
fps__fps_ptsI_ale1__1,-4.309148759883458,-0.00754794000000203
fps__fps_ptsI_ale1__2,-3.711009466566075,-0.09723271000000187
fps__fps_ptsI_ale3__1,-0.913391482388837,-0.11823324000000035
fps__fps_ptsI_ale3__2,-0.7062070356461787,-0.08089368000000086
pal__lyx_ale2_f6__1,-10.949963178501893,0.12716824999999865
pal__lyx_ale2__1,-3.5441748036099687,0.2282177999999995
pal__lyx_ale2__2,-3.819273190906644,0.3879218399999989
pal__lyx_ale4__1,0.5951363487837121,0.5841585099999982
pal__lyx_ale4__2,1.7834679215503286,0.5556891999999979
pal__5drib_ale10_f18__1,-16.84387268484404,-0.0003006000000009834
pal__5drib_ale10_f18__2,-16.058946641232772,0.1168372799999986
pal__5drib_ale10__1,-11.71747294289685,0.14772839999999832
pal__arab_ale14_f9__1,-5.866653262410161,-0.09257354000000184
pal__arab_ale14_f9__2,-5.588370031726215,-0.195322593000002
pal__arab_ale14__1,0.674895396656873,-0.11235024000000138
pal__arab_ale14__2,1.180260836673123,-0.2507537930000012
pal__arab_ale16__1,-5.756709498548376,-0.1189492300000019
pal__arab_ale16__2,-8.485434466723987,-0.01857392000000146
pal__tartr_ale26_f10__1,-8.886365587837801,0.024742189999999557
pal__tartr_ale26_f10__2,-10.592119198664694,-0.0024583300000013963
pal__tartr_ale26__1,-6.492517983742111,-0.19206146500000187
pal__tartr_ale26__2,-6.342668795953009,-0.3075446480000004
pal__tartr_ale28_f10__1,-13.363704149697943,0.34698807999999914
pal__tartr_ale28_f10__2,-13.729960148683382,0.3736711799999988
pal__tartr_ale28__1,-5.788676096946421,0.1366986999999984
pal__tartr_ale28__2,-8.37874328307074,0.6016626599999988
efeU__delmenFentC_citr__1,1.7765609088732168,-0.5349015070000007
efeU__delmenFentC_citr__2,3.7744424100647382,-0.6035194820000012
efeU__delmenFentC__1,-6.324560052451705,-0.7964653580000007
efeU__delmenFentC__2,-6.378728654506705,-0.9081300770000008
efeU__menFentC_ale39__1,3.5685922668004304,-0.0914599900000006
efeU__menFentC_ale39__2,2.7941990336531117,-0.13179099000000072
efeU__menFentC_ale29__1,0.5337322619517638,-0.5994816740000015
efeU__menFentC_ale29__2,-0.2351057251094275,-0.5386186080000019
efeU__menFentC_ale30__1,3.7869744315719625,-0.6006967170000017
efeU__menFentC_ale30__2,5.340719769180424,-0.4381011060000013
efeU__menFentCubiC_ale36__1,-0.9772676344144025,-0.4809003080000007
efeU__menFentCubiC_ale36__2,-1.390609314972434,-0.4527149400000017
efeU__menFentCubiC_ale37__1,-3.126264366044167,-0.6708402190000005
efeU__menFentCubiC_ale37__2,-3.431922796246821,-0.5948735060000008
efeU__menFentCubiC_ale38__1,0.0403100162699798,-0.6162357560000018
efeU__menFentCubiC_ale38__2,-0.1095284052753235,-0.5785718990000017
misc2__salc_glc__1,-7.059844113469983,-0.8330178790000016
misc2__salc_glc__2,-7.34857092248401,-0.5964459720000015
misc2__dbcn_glc__1,11.965921704696028,-0.6600855800000005
misc2__dbcn_glc__2,7.279982539113071,-0.35797882600000186
misc2__tyr_glc__1,-2.0142270392539485,-0.29897146500000105
misc2__tyr_glc__2,-3.5547005839042582,-0.1954971900000011
misc2__arg_cytd__1,5.666000540618053,-0.1129105800000012
misc2__arg_cytd__2,4.768603882127349,0.010912339999999077
misc2__delyheO_pyr__1,-3.698146739555329,-0.32936715600000177
misc2__delyheO_pyr__2,-2.094633710056883,-0.2657985130000018
misc2__dellon_glc__1,-1.2478551801153064,-0.30787817900000114
misc2__dellon_glc__2,-3.3950684140016527,-0.5022151820000005
nquinone__delubiC__1,1.9191190668904052,-0.5124743020000011
nquinone__delubiC__2,0.4232753546165698,-0.5854467950000011
nquinone__ubiC_ale1__1,-1.618398054481302,-0.31678763900000106
nquinone__ubiC_ale1__2,-1.093737966081669,-0.7056606820000013
nquinone__ubiC_ale2__1,-2.6380108202504693,-0.4951302170000016
nquinone__ubiC_ale2__2,-1.0178590115631174,-0.5406621700000009
nquinone__ubiC_ale3__1,2.5277071911515643,-0.7187893140000003
nquinone__ubiC_ale3__2,2.2651407477689243,-0.7206711370000018
nquinone__ubiC_ale4__1,-1.644761962313391,-0.7132597260000004
nquinone__ubiC_ale4__2,-3.3712293035422736,-0.8326158910000014
nquinone__delpdhR__1,2.799777151385216,-0.6102145400000012
nquinone__delpdhR__2,3.038331123616953,-0.6906369690000016
quinone__glu_ale4__1,8.572585694439365,-0.5858226350000013
quinone__glu_ale4__2,5.7553212928544495,-0.4596332920000013
quinone__delmenF__1,1.0922191689639884,-0.5433144070000004
quinone__delmenF__2,0.9574276659875042,-0.5569793400000016
quinone__menF_ale5__1,0.1687507528728309,-0.1187373600000008
quinone__menF_ale5__2,2.5999717063450487,-0.27189662900000044
quinone__menF_ale6__1,-0.0471781132481421,-0.2512132650000005
quinone__menF_ale6__2,-0.168210407245648,-0.2802235900000021
quinone__menF_ale7__1,-6.517369748300162,-0.23908828300000096
quinone__menF_ale7__2,-6.525184949304872,-0.2400787880000017
quinone__menF_ale8__1,-7.269179283426308,-0.29307041600000083
quinone__menF_ale8__2,-8.466433547000468,-0.15643021000000168
quinone__delmenFubiC__1,0.0278884718591958,-0.5914745950000011
quinone__delmenFubiC__2,-0.4507558261344912,-0.530994328000002
quinone__menFubiC_ale1__1,-7.641218062133261,-0.7720174410000009
quinone__menFubiC_ale1__2,-7.161796070142462,-0.895965986000002
quinone__menFubiC_ale2__1,-7.797665151605543,-0.7480727400000013
quinone__menFubiC_ale2__2,-6.737481313460799,-0.8256734120000004
quinone__menFubiC_ale3__1,5.630597620850896,-0.5954605380000011
quinone__menFubiC_ale3__2,5.013987324209167,-0.5125096000000013
quinone__menFubiC_ale4__1,1.030794361395492,-0.0516147800000013
quinone__menFubiC_ale4__2,-0.2829107071815093,-0.07263012000000124
oxyR__wt_glc__1,4.595472658913636,-0.3335279490000005
oxyR__wt_glc__2,3.792868110982968,-0.39227363200000204
oxyR__wt_h2o2__1,4.456208916342658,-0.3618412950000014
oxyR__wt_h2o2__2,-0.2558384983765261,-0.18221812200000187
oxyR__glu_ale4__1,0.3949504218825592,-0.1980991540000012
oxyR__glu_ale4__2,2.359516040333611,-0.3331773480000013
oxyR__glu_ale4_h2o2__1,-0.3332974272279134,-0.32025981700000195
oxyR__glu_ale4_h2o2__2,0.3896269289578735,-0.5945647210000011
oxyR__oxyR_ale17__1,-3.1223963513241504,-1.044904058000002
oxyR__oxyR_ale17__2,-1.2341001196140775,-1.306451327000001
oxyR__oxyR_ale17_h2o2__1,-2.3191055355502423,-0.7764279900000021
oxyR__oxyR_ale17_h2o2__2,-1.0238961828807556,-0.831349126000001
oxyR__oxyR_ale18__1,7.762342281683594,-0.6866563670000012
oxyR__oxyR_ale18__2,4.7577210758423005,-0.6278971880000004
oxyR__oxyR_ale18_h2o2__1,-1.3667283927000966,-1.0993272930000018
oxyR__oxyR_ale18_h2o2__2,-2.0295756464541888,-1.0613292470000015
oxyR__oxyR_ale19__1,6.34569635003563,-0.5646842320000012
oxyR__oxyR_ale19__2,2.702788263695892,-0.5511178150000013
oxyR__oxyR_ale19_h2o2__1,7.095537655089778,-0.6724829580000016
oxyR__oxyR_ale19_h2o2__2,6.839804441288208,-0.610652055000001
oxyR__oxyR_ale20__1,-2.174173424398038,-1.6387177100000017
oxyR__oxyR_ale20__2,-2.7180116540331283,-1.664195190000001
oxyR__oxyR_ale20_h2o2__1,-0.7067649108698465,-1.2859079720000022
oxyR__oxyR_ale20_h2o2__2,-1.4458147837728523,-1.3037405200000016
svns_pgi__BmePgi24_15__1,1.5014970304933823,-0.5522230490000021
svns_pgi__BmePgi24_15__2,1.0833110005424835,-0.4652932490000019
svns_pgi__BmePgi24_26__1,3.417224556988543,-0.3827384700000014
svns_pgi__BmePgi24_26__2,3.146805412308509,-0.22991904200000055
svns_pgi__BmePgi24_41__1,-2.797735666936124,0.13985544999999888
svns_pgi__BmePgi24_41__2,3.739810955196477,-0.35321191500000104
svns_pgi__BmePgi24_52__1,3.334423642862641,-0.6543641800000017
svns_pgi__BmePgi24_52__2,4.106690707472559,-0.5124262130000012
svns_pgi__PaePgi2_34__1,-0.8307129137962441,-0.20331979200000205
svns_pgi__PaePgi2_34__2,-0.8158463671034064,-0.1886602490000016
svns_pgi__PaePgi2_63__1,-1.3253345311712084,-0.3984913830000014
svns_pgi__PaePgi2_63__2,-1.3656583630775767,-0.3715271530000006
svns_pgi__PaePgi24_54__1,-1.421656428670276,-0.5442827150000014
svns_pgi__PaePgi24_54__2,-2.3344528432237106,-0.4422464640000019
svns_pgi__PaePgi24_90__1,-0.4385915477105075,-0.4975805560000008
svns_pgi__PaePgi24_90__2,-2.0988692885381544,-0.2587083530000012
abx_media__m9_ctrl__1,-1.6377250084390311,-0.3741738750000021
abx_media__m9_ctrl__2,1.070850399918252,-0.12623517000000106
abx_media__rpmi_ctrl__1,10.171302356489733,-0.3566147030000017
abx_media__rpmi_ctrl__2,13.10170282707296,-0.6718377580000006
abx_media__camhb_ctrl__1,17.254840349889797,-1.2658222200000004
abx_media__camhb_ctrl__2,17.71173863247688,-1.2460827400000019
abx_media__m9_mero__1,-1.3167596951940177,-0.42951079600000064
abx_media__m9_mero__2,1.4989852378233837,-0.7076635280000012
abx_media__rpmi_mero__1,16.318784301936585,-1.3698135130000004
abx_media__rpmi_mero__2,15.315296316198516,-1.0030242020000006
abx_media__camhb_mero__1,21.4100357073672,-2.024460382000001
abx_media__camhb_mero__2,21.546058370965294,-2.102466215000001
abx_media__m9_trisulf__1,3.693786342912092,-1.1510036590000006
abx_media__m9_trisulf__2,5.22814576162786,-1.1411074600000006
abx_media__rpmi_trisulf__1,19.318487830518404,-1.5488193770000012
abx_media__rpmi_trisulf__2,19.430696359199704,-1.6401906360000016
abx_media__camhb_trisulf__1,16.993928664696192,-1.6015202660000014
abx_media__camhb_trisulf__2,17.32154379932722,-1.646681023000001
abx_media__m9_cef__1,6.00189773014992,-0.7003025980000004
abx_media__m9_cef__2,8.105979570059713,-0.7375415590000021
abx_media__rpmi_cef__1,16.456780986787745,-2.298123142000001
abx_media__rpmi_cef__2,16.37346149804771,-2.2918023740000013
abx_media__camhb_cef__1,19.014266968497747,-1.603285103000001
abx_media__camhb_cef__2,19.36706292856162,-1.6684331620000012
abx_media__m9_cipro__1,5.038972917621496,-0.5487360220000017
abx_media__m9_cipro__2,4.948764566559065,-0.44875180500000056
abx_media__rpmi_cipro__1,17.82958395179348,-2.4380674250000016
abx_media__rpmi_cipro__2,16.544243249661072,-1.9491306470000025
abx_media__camhb_cipro__1,19.965647796022896,-1.7594194080000012
abx_media__camhb_cipro__2,18.944663528046984,-1.8322951240000016
hot_tale__42c_ale3_30c__1,8.530252827648404,-0.16828395100000115
hot_tale__42c_ale3_30c__2,7.409974385268739,-0.15808277000000182
hot_tale__42c_ale3_37c__1,4.871275197360393,-0.17405273700000196
hot_tale__42c_ale3_37c__2,5.453206128393493,-0.3001343510000005
hot_tale__42c_ale3_44c__1,-11.22641438995749,-0.3537230870000005
hot_tale__42c_ale3_44c__2,-12.831629277514493,-0.418348046000002
hot_tale__hot_ale3_mid_30c__1,1.2661855536221789,-0.419480033000001
hot_tale__hot_ale3_mid_30c__2,0.2067354572196058,-0.3419844280000017
hot_tale__hot_ale3_mid_37c__1,4.83513863825584,-0.6253506680000012
hot_tale__hot_ale3_mid_37c__2,4.681163619674334,-0.3910428250000013
hot_tale__hot_ale3_mid_44c__1,-3.1598810346040413,-0.6706296860000016
hot_tale__hot_ale3_mid_44c__2,-5.5866260443887095,-0.3725268100000019
hot_tale__hot_ale3_30c__1,1.216537705766075,-0.6673598620000014
hot_tale__hot_ale3_30c__2,3.262651399493665,-0.5610718800000019
hot_tale__hot_ale3_37c__1,4.701447368341929,-0.5495812760000014
hot_tale__hot_ale3_37c__2,4.772602842863929,-0.5184470310000009
hot_tale__hot_ale3_44c__1,-2.92591852581795,-0.5350020820000019
hot_tale__hot_ale3_44c__2,-0.8530234622866548,-0.652296745000001
hot_tale__hot_ale4_30c__1,7.910378165410965,-0.002111120000000355
hot_tale__hot_ale4_30c__2,7.906914124878072,-0.07023604000000105
hot_tale__hot_ale4_37c__1,6.327149300305451,0.0649215399999985
hot_tale__hot_ale4_37c__2,7.0636557092179215,-0.02175881000000146
hot_tale__hot_ale4_44c__1,-3.995926923803783,-0.3803060210000009
hot_tale__hot_ale4_44c__2,-4.021230554316585,-0.3352141810000013
hot_tale__hot_ale8_30c__1,6.642020801343531,-0.2358607450000019
hot_tale__hot_ale8_30c__2,7.054798855954983,-0.2397565790000016
hot_tale__hot_ale8_37c__1,5.6499578789333365,-0.2121329660000004
hot_tale__hot_ale8_37c__2,5.471884976293151,-0.1685221090000013
hot_tale__hot_ale8_44c__1,-5.660843600765531,-0.3942162730000014
hot_tale__hot_ale8_44c__2,-5.020493138601449,-0.3942002680000005
hot_tale__hot_ale9_mid_30c__1,4.418401010651953,0.1064276599999996
hot_tale__hot_ale9_mid_30c__2,5.514186841824491,0.04359901999999849
hot_tale__hot_ale9_30c__1,8.845702453409217,0.09017179999999847
hot_tale__hot_ale9_30c__2,8.335956778209951,0.012192699999998169
hot_tale__hot_ale9_mid_37c__1,5.557842640983385,-0.0665230500000007
