,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,1.9456668139757656,3.0,0.0,0.6712248072,6.0,-2.192414034,12.0,1.5211892268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,1.4774694575999998,0.4481663336217322,3.0,1.0,1.9300968693,7.0,1.4684099398,13.0,1.0339015637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.6994283453666666,0.7594038327560745,3.0,2.0,0.9536724724000001,8.0,1.2990896912,14.0,-0.1544771275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.6579523086333333,0.7906798467780646,3.0,3.0,1.415542628,9.0,-0.16211068480000002,15.0,0.7204249827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,1.2012380479666667,0.44553242474742794,3.0,4.0,1.1960851449,10.0,0.7583044242,16.0,1.6493245748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,1.1695011041,0.5994476045205374,3.0,5.0,0.9061111420000001,11.0,1.8555486142,17.0,0.7468435561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,1.50161357175,4.222438235339613,2.0,18.0,-1.4841011376,71.0,4.4873282811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,3.262930775833334,2.382291078935029,3.0,19.0,0.5459758052,70.0,4.2486783986,205.0,4.9941381237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.127138671975,1.3582548468085986,8.0,20.0,-1.4685655934000001,32.0,1.2152121107,55.0,1.7054504709,67.0,-0.39407871990000004,126.0,0.5707076231,147.0,0.9942262219,203.0,0.5650085262,210.0,-2.1708512637,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,1.0786385854666667,0.705763538680667,3.0,21.0,0.5729899825,34.0,1.8849444045000001,61.0,0.7779813694000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,2.9347514371875,1.301413320177761,8.0,22.0,2.6745796908,104.0,4.1261008262,111.0,1.6013839683,133.0,2.4716475619000002,165.0,1.9260896166,238.0,3.8715620972,265.0,1.6651831127999999,270.0,5.1414646237,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,2.5628459674714286,1.9905345182746874,7.0,23.0,2.3953201856,56.0,2.6789336613,82.0,2.9044747131,118.0,6.1790333948,134.0,-0.5826569517,137.0,1.7613092647,227.0,2.6035075045,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-0.9181318865500001,0.42087564421209916,4.0,24.0,-0.6597885415,101.0,-0.8911121369,139.0,-1.5208251321000001,149.0,-0.6008017357000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,1.144037610875,2.271567183046779,4.0,25.0,1.3153170878,123.0,2.7899260051,155.0,-2.1194048767,191.0,2.5903122273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,1.8799402205,1.6421996952795752,3.0,26.0,-0.0008644702000000001,59.0,3.0295078731,159.0,2.6111772586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,2.9433667032399997,0.23859862134468954,5.0,27.0,2.6791938743,76.0,2.9304909563,146.0,3.2522260801,162.0,3.1033363462,262.0,2.7515862593,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,1.71408559715,1.5610114169876093,4.0,28.0,0.106140592,94.0,3.6757249597,186.0,0.8991929834,231.0,2.1752838535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,1.6767571212666665,0.9817166589979784,3.0,29.0,2.4411809847,49.0,0.5696246999,260.0,2.0194656792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-1.2657861446,0.7158439409448268,5.0,30.0,-0.7535983593000001,77.0,-0.8931743856000001,172.0,-1.2712818582,259.0,-0.9111029529,280.0,-2.499773167,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-1.080442091925,1.1653066606364015,4.0,31.0,-1.3364742413,40.0,-2.5008895804,138.0,-0.7831751572000001,192.0,0.29877061120000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,0.7504546517142857,1.8322103285623614,7.0,33.0,-0.0910072883,39.0,0.0331971591,58.0,2.5097330592000002,122.0,-1.6344821351,170.0,-0.6416465924,244.0,1.5892415648,261.0,3.4881467947,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,0.2674344069,1.9741124108842438,7.0,35.0,-0.29927162020000003,79.0,-1.2848629613,92.0,2.1503312838,208.0,-2.3544937446,251.0,-0.16957660230000002,263.0,3.4335892802,299.0,0.39632521270000004,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,0.5204021576666668,0.1868992290605971,3.0,36.0,0.39193280500000005,234.0,0.43446013510000003,275.0,0.7348135329000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,2.5810102291,0.48792474784694106,3.0,37.0,2.5336677361,214.0,2.1184823643,307.0,3.0908805869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,1.199404939875,1.1677041545723592,4.0,38.0,0.751989366,102.0,2.6822278499000003,248.0,-0.07843698,269.0,1.4418395236000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,3.0346924116,1.380269480390914,4.0,41.0,4.1812150897,178.0,1.0419421652,249.0,3.6472965265,309.0,3.268315865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,0.54477235145,0.2318725926724563,2.0,42.0,0.7087310341,294.0,0.3808136688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,abx_mega__dox_dmso,1.3031049696375,1.9943690640888219,8.0,43.0,1.6572556224000001,142.0,3.4199680314,166.0,1.9645762873,177.0,2.046222445,221.0,2.5304896352,256.0,-1.2181002882,282.0,2.3627998916,305.0,-2.3383718676,,,,,,,,,,,,,,,,,,,,
28,abx_mega__phos_ethanol,1.7371565388999999,0.3399423459023293,2.0,44.0,1.9775320769,154.0,1.4967810009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,abx_mega__teix_dmso,0.6397765599722223,1.22702938442573,18.0,45.0,-0.7394127441,54.0,2.8374322778,106.0,1.4247810355000001,108.0,2.3953931277000002,135.0,0.5887294101,143.0,-0.0395605422,150.0,1.068161858,183.0,1.0522881463,204.0,-1.3718988226,226.0,0.37536142440000003,253.0,2.1189379299,255.0,0.5035573435,257.0,-0.4671555054,264.0,2.3108887073,268.0,-0.18017019180000002,284.0,-0.45756719970000004,300.0,-0.7972913553000001,306.0,0.8935031801000001
30,abx_mega__dmso-10,0.21520310856666666,0.3369685083502163,3.0,46.0,0.4375181059,57.0,-0.1725042176,66.0,0.3805954374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,abx_mega__van_dmso,3.01096456198,1.7481496972947668,5.0,47.0,-0.0246401457,72.0,3.5954890189,112.0,3.5765988343,156.0,4.487611364,212.0,3.4197637384,,,,,,,,,,,,,,,,,,,,,,,,,,
32,abx_mega__ramo_h2o,-0.3640666493333333,0.4069896192717716,3.0,48.0,-0.5441161883,184.0,-0.6499769445,266.0,0.10189318480000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,abx_mega__h2o-7,-0.9973633320666666,0.9286335590891363,3.0,50.0,-0.5718264471,245.0,-2.0625102449,258.0,-0.3577533042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,abx_mega__cro_h2o,-0.224496380425,0.7432151493567987,4.0,51.0,-0.9164237386,119.0,0.0907189025,120.0,-0.7460791209000001,278.0,0.6737984353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,abx_mega__tric_ethanol,-0.9592583668,0.9413898292461518,2.0,52.0,-0.2935952348,182.0,-1.6249214988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,abx_mega__nor_naoh,0.8790710624200001,0.5554075562965352,5.0,53.0,0.8541967591,90.0,1.7884422527,100.0,0.2728647773,216.0,0.7319686253000001,293.0,0.7478828977,,,,,,,,,,,,,,,,,,,,,,,,,,
37,abx_mega__rfp_ethanol,-1.0655587295,1.4633257272171745,2.0,60.0,-2.1002862743,78.0,-0.0308311847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,abx_mega__amyc-d_dmso,2.5349401368375,1.7674998295565547,8.0,62.0,4.5742889807000005,91.0,3.93776524,103.0,2.1178141879,105.0,0.9648622908000001,117.0,4.261479256,141.0,-0.6463673341,174.0,2.5540027496,201.0,2.5156757238000003,,,,,,,,,,,,,,,,,,,,
39,abx_mega__sxt_dmso,-0.6982553609250002,1.8992189521164713,4.0,63.0,-0.9378844378000001,181.0,2.0554625891,207.0,-2.0562745726,239.0,-1.8543250224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,abx_mega__dmso-1,1.0897780277,0.532688961160773,2.0,64.0,1.4664460044,180.0,0.713110051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,abx_mega__pen_h2o,0.57436000842,0.9745614214223779,5.0,65.0,-1.0505451909,69.0,1.5538579391,211.0,0.9757841087,233.0,0.6313840930000001,308.0,0.7613190922,,,,,,,,,,,,,,,,,,,,,,,,,,
42,abx_mega__cip_naoh,0.99488674238,1.0737378898295333,5.0,68.0,-0.5429036892,81.0,1.6316427988000002,128.0,0.28456983480000003,217.0,1.6616056459,240.0,1.9395191216,,,,,,,,,,,,,,,,,,,,,,,,,,
43,abx_mega__h2o-1b,0.611011001,0.01892138479785027,2.0,73.0,0.5976315615000001,95.0,0.6243904405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,abx_mega__ery_h2o,2.86789372625,1.929321630300132,4.0,74.0,3.214909049,124.0,0.4447479345,131.0,2.6772132924000003,196.0,5.1347046291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,abx_mega__bacit_h2o,1.66837684818,2.014574008338087,5.0,75.0,-0.4300384626,87.0,2.4288251995,89.0,0.558439641,127.0,1.0182521961,194.0,4.7664056669,,,,,,,,,,,,,,,,,,,,,,,,,,
46,abx_mega__tric_h2o,-0.17683968049999998,0.9735270955043931,2.0,80.0,-0.8652272914,243.0,0.5115479304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
