locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4514,0.6525901518,ybfQ,inactive transposase YbfQ,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10440
b0557,-0.0813528755,borD,DLP12 prophage%3B prophage lipoprotein BorD,Function unknown,borD,"PhoP,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6312
