,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-7.401486830834377e-17,1.9559630749267665,3.0,0.0,2.24652965,2.0,-0.9217209111,4.0,-1.3248087389,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-5.144484147733333,2.5905587623338597,3.0,1.0,-6.7332450356999995,3.0,-6.5450692688,5.0,-2.1551381387,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,4.425554795499999,2.99287569263193,4.0,6.0,3.4963335704,20.0,5.9819909995,40.0,7.5316892318,63.0,0.6922053803,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-2.77485074385,1.0885840830679534,4.0,7.0,-3.9263697078,33.0,-1.3109695092,81.0,-3.0676273223,82.0,-2.7944364361,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-23.53522649075,7.852154295824326,4.0,8.0,-23.2996935795,51.0,-30.1807966655,65.0,-28.0828078647,76.0,-12.5776078533,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-22.374910393300002,5.374921351520259,3.0,9.0,-22.7521232224,22.0,-16.8213191329,49.0,-27.5512888246,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,5.26828044615,0.9870928534708258,2.0,10.0,4.5703003958,26.0,5.9662604965,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-16.286886095666667,1.2510444307193032,3.0,11.0,-17.3759140374,54.0,-14.9204075427,83.0,-16.5643367069,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-25.066386565574998,7.880146870885676,4.0,12.0,-26.04230417,48.0,-31.1140844113,64.0,-29.4316815033,78.0,-13.677476177700001,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,4.302136594225,1.1695617300247707,4.0,13.0,4.46773735,38.0,5.4965710285,67.0,4.5507413212,72.0,2.6934966772,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,3.5350166000333334,2.2223422357101956,3.0,14.0,4.0194769894,41.0,5.4751655225,85.0,1.1104072882,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,3.70943493005,1.5867398961842374,4.0,15.0,4.5616250292,52.0,5.0274952207,71.0,1.4549667097,80.0,3.7936527606,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-23.466394956733335,10.103560875234665,3.0,16.0,-26.5112714991,53.0,-31.6973400724,77.0,-12.1905732987,,,,,,,,,,,,,,,,,,,,,,
