sample,new_2093816_2094009_c
LBexp_1,11.5859
LBexp_2,10.9189
LBexp_3,11.3021
LBtran_1,11.3602
LBtran_2,10.9747
LBtran_3,11.3735
LBstat_1,11.5522
LBstat_2,11.3491
LBstat_3,11.0533
LBGexp_1,10.9701
LBGexp_2,11.4462
LBGexp_3,11.4237
LBGtran_2,10.8392
LBGtran_3,11.3347
LBGstat_1,10.5949
LBGstat_2,9.5488
LBGstat_3,10.7002
S0_1,11.0008
S0_2,11.561
S0_3,11.3567
S1_1,12.1039
S1_2,11.8596
S1_3,12.1703
S2_1,12.5138
S2_2,12.4322
S2_3,11.9707
S3_1,12.3464
S3_2,12.2692
S4_1,12.415
S4_2,11.8529
S4_3,11.3894
S5_1,11.5506
S5_2,11.9585
S5_3,11.8592
S6_1,10.9372
S6_2,9.1971
S6_3,11.3811
S6/t_1,11.6268
S6/t_2,9.0347
S6_4,11.1128
S6_5,11.3497
S6_6,11.728
S7_4,11.9276
S7_5,11.9434
S7_6,12.1258
S8_4,11.72
S8_5,11.7962
G135_1,12.2447
G135_3,10.0895
G150_1,11.5713
G150_2,11.9124
G150_3,11.8605
G180_1,11.7908
G180_2,11.9094
G180_3,11.2157
C30_1,11.9859
C30_2,12.0691
C90_1,12.0229
C90_2,11.9795
BI_1,12.3369
BI_2,12.4138
BC_2,12.0299
BC/t_1,11.5724
BC/t_2,12.1131
BC_1,11.9739
Sw_1,11.6967
Sw_2,12.3552
BT_1,11.5788
BT_2,10.8342
B36_1,11.8478
B36_2,11.3943
B60_1,11.7863
B60_2,11.6731
M9exp_1,12.282
M9exp_2,11.8807
M9exp_3,11.7706
M9tran_1,11.4102
M9tran_2,11.6089
M9tran_3,11.8611
M9stat_1,9.8293
M9stat_2,9.4766
M9stat_3,9.2756
M+G_1,11.8581
M+G_2,11.5145
M+G_3,11.5
Glu_1,12.0672
Glu_2,11.9796
Glu_3,11.9609
Fru_1,11.8205
Fru_2,11.9154
Fru_3,11.472
Mal_1,11.5116
Mal_2,11.2495
Mal_3,11.795
G+S_2,12.0252
G+S_3,12.2335
Pyr_1,11.5118
Pyr_2,11.9268
Pyr_3,11.9886
Gly_1,10.9658
Gly_2,11.973
Gly_3,10.5046
Glucon_1,11.4108
Glucon_2,11.6195
Glucon_3,10.0563
aero_1,11.5014
aero_2,10.6627
aero_3,11.4311
nit_1,11.9461
nit_2,11.9886
nit_3,11.7464
ferm_1,11.8397
