,-0.1116357661992265,-0.09568779959933699,-0.07973983299944748,-0.06379186639955797,-0.047843899799668466,-0.03189593319977896,-0.01594796659988945,5.551115123125783e-17,0.015947966599889563,0.03189593319977907,0.04784389979966858,0.06379186639955808,0.07973983299944759,0.0956877995993371,0.1116357661992266,0.1275837327991161,0.14353169939900562,0.15947966599889513,0.17542763259878463,0.19137559919867414
thresh,-0.07176584969950275,0.07176584969950275,2,,,,,,,,,,,,,,,,,
unreg,0,1,0,1,7,46,848,3678,622,35,12,6,2,3,3,1,0,0,0,0
FleQ,1,0,0,0,1,2,37,198,22,3,4,6,6,3,4,6,2,3,1,0
unreg_genes,[],['bfr-I'],[],[],[],[],[],[],[],[],[],[],['PP_0161' 'PP_4604'],['PP_0865' 'PP_3155' 'PP_0700'],['PP_4208' 'PP_3576' 'gltR-I'],['PP_0913'],[],[],[],[]
FleQ_genes,['bfr-II'],[],[],[],['PP_2633'],['evgA' 'PP_2010'],"['PP_0153' 'PP_0788' 'oprH' 'bcsG' 'PP_1978' 'fpr-I' 'clpB' 'PP_1208'
 'rffG' 'PP_1865' 'PP_2219' 'rfbA' 'PP_3696' 'gacS' 'rfbC' 'PP_3685'
 'PP_2634' 'phoQ' 'rfbD' 'yhhJ' 'PP_2738' 'PP_1207' 'PP_3547' 'PP_0565'
 'PP_4888' 'phoP' 'PP_0563' 'PP_4342' 'fliT' 'flgJ' 'znuB' 'bcsB'
 'PP_4396' 'fliH' 'PP_3127' 'PP_2631' 'PP_1148']","['PP_0439' 'PP_0546' 'folK' 'PP_2473' 'PP_1151' 'PP_1864' 'fliP' 'PP_4458'
 'PP_3733' 'fliL' 'fliI' 'PP_3700' 'PP_1728' 'rbbA' 'nuoA' 'glmP' 'fliO'
 'yfdC' 'tyrS' 'PP_3142' 'PP_3789' 'PP_1787' 'amrZ' 'oprQ' 'paxB' 'fleS'
 'insN' 'PP_0564' 'thiI' 'flgD' 'tsaA' 'arcD-I' 'PP_3186' 'PP_1878'
 'PP_1184' 'flhB' 'PP_0166' 'PP_4393' 'PP_1776' 'rhtA' 'PP_4961' 'PP_5587'
 'fliN' 'clpA' 'PP_5305' 'clpS' 'PP_1778' 'fliM' 'flgK' 'fliD' 'flhF'
 'fliS' 'flgH' 'PP_2114' 'PP_2737' 'PP_1729' 'arcC' 'PP_2638' 'PP_1786'
 'PP_1788' 'coaX' 'PP_1647' 'folEB' 'PP_1147' 'PP_4335' 'PP_2592'
 'PP_4317' 'PP_2472' 'lolE' 'oprI' 'quiA' 'algF' 'PP_4350' 'imm' 'PP_4318'
 'rpoN' 'PP_3128' 'PP_1096' 'PP_1797' 'PP_0116' 'oprD' 'birA' 'trpD'
 'PP_1789' 'pcnB' 'flgE' 'PP_2509' 'algE' 'flgI' 'flgL' 'mrcA' 'flgG'
 'bcsZ' 'PP_1150' 'rnr' 'algL' 'recB' 'glnA' 'acpP' 'fba' 'phnN' 'rlmB'
 'PP_3126' 'tolC' 'flhA' 'mgtE' 'flgC' 'arcB' 'PP_1779' 'PP_3504' 'nadC'
 'PP_1792' 'recC' 'PP_1780' 'PP_1798' 'PP_1791' 'rnt' 'yhiI' 'PP_0681'
 'PP_4334' 'ibpA' 'PP_0599' 'bcsA' 'PP_2975' 'mcoA' 'PP_2240' 'fliG'
 'flgM' 'dacB' 'arcA' 'fliF' 'algK' 'PP_5745' 'PP_0159' 'PP_0998' 'dusA'
 'ooxB' 'PP_4316' 'aldB-I' 'PP_1648' 'adhP' 'rpoC' 'fleR' 'PP_0051' 'rep'
 'alg44' 'cpsG' 'PP_0131' 'pet' 'PP_2429' 'trpC' 'algX' 'PP_2735' 'fliK'
 'PP_2220' 'PP_2628' 'PP_0705' 'PP_1793' 'flgF' 'algA' 'ldhA' 'fliR'
 'PP_4345' 'finR' 'fliQ' 'PP_4459' 'tufA' 'PP_2595' 'PP_3011' 'flgB'
 'PP_0168' 'PP_4057' 'PP_4333' 'algD' 'oprG' 'fatB' 'PP_3326' 'PP_2736'
 'algI' 'algG' 'fatD' 'PP_1971' 'PP_1790' 'PP_2191' 'pbpG' 'PP_2590'
 'PP_1979' 'PP_5631' 'PP_1795' 'PP_0598' 'PP_2596' 'PP_3323' 'pabA' 'recD'
 'fliJ' 'PP_5365' 'PP_1013' 'flgA']","['PP_1157' 'alg8' 'PP_0160' 'PP_1794' 'PP_2593' 'PP_3611' 'fliE' 'PP_1970'
 'gcdH' 'gltR-II' 'PP_3325' 'PP_1515' 'PP_3503' 'PP_4606' 'PP_1149'
 'PP_0267' 'pfeS-I' 'PP_2310' 'algJ' 'PP_5263' 'PP_0535' 'PP_5693']",['PP_4755' 'ndh' 'PP_4612'],['PP_2193' 'PP_1006' 'PP_4881' 'PP_4608'],['PP_4607' 'PP_4882' 'PP_0534' 'pfeS-II' 'PP_4609' 'PP_3612'],['PP_0861' 'PP_0350' 'PP_0863' 'PP_4610' 'PP_3085' 'PP_3086'],['PP_0162' 'PP_0180' 'PP_0685'],['PP_0667' 'PP_0668' 'PP_4611' 'PP_2192'],['PP_0862' 'PP_0704' 'PP_0351' 'PP_0703' 'PP_1651' 'PP_5699'],['tonB' 'exbD'],['exbB' 'PP_0352' 'PP_4070'],['PP_1083'],[]
