,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-9.25185853854297e-18,0.2629332341019825,3.0,0.0,0.3026503739,1.0,-0.1304457957,2.0,-0.1722045782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.2994031139000002,0.2779098708658572,3.0,3.0,-1.5314312264,4.0,-1.3753685164,5.0,-0.9914095989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.3562273120666666,0.09656684885341082,3.0,6.0,-1.463787483,7.0,-1.276986207,8.0,-1.3279082462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,7.93016446160826e-18,0.3987578158262751,21.0,9.0,0.1862068541,10.0,-0.0160963766,11.0,-0.2178599998,12.0,-0.20808516640000002,13.0,0.0218818174,14.0,0.4709357214,15.0,0.2678825825,16.0,-0.1281193369,17.0,-0.0519831095,18.0,-1.1877850071,19.0,0.44519994290000003,20.0,-0.6573941035,21.0,-0.07690320810000001,22.0,0.38364566440000003,23.0,0.43584187020000004,24.0,-0.33148699730000003,25.0,0.1923404339,26.0,-0.0435996436,27.0,-0.0830248636,28.0,0.19349137830000002,29.0,0.4049115473
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-2.5020266237809525,0.5151199038603631,21.0,30.0,-3.1377921649,31.0,-2.3498454348,32.0,-2.1774111623,33.0,-2.7676819012,34.0,-1.1437560355,35.0,-2.6078429382,36.0,-2.2318163767,37.0,-2.3613788463,38.0,-3.0032513763,39.0,-2.9777470612,40.0,-2.8925543316,41.0,-2.4028754448000003,42.0,-2.2061854464,43.0,-2.8364267308,44.0,-2.5594332075,45.0,-2.5318455349,46.0,-3.3985721893,47.0,-2.7304245929,48.0,-1.9292108910999999,49.0,-2.6366064827,50.0,-1.65990095
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-2.3129646346357427e-18,0.16274434268872381,3.0,51.0,-0.18061788880000001,52.0,0.13523783,53.0,0.045380058800000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.893726485325,0.24861757040257118,4.0,54.0,-0.5795543648,55.0,-1.1244555504,56.0,-1.0579443281,57.0,-0.812951698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.499999512961537e-11,0.22161350082645337,4.0,58.0,0.2722097451,59.0,-0.1352861889,60.0,-0.2193973652,61.0,0.0824738089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.024318840525,0.14316495687054687,4.0,62.0,0.1714063238,63.0,-0.1656248214,64.0,0.0835422084,65.0,0.007951651300000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.09252893502500001,0.057281455862365376,4.0,66.0,0.0342338107,67.0,0.0577371535,68.0,0.1178342153,69.0,0.1603105606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.357412825875,0.029247265272718294,4.0,70.0,-0.3811489582,71.0,-0.3757579439,72.0,-0.35613130530000003,73.0,-0.3166130961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.666666804567285e-11,0.38790241092695804,6.0,74.0,-0.5533873259000001,75.0,-0.2057011833,76.0,-0.17737094750000001,86.0,0.20790001360000002,88.0,0.1858020015,90.0,0.5427574415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-1.7981700286166669,0.6350401509019685,6.0,77.0,-1.2786497316,78.0,-1.27162541,79.0,-1.3390982376,87.0,-2.0472130429,89.0,-1.9747889306,91.0,-2.877644819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.3157781351,0.0345859065633538,3.0,80.0,0.2783552581,82.0,0.3465656301,84.0,0.3224135171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-3.5610617065333336,0.10198342646338292,3.0,81.0,-3.4494315724,83.0,-3.5844013346,85.0,-3.6493522126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,3.33333360913457e-11,0.25444842217648944,3.0,92.0,-0.1125146498,93.0,0.29130910590000003,94.0,-0.17879445600000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,2.670164421333333,0.07154044528341585,3.0,95.0,2.6994711547,96.0,2.7223980627,97.0,2.5886240466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.09728586476666667,0.12924986699235158,3.0,98.0,-0.0337468311,99.0,-0.0121040177,100.0,-0.2460067455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,2.4974179136666668,0.26997293567939545,3.0,101.0,2.1969040792,102.0,2.7194659339,103.0,2.5758837279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
