,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,Chrom__sac_log,0.13027571184323206,0.07546172595025169,2.0,0.0,0.07691621370376822,1.0,0.1836352099826959,,
1,Chrom__sac_sta,-0.09045751640010113,0.01075281639736875,2.0,2.0,-0.08285412700866779,3.0,-0.09806090579153448,,
2,Chrom__sac_MW001,0.0,0.010353645146107135,2.0,4.0,0.0073211326928115375,5.0,-0.0073211326928115375,,
3,Chrom__sac_fadR,0.2529633866045944,0.020109407495631757,2.0,6.0,0.2671828850103992,7.0,0.2387438881987896,,
4,FadR__wt_p,-4.4403499974143834e-16,0.0007196010190010676,2.0,8.0,-0.0005088347602848486,9.0,0.0005088347602839606,,
5,FadR__ko_p,0.10579283109168891,0.09812773982798097,2.0,10.0,0.1751796213465635,11.0,0.03640604083681431,,
6,GDGT__75_2.4_log,2.9605947323337506e-16,0.17325808699299283,3.0,12.0,0.03916069243985465,27.0,-0.1894867758634069,50.0,0.15032608342355314
7,GDGT__80_3.5_stat,-1.2071933488779443,0.18776912858236355,3.0,13.0,-1.0506357991760389,20.0,-1.4153741863456304,42.0,-1.155570061112163
8,GDGT__80_2.4_log,-0.4861122906698485,0.14814230642238224,3.0,14.0,-0.6400054909705837,37.0,-0.344483350363598,41.0,-0.4738480306753639
9,GDGT__75_3.5_stat,-1.1243463525925783,0.22848867679728818,3.0,15.0,-0.862889340522754,24.0,-1.224460343210528,28.0,-1.2856893740444528
10,GDGT__80_1.6_stat,-1.2683013189155767,0.15647722585085333,3.0,16.0,-1.325956911796732,17.0,-1.0911765344168431,33.0,-1.3877705105331548
11,GDGT__75_2.4_stat,-0.9162672888238482,0.07004096930379573,3.0,18.0,-0.8818318036257402,26.0,-0.8701100726426914,31.0,-0.996859990203113
12,GDGT__80_2.4_stat,-1.0375462607613704,0.06011619549992684,3.0,19.0,-1.0839862348839304,29.0,-1.0590079652975148,30.0,-0.9696445821026654
13,GDGT__80_1.6_log,-0.5640586252684874,0.23518840218208806,2.0,21.0,-0.7303619393078709,39.0,-0.3977553112291039,,
14,GDGT__65_3.5_stat,-0.670334604426117,0.30407653949279456,3.0,22.0,-0.5671572326566832,23.0,-0.4312716700917525,34.0,-1.012574910529915
15,GDGT__75_1.6_stat,-1.1503435874208072,0.1129826799928469,3.0,25.0,-1.2608548924775116,32.0,-1.1551339553214897,38.0,-1.0350419144634202
16,GDGT__75_1.6_log,-0.4200780673197926,0.05486539189515705,2.0,35.0,-0.4588737579813156,36.0,-0.3812823766582696,,
17,GDGT__65_2.4_stat,-0.19633417591086091,0.0544517246933658,3.0,40.0,-0.1956954321722524,46.0,-0.14220463294332575,49.0,-0.25110246261700464
18,GDGT__65_2.4_log,0.22477099320368202,0.1364548894303985,3.0,43.0,0.11300325911627508,44.0,0.3768365480168736,47.0,0.1844731724778974
19,GDGT__80_3.5_log,-0.3637347329583447,0.15541437998614016,3.0,45.0,-0.19761692924236665,51.0,-0.5055923250475898,52.0,-0.3879949445850777
20,GDGT__65_1.6_log,-0.10778819331608723,0.0793991753708522,3.0,48.0,-0.07379314662441773,53.0,-0.05104643506863038,54.0,-0.19852499825521355
21,NutLim__t0,0.0,0.16004989422829888,2.0,55.0,-0.1131723655370198,56.0,0.1131723655370198,,
22,NutLim__t05,-0.37679016654294006,0.07825788453687543,3.0,57.0,-0.29155643631876504,58.0,-0.3934127069621001,59.0,-0.4454013563479551
23,NutLim__t1,-0.6476351017304038,0.10966497329551324,3.0,60.0,-0.7641752323058428,61.0,-0.546467427628202,62.0,-0.6322626452571667
24,NutLim__t15,-0.8041788543971219,0.13695718202873944,3.0,63.0,-0.7039448709498491,64.0,-0.748361285513881,65.0,-0.9602304067276356
25,NutLim__t2,-0.9348451212795877,0.017683776307575217,3.0,66.0,-0.9526222059497114,67.0,-0.917256154243984,68.0,-0.934657003645068
26,NutLim__t4,-1.4136244957645354,0.07748569413071645,2.0,69.0,-1.4684151555293117,70.0,-1.3588338359997592,,
27,UV_irr__wt0,8.881784197001252e-16,0.03030634642961622,3.0,71.0,0.030653791502675887,72.0,-0.0007072707973643232,73.0,-0.0299465207053089
28,UV_irr__wt1,-0.14789668323456695,0.0669800553836552,3.0,74.0,-0.215671465665654,75.0,-0.0817407009588047,76.0,-0.14627788307924214
29,UV_irr__wt2,0.020069364510499153,0.04668125193858025,3.0,77.0,0.06725677295780662,78.0,0.01904002700903451,79.0,-0.026088706435343667
30,UV_irr__mut0,0.004287011204688144,0.030718668325400697,3.0,80.0,0.038360842228455816,81.0,-0.02128612789897044,82.0,-0.004213680715420942
31,UV_irr__mut1,0.14786670950578676,0.012762110524489417,3.0,83.0,0.15674048055373646,84.0,0.15361872017230827,85.0,0.13324092779131558
32,UV_irr__mut2,0.34092034935119714,0.02139575684702779,3.0,86.0,0.3333248575014389,87.0,0.3650776087458851,88.0,0.3243585818062673
33,YtrA__overexpr,0.4712848001484762,0.09861916334727526,3.0,89.0,0.3647208486869591,90.0,0.4897985063508683,91.0,0.5593350454076012
34,YtrA__wt,8.835524904308537e-16,0.13493228184119582,3.0,92.0,-0.031536847375402736,93.0,0.14790771052582394,94.0,-0.11637086315041854
