,A,PyrR
SRX5694340,0.4331381085,-0.013239529000000002
SRX5694341,-5.5255333903,-1.8513164279
SRX5694342,-2.0833318392,-0.7301432018
SRX5694343,-4.1913253257,0.2864545792
SRX5694344,0.21659007530000002,0.07022963900000001
SRX5694345,-4.2547706507,-0.1181154269
SRX5694346,-0.3133505724,-0.3476404105
SRX5694347,-1.0498755282,0.033382236
SRX5694348,-0.19445678730000002,0.8478150076000001
SRX5694349,-2.0940830181,0.0800042869
SRX5694350,-0.9163129774000001,-1.2895124066
SRX5694351,-2.1018609945,-0.9829894482
SRX5694352,0.1599811872,-0.19350802050000002
SRX5694353,-0.6286192255,0.6115936546
SRX5694354,1.3070395576,0.5281901031
SRX5694356,-0.11129529980000001,0.28890464990000003
SRX5694357,-1.9589428796,-0.8920033783
SRX5694358,-0.8972392008000001,-4.7247429653
SRX5694359,0.2545810696,-0.0406081118
SRX5694360,0.8484204551000001,-0.2483270652
SRX5694361,-0.6327562486,-1.256113078
SRX5694362,0.29254865960000004,-1.4511623553000002
SRX5694363,-0.2635265591,0.7073349505000001
SRX5694364,1.3225034603,-1.163153872
SRX5694365,-1.9827426059,0.6800032574
SRX5694366,-5.4829858893,0.1817556247
SRX5694367,-1.3894512764,-0.5934363057
SRX5694368,1.335214762,-0.302075115
SRX5694369,1.1455120623,0.2260620662
SRX5694370,0.8139015248,-0.2647244751
SRX5694371,-1.2036047856,-1.1947316453
SRX5694372,0.3486378316,-0.0781125894
SRX5694373,-1.6182085791,-1.1309853911
SRX5694374,-2.6148407301,-2.5872357878
SRX5694375,-2.1776939659,0.24104154700000002
SRX5694376,-3.6618665782,-0.3723977505
SRX5694377,-0.6964844752,-2.8638354923
SRX5694378,1.3015552347,-0.0568953595
SRX5694379,0.7818250515,-0.2556500302
SRX5694380,-0.9298475397,0.11163350570000001
SRX5694381,-4.887742201,-1.2982029633
SRX5694382,-6.62837646,0.8390722747
SRX5694383,-2.2163728253,0.2088721459
SRX5694384,-7.3441589585,0.5503416534000001
SRX5694385,-5.1882893856,0.9516430073000001
SRX5694386,-0.9003123085,-1.9882876382
SRX5694387,-7.569394628,0.1904559348
SRX5694388,-1.4706791514,-0.6624889752
SRX5694389,0.9702849232,-0.0930465614
SRX5694390,-3.4338139198,0.5232344285
SRX5694391,1.9570385067,1.0260271571
SRX5694392,0.9664960628,0.4473983358
SRX5694393,-8.0524194083,0.4610926528
SRX5694394,-7.2327859725,0.5694220108
SRX5694395,-0.0415415593,0.6956473272
SRX5694396,-0.5808316819,-0.837893988
SRX5694397,-0.013074658400000001,0.0946606707
SRX5694398,-1.7101588466000002,0.2383198997
SRX5694399,-4.7601897791,0.5632784772
SRX5694400,0.6187886359,-0.0027902841
SRX5694401,1.4732418113,0.4040633577
SRX5694402,-0.2909831396,-2.3269049011
SRX5694403,-0.6933693171,-0.7007732990000001
SRX5694404,-6.8163778113,0.42889093240000004
SRX5694405,-5.8851888271,0.2309512081
SRX5694406,0.3903282092,0.1915727693
SRX5694407,0.8788119201,-0.1803927029
SRX5694408,1.080069568,0.0014477657
SRX5694409,-0.0877722734,-0.8023791677000001
SRX5694410,-0.6371003351,-0.7148776063000001
SRX5694411,-1.208501581,-0.2108124005
SRX5694412,0.9478810552,-0.0085922609
SRX5694413,-2.0849621334,-0.5894992173
SRX5694414,-5.016597778,-0.9675485893
SRX5694415,-3.078788667,0.39832944000000003
SRX5694416,0.5888271193,-0.0071488642000000005
SRX5694417,-7.3746128302,0.5243377421000001
SRX5694418,-5.5414593996,-1.2684002899
SRX5694419,0.8619571884,-0.988146092
SRX5694420,1.3754967254000001,-0.26078877240000004
SRX5694421,-0.2677681014,0.2508638094
SRX5694422,1.6141627628,-0.11503304810000001
SRX5694423,0.9662152787,-0.3092849845
SRX5694424,0.020144566500000002,-0.0089134537
SRX5694425,-2.0167637873,0.3296059823
SRX5694426,-0.3592654093,-0.0749196397
SRX5694427,1.0165730142,0.19960015720000002
SRX5694428,0.5611431404,0.31906066920000004
SRX5694429,-1.623050702,-0.7286881982000001
SRX5694430,0.42842907220000004,0.3325730068
SRX5694431,-3.4921188758,0.32926914230000004
SRX5694432,0.6973894311000001,0.0853354392
SRX5694433,-1.8655946446,-1.1354538948
SRX5694434,-3.2954916678,-0.4036333883
SRX5694435,-5.0152934904,-1.0318164965
SRX5694436,-0.0475639211,-0.8113633907000001
SRX5694437,-2.921144993,0.5725503024
SRX5694438,-2.2907515129,0.4418251952
SRX5694439,-1.2858490698,-1.8485937612
SRX5694440,-8.3868624027,0.6757562652
SRX5694441,-0.0024918929,-0.34908965740000003
SRX5694442,-1.1741056877,-0.7431425469
SRX5694443,0.8141635681,-0.006957145200000001
SRX5694444,-4.1963005849,0.5801638295
SRX5694445,0.0768033339,-1.2732163432
SRX5694446,0.1362349135,0.7123626448
SRX5694447,0.320602169,0.2607690861
SRX5694448,-0.29375488250000004,-0.1578251849
SRX5694449,1.2196788172,0.1301128805
SRX5694450,-0.22145350730000002,-2.0763931582
SRX5694451,-2.8636307618,0.006437109000000001
SRX5694452,-1.2372921085,-1.0615204104
SRX5694453,-1.7591197835,-0.0639911138
SRX5694454,-6.9920435184,0.6132794859
SRX5694455,-0.1791852132,-0.7059775218000001
SRX5694456,-1.0189870367,0.3870514333
SRX5694457,-8.1535106791,0.9949385262
SRX5694459,-7.128196418,0.7950032140000001
SRX5694460,-4.6102487957000005,-0.5173050632
SRX5694461,0.9064305570000001,0.1474715137
SRX5694462,0.6537173437,0.3125343474
SRX5694463,-0.9523267035,0.166138964
SRX5694464,0.8970579297,-0.1477184466
SRX5694465,1.2950694697,-0.1768056261
SRX5694466,0.8625694224,0.3345697173
SRX5694467,0.9298155532000001,0.0158576736
SRX5694468,-3.7926019228000003,-2.9808599130999998
SRX5694469,-0.539294242,0.08015285350000001
SRX5694470,-1.1896953162,0.0461644765
SRX5694471,0.6088669458,0.1161233606
SRX5694472,-0.0246384347,-0.2708716017
SRX5694474,0.0464770278,0.1862890102
SRX5694475,-0.0344871909,0.074744472
SRX5694476,-2.2182905397,0.2780538593
SRX5694477,-1.7780205033,-0.6978089996
SRX5694478,0.6127860621,0.17482265430000002
SRX5694479,-2.9467595367,-0.9705940688
SRX5694480,-1.3937052806,-0.134093716
SRX5694481,0.0541110787,0.2691030358
SRX5694482,-8.0847117701,0.2900723384
SRX5694483,0.7233306854,-0.12130024760000001
SRX5694484,1.0746230148,0.30315914320000004
SRX5694485,1.4533171834,0.9134358476000001
SRX5694486,-7.6040701045,0.29858215720000003
SRX5694487,0.8978717293,0.0637942806
SRX5694488,-0.5964707081,0.43975532970000003
SRX5694489,0.7891411020000001,-0.5173766029
SRX5694491,0.05309018200000001,-0.7039082
SRX5694492,0.7160251056,-0.389519139
SRX5694493,-0.9813812838,-1.0414594771
SRX5694494,-0.0006428110000000001,0.2227733173
SRX5694495,-9.3010199795,0.5264341919000001
SRX5694496,-7.54411697,0.1575094415
SRX5694497,0.7091068826,-0.7622659566000001
SRX5694498,0.5693023918,0.1475008457
SRX5694499,0.6397764895,-0.9268633559
SRX5694500,0.2320412013,-0.1608709045
SRX5694501,0.8942489834,0.0761840995
SRX5694502,0.6550945118,-0.37173840340000003
SRX5694503,-0.07678597050000001,-0.8772158656
SRX5694504,-9.0279174502,0.4590538046
SRX5694505,-3.8813174698,-1.6841945664
SRX5694506,-0.9463816755000001,-0.3780999785
SRX5694507,-6.9446056758,0.0068412213
SRX5694508,-1.1223638221,0.5173051587
SRX5694509,0.5130083103,-0.3439690808
SRX5694510,0.5170393562,0.0831178946
SRX5694511,-2.4187183631,0.46444162520000004
SRX5694512,0.1542026797,-0.9503642116000001
SRX5694513,-1.8325305858,-0.2316294486
SRX5694514,-3.8842782716,-0.895060937
SRX5694515,-7.7828964046,0.9384771066
SRX5694516,0.8930471764000001,-1.6317345355000001
SRX5694517,0.2348430857,0.3168805176
SRX5694518,0.8000444421,0.07967228800000001
SRX5694519,1.0114213765,-0.3707312318
SRX5694520,0.2515610305,-0.0764769245
SRX5694521,0.2145033785,-0.0034599030000000003
SRX5694522,-7.3407341882,0.6324095299
SRX5694523,0.3603151385,0.0584760209
SRX5694524,-0.08564174270000001,-0.29977678960000004
SRX5694525,-3.1232005054,0.3534470883
SRX5694526,0.9102857444,-0.3143657731
SRX5694527,0.0449215182,0.0011948826
SRX5694528,-3.3629503711,-0.9589903733
SRX5694529,-1.3060021462,0.7809843481000001
SRX5694530,-1.2343104937,-0.3240421955
SRX5694532,-0.312185223,-0.9522072411
SRX5694533,-2.545311536,0.2228613583
SRX5694534,-0.7432319047,-1.0199002711
SRX5694535,0.336235542,-0.1736124607
SRX5694536,0.0716779845,0.1501276379
SRX5694537,0.8534259855,-0.1629400825
SRX5694538,0.7378093530000001,0.2688314705
SRX5694539,0.673319466,0.08665363820000001
SRX5694540,-1.0152061995,-0.9287203815
SRX5694541,0.46987710930000004,-0.1553470602
SRX5694543,-1.719345069,-2.0469816211
SRX5694544,1.146133925,-0.11379757800000001
SRX5694545,-1.967041287,0.1579433368
SRX5694546,0.48683009720000003,-1.0520248345
SRX5694547,0.7902132371,0.39089611620000003
SRX5694548,0.6008681969,-0.0390156123
SRX5694550,-0.38369234900000004,0.2003780218
SRX5694551,0.6127690554,-0.5926145772
SRX5694552,0.6670499755,0.239301543
SRX5694553,-8.7622117789,0.4970147702
SRX5694554,0.8282127979,-0.6489475668
SRX5694555,0.9831836311000001,-0.2432531118
SRX6072760,-1.6899179579,-1.0973894983
SRX6072761,-5.5999981274,-0.5693349018
SRX6072762,-1.4056467473,-0.9488109593
SRX6072763,-1.7269906272000002,-0.9536706996000001
SRX6072764,-6.5581972439000005,-0.7568893794
SRX6072765,-1.4852865793,-0.7159090206000001
SRX6376491,-0.3977559342,0.354013629
SRX6376492,-0.48380242290000003,-1.3694602184
SRX6376493,-1.1165355311,-1.7098713959
SRX6376494,-3.011533081,-0.8879914501
SRX6376495,-0.6879802030000001,0.5077651655000001
SRX6376496,0.0638810831,-0.0664247359
SRX2723951,4.1589673386,0.43917167420000003
SRX2723952,4.075903454,0.9596662802
SRX2723953,4.2335473609,0.1479494704
SRX2723954,4.2835274181,1.3556150671
SRX2723955,2.8533894749,0.0399804649
SRX2723956,1.5511045191,0.6166097328
SRX2723957,-0.37649306390000004,0.1866581453
SRX2723958,0.32403678900000005,-0.4943321657
SRX2723959,-0.1589539389,0.2028390635
SRX2723960,5.1299183564,0.5773785084
SRX2723961,5.7391293927,1.6901499818999999
SRX2723962,3.6826378557,0.6053444994
SRX2723963,2.1028784421,-0.1686539585
SRX2723964,3.1980195283,0.2376651791
SRX2723965,1.9468565251,0.28908425520000003
SRX2723966,-0.5263096096000001,-0.0185808662
SRX2723967,0.0211878313,-0.10387516590000001
SRX2723968,0.5051217783,0.1224560321
SRX6977206,3.2726856796,-0.3552358377
SRX6977207,5.1353219084,-0.2899111157
SRX6977208,0.1281661279,0.8898152448000001
SRX6977209,0.442610749,1.1139283302
SRX6977210,0.5626105865000001,0.8549373319
SRX6977211,0.2817846842,-0.01629144
SRX6977212,-0.1472870028,-0.1184297906
SRX6977213,-0.1344976814,0.1347212306
SRX6977214,2.2868677775,-0.7974082408000001
SRX1153733,-0.09783741950000001,-0.0231039279
SRX1153734,0.09783741950000001,0.0231039279
SRX1153735,-0.4480959218,-0.1988263107
SRX1153736,-1.5945919574,-0.1336779788
SRX5204053,0.0861605175,-0.0672918892
SRX5204054,0.0060873115,0.6631947958000001
SRX5204055,0.2106602281,-0.000442854
SRX5204056,-0.3964727745,0.8129145671
SRX5204057,-0.432728186,0.7386322429000001
SRX5204058,0.48139434950000004,0.7350668221000001
SRX5204059,0.1677592273,0.5980888034
SRX5204060,-0.07135465540000001,0.3418754726
SRX5204061,-0.4772062226,0.5835911034
SRX5204062,-0.2226820515,0.39521580440000004
SRX5204063,-0.312109289,0.3518716488
SRX5204064,0.2919892891,0.7408668336
SRX5204065,-0.036234655000000004,0.635510782
SRX5204066,-0.094075082,0.6269038939
SRX5204067,-0.0370656461,0.23512648330000002
SRX5204068,-0.3806594672,0.5565701145
SRX5204069,-0.045940855100000004,0.6180480586
SRX5204070,-0.410399245,0.6654599659
SRX5204071,0.37246400350000003,0.5641306394
SRX5204072,0.2046405732,0.5015541387
SRX5204073,0.77908529,0.8531956534
SRX5204074,1.3661181235,0.8218111358
SRX5204075,0.6145321794,0.659335601
SRX5204076,1.7995846498999999,0.9349489086
SRX5204077,-0.22514583270000002,0.5120696773
SRX5204078,0.47796839230000004,0.5649041920000001
SRX5204079,0.0930582523,0.5224510484
SRX5204080,0.31280402620000003,1.174994848
SRX5204081,0.141443811,0.8824409122
SRX5204082,-0.6930614665,0.7745293266000001
SRX5204083,-0.3637959557,0.0477345495
SRX5204084,-0.3394542378,-0.0008355191
SRX5204085,0.503691584,0.0751073375
SRX5204086,0.6113338811,-0.4164002731
SRX5204087,-0.0054043721,0.13467188130000002
SRX5204088,0.5942012496,-0.1747170439
SRX5204089,0.8038853755,0.2086818182
SRX5204090,0.5090402389,0.21529442840000002
SRX5204091,0.27281544960000004,-0.010257249900000001
SRX5204092,-0.5521633020000001,0.0720847875
SRX5204093,0.35828808900000003,-0.015172979000000001
SRX5204094,-0.4340207304,0.2562172601
SRX5204095,0.43629369020000003,0.07349874940000001
SRX5204096,-0.2713151774,-0.19317701180000002
SRX5204097,-0.1649785128,0.1196782624
SRX683459,0.089840061,-0.068988904
SRX683460,-0.2881533401,1.9991475893000001
SRX683461,-0.19912456750000002,-0.41769351060000004
SRX683462,0.7584661392000001,1.7859288603999999
SRX683463,0.1092845065,0.4866824146
SRX683464,1.032785137,1.6840974994
SRX683465,0.2172252826,0.6520497502
SRX683466,0.3609092993,2.0301324802
SRX683467,0.1819867085,0.4930449431
SRX683468,-1.7872258630000002,1.9217740222000002
SRX683469,0.34752594800000003,0.0638482446
SRX683470,0.7408412533000001,2.4134474025
SRX322077,-0.8402864643,-0.2940218518
SRX322078,-0.1398534678,-0.08567522080000001
SRX322079,0.3737715925,-0.1014096191
SRX322080,1.0836524261,0.4376953784
SRX322081,0.3956579951,0.14634126120000002
SRX322082,-0.8257317608,0.562711013
SRX322083,0.4038958285,0.165374231
SRX322084,0.08316001220000001,-0.3044127658
SRX322085,-0.48705584080000003,0.1390385348
SRX2708592,-1.1200156455,-0.23516315510000002
SRX2708593,-0.9996515883,-0.25802471180000003
SRX2708594,-1.6930926863,-0.4274820995
SRX2708595,-0.049082279400000005,0.016203337
SRX2708596,0.6751973360000001,0.19231929650000001
SRX2708597,-0.6261150566,-0.2085226335
SRX2708598,-2.2568738722,-0.2932388126
SRX2708600,-1.5707084363,-0.0652723877
SRX2708601,0.37669400950000004,0.1846235608
SRX2708602,0.027669507000000003,0.1401155271
SRX2708603,-0.5567370362,0.7408414471
SRX3073814,-0.4261093825,-0.24526277840000002
SRX3073815,0.3596305051,-0.4647577062
SRX3073816,1.1156524454,-2.9056788579
SRX3073817,2.7371796461,-3.255258724
SRX3073818,3.4646371133000002,-1.9877654695
SRX3073819,0.0777615104,0.2789160779
SRX3073820,0.3714004799,-1.0349972426
SRX3073821,0.8182097041,-2.84069511
SRX3073822,2.566050968,-2.5575099561
SRX3073823,4.1796634222,-1.9698217870999999
SRX3073824,0.4261093825,0.24526277840000002
SRX3073825,1.0479595491,-0.30590106510000004
SRX3073826,1.8485500078000001,-2.4932998987
SRX3073827,2.3891948015,-2.7381258066000003
SRX3073828,3.9173381499,-2.1395623268
SRX3073829,-0.0377627594,0.1306769949
SRX3073830,0.6459506306,-1.9440516234
SRX3073831,1.0804683245,-2.9580135607
SRX3073832,2.8668720066,-3.1459933346
SRX3073833,4.1509441235,-1.4751450076000001
SRX2391456,0.0898434716,0.1161288602
SRX2391457,-0.2736003168,-0.16557995050000002
SRX2391458,-0.3193047886,0.0394398735
SRX2391459,-0.2832332214,-0.0764565645
SRX2391460,-0.15368541400000002,0.046801509000000005
SRX2391461,-0.0511747455,0.0276246409
SRX2391462,0.2933443337,0.0378760179
SRX2391463,0.4947904812,0.1523094754
SRX2391464,0.7112496596,0.2161144788
SRX2391465,-0.18130019290000002,0.1416761994
SRX2391466,0.0351402033,-0.0242732732
SRX2391467,0.24029733590000002,0.0226293222
SRX2391468,-0.0204461974,-0.0080706206
SRX2391469,-0.1345560127,0.16522218560000002
SRX2391470,-0.13009989260000002,0.5029251219
SRX2391471,-0.1125298606,0.053840541000000006
SRX2391472,-0.06707388,0.36014667650000004
SRX2391473,-0.2098761275,0.09969925210000001
SRX2391474,-0.23406797680000002,-0.0219200516
SRX2391475,-0.1702045975,0.1825340457
SRX2391476,0.0561343329,0.2144107442
SRX2391477,-0.0304705247,-0.0146323068
SRX2391478,2.1055312187,-0.0482477815
SRX2391479,0.8200798124,0.2728637849
SRX2391480,0.5613617013000001,0.30780045510000004
SRX2391481,0.1534432154,0.18297671840000002
SRX2391482,-0.004635666,0.22164457980000002
SRX2391483,-0.0796530961,0.1252197935
SRX2391484,-0.016929871000000003,-0.0768420896
SRX2391485,-0.38058429,-0.2503603896
SRX2391486,-0.0586278274,-0.2195033502
SRX2391487,-0.0780133658,-0.1122822816
SRX2391488,-0.2613465894,-0.1125729211
SRX2391489,-0.4595909208,-0.0636636646
SRX2391490,0.3472377163,-0.1756734059
SRX2391491,0.4892192575,-0.0526184735
SRX2391492,-0.2302465613,0.0767331923
SRX2391493,-0.13831106640000002,0.0284760371
SRX2391494,0.2233157715,0.2053896633
SRX2391495,-0.24029733590000002,-0.0226293222
SRX2391496,0.0053507156,0.0246223794
SRX2391497,-0.4054487664,0.140906735
SRX2391498,0.3234038352,0.1176135491
SRX2391499,-0.286501567,0.0936567698
SRX2391500,-0.31273340590000004,0.2991909443
SRX2391501,-0.3725003803,-0.152658601
SRX2391502,-0.5703212486,-0.3613890671
SRX2391503,0.0713036549,0.23863115540000002
SRX2391505,-0.2608877417,0.0778169761
SRX2391506,0.4263428459,-0.0725670441
SRX2391507,0.3798745327,-0.2137632499
SRX2391508,0.4741581331,0.21676344090000002
SRX2391510,0.6627041295,0.09106830070000001
SRX2391512,1.3200871941,0.1327755183
SRX2391513,0.0865128367,-0.0157223527
SRX2391514,0.2376743398,-0.0944301663
SRX5632598,-4.3359277064,-0.1938385807
SRX5632599,-3.8564660625,-0.0945173825
SRX5632600,-3.9267756384,-0.1083166545
SRX5632601,-3.1960869643,0.5291278148
SRX5632602,-3.8199844842,0.4067254997
SRX5632603,-3.8984988621000003,0.6616224695
SRX5632604,-4.3238632449,0.5230820761
SRX5632605,-4.1954061254,0.41120805450000003
SRX5632606,-5.7726119243,0.169093611
SRX5632607,-3.6659623995,0.6625423866
SRX5632608,-0.1251188194,0.2763708532
SRX5632609,-0.23015914910000002,-0.3076021947
SRX5632610,0.9211451855,0.17595223240000002
SRX5632611,0.3552779686,0.031231341500000002
SRX5632612,0.7704237944,-0.3576175958
SRX5632613,0.3768726016,0.2453526289
SRX5632614,-2.0856756256,-0.0358806464
SRX5632615,-3.9735932198,-0.1432244263
ERX2874132,0.6486128399000001,0.21974431300000002
ERX2874133,1.0340379524,-0.6367200767
ERX2874134,-0.2577496948,-0.689536252
ERX2874135,-0.3717806058,-0.7217297475000001
ERX2874136,-0.8962560647000001,-0.7376712211
ERX2874137,-0.7778640225,-0.6005604128
ERX2874138,-0.2916052226,-0.7433708772000001
ERX2874139,0.4677066275,-0.7890334193
ERX2874140,-0.2889961802,0.2053143066
ERX2874141,0.2889961802,-0.2053143066
ERX2874142,-0.1720373376,-0.4570006936
ERX2874143,-0.47282611490000004,-0.4102252505
ERX2874144,-0.0284040586,-0.8307352419
ERX2874145,0.7106833036,-1.1481844902
ERX2874146,0.3348409493,0.0751883867
ERX2874147,0.6269403849,-0.38997934240000004
SRX1300292,1.0357952721,-0.037485517
SRX1300293,-1.0357952721,0.037485517
SRX1300299,-0.0593309629,0.5087764770000001
SRX1300300,0.6528491469000001,0.13463583980000002
SRX1300304,-0.6121340895,-0.3272054407
SRX1300305,-0.21821577590000002,0.5190616679
SRX1300306,-1.0960932028,0.4391128687
SRX1300310,-1.377404816,0.0287096904
SRX1300311,-1.1581424171,-0.0560011091
SRX7291195,2.0007846489,-0.7493645415
SRX7291196,1.1067454749,-0.8788109001000001
SRX7291197,0.0393669809,-0.7721834188000001
SRX7291198,-0.027314117800000003,-0.2600189928
SRX7291199,0.3413594019,0.1363008991
SRX7291200,-0.3140452841,0.1237180937
SRX7291201,0.082130063,-0.7582499209
SRX7291202,4.2873173151,-0.638276136
SRX7291203,1.7715821837,-0.8335024239000001
SRX7291204,0.4219459621,-0.06992997370000001
SRX7291205,0.15147934500000002,-0.13395427940000001
SRX7291206,0.2971570362,-0.1231770536
SRX2436955,0.9627731308,0.39576271700000004
SRX2436956,-0.2634938768,0.3478475214
SRX2436957,-0.6975809976,0.38482094580000004
SRX2436958,0.4252975272,0.6646836829
SRX2436959,-1.2773257278,0.0009587601
SRX2436960,-2.9210782787,0.40197237100000005
SRX2436961,-4.147898401,0.44458516530000003
SRX2436962,2.033272883,0.5523850372
SRX2436963,-2.2139351755,-0.1513118364
SRX2436964,2.11638199,0.41528575040000004
SRX2436965,-1.8007281860000002,-1.1084280204
SRX2436966,1.1061576412,0.3112120814
SRX2436967,-4.0899025399,0.2870949537
SRX2436969,-1.6630324225000002,-0.1185929978
SRX2436970,0.8748315707000001,0.3429792265
SRX2436971,-3.6943647066,0.39495910980000004
SRX2437029,2.3063308158,0.6334876772
SRX2437030,0.3019989041,0.6303271047
SRX2437031,2.0562915807,0.3372261664
SRX2437032,2.4295541933,0.4370322788
SRX2437033,1.4627764635,-0.0944657314
SRX2437034,-1.570401098,-0.9530896135
SRX2437035,1.8040191007000002,0.2697026622
SRX2437036,1.6194609378,0.2646734408
SRX2437037,2.2659384673,0.2654710783
SRX2437038,0.9623928584,0.2622253507
SRX2437039,-3.0554913554,0.14733679200000002
SRX2437040,1.7597769994,0.26935675540000004
SRX2437041,0.7938673948,0.2696251495
SRX2437042,-0.0098271251,-0.2170916344
SRX2437043,2.0929432451,0.35987814570000004
SRX2437044,2.2709895689,-0.3410917972
SRX4705203,-0.5835309681,-0.0392116181
SRX4705204,-1.1652369231,-0.37851125950000003
SRX4705205,0.2250456822,0.0248221069
SRX4705206,0.1561391695,0.1805550205
SRX4705207,-2.2353878188,-0.3548160222
SRX4705208,-2.6916584026,-0.3841552461
SRX4705209,-2.2166321499,-0.8264584979
SRX4705210,-1.6606614450000001,-0.4638209278
SRX4705211,-1.1835036384,-0.14157839860000002
SRX4705212,-1.3395181840000001,-0.2707831221
SRX4705213,2.3149130076,0.20460560930000002
SRX4705214,1.352748467,0.0810753142
SRX4705215,-1.2335844755,-0.1663742961
SRX4705216,0.4879099431,0.19054974360000002
SRX4705217,-1.0416948671,-0.1969032802
SRX4705218,-1.8802920751,-0.1129530909
SRX4705219,-2.2422206008,0.0209346003
SRX4705220,-2.34919373,0.0963627
