sample,BSU25350
LBexp_1,8.8094
LBexp_2,8.7299
LBexp_3,8.6554
LBtran_1,8.0628
LBtran_2,8.1048
LBtran_3,8.0846
LBstat_1,7.8758
LBstat_2,7.9636
LBstat_3,7.9948
LBGexp_1,9.0215
LBGexp_2,8.965
LBGexp_3,9.1589
LBGtran_2,7.9878
LBGtran_3,8.3846
LBGstat_1,7.6343
LBGstat_2,7.7648
LBGstat_3,7.9947
S0_1,8.8856
S0_2,9.0161
S0_3,9.1608
S1_1,8.6667
S1_2,8.7598
S1_3,8.8841
S2_1,9.1043
S2_2,9.3972
S2_3,9.2822
S3_1,13.8859
S3_2,13.8073
S4_1,13.3839
S4_2,13.4113
S4_3,13.2295
S5_1,13.5772
S5_2,13.4663
S5_3,14.0047
S6_1,12.9741
S6_2,10.6776
S6_3,12.7899
S6/t_1,12.3683
S6/t_2,9.8182
S6_4,11.6088
S6_5,12.612
S6_6,12.4279
S7_4,12.4691
S7_5,12.2454
S7_6,12.4083
S8_4,11.626
S8_5,10.9971
G135_1,10.3542
G135_3,8.5288
G150_1,9.6582
G150_2,10.0612
G150_3,10.2
G180_1,9.4452
G180_2,9.6877
G180_3,8.6549
C30_1,9.1625
C30_2,9.0608
C90_1,8.556000000000001
C90_2,7.8011
BI_1,8.5135
BI_2,8.7449
BC_2,9.0173
BC/t_1,8.4898
BC/t_2,9.4555
BC_1,8.4986
Sw_1,7.5149
Sw_2,7.8533
BT_1,11.7757
BT_2,10.7652
B36_1,11.7925
B36_2,11.4846
B60_1,11.2035
B60_2,11.1148
M9exp_1,9.6135
M9exp_2,9.357
M9exp_3,9.1199
M9tran_1,9.226
M9tran_2,9.3897
M9tran_3,9.3566
M9stat_1,11.0365
M9stat_2,9.4282
M9stat_3,9.3796
M+G_1,9.9316
M+G_2,9.2278
M+G_3,9.0845
Glu_1,9.3126
Glu_2,9.302
Glu_3,9.3621
Fru_1,8.3784
Fru_2,9.4191
Fru_3,8.8314
Mal_1,8.8437
Mal_2,8.839
Mal_3,9.0356
G+S_2,11.4316
G+S_3,11.7741
Pyr_1,11.4703
Pyr_2,11.6707
Pyr_3,11.247
Gly_1,8.3904
Gly_2,9.0035
Gly_3,8.2073
Glucon_1,9.3744
Glucon_2,9.1691
Glucon_3,8.581
aero_1,10.1256
aero_2,9.6836
aero_3,10.2162
nit_1,10.6385
nit_2,9.889
nit_3,10.4663
ferm_1,10.571
ferm_2,9.4928
ferm_3,10.8073
T-5.40H_1,10.4361
T-4.40H_1,9.9165
T-3.40H_1,9.7552
T-2.40H_1,9.7154
T-1.40H_1,9.6879
T-1.10H_1,9.8605
T-0.40H_1,10.0889
T0.0H_1,9.9366
T0.30H_1,9.2834
T1.0H_1,8.8
T1.30H_1,8.6838
T2.0H_1,8.8204
T2.30H_1,9.9342
T3.0H_1,10.3247
T3.30H_1,11.1176
T4.0H_1,11.3543
T5.0H_1,11.1581
HPh_1,9.0456
HPh_2,8.9493
HPh_3,9.2224
LPh_1,8.7761
LPh_2,9.3069
LPh_3,9.0507
LPhT_1,7.8393
LPhT_2,7.5156
LPhT_3,7.7292
SMMPr_1,9.9663
SMMPr_2,9.9552
SMMPr_3,9.9848
HiTm_1,8.0983
HiTm_2,8.0527
HiTm_3,8.1069
LoTm_1,12.5933
LoTm_2,12.5927
LoTm_3,12.6627
HiOs_1,9.3628
HiOs_2,9.3632
HiOs_3,9.0898
BMM_1,8.6507
BMM_2,8.482000000000001
BMM_3,8.6487
Heat_1,8.3105
Heat_2,7.8036
Heat_3,8.0675
Cold_1,10.2422
Cold_2,9.9248
Cold_3,9.6699
Etha_1,8.0852
Etha_2,8.2449
Etha_3,8.1788
SMM_1,9.1373
SMM_2,9.0913
SMM_3,9.0453
Salt_1,10.2767
Salt_2,10.115
Salt_3,10.5972
Mt0_1,8.7832
Mt0_3,9.2393
M0t45_1,8.2808
M0t45_2,9.4928
M0t45_3,8.7158
M0t90_1,7.7688
M0t90_2,7.8732
M0t90_3,7.6607
M40t45_1,8.4303
M40t45_2,8.1423
M40t45_3,8.8288
M40t90_1,7.5803
M40t90_2,7.6188
M40t90_3,7.6248
dia0_1,8.8181
dia0_2,8.806000000000003
dia0_3,9.1214
dia5_1,8.5363
dia5_2,8.3423
dia5_3,8.1566
dia15_1,8.6271
dia15_2,8.5714
dia15_3,7.9697
Diami_1,8.6348
Diami_2,9.1284
Diami_3,8.9583
Paraq_1,9.2591
Paraq_2,9.5411
Paraq_3,8.4671
H2O2_1,9.2308
H2O2_2,9.8495
H2O2_3,9.4352
Oxctl_1,9.2131
Oxctl_2,9.2454
Oxctl_3,9.5444
GM-0.1_1,8.7506
GM-0.2_1,9.0334
GM+5_1,8.9233
GM+15_1,8.8349
GM+25_1,9.0606
GM+45_1,9.2253
GM+60_1,8.9776
GM+90_1,9.3005
GM+120_1,9.2418
GM+150_1,9.4342
GM-0.1_2,8.6273
GM-0.2_2,8.9144
GM+5_2,8.9619
GM+10_2,8.513
GM+15_2,8.2111
GM+25_2,8.4979
GM+45_2,8.1229
GM+60_2,8.5155
GM+90_2,9.3561
GM+150_2,8.6711
GM-0.1_3,9.0191
GM-0.2_3,8.6397
GM+5_3,9.2628
GM+10_3,8.1961
GM+15_3,8.4881
GM+25_3,8.2208
GM+45_3,8.6508
GM+60_3,8.6023
GM+90_3,8.815
GM+120_3,9.3891
GM+150_3,9.1769
MG-0.1_1,8.7951
MG+5_1,8.9917
MG+10_1,9.2697
MG+15_1,8.6629
MG+25_1,9.1568
MG+45_1,9.1919
MG+120_1,8.8636
MG+150_1,8.9918
MG-0.1_2,8.106
MG-0.2_2,8.1901
MG+5_2,8.5395
MG+10_2,8.8143
MG+15_2,9.6138
MG+25_2,8.8974
MG+45_2,8.5775
MG+60_2,8.9648
MG+90_2,8.5753
MG+120_2,9.3384
MG-0.1_3,8.9065
MG-0.2_3,8.6278
MG+5_3,8.7777
MG+10_3,8.9455
MG+15_3,8.9344
MG+25_3,9.1157
MG+45_3,9.3571
MG+60_3,9.0781
MG+90_3,9.0565
MG+120_3,8.8497
MG+150_3,8.7634
