,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,-1.850371707708594e-17,0.36978569859721605,3.0,0.0,0.2614512458,2.0,0.1616335696,4.0,-0.42308481540000004,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-0.005255331800000003,0.27003287569594503,3.0,1.0,0.2359262748,3.0,0.045300960800000005,5.0,-0.296993231,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,1.083647949375,0.38039206538424464,4.0,6.0,1.2870127953,20.0,1.3318164673,40.0,1.1964136197,63.0,0.5193489152,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.0125279163,0.038129366594257356,4.0,7.0,-0.0433468845,33.0,0.0089367857,81.0,-0.045977233400000005,82.0,0.030275667000000003,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-1.2448238806249998,0.41505992025606,4.0,8.0,-1.4136530071,51.0,-0.6437134208,65.0,-1.3314393031,76.0,-1.5904897915,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-1.1666973979333333,0.5838187397691689,3.0,9.0,-1.3448622263,22.0,-1.64067563,49.0,-0.5145543375,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.7000296448500001,0.10316003762203459,2.0,10.0,0.7729748070000001,26.0,0.6270844827000001,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-0.8777027610333334,0.44354443875705163,3.0,11.0,-0.8141015673,54.0,-1.3496145203,83.0,-0.4693921955,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-1.175234972325,0.2725652903244781,4.0,12.0,-1.2179728495,48.0,-0.790018573,64.0,-1.4301747201000001,78.0,-1.2627737467,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.639991505275,0.14338859222762448,4.0,13.0,0.5718727271,38.0,0.8244261444000001,67.0,0.49166741890000004,72.0,0.6719997307000001,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.8584199511333335,0.22120980772436266,3.0,14.0,0.9402526624,41.0,1.0270539106,85.0,0.6079532804000001,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,0.977209049275,0.3066914868258889,4.0,15.0,1.1784711976,52.0,1.194198923,71.0,0.5366520878000001,80.0,0.9995139887000001,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-1.1381001787333334,0.1192291297388916,3.0,16.0,-1.1535950815,53.0,-1.0118811427,77.0,-1.248824312,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-1.1842012997666667,0.20677612308692972,3.0,17.0,-1.2228893937,50.0,-0.9608136579000001,66.0,-1.3689008477,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-0.9475399497666667,0.2188927774716099,3.0,18.0,-1.1947369545,25.0,-0.7782875465,62.0,-0.8695953483000001,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,0.47482637017500007,0.17742490349124357,4.0,19.0,0.6946839651000001,28.0,0.26548903100000004,56.0,0.436219821,73.0,0.5029126636,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-0.954657447675,0.026376217224696893,4.0,21.0,-0.9659700266000001,34.0,-0.9844618015000001,45.0,-0.944718291,58.0,-0.9234796716,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,0.7983683693249999,0.17014330308580802,4.0,23.0,0.8676304673,42.0,0.8843400044,70.0,0.5438205635,79.0,0.8976824421,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,0.3557160238,0.2115631823760209,4.0,24.0,0.1536005383,29.0,0.653165369,68.0,0.29380329510000003,74.0,0.3222948928,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,0.487368980225,0.22952900354870995,4.0,27.0,0.15491921,31.0,0.58687107,69.0,0.5314036601000001,75.0,0.6762819808,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-1.078210680625,0.20829683373661811,4.0,30.0,-1.3162851982000001,32.0,-0.8982101821,59.0,-1.1895245913,86.0,-0.9088227509000001,,,,,,,,,,,,,,,,,,,,
