,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,2.796486973216256,3.0,0.0,3.212997899,6.0,-1.3275316268,12.0,-1.8854662722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.7923051459666667,2.5755707317656866,3.0,1.0,2.445877583,7.0,-2.1752375372,13.0,2.1062753921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,1.7052249387333334,0.4272587773953166,3.0,2.0,2.166159318,8.0,1.6270885942,14.0,1.322426904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,1.7859411225666666,0.1370084640261866,3.0,3.0,1.9097078665,9.0,1.8093962767,15.0,1.6387192245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,2.4876959349666667,0.3601725107429516,3.0,4.0,2.4864716066,10.0,2.1281371491,16.0,2.8484790492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,2.1328635219,0.6413371004893417,3.0,5.0,1.4196684935000001,11.0,2.3167534362,17.0,2.662168636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-5.4232152866,0.06702697408794316,2.0,18.0,-5.3758200587000005,71.0,-5.4706105145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,1.5280142714666667,0.6151622109955157,3.0,19.0,1.2275208537,70.0,2.2356677665,205.0,1.1208541942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-2.1155058939,1.7981726508590028,8.0,20.0,-2.2935792443,32.0,-2.2282119861,55.0,-2.2879028035,67.0,-0.0431476781,126.0,-1.6622602354,147.0,-1.7403099799000001,203.0,-0.6004591192000001,210.0,-6.0681761047,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-2.4223375993,1.4340923795003022,3.0,21.0,-2.3979585648,34.0,-3.8684640747,61.0,-1.0005901584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,-1.0796192669,0.787385285413571,8.0,22.0,-1.3057622195,104.0,-0.6418583023000001,111.0,-0.3801075296,133.0,0.1315862826,165.0,-1.8917120044,238.0,-1.4806111657,265.0,-2.2076912412,270.0,-0.8607979551,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-1.336566444557143,1.059053950838939,7.0,23.0,-1.8491446394,56.0,-2.4626559481,82.0,-1.7943265352000002,118.0,0.28806475530000003,134.0,-0.935884664,137.0,-0.25537232860000003,227.0,-2.3466457519,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-2.9318734860999998,0.8738477191644529,4.0,24.0,-2.4941868008,101.0,-4.0764393861,139.0,-2.0591123681,149.0,-3.0977553894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-1.0638851221499999,0.20465923932990251,4.0,25.0,-0.8660741096000001,123.0,-1.3134778245,155.0,-0.9310133741000001,191.0,-1.1449751804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
