,BSU16650
M9exp_1,13.3689
M9exp_2,13.0594
M9exp_3,12.6435
M9tran_1,12.517
M9tran_2,12.2302
M9tran_3,12.6854
M9stat_1,10.6905
M9stat_2,11.6002
M9stat_3,11.0315
MG-0.1_1,13.3557
MG-0.1_2,11.8974
MG-0.1_3,13.6973
MG-0.2_2,12.6449
MG-0.2_3,12.8596
MG+5_1,13.2291
MG+5_2,12.988
MG+5_3,12.7302
MG+10_1,13.1928
MG+10_2,13.1655
MG+10_3,12.6216
MG+15_1,12.392
MG+15_2,13.3651
MG+15_3,13.2629
MG+25_1,13.1867
MG+25_2,12.8806
MG+25_3,13.1892
MG+45_1,13.098
MG+45_2,12.5583
MG+45_3,13.6144
MG+60_2,12.9123
MG+60_3,12.7368
MG+90_2,12.9195
MG+90_3,12.8789
MG+120_1,12.2712
MG+120_2,12.5367
MG+120_3,12.293
MG+150_1,12.7816
MG+150_3,12.4091
GM-0.1_1,12.9555
GM-0.1_2,12.8618
GM-0.1_3,12.3583
GM-0.2_1,12.9269
GM-0.2_2,12.6429
GM-0.2_3,12.6818
GM+5_1,12.5765
GM+5_2,12.9865
GM+5_3,13.1998
GM+10_2,13.0351
GM+10_3,12.0974
GM+15_1,13.1552
GM+15_2,12.6586
GM+15_3,12.7097
GM+25_1,13.3807
GM+25_2,12.6601
GM+25_3,12.4645
GM+45_1,13.5441
GM+45_2,12.1063
GM+45_3,11.8439
GM+60_1,13.4249
GM+60_2,12.1318
GM+60_3,12.1991
GM+90_1,13.3275
GM+90_2,13.3888
GM+90_3,12.3344
GM+120_1,12.89
GM+120_3,12.5133
GM+150_1,12.5851
GM+150_2,12.2266
GM+150_3,12.7921
BT_1,13.3646
BT_2,13.1277
B36_1,12.8739
B36_2,12.5442
B60_1,12.5745
B60_2,12.8389
S0_1,13.6773
S0_2,13.1134
S0_3,13.9647
S1_1,12.4622
S1_2,12.7048
S1_3,12.6592
S2_1,11.9107
S2_2,11.6776
S2_3,12.0485
S3_1,12.771
S3_2,12.1916
S4_1,12.927
S4_2,13.2983
S4_3,12.2846
S5_1,13.2749
S5_2,13.7453
S5_3,13.4766
S6_1,14.3499
S6_2,14.5799
S6_3,14.0087
S6/t_1,13.3764
S6/t_2,13.8012
S6_4,13.0652
S6_5,13.8268
S6_6,13.6996
S7_4,13.531
S7_5,13.3051
S7_6,13.5782
S8_4,13.0842
S8_5,14.052
G135_1,14.1029
G135_3,12.7545
G150_1,13.1073
G150_2,13.975
G150_3,14.1201
G180_1,13.7322
G180_2,13.8826
G180_3,13.2899
T-5.40H_1,12.6027
T-4.40H_1,12.9173
T-3.40H_1,12.7684
T-2.40H_1,12.3562
T-1.40H_1,12.3985
