,PA5397
SRX7442752,0.056646578
SRX7442753,-0.056646578
SRX7442754,0.6312801570000001
SRX7442755,0.9831366250000001
SRX7442756,0.36410342100000004
SRX7442757,-1.928152972
SRX7442758,-0.06532551
SRX7442759,0.531363828
SRX7442761,1.15477748
SRX7874204,-0.060746538
SRX7874205,0.060746538
SRX7874206,0.8830084570000001
SRX7874207,0.8912467860000001
SRX8639787,-0.097811057
SRX8639788,0.097811058
SRX8639789,-0.8312828290000001
SRX8639790,-0.528488241
SRX8639791,-0.35833532700000004
SRX8639792,0.04289265
SRX8639793,-5.365904656
SRX8639794,-4.378376153
SRX8639795,-5.039477159
SRX8639796,-4.952355074
SRX8639797,0.03633683
SRX8639798,0.169601875
SRX8639800,-0.43316536200000005
SRX1156127,0.117713303
SRX1156135,-0.117713303
SRX1156136,0.073193776
SRX1156137,-0.398210993
SRX1156138,0.33258916400000005
SRX1156140,0.570744416
ERX2195929,-0.06875657
ERX2195930,0.068756569
ERX2195931,0.502332689
ERX2195932,0.044554875
ERX2195933,1.205187958
ERX2195934,0.65878457
SRX4579961,-0.440217169
SRX4579962,0.014736547000000001
SRX4579963,0.425480623
SRX4579964,-0.699776707
SRX4579965,-1.715208316
SRX4579966,-0.8218131350000001
SRX5630349,0.017552461000000002
SRX5630350,-0.017552461000000002
SRX5630351,0.7609442750000001
SRX5630352,-1.109718669
SRX1411278,-0.12032549999999999
SRX1411287,0.438502596
SRX1411289,-0.416650197
SRX1411279,0.265120564
SRX1411280,-0.144795063
SRX1411281,-0.23570734200000001
SRX1411282,0.40056057
SRX1411283,-0.240399418
SRX1411284,-0.49604958800000004
SRX1411285,-1.323687956
SRX1411286,0.820717056
SRX1411288,-0.409349903
SRX2711962,0.11429833700000001
SRX2711963,-0.114298336
SRX2711964,0.370847696
SRX2711965,0.24837617
SRX2711966,0.62947571
SRX2711967,-0.5676092140000001
ERX3558798,-0.489644746
ERX3558799,-0.345026461
ERX3558800,-0.087659571
ERX3558801,-0.33253781
ERX3558802,-0.085704371
ERX3558803,0.063106757
ERX3558804,-0.16903827600000002
ERX3558805,0.191635889
ERX3593017,0.24066144800000003
ERX3593018,-0.027618043000000002
ERX3593020,-0.021826167
ERX3593021,0.126989438
ERX3593022,-0.105163272
SRX7058492,-0.201508392
SRX7058494,-0.154317583
SRX7058495,-0.07563842900000001
SRX7058509,0.201508393
SRX2662717,-0.843126747
SRX2662718,-3.305848958
SRX2662721,-0.300284975
SRX2662722,0.30028497400000004
SRX8143226,0.311519886
SRX8143227,-0.311519886
SRX8143228,-0.40533837100000003
SRX8143229,0.18545571600000002
ERX2456848,1.70037072
ERX2456849,2.732333151
ERX2456850,0.629025123
ERX2456851,-2.872635781
ERX2456852,-2.528746089
ERX2456853,-2.012566387
ERX2456854,2.19084684
ERX2456855,3.254095875
ERX2456856,1.718660715
ERX2456857,-2.865724212
ERX2456858,-2.051058893
ERX2456859,-2.246820324
SRX540108,0.0
SRX540109,0.0
SRX540110,3.348657615
SRX540111,2.223909214
SRX540112,0.0
SRX540113,0.0
SRX540114,4.477843409
SRX540115,4.602514221
SRX1737662,0.276761699
SRX1737664,-0.155681001
SRX1737665,-0.636915462
SRX1737667,-0.094350633
SRX1737668,0.075488633
SRX1737670,0.018862001
SRX1516139,-0.073266605
SRX1516140,0.073266605
SRX1516141,-0.281546251
SRX1516142,-0.234830212
