,-0.09098472055697293,-0.07885342448270988,-0.06672212840844682,-0.05459083233418377,-0.042459536259920716,-0.030328240185657662,-0.01819694411139461,-0.006065648037131555,0.006065648037131499,0.018196944111394553,0.030328240185657607,0.04245953625992066,0.054590832334183714,0.06672212840844677,0.07885342448270982,0.09098472055697288,0.10311601663123593,0.11524731270549898,0.12737860877976204,0.1395099048540251
thresh,-0.09705036859410446,0.09705036859410446,1,,,,,,,,,,,,,,,,,
unreg,0,1,3,4,22,106,515,1560,1463,410,105,40,11,6,1,1,3,4,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['treC' 'insH-6' 'insH-11'],['insH-1' 'insH-10' 'insH-8' 'insH-3'],['treB' 'insH-2'],[]
