,A,FliA
cstr_pfr__str_0120m__1,1.2250707291,2.6644363554
cstr_pfr__str_0210m__1,1.0568591984,2.6701296401
cstr_pfr__str_0330m__1,0.5170051848,2.3773091614
cstr_pfr__str_1500m__1,0.4108817133,1.8973808736
cstr_pfr__str_1560m__1,1.0667090155,2.0018140014
cstr_pfr__str_1680m__1,1.1079654811,2.2214447287
cstr_pfr__str_ref1__1,0.09428773280000001,0.075443311
cstr_pfr__str_ref2__1,0.0058908636,-0.03715496
cstr_pfr__str_ref3__1,-0.1099130945,-0.0748743378
cstr_pfr__pfr_P5_0005m__1,0.2010693863,0.044954131200000004
cstr_pfr__pfr_P5_0010m__1,0.7511075064,0.6462461257000001
cstr_pfr__pfr_P5_0025m__1,1.2461842765,1.9029239582000002
cstr_pfr__pfr_P3_0025m__1,1.1885319166000001,1.8296591701
cstr_pfr__pfr_P1_0025m__1,1.0792852766,1.8376338657
cstr_pfr__pfr_P5_0045m__1,1.4780060644000002,2.2817356861
cstr_pfr__pfr_P5_0120m__1,1.2534695709,2.6899862529
cstr_pfr__pfr_P3_0120m__1,1.2325585104,3.0885759908
cstr_pfr__pfr_P1_0120m__1,1.0003384762,2.5190176724
cstr_pfr__pfr_P5_0210m__1,0.8577388115,2.6890778897
cstr_pfr__pfr_P5_1500m__1,1.5080587355000001,2.5565897004
cstr_pfr__pfr_P3_1680m__1,0.7015354544,1.9153279958
cstr_pfr__pfr_P5_1680m__1,0.8146296145,1.8239767960000002
cstr_pfr__pfr_P1_1680m__1,0.6963396547,1.807595578
cstr_pfr__str_0005m__2,0.4312244465,1.1467119860000001
cstr_pfr__str_0010m__2,0.6267852339000001,1.596668577
cstr_pfr__str_0025m__2,1.3158622523,2.4751892897
cstr_pfr__str_0045m__2,1.4270568387,2.7220123784
cstr_pfr__str_0075m__2,1.2342085466000001,2.976732846
cstr_pfr__str_0120m__2,1.6287640071,3.1702870157
cstr_pfr__str_0210m__2,1.3558662706,3.069593341
cstr_pfr__str_0330m__2,1.2819005252,2.8908778845
cstr_pfr__str_1500m__2,1.342062628,2.8156106747000003
cstr_pfr__str_1560m__2,0.7566591717000001,2.5473865364
cstr_pfr__str_1680m__2,0.9893794502000001,2.3135260575
cstr_pfr__str_ref1__2,-0.09428773280000001,-0.075443311
cstr_pfr__str_ref2__2,0.5499480560000001,1.5210787669
cstr_pfr__str_ref3__2,0.0712581202,0.9854182759000001
cstr_pfr__pfr_P5_0005m__2,0.4685851636,1.1230421314
cstr_pfr__pfr_P5_0010m__2,1.1012471894,1.2709054358
cstr_pfr__pfr_P5_0025m__2,1.7059889151,2.2867844903
cstr_pfr__pfr_P3_0025m__2,1.4959503866000001,2.1212385224
cstr_pfr__pfr_P1_0025m__2,1.3503455656,2.1815525735
cstr_pfr__pfr_P5_0045m__2,0.5988956024000001,2.8422896534
cstr_pfr__pfr_P5_0120m__2,1.7139156973,3.0314441262
cstr_pfr__pfr_P3_0120m__2,1.652521439,2.9204760343
cstr_pfr__pfr_P1_0120m__2,1.1007488306,3.0630830877
cstr_pfr__pfr_P5_0210m__2,2.0649439911,3.519471813
cstr_pfr__pfr_P5_1500m__2,1.2436692641,2.4993944078
cstr_pfr__pfr_P3_1680m__2,1.359948566,2.2079993898
cstr_pfr__pfr_P5_1680m__2,1.1498955182,2.1344926351
cstr_pfr__pfr_P1_1680m__2,0.8598471028,2.2016573369
darobactin__daro_30m__1,-1.383720522,-0.9954812414
darobactin__daro_30m__2,-0.6189881045,-1.3087725556
darobactin__solv_1h__1,-1.0176171507,-1.6934139641
darobactin__solv_1h__2,-0.18634415540000002,-0.1302924091
darobactin__daro_1h__1,-0.9557576285,-0.1282646873
darobactin__solv_1h__3,0.5531672332,-0.5693439042
darobactin__daro_1h__2,-1.998085893,-1.2667956578
darobactin__daro_1h__3,-0.8872905442000001,0.2907974244
darobactin__daro_30m__3,-0.6281779483000001,-0.5180016073
darobactin__solv_30m__1,0.5063836404000001,-0.1329599038
darobactin__solv_15m__1,0.3155696286,-0.20359391740000002
darobactin__solv_15m__2,-0.9736231669000001,0.7849290611
darobactin__daro_15m__1,-2.0962045483,-0.2819581295
darobactin__solv_15m__3,0.6580535383,-0.5813351437000001
darobactin__daro_15m__2,-0.2025499771,-0.48156955
darobactin__daro_15m__3,-0.6491213964,-0.5309511794
darobactin__solv_30m__2,-0.4327831568,-0.2605004321
darobactin__solv_30m__3,-0.5510301132000001,-0.10448818330000001
ddp__pNT3_aroP__1,0.2803905124,-0.5262630137000001
ddp__pNT3_aroP__2,0.5555146515,-1.1405764010000001
ddp__pNT3_bamC__1,-1.6839585441,0.8874929127000001
ddp__pNT3_bamC__2,-2.5081761641,0.5882016104000001
ddp__pNT3_cusA__1,-0.9324982306,1.2410126493
ddp__pNT3_cusA__2,-1.2934807838,1.012935111
ddp__pNT3_hemX__1,-0.5257663384,-1.9982381855
ddp__pNT3_hemX__2,-0.5286182969000001,-1.7394095237
ddp__pNT3_empty__1,-0.3379811374,-0.1873416719
ddp__pNT3_empty__2,0.3379811374,0.1873416719
ddp__pNT3_topA__1,0.1607295235,-1.0338089215
ddp__pNT3_topA__2,0.2553855806,-0.1273851055
ddp__pNT3_yicR__1,0.3684361908,0.8002930814
ddp__pNT3_yicR__2,-0.1039762602,1.0279030385
ddp__pNT3_yqjD__1,-0.0193618495,-0.45412205120000004
ddp__pNT3_yqjD__2,-0.11657566180000001,-0.7000793264
ecomics__del_gabT__1,-0.5388512294,-0.4549022089
ecomics__del_gabT__2,0.5388512294,0.4549022089
ecomics__del_putP__1,-0.2527142636,-2.8732291927
ecomics__del_putP__2,-0.7808347397000001,-1.3889157193
ecomics__del_entF__1,2.7727615448,4.6925433124
ecomics__del_entF__2,1.6417620255,1.3822871367
ecomics__del_entF__3,1.3355577526,3.1901443611
ecomics__del_cysA__1,0.8510164898,2.865611072
ecomics__del_cysA__2,0.7176402958,1.2935897323
elyC__wt_21C__1,-0.48319831480000003,0.806957425
elyC__wt_21C__2,-0.24386033780000002,1.0977779499
elyC__wt_21C__3,-0.36502653620000003,0.6458206676
elyC__wt_37C__1,-0.5753802909,-0.33024581680000004
elyC__wt_37C__2,0.21404056700000001,0.2833324922
elyC__wt_37C__3,0.3613397239,0.0469133246
elyC__delelyC_21C__1,-0.3197451293,0.5530720609
elyC__delelyC_21C__2,-0.7999407435,0.4830421278
elyC__delelyC_21C__3,-0.48131652020000004,0.8222923079000001
elyC__delelyC_37C__1,-0.3446143909,-0.2738194432
elyC__delelyC_37C__2,-0.4063310633,-0.2102834911
elyC__delelyC_37C__3,-0.6113094898,-0.2273333505
evo_acid_w__F9_2__1,-0.6001245285,-0.1632376124
evo_acid_w__F11_1__1,0.8666868474,-0.3815711036
evo_acid_w__F11_1__2,1.2439223008,-0.1876398997
evo_acid_w__F11_1__3,0.8109591815,-0.13091820340000002
evo_acid_w__wt__1,1.0102302595,0.1275116721
evo_acid_w__F11_2__1,-0.7627502708,-0.47134166400000005
evo_acid_w__B11_2__1,0.3194465939,0.1494941423
evo_acid_w__F11_2__2,-0.939031586,-0.3548946403
evo_acid_w__wt__2,0.35426310580000003,0.2722465819
evo_acid_w__B11_1__1,0.421392578,-0.0351980517
evo_acid_w__H9_1__1,2.2944095462,2.3969857336000002
evo_acid_w__H9_2__1,-0.20595418540000002,-0.2213249515
evo_acid_w__B11_2__2,0.5894376859,0.0512092813
evo_acid_w__wt__3,0.19766140470000002,0.3526593098
evo_acid_w__H9_2__2,0.09331750600000001,-0.12399541130000001
evo_acid_w__B11_2__3,0.3818995536,-0.10870471420000001
evo_acid_w__F11_2__3,-0.9616044701,-0.3760051126
evo_acid_w__F9_2__2,-0.4270504324,-0.2639185471
evo_acid_w__wt__4,0.0480265982,0.136766848
evo_acid_w__wt__5,-0.1615005472,-0.006316679
evo_acid_w__wt__6,-0.5547376900000001,-0.2237167227
evo_acid_w__H9_1__2,2.0540572219,2.2225531055
evo_acid_w__F9_1__1,1.0912433562,0.5255226661
evo_acid_w__F9_1__2,0.9035037488000001,0.039430505000000005
evo_acid_w__B11_1__2,-0.48231479320000004,-0.4900454468
evo_acid_w__H9_2__3,0.20803755000000002,-0.16389139930000002
evo_acid_w__wt__7,0.1188366785,-0.1609234444
evo_acid_w__F9_1__3,1.1323721636,0.208583224
evo_acid_w__F9_2__3,-0.39450145340000004,0.2220094275
evo_acid_w__wt__8,-0.11091572770000001,-0.027805776
evo_acid_w__B11_1__3,-0.3145353658,0.1442021575
evo_acid_w__wt__9,-0.9018640819,-0.47042178960000003
evo_bz__c3_1_bz__1,-0.17501011260000002,-0.8573640404
evo_bz__c3_1_bz__2,-1.2072077745,-2.9276850519
evo_bz__c3_1_bz__3,-1.2366079579,-2.5753128401
evo_bz__c3_1_bz__4,-0.9936138739,-2.6253005052000002
evo_bz__g5_1_bz__1,-1.5844695732,-1.5981687652
evo_bz__g5_1_bz__2,-0.9334437421,-2.5515497315999998
evo_bz__g5_1_bz__3,-1.8130654567,-2.0765180622
evo_bz__g5_1_bz__4,-2.2063698999,-2.5738167694
evo_bz__g5_1_bz__5,-1.8721885714000002,-2.4527017478
evo_bz__g5_1_bz__6,-2.1466591089,-2.2712468459
evo_bz__w3110d13__1,0.1576041933,-0.42148208340000004
evo_bz__w3110d13__2,0.46926584320000003,-0.0862315508
evo_bz__w3110d13__3,0.0139592433,0.5640804796000001
evo_bz__w3110d13__4,0.6101151639,-0.1865361335
evo_bz__w3110d13__5,-0.8725691649,-0.09686365300000001
evo_bz__w3110d13__6,-0.37837527870000004,0.22703294100000002
evo_bz__w3110d13_bz__1,-0.1435908236,-2.0358367713
evo_bz__w3110d13_bz__2,0.7250836589,-1.9607407033
evo_bz__w3110d13_bz__3,-1.5610818775,-2.3130478338
evo_bz__w3110d13_bz__4,-0.48106229920000004,-2.5032702901
evo_bz__c3_1_bz__5,-0.8756833416,-1.4871722847
evo_bz__c3_1_bz__6,0.29280072360000003,-1.2938863613
evo_bz__g5_2_bz__1,-1.3717237,-2.6282906448
evo_bz__g5_2_bz__2,-1.3248463999,-2.8162944475
evo_bz__g5_2_bz__3,-1.3897831293,-2.8073487032
evo_bz__g5_2_bz__4,-0.7459952872000001,-1.9640622764
evo_bz__g5_2_bz__5,-0.1070998427,-1.4880858424
evo_bz__g5_2_bz__6,-0.1998270021,-1.6904499482
evo_bz__w3110d13_bz__5,-1.7773971492,-2.4492994546
evo_bz__w3110d13_bz__6,-1.4099116062000001,-2.3158350197
evo_bz__a1_1_bz__1,0.41547988820000004,-1.3711622944
evo_bz__a1_1_bz__2,-0.7072485629,-2.2119470701
evo_bz__a1_1_bz__3,-1.4766752781,-0.6390248279
evo_bz__a1_1_bz__4,-1.0555245466,-2.3234103063
evo_bz__a1_1_bz__5,-1.5289959638,-0.5118544979
evo_bz__a1_1_bz__6,-1.9198672045,-0.9007599943
evo_metab__wt__1,1.0490509669,-0.8193409798
evo_metab__del_zwf__1,-0.007774376600000001,-0.2196813351
evo_metab__zwf_ale1__1,-0.44253344720000004,-0.6671948284
evo_metab__zwf_ale2__1,0.49637354200000006,-0.42500701620000003
evo_metab__del_ppk__1,1.4398090311,0.6564373954
evo_metab__ppk_ale1__1,0.2699428542,-0.7380405406
evo_metab__ppk_ale2__1,1.0791935411,-0.8632367689
evo_metab__ppk_ale3__1,0.34499243,-1.0730729031
evo_metab__del_dapF__1,1.1077353822,-0.7826417576
evo_metab__dapF_ale1__1,-0.040737711600000004,-0.8052710979000001
evo_metab__dapF_ale3__1,-0.45003378780000003,-0.0310096625
evo_metab__del_entC__1,2.9874501297,6.5427702915
evo_metab__entC_ale1__1,1.6658547539000002,7.5281478357000005
evo_metab__entC_ale2__1,2.6405631233999998,5.7615881836
evo_metab__del_dgk__1,4.3854254774,9.0503325143
evo_metab__dgk_ale1__1,1.3264220026,6.3664823037
evo_metab__dgk_ale2__1,3.006395708,7.249892322
evo_metab__dgk_ale3__1,2.4685708655000003,5.7836663845
evo_metab__wt__2,-0.26475889750000003,0.4983989534
evo_metab__del_zwf__2,0.2248765284,-0.37234374410000004
evo_metab__zwf_ale1__2,-1.5386946581,0.2377833892
evo_metab__zwf_ale2__2,-1.1505320076,0.4618584436
evo_metab__del_ppk__2,-0.4848209759,1.7895269015
evo_metab__ppk_ale1__2,-0.8724142809000001,0.8465909631
evo_metab__ppk_ale2__2,-0.7437528275,-0.5038314039
evo_metab__ppk_ale3__2,-0.5257390536000001,0.3247697393
evo_metab__del_dapF__2,-0.30284375280000003,-0.6736991741
evo_metab__dapF_ale1__2,-0.4901631406,-0.5259120231000001
evo_metab__dapF_ale3__2,-0.6441368181,-0.6470697372
evo_metab__del_entC__2,1.2877072122,7.5155848974
evo_metab__entC_ale1__2,2.8467561735,7.2874706252
evo_metab__entC_ale2__2,1.6457459534,6.8018601876
evo_metab__entC_ale3__1,1.492124767,5.9938493218
evo_metab__del_dgk__2,3.7316544735,8.9948312983
evo_metab__dgk_ale1__2,2.8650235552,8.3122953811
evo_metab__dgk_ale2__2,1.6456191293,7.810209365
evo_metab__dgk_ale3__2,2.0643440684,5.9105148174
evo_metab__wt__3,-0.7842920694000001,0.32094202650000003
evo_metab__del_zwf__3,-0.8392333941000001,0.4316466487
evo_metab__zwf_ale1__3,-1.4339938824,0.36286795390000004
evo_metab__zwf_ale2__3,-1.1682068421,-0.16789435260000002
evo_metab__del_ppk__3,0.2773695439,1.2592556819
evo_metab__ppk_ale1__3,-1.1638411488,0.11591907500000001
evo_metab__ppk_ale2__3,-1.6453726567,0.2589537448
evo_metab__ppk_ale3__3,-1.0862126623,0.2637975869
evo_metab__del_dapF__3,-1.1329817534,-0.7038216814
evo_metab__dapF_ale1__3,0.0725080589,-0.3566876728
evo_metab__dapF_ale3__3,-1.1676741048000001,-0.8963872628
evo_metab__del_entC__3,1.7856432308999999,7.7951723528
evo_metab__entC_ale1__3,2.5598405915,7.4899848017
evo_metab__entC_ale2__3,1.2226411741,5.3257919534
evo_metab__entC_ale3__2,0.17968409870000002,4.9460267567
evo_metab__del_dgk__3,1.5978178856,8.3014256649
evo_metab__dgk_ale1__3,1.7753408411,7.4509093564
evo_metab__dgk_ale2__3,0.5286105081,6.5620467369
evo_metab__dgk_ale3__3,-0.5086190540000001,3.4973141955
flag_reg__wt__1,-0.3753443229,-0.0573885596
flag_reg__del_fliA__1,-0.5056924818,-9.2279250222
flag_reg__del_flhC__1,-2.3280790299,-8.9036761693
flag_reg__del_flhD__1,-2.5323821721,-9.6582550968
flag_reg__wt__2,0.3753443229,0.0573885596
flag_reg__del_fliA__2,-2.8831825703,-9.230060165
flag_reg__del_flhC__2,-1.0305129455,-9.3778123521
flag_reg__del_flhD__2,-2.4899822446,-9.5692266042
flgM__27C__1,-1.3326054648,-1.2792409856
flgM__27C__2,-1.2699021818,-1.2072843126000001
flgM__27C__3,-1.4724137536000002,-1.2634604477
flgM__32C__1,0.5060223747,-0.3859518528
flgM__32C__2,-0.19247241110000002,-0.4643050875
flgM__32C__3,-0.1300822183,-0.5835061072000001
flgM__37C__1,-0.19483230840000001,0.0418403768
flgM__37C__2,0.19703929380000001,-0.0327321562
flgM__37C__3,-0.0022069854,-0.0091082206
flgM__42C__1,1.591124495,-1.0588393559
flgM__42C__2,1.5543067426000001,-1.7270268085
flgM__42C__3,0.8764568833,-1.3693888452
histone__untreated__1,0.2387571726,0.0039722338
histone__untreated__2,-0.013828231600000001,0.061060577500000005
histone__untreated__3,-0.2249289411,-0.0650328113
histone__10ug_H2A__1,-0.0452541501,-0.070651751
histone__10ug_H2A__2,-0.3610582766,-0.0085246637
histone__10ug_H2A__3,-0.213281299,-0.1585012901
histone__50ug_H2A__1,-0.5891858401,-1.028978726
histone__50ug_H2A__2,-0.498754093,-1.0054931691
histone__50ug_H2A__3,-0.5189091295,-1.1213944747
histone__100ug_H2A__1,-0.8815876985000001,-1.5020088598
histone__100ug_H2A__2,-0.829407023,-1.4876560933
histone__100ug_H2A__3,-0.6923572776,-1.5498740736
hns__del_hns_spike__1,-1.5514910408,-5.2330373447
hns__del_hns_spike__2,-0.6556388034,-0.6219466741
hns__del_hns__1,-1.5884325732,-5.3225125087
hns__del_hns__2,-0.6870499441,-0.8266909777
hns__wt_spike__1,0.6193517695,0.8067436205
hns__wt_spike__2,-0.4044379611,-0.2585497469
hns__wt__1,0.42820023970000004,0.7084270344
hns__wt__2,-0.42820023970000004,-0.7084270344
hns_stpA__evo100G4_delhns_delstpA__1,0.40789033680000003,-2.5013936572
hns_stpA__evo100G4_delhns_delstpA__2,0.8972622588,-2.1286966895
hns_stpA__evo100G12_delhns_delstpA__1,1.1430449454,-2.3806781005
hns_stpA__evo100G12_delhns_delstpA__2,1.3935124656,-2.4217077606
hns_stpA__delhns_delstpA_delrpoS__1,1.3682710012000001,-2.3786558558
hns_stpA__delhns_delstpA_delrpoS__2,1.5897676303,-2.2844933622
hns_stpA__wt__1,0.0901241208,0.165556383
hns_stpA__wt__2,-0.0901241208,-0.165556383
hns_stpA__delhns_delstpA__1,0.7770897643,-2.5962559057
hns_stpA__delhns_delstpA__2,0.7270535395000001,-2.0341110669
hu__wt_log_pH7__1,-0.7555777151,0.8138998683
hu__wt_log_pH7__2,0.4770084241,0.23125016610000002
hu__wt_log_pH7__3,0.1079685059,2.0108751773
hu__wt_lag_pH7__1,-0.0361702759,-0.9206305231
hu__wt_lag_pH7__2,-0.26740447300000003,-0.9492158822000001
hu__wt_lag_pH7__3,0.3035747489,1.8698464053000001
hu__delhupA_lag_pH7__1,-0.7554844176000001,-2.1596356442
hu__delhupA_lag_pH7__2,0.47186198570000004,-1.6943255264000001
hu__delhupA_lag_pH7__3,-0.41438296560000004,-0.4896008516
hu__delhupB_lag_pH7__1,0.0623628169,-1.3465944129
hu__delhupB_lag_pH7__2,0.1052012023,-1.6154777
hu__delhupB_lag_pH7__3,0.061298779000000005,0.9038315898
hu__delhupAhupB_lag_pH7__1,-0.6390629746,-2.6692973569
hu__delhupAhupB_lag_pH7__2,-0.0556621289,-3.1419568196
hu__delhupAhupB_lag_pH7__3,-1.0489579728,-1.8091196213
hu__hupAE34K_hupB_lag_pH7__1,-0.9949238371,-0.1977773347
hu__hupAE34K_hupB_lag_pH7__2,-0.056941917700000004,0.046340416200000005
hu__hupAE34K_hupB_lag_pH7__3,-0.20870812160000002,2.5790471628000002
hu__hupAE34K_delhupB_lag_pH7__1,-0.8894621715000001,-0.6826083712000001
hu__hupAE34K_delhupB_lag_pH7__2,-0.6877277963,-1.0560678805000001
hu__hupAE34K_delhupB_lag_pH7__3,-0.4120368703,2.2986640282
hu__wt_lag_pH5__1,-0.3325702607,-0.585102294
hu__wt_lag_pH5__2,-0.5608980485,-0.9941167626
hu__wt_lag_pH5__3,-0.6358076787,-0.8513482516
hu__delhupA_lag_pH5__1,-0.2857574584,-1.7132778339999999
hu__delhupA_lag_pH5__2,-0.5498948722,-1.355508731
hu__delhupA_lag_pH5__3,-0.9216573033000001,-0.6804766702
hu__delhupAhupB_lag_pH5__1,0.3367847921,-2.4649616079
hu__delhupAhupB_lag_pH5__2,-0.7280705963,-3.1877942415
hu__delhupAhupB_lag_pH5__3,-1.51786999,-1.9322187161
hu__hupAE34K_hupB_lag_pH5__1,-1.0497231274,-0.5955355245
hu__hupAE34K_hupB_lag_pH5__2,-1.6696614139000001,-0.4263536929
hu__hupAE34K_hupB_lag_pH5__3,-1.9546537683,-1.2783151153
hu__hupAE34K_delhupB_lag_pH5__1,-1.1847658116,-0.5213009768
hu__hupAE34K_delhupB_lag_pH5__2,-1.0545221769,-1.6116319524
hu__hupAE34K_delhupB_lag_pH5__3,-1.266560031,-0.9131437456
hyperpersistence__low_GFP__1,-1.3169794134,-4.9830776921
hyperpersistence__wt__1,-0.4225755436,-0.5947728422
hyperpersistence__high_GFP__1,-1.8506050989,-4.6568701653
hyperpersistence__pth_mut__1,-2.2755798618,-2.3507668684
hyperpersistence__pth_mut__2,-2.8608108438,-2.0609630098
hyperpersistence__metG_mut__1,-2.4768346523,-2.6991126149999998
hyperpersistence__metG_mut__2,-2.7632483109,-2.5127504249
hyperpersistence__high_GFP__2,-1.6768295808,-4.5563306751
hyperpersistence__wt__2,0.4225755436,0.5947728422
hyperpersistence__low_GFP__2,-1.5254577506,-5.2521048443
kan_efg__cpxAF218Y__1,-0.4352540614,-0.2941047792
kan_efg__cpxAF218Y__2,0.6274020267,-0.1029270433
kan_efg__cyaAN600Y__1,-0.28096554020000003,0.7195365039
kan_efg__cyaAN600Y__2,0.45356359220000003,1.2095332824
kan_efg__fusAA608E__1,2.9590613434,-0.21590178100000001
kan_efg__fusAA608E__2,2.7354793778,-0.4457561774
kan_efg__fusAA608E_cpxAF218Y__1,1.7341532658,-1.8630638
kan_efg__fusAA608E_cpxAF218Y__2,1.8968370677,-1.7225700222
kan_efg__fusAA608E_cyaAN600Y__1,1.3463357003,0.5206358589
kan_efg__fusAA608E_cyaAN600Y__2,0.7722720045,0.49514974230000003
kan_efg__fusAA608E_rpoDL261Q__1,0.9996882302000001,-3.2375435047
kan_efg__fusAA608E_rpoDL261Q__2,2.5681031062,-2.7724936497
kan_efg__fusAA608E_topAS180L__1,-0.2739243228,-5.3358836119
kan_efg__fusAA608E_topAS180L__2,1.3202143431,-3.0473799397
kan_efg__rpoDL261Q__1,2.5348127202,-1.2828067822
kan_efg__rpoDL261Q__2,1.2982587384,-1.2951573026
kan_efg__wt__1,-0.1545444015,-0.0576469723
kan_efg__wt__2,0.1545444015,0.0576469723
lrp__wt_min_log__1,0.2009273754,-0.0971833532
lrp__wt_min_log__2,-0.2009273754,0.0971833532
lrp__wt_min_trans__1,-2.5171366011,-3.1917298063
lrp__wt_min_trans__2,-1.8654017816000001,-2.8453232441000003
lrp__wt_min_stat__1,-0.9275839831,-4.0143927194
lrp__wt_min_stat__2,-1.6927634746,-3.5557016268
lrp__wt_liv_log__1,-0.6700581535,-2.1573982989
lrp__wt_liv_log__2,-0.6395297802000001,-2.0376184414
lrp__wt_liv_trans__1,-2.1692217471,-5.2659252514
lrp__wt_liv_trans__2,-1.7574156684000002,-4.4004432059
lrp__wt_liv_stat__1,-2.7378659195,-4.2569212169
lrp__wt_liv_stat__2,-2.9431692847,-4.397253036
lrp__wt_rich_log__1,-0.3968260159,-2.2139717729
lrp__wt_rich_log__2,-0.8752407671,-2.2016854847
lrp__wt_rich_trans__1,-2.0374316094,-5.2835063792
lrp__wt_rich_trans__2,-2.5498988856,-4.707966261
lrp__wt_rich_stat__1,-1.3687397309,-5.910380341
lrp__wt_rich_stat__2,-0.7192459896000001,-3.6491139845
lrp__dellrp_min_log__1,1.5170912876,1.1568199039
lrp__dellrp_min_log__2,1.0959326691,0.9351781897
lrp__dellrp_min_trans__1,-1.9151726037,-5.1781275157
lrp__dellrp_min_trans__2,-2.6469450429,-4.3768298993
lrp__dellrp_min_stat__1,-1.2696701119,-3.5998624457
lrp__dellrp_min_stat__2,-2.0854996549,-3.5982842774
lrp__dellrp_liv_log__1,-0.12310934600000001,-0.2067346981
lrp__dellrp_liv_log__2,-0.8101413004,-0.605059168
lrp__dellrp_liv_trans__1,-1.3022095492,-1.425158961
lrp__dellrp_liv_trans__2,-1.8376463380999999,-1.8447686068
lrp__dellrp_liv_stat__1,-2.2911998981,-3.6760806156
lrp__dellrp_liv_stat__2,-2.0726580282000002,-3.805573846
lrp__dellrp_rich_log__1,0.4571610703,0.8131251577
lrp__dellrp_rich_log__2,-0.1759012146,0.770048599
lrp__dellrp_rich_trans__1,-1.2645760312,-3.9179907202
lrp__dellrp_rich_trans__2,-1.9419803732,-4.9089368233
lrp__dellrp_rich_stat__1,-3.3622491585,-4.614339608
lrp__dellrp_rich_stat__2,-2.918014934,-5.910380341
mazF_circuit__t0__1,0.0375842485,-0.2951125632
mazF_circuit__t2__1,-0.11599494040000001,0.134115397
mazF_circuit__t4__1,-2.51949603,0.35312789380000004
mazF_circuit__t6__1,-0.8934268032,1.0490036926
mazF_circuit__t8__1,-3.4775306293,1.2339438051
mazF_circuit__t0__2,-0.0375842485,0.2951125632
mazF_circuit__t2__2,-2.5386224748,0.7442310366
mazF_circuit__t4__2,-2.0392749327,-0.015131832000000001
mazF_circuit__t6__2,-4.4320051921,0.995402238
mazF_circuit__t8__2,-2.1041291238,0.6518855277000001
mazF_ribo__emptyvec_mrna_5m__1,0.0321731109,0.0024947385
mazF_ribo__emptyvec_mrna_5m__2,-0.0321731109,-0.0024947385
mazF_ribo__mazF_mrna_5m__1,-0.0983742841,0.5855271348000001
mazF_ribo__mazF_mrna_5m__2,-0.13895666,0.49607525550000003
mazF_ribo__emptyvec_total_5m__1,2.7257219757,1.1351238821
mazF_ribo__emptyvec_total_5m__2,1.9565650743,1.0198532672
mazF_ribo__mazF_total_60m__1,-1.217297138,-1.012196261
mazF_ribo__mazF_total_60m__2,2.1922284329,-1.8931266569
mercury__ctrl_t00__1,0.2641605047,-0.0438683564
mercury__ctrl_t10__1,-0.1702503953,0.1842293595
mercury__ctrl_t30__1,1.0885074255,0.4641635873
mercury__ctrl_t60__1,-0.1252329466,0.1028835392
mercury__hg_t10__1,5.9504002397,0.10727256510000001
mercury__hg_t30__1,5.6869814763,-1.1010613386
mercury__hg_t60__1,2.6081393247999998,-2.285246275
mercury__pma_t10__1,17.7137120987,0.596761924
mercury__pma_t30__1,18.2885784538,0.3813457321
mercury__pma_t60__1,-0.4133900747,-1.1994833724
mercury__ctrl_t00__2,-0.1705694305,-0.028471797
mercury__ctrl_t10__2,-0.16947413560000002,0.1469276877
mercury__ctrl_t30__2,0.5680286807,0.43361746630000003
mercury__ctrl_t60__2,-0.3906952114,-0.08801543960000001
mercury__hg_t10__2,5.7994217258,-0.3019257576
mercury__hg_t30__2,3.8852334672,-1.3763093248
mercury__hg_t60__2,-0.5554130185,-2.2515325022
mercury__pma_t10__2,17.3574076534,0.5017537281000001
mercury__pma_t30__2,17.8788027524,0.0733450845
mercury__pma_t60__2,-0.9499256696,-0.21449169580000002
mercury__ctrl_t00__3,-0.0935910742,0.0723401535
mercury__ctrl_t10__3,-0.4018615258,0.1341172823
mercury__ctrl_t30__3,0.6002784984,0.4306154588
mercury__ctrl_t60__3,0.1458526973,0.0998452518
mercury__hg_t10__3,6.1699748232000005,0.5584126412
mercury__hg_t30__3,6.7654793538,-0.5048175719
mercury__hg_t60__3,1.192553584,-2.1512560291
mercury__pma_t10__3,18.1655394073,0.7227503561
mercury__pma_t30__3,19.5185048486,0.3827791393
mercury__pma_t60__3,-0.2906050095,0.0843450302
ml_abx__az_lolcde__1,-0.4346349152,0.2963435601
ml_abx__az_lolcde__2,-1.0897920033,-1.429474032
ml_abx__az_lolcde__3,-0.8045948618000001,-1.0388613173
ml_abx__b01__1,0.30743123640000003,1.0250009273
ml_abx__b01__2,0.8309888813,1.0937392171
ml_abx__b01__3,0.9649549418000001,0.9250583955
ml_abx__cro__1,1.1821900000000001e-05,0.40066072550000004
ml_abx__cro__2,0.032568102700000004,0.16591062180000002
ml_abx__cro__3,1.1514097285,-1.1013806797
ml_abx__chl__1,-1.0020012578,-2.3457728449
ml_abx__chl__2,-1.5273827121,-1.8756321839
ml_abx__chl__3,-2.0578270676,-3.2881966067
ml_abx__cip__1,-0.6048361508,-0.014920411000000001
ml_abx__cip__2,-0.2869663096,0.1260984108
ml_abx__cip__3,-1.0688003029,-1.8180020933
ml_abx__clr__1,-1.6416913986,-3.4247062285
ml_abx__clr__2,-1.9737792339,-3.0044174234
ml_abx__clr__3,-2.1105551383,-4.0854140207
ml_abx__cst__1,-0.817040151,-0.06610385490000001
ml_abx__cst__2,-1.3822679347,-0.7628606618
ml_abx__cst__3,-0.23548790790000002,-0.2387531856
ml_abx__ctrl__1,0.008530182800000001,0.4985095117
