,-0.17141946117025145,-0.1469309667173584,-0.12244247226446534,-0.09795397781157228,-0.07346548335867922,-0.04897698890578617,-0.02448849445289311,-5.551115123125783e-17,0.024488494452893,0.048976988905786056,0.07346548335867911,0.0979539778115722,0.12244247226446522,0.14693096671735825,0.17141946117025134,0.19590795562314442,0.22039645007603745,0.24488494452893048,0.26937343898182353,0.29386193343471667
thresh,-0.08570973058512574,0.08570973058512574,2,,,,,,,,,,,,,,,,,
unreg,1,0,0,0,1,14,478,3170,449,24,1,0,0,0,0,0,0,0,0,0
FliA,1,2,1,0,1,6,6,26,13,7,2,2,3,1,1,1,0,0,0,0
unreg_genes,['yeaG'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FliA_genes,['cheY'],['cheB' 'cheZ'],['cheR'],[],['cheW'],['fliK' 'tsr' 'tap' 'ynjH' 'trg' 'fliI'],['fliR' 'fliJ' 'fliT' 'fliH' 'lolB' 'ygbK'],"['oppC' 'ykfH' 'fliS' 'yjcS' 'fliG' 'aer' 'ves' 'oppB' 'ykfG' 'fliE'
 'fliC' 'fliO' 'ykfB' 'fliP' 'ykfI' 'oppD' 'fliQ' 'cheA' 'oppF' 'ispE'
 'oppA' 'fliF' 'yhiL' 'recC' 'hemL' 'tcyJ']","['yafW' 'fliL' 'ppdC' 'prs' 'ygdB' 'ykfF' 'fliM' 'ycgR' 'yafX' 'modC'
 'ppdB' 'yecF' 'flxA']",['fliD' 'motB' 'fliN' 'tar' 'pdeH' 'modB' 'ppdA'],['crfC' 'flgL'],['modA' 'motA'],['flgK' 'yjcZ' 'flgN'],['flgM'],['fliZ'],['fliA'],[],[],[],[]
