,-0.20325125077803233,-0.16260100062242586,-0.12195075046681939,-0.08130050031121291,-0.04065025015560644,2.7755575615628914e-17,0.0406502501556065,0.08130050031121297,0.12195075046681944,0.1626010006224259,0.20325125077803238,0.24390150093363885,0.28455175108924535,0.3252020012448519,0.3658522514004583,0.4065025015560647,0.44715275171167124,0.48780300186727776,0.5284532520228842,0.5691035021784906
thresh,-0.06097537523340969,0.06097537523340969,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,1,39,4113,29,2,4,0,0,0,0,0,0,1,0,0,0,0
BasR,1,0,0,0,0,11,1,1,1,1,1,3,1,1,0,0,0,0,0,0
unreg_genes,[],[],[],['ompC'],[],[],[],['eptC' 'ugd'],['dmlA' 'yodB' 'basS' 'basR'],[],[],[],[],[],[],['ais'],[],[],[],[]
BasR_genes,['yrbL'],[],[],[],[],"['csgF' 'tomB' 'csgD' 'fimB' 'cspI' 'csgG' 'putA' 'dgkA' 'csgE' 'hha'
 'qseC']",['qseB'],['arnF'],['arnE'],['arnT'],['waaH'],['arnD' 'eptA' 'arnA'],['arnC'],['arnB'],[],[],[],[],[],[]
