,A,BasR
SRX4705224,1.9729032536000002,-0.6931920404
SRX4705225,0.449984943,-0.8965089212
SRX4705226,-0.1912995647,-0.6323374471000001
SRX4705227,-0.5182947527,-0.6793285906000001
SRX4705228,1.4281551962,0.251094145
SRX4705229,1.8392395287,0.0342539878
SRX4705230,3.1161414887,-0.1642334886
SRX4705231,1.0731839801,0.2590910953
SRX4705232,1.6509024695,-0.0567118779
SRX4705233,4.7296158651999995,1.1215238623000001
SRX4705234,0.4625711679,0.0157935811
SRX4705235,-0.7395589234000001,-0.5823590526
SRX4705236,0.0602280587,0.2682410894
SRX4705237,-0.5828750917000001,-0.7238716039
SRX4705238,-0.8778226610000001,-0.426147708
SRX2038319,2.8538632494,0.8053747975000001
SRX2038320,1.5115372259000002,0.5487620813
SRX2038321,2.4915445244,0.8448358376
SRX2038322,2.5145787427,0.4339730236
SRX2038323,-0.8127177512,-0.44293963280000004
SRX2038324,-1.4373641122,-0.2171304108
SRX2038325,3.2889954062,0.8629596287
SRX2038326,2.4585079533,0.6296411588
SRX2038327,1.8424011422,0.76934796
SRX2038328,1.8553528252,0.7746992405
SRX2038329,-0.4315365259,0.047528997600000004
SRX2038330,0.2839639301,-0.2464361051
SRX2038331,-1.2730319204,-0.40361551760000003
SRX2038332,2.0762617731,0.8767956099
SRX2038334,-3.1232552669,-0.6358979235000001
SRX2038335,-2.5458094756,-0.2105163018
SRX2038336,-2.5511458927,-0.1203265862
SRX2038337,0.4369350348,0.0751850323
SRX2038338,-1.4788325239,-0.480407837
SRX2038339,1.3300156129,-0.1173965725
SRX2038340,-3.7381318395000003,-0.4015887909
SRX2038341,-2.2325800788,-0.4080962832
SRX2038342,-2.7572385589,-0.6611842996
SRX2038343,-2.8436314581,-0.1455499851
SRX2038344,-1.3376681769,-0.138108679
SRX2038345,-0.792612651,-0.5769154726
SRX2038346,0.7908684749,-0.4969343505
SRX2038347,0.4518857254,-0.4568751689
SRX2038348,0.3298692233,-0.3015765364
SRX2038349,-3.0619469326,-0.9535696610000001
SRX2038350,-2.9705164229000003,-0.6676966886
SRX2038351,-2.6692974854,-0.7868597729
SRX2038352,-2.210885997,-0.27402062380000003
SRX2038353,-3.2043982839,-0.7315888073
SRX2038354,-3.8022446745,-0.5677713825
SRX2038355,-3.4091595694,-0.7352349039
SRX2038356,-1.717360599,-0.5897432974
SRX2038357,-1.3750307255,-0.3249669606
SRX2038358,-1.9358860942,-0.9080890353000001
SRX2038359,-3.3023753288,-0.32266800970000004
SRX2038360,-1.4151361242,-0.6134922025
SRX2038361,-0.67283112,-0.2052865527
SRX2038362,-0.6312061158000001,-0.0292431725
SRX2038363,-1.6166809033,-0.10519093360000001
SRX2038364,-0.2806504797,0.1429301326
SRX2038365,0.5257017911,-0.48193395860000005
SRX2038366,0.5046849739,-0.5616161828
SRX2038367,0.1965027836,-0.43841529700000004
SRX2038368,-2.9997208751,-0.8321292616
SRX2038369,-2.2610298314,-0.57492433
SRX2038370,-0.5216797768,-0.39971976870000003
SRX2038371,-2.4056961525,-0.7443828993
SRX2038372,-2.9372448105,-0.7313665643
SRX2038373,-2.7171588118,-0.5910156101
SRX2038374,-2.8882582095,-0.8622088382
SRX2038375,-0.0410204624,-0.4937715858
ERX530520,0.1744153377,0.0247131729
ERX530521,-0.1931123006,-0.0414875284
ERX530522,-0.8399585878,-0.0101914306
ERX530523,-1.4873889142,0.1819779013
ERX530524,-0.1744153377,-0.0247131729
ERX530525,-1.128788744,0.22973529180000002
ERX530526,0.8312406367,-0.0774362374
ERX530527,-0.7575084364,0.0636186645
ERX3212443,4.3251387811,0.4280857756
ERX3212444,3.5416371156,0.260024134
ERX3212445,4.2367012863,0.3000126026
ERX3212446,2.4989068253,0.2935199766
ERX3212447,2.3938090096,0.20967815150000002
ERX3212448,3.0991019905,0.1985076529
ERX3212449,0.1317413386,-0.0517499305
ERX3212450,-0.220956325,0.004961494800000001
ERX3212451,0.0892149864,0.0467884357
ERX3212452,-1.1176330037,0.3309734573
ERX3212453,-1.4159515205,0.4651735656
ERX3212454,-0.8829926578,0.17734576100000002
SRX7478973,-0.277570541,-0.2646404564
SRX7478974,0.6863004369,0.1722610989
SRX7478975,-0.40872989590000003,0.09237935750000001
SRX7478976,-0.0421963117,-0.1124717402
SRX7478977,0.0745681635,0.3191902312
SRX7478978,-0.8769417984000001,0.2231316093
SRX7478979,-0.0556290833,-0.39142017230000004
SRX7478980,0.0749901566,-0.2718625347
SRX7478981,0.6163213014000001,-0.0926120951
SRX7478982,0.6740818809,-0.10039868910000001
SRX7478983,0.6256414342000001,-0.3132036213
SRX7478984,0.5792249004000001,-0.2261055056
ERX1521038,9.4750044758,0.2241449027
ERX1521039,8.1782740955,0.6577721470000001
ERX1521040,9.7195190879,0.0997930104
ERX1521041,7.5697585338,0.6913371962
ERX1521042,1.1196363559,-0.22791903100000002
ERX1521043,-1.6463815326,0.8146253696
ERX1521044,0.7274594371,-0.1843418671
ERX1521045,-0.7274594371,0.1843418671
SRX621182,9.2972711893,-0.7792610899
SRX621183,9.4046329181,-1.084776938
SRX621184,7.6956836048,-1.8465425265
SRX621185,7.3998986883,-2.0267811746
SRX621188,8.5204969809,-1.3958564329
SRX621189,9.5643385543,-1.8150321464
SRX621190,0.11377125660000001,0.3604876649
SRX621191,-0.11377125660000001,-0.3604876649
SRX621192,11.675273895,-1.8568386392
SRX621193,11.496364698,-1.8680991044000002
SRX6489436,0.2377501824,-0.9765967842000001
SRX6489437,0.40930253320000004,-0.6419346829
SRX6489438,0.9070978214000001,-0.7079952971
SRX6489439,0.3236257744,0.19885120620000002
SRX6489440,0.4178186619,-0.9856880815000001
SRX6489441,-0.7414444363,0.7868368753
SRX6489442,-0.5367412912,0.5612746197
SRX6489443,0.13971583440000002,-0.9102241937000001
SRX6489444,-1.6570931702,0.57651148
SRX6489445,-0.1566667673,-0.33766540510000004
SRX6489446,0.6886805808,-0.4070122988
SRX6489447,-1.4130784686,0.7319879183
SRX6489448,-1.3401623535,0.22022508740000002
SRX6489449,-0.8150671419000001,-0.49972513080000003
SRX6489450,-1.2360401246000001,0.1731873487
SRX6489451,0.221973673,-0.0237503501
SRX6489452,0.3552848414,-0.5564993073
SRX6489453,-0.2083945443,0.45615307850000003
SRX6489454,0.1502788445,0.2379749239
SRX6489455,0.4162719801,-0.19869998860000002
SRX6489456,-0.7566268092,0.49290067190000003
SRX6489457,-0.4828790095,-0.1450202179
SRX6489458,-0.18973876,-0.6290923607000001
SRX6489459,-0.4753231511,-0.5775492608
SRX6489460,-0.35757551730000003,-0.5857434724
SRX6489461,-0.9220259541,-0.3424311399
SRX6489462,-0.9189127019000001,-0.4904077593
SRX6489463,-0.3291955641,-1.0107444752
SRX6489464,-1.1275872407,-0.6380567555000001
SRX6489465,-1.2809683862,0.0015276294
SRX6489466,-0.4734444821,-0.049205401100000004
SRX6489467,-0.41797770160000003,-0.0395362998
SRX6489468,-0.3659045923,0.08678334
SRX6489469,-0.0559174135,0.0543545561
SRX6489470,-0.1889501989,0.17371081630000001
SRX6489471,-0.5580042333,-0.409996886
SRX6452027,3.4042476072,-0.563042426
SRX6452029,0.1563130837,-0.1265292016
SRX6452030,3.7961333804,-0.7048043193
SRX6452031,0.4056549702,-0.2708758875
SRX6452044,2.184841472,-0.1573500207
SRX6452045,1.0983112836,0.4190144514
SRX6452046,0.9329795766000001,0.1817517417
SRX6452047,4.6230659992,-0.42340818290000004
SRX6452048,-0.1563130837,0.1265292016
SRX6452059,4.8170838991,-0.5688499276
SRX1828491,-1.8627801975,0.599820054
SRX1828492,-1.2419226161,0.9240396698000001
SRX1828493,-0.4192453131,0.6179012639
SRX1828494,-2.0848567742,1.512436821
SRX1828495,1.0028163609,-0.4060557782
SRX1828496,0.2566362205,-0.5677827833
SRX1828497,-0.7151467156,0.49853497300000005
SRX1828498,-0.19927673,0.11015767750000001
SRX1828499,-0.0309720164,0.1626815317
SRX1828500,-0.34109129920000003,0.4266993953
SRX1828501,-0.6001212060000001,0.47856319680000003
SRX1828502,0.7602764587,0.2509024828
SRX1828503,-1.7200073849000002,0.0388672672
SRX1828504,-0.664273662,-0.38105581920000003
SRX1828505,0.4994955401,0.2820162227
SRX1828506,0.2052012661,0.6710406611
SRX1828507,-0.1861652425,-0.1665315082
SRX1828508,0.1861652425,0.1665315082
SRX3796953,-0.16698869600000002,0.036400618600000004
SRX3796954,0.16698869600000002,-0.036400618600000004
SRX3796955,-1.2999150574,-1.1984878266
SRX3796956,-1.8625060411,-0.5338346724
SRX3796957,-3.6827149906,-0.8436810307
SRX3796958,-4.5754100908,-1.1377344427
SRX3796959,2.1147898176,0.1445047503
SRX3796960,2.6655415479,0.0081108984
SRX3796961,-5.9182247909,-1.5091426245
SRX3796962,-3.7919438427000003,-1.4435211828
SRX3796963,-5.3691534267,-1.2638279853
SRX3796964,-4.8950994744,-1.3952658598
SRX3796965,-4.6203845816,-0.9527191412
SRX3796966,-4.1477294993000005,-0.9499214527000001
SRX3796967,-5.6021625209,-0.9770652458
SRX3796968,-6.5469525788,-1.3942563243000001
SRX3796969,-8.1063568102,-2.4391727669
SRX3796970,-6.6171905838,-2.4429076595
SRX3796971,0.9287735578,-0.2174895251
SRX3796972,0.6407003126,-0.1834689729
SRX3796973,-2.1872247242,-1.1492322039
SRX3796974,0.15336161010000002,-0.41296485400000005
SRX3796975,-3.3608065124,-1.7603608890000002
SRX3796976,-4.2388114346,-1.6407915783
SRX3796977,2.1374613353,-0.14225173160000001
SRX3796978,2.1162069595,-0.188299338
SRX3796979,-0.9081177536,-0.769191874
SRX3796980,-0.6796221256,-0.7358441032
SRX3796981,-2.9732252005,-1.0590571517
SRX3796982,-3.1465193948,-1.2816940614
SRX3796983,-3.3306129709,-0.8887805014
SRX3796984,-3.0427483263,-0.6562640784
SRX3796985,-5.1629811697,-0.8010120051
SRX3796986,-5.3221666628,-0.9238462939000001
SRX3796987,-8.4489652852,-2.5524664959
SRX3796988,-8.9998726913,-2.2564951227
SRX2568270,0.074242651,0.18396419860000002
SRX2568271,-0.9067257634,-1.1973631728
SRX2568272,-2.2469020651,0.15962065520000002
SRX2568273,-0.0181293612,-0.1815080838
SRX2568274,1.1441355381,-0.5232167883000001
SRX2568275,-0.074242651,-0.18396419860000002
SRX2568276,-0.0652229585,0.031365529100000004
SRX2568277,0.1247803172,0.2636506088
SRX2568278,-0.9069466587,0.8276266227
SRX2568279,3.118410892,-0.11429073370000001
SRX3421856,-0.3088246443,-0.1330536829
SRX3421857,0.3088246443,0.1330536829
SRX3421858,3.4739842591,0.3981230159
SRX3421859,3.5111738627999998,0.275429081
SRX3421860,-2.1938961162,-0.5791003576
SRX3421861,-1.8786202889,-0.8243931332000001
SRX3421868,5.7875880742,-1.2196406741999999
SRX3421869,5.7950010779,-2.5471794449000003
SRX2606337,0.18896666410000001,-0.09207149070000001
SRX2606338,-1.1074506697,0.0728830117
SRX2606339,-2.1802675074,-0.2533449325
SRX2606340,-2.6035793632,-0.7899088563000001
SRX2606341,-5.7637258558,-1.4465189627
SRX2606342,-0.8094829240000001,0.977389893
SRX2606343,3.8661270606,0.9849346310000001
SRX2606344,-6.6123342001,-2.1192596399
SRX2606345,-5.0608995156,-1.8036080065000002
SRX2606346,1.2591277965,-0.14614526560000002
SRX2606347,-0.1039371037,0.036320114300000005
SRX2606348,-1.1005278247,-0.054065150900000004
SRX2606349,-4.3710784678,-0.9112505590000001
SRX2606350,-4.9748498001,-1.1936704781
SRX2606351,-4.7603479604,-0.6873539622
SRX2606352,1.4601836211,1.6783694502
SRX2606353,5.0783179652,0.6139748035
SRX2606354,-6.9697550845,-2.1817805084
SRX2606355,-3.9236289693,-1.8051023966000002
SRX2606356,-1.4841635588,-0.5043996343
SRX2606357,-0.08502956040000001,0.055751376500000005
SRX2606358,-0.8771554513,-0.08710720400000001
SRX2606359,-2.8811835345,-0.40738659660000004
SRX2606360,-3.4525756307,-0.8494851379
SRX2606361,-8.0559309432,-2.0716066955
SRX2606362,-2.1840687206,0.3092278423
SRX2606363,6.1461477193,1.4894334394
SRX2606364,-6.4298406863,-2.2611340766
SRX2606365,-4.2910321526,-2.2097015741
SRX2606366,-1.4343576431,-0.25665357580000003
SRX3648427,-0.2934117308,0.6323843519
SRX3648428,0.3769435688,0.43644011050000003
SRX3648429,0.0476593544,0.2220519363
SRX3648430,0.21473429730000002,0.5596166746
SRX3648431,0.12041332090000001,0.5111236543000001
SRX3648432,0.9819850857,0.7218699968000001
SRX3648433,0.0438686991,0.4632645448
SRX3648434,-0.1034253104,0.1805652124
SRX3648435,0.43449964960000004,-0.2988653076
SRX3648436,3.050771473,-1.2829831634
SRX3648437,2.8541119241,-1.0725922294
SRX3648438,3.6410456147,-1.0353715083
SRX3648439,-1.2242956102,0.259993462
SRX3648440,-0.6214632442,0.36989101830000004
SRX3648441,-0.3934660292,-0.2954078122
SRX3648442,5.0762046728,-0.793544114
SRX3648443,3.7488034955,-0.6653249982
SRX3648444,4.0683262088,-1.0632571671
SRX3648445,0.4839000278,0.40048168160000003
SRX3648446,0.7032880884,0.2942540516
SRX3648447,0.6133338637,0.5011145528000001
SRX3648448,-0.5418994873,0.21581329
SRX3648449,-0.30383910140000003,0.2559944437
SRX3648450,0.2203453105,0.22294660870000002
SRX3648451,-0.0892930805,0.2426197451
SRX3648452,0.6660089365,-0.3747142209
SRX3648453,0.0486774222,-0.5626598667
SRX3648454,3.8838518248,-1.0849162484
SRX3648455,3.2694568028,-0.9939918912000001
SRX3648456,3.6496118885,-0.9248894831000001
SRX3648457,0.5360385363,0.5259380491
SRX3648458,0.4006247363,0.4057034882
SRX3648459,0.5318627533,-0.1497663235
SRX3648460,-1.8870535762,0.28512359330000003
SRX3648461,-1.5942634851,0.052993638700000005
SRX3648462,-1.3763120711,-0.4501972221
SRX3648463,0.1236023336,0.13574122400000002
SRX3648464,0.1392463177,0.4842852099
SRX3648465,0.5749421006000001,0.0865865608
SRX3648466,-0.1016414177,0.33535449370000003
SRX3648467,0.2421735696,0.1673726123
SRX3648468,0.7466705566,-0.6096136701
SRX3648469,-0.7917387501,-0.0076891585
SRX3648470,-0.29989825670000003,-0.0488091232
SRX3648471,-0.0324782762,-0.2732957813
SRX3648472,-0.8059504723,1.5938695619
SRX3648473,-0.7946923041,1.7109960497
SRX3648475,-1.8678582085,0.31657292130000003
SRX3648476,-1.3230167758,0.1941577609
SRX3648477,-0.8894830942,-0.34168106330000003
SRX3648478,1.4403615516000001,0.8410262164000001
SRX3648479,0.9221396868,0.7258499423
SRX3648480,1.3189626481,0.6049172651
SRX3648481,-0.35623861170000004,-0.0018674587
SRX3648482,-0.173059539,-0.16963150800000001
SRX3648483,0.6898145691,-0.7393096090000001
SRX1429221,-0.8288635231,-0.0420477541
SRX1429222,0.0577473702,-0.1555096979
SRX1429223,0.7711161529,0.1975574521
SRX1429224,1.0468414072,-0.051175662100000005
SRX1429225,-0.3037716897,-0.1364839725
SRX1429226,0.4297490189,-0.2791496755
SRX1429227,1.5449287366000002,0.1227022786
SRX1429228,2.4016817382,-0.057096365700000005
SRX1429229,0.8177688395,-0.06810486760000001
SRX1429230,2.2891756474,0.32611717630000003
SRX1429231,2.557090855,0.28937986920000003
SRX1429232,2.3079591975,0.0337190065
SRX1429233,2.2021832376,0.0034346710000000003
SRX1429234,2.4881099037,0.0121045638
SRX1429235,3.0513199676,-0.064823197
SRX1429236,3.0792449589,0.1380977896
SRX1429237,1.1754261161,-0.032842914
SRX1429238,1.8732236887,0.3748299539
SRX1429239,0.7728843026000001,0.2558673053
SRX1429240,0.8124972536,0.33812294060000003
SRX1429241,0.9978405502000001,0.17956246350000002
SRX1429242,-0.6367368674,0.0336435796
SRX1429243,-0.4019865319,0.37488068480000003
SRX1429244,0.5059882794,-0.059362893800000004
ERX2339161,-0.11080173500000001,-0.2574193574
ERX2339162,0.11080173500000001,0.2574193574
ERX2339163,-5.3913738444,-3.5567619405
ERX2339164,-6.7115536756,-2.9964638464
ERX2339165,0.2701544829,-3.7883617059
ERX2339166,-1.6268080329,-1.3246157556
ERX2339167,-1.0920100275,-1.6077351606999999
ERX2339168,0.292082977,0.0495144376
ERX2339169,-0.4536063919,0.23608164480000002
ERX2339170,-5.6862935881,-3.3663653366
ERX2339171,-6.2425963637,-3.1262931532
SRX7656012,1.1385681382,0.4261179942
SRX7656013,0.5769375325,0.0752353614
SRX7656014,1.2875320997,0.1511664195
SRX7656015,1.7566419718000001,0.32698528
SRX7656016,1.4365790261,0.0960054427
SRX7656017,0.7824596286000001,0.33814054520000003
SRX7656018,0.6486516131,0.36879660880000004
SRX7656019,1.9127214433000002,0.2084006669
SRX7656020,0.8718192743000001,0.1399713415
SRX7656021,-0.29489562,0.35049472130000003
SRX7656022,0.17319225430000001,0.5155515437
SRX7656023,-0.5124963148,-0.012279574900000001
SRX7656024,3.9779252352,0.5849184735
SRX7656025,5.2080070343,0.9207046031
SRX7656026,3.8102221974,0.6719858430000001
SRX7656027,0.3623232599,0.3511814145
SRX7656028,0.35077305200000003,0.1001087873
SRX7656029,-0.4561984603,-0.1596164957
SRX7656030,0.8614452538,0.1744796724
SRX7656031,0.7253516828000001,0.0173591209
SRX7656032,-0.2900401641,0.07107638890000001
SRX7656033,-0.047305388100000005,-0.077597622
SRX7656034,-0.11253455230000001,0.1816289819
SRX7656035,0.6991693803,0.118591547
SRX7656036,0.08722678510000001,0.10822440550000001
SRX7656037,0.17222416140000002,0.16594031820000002
SRX7656038,0.7178863515,0.1455040106
SRX7656039,-0.6011076751000001,-0.0223559157
SRX7656040,0.7635980710000001,-0.0767815885
SRX7656041,-0.1624903959,0.0991375042
SRX7656042,0.2411794029,0.1211555281
SRX7656043,-0.32988156830000004,0.2803572869
SRX7656044,0.1804545145,0.3746056836
SRX7656045,-1.8054988952,-0.070355864
SRX7656046,-1.4586155579,0.0558285712
SRX7656047,-0.1500730464,-0.1356813765
SRX7656048,-0.8892056896,0.2657939666
SRX7656049,-0.7393947682,-0.1672868941
SRX7656050,0.5047134974,0.5878446071
SRX7656051,-0.9331802836,-0.3945543756
SRX7656052,-0.3531697519,0.1226025109
SRX7656053,1.0145010347,0.3117088173
SRX7656054,1.0994074978,-0.08932358800000001
SRX7656055,1.0889561452,0.3114705715
SRX7656056,1.2913256815,0.0434787943
SRX7656057,1.5483385002999999,-0.1445832866
SRX7656058,1.5954700785,0.2658586075
SRX7656059,0.8763958364000001,0.2888659304
SRX7656060,0.48578072990000004,0.042720475200000003
SRX7656061,0.3233795528,-0.21508587070000001
SRX7656062,1.1564862223,-0.31935799930000003
SRX7656063,3.2603838474,0.23488114510000002
SRX7656064,3.1874215341,0.6211280874
SRX7656065,3.0720406893,0.48409235440000004
SRX7656066,3.3648789064,0.2555733201
SRX7656067,3.1634399641,0.3295963381
SRX7656068,3.7274672828,0.1399758549
SRX7656069,3.0132228828,0.25429278240000003
SRX7656070,3.4954489662,0.4943238499
SRX7656071,4.2454763255,0.9234421692
SRX7656072,3.0490149888,0.284389608
SRX7656073,3.1725816337,0.46446056290000004
SRX7656074,3.5573972694,0.5245451679
SRX7656075,4.786663098,-0.28019786820000003
SRX7656076,4.9468803587,0.2783661645
SRX7656077,4.4125910466,0.21939042960000002
SRX7656078,-0.6299422254,0.3668699284
SRX7656079,-1.9043078025,0.24803189890000002
SRX7656080,-0.9704972406000001,0.28572629180000003
SRX7656081,-2.1566690561,0.2282925762
SRX7656082,0.3387335674,0.6505958894
SRX7656083,-1.5747439374,-0.1653031221
SRX7656084,-1.6956351887,0.2417116154
SRX7656085,-2.0091019458,0.2680273165
SRX7656086,2.5407396104,1.0918371634
SRX7656087,-1.4002566627,-0.2832051739
SRX7656088,-0.40860608070000004,-0.3682454496
SRX7656089,-0.5249642155,-0.16792021810000002
SRX7656090,0.9521768835000001,-0.0837003027
SRX7656091,0.36895259610000003,-0.0655278447
SRX7656092,-0.0095376694,0.0233351799
SRX7656093,-0.37700010910000004,0.07471901140000001
SRX7656094,0.6034609835,0.1502648366
SRX7656095,-0.0994352453,0.1473152748
SRX7656096,-0.2827872698,0.1492879506
SRX7656097,0.3400430131,0.2555301727
SRX7656098,-0.0950598247,-0.2626292024
SRX7656099,3.3697379991,0.20928303550000002
SRX7656100,4.5383836421,0.7921151135000001
SRX7656101,2.3697252929,0.1527547149
SRX7656102,0.2061732912,0.6259900642
SRX7656103,0.1521510597,0.1934783782
SRX7656104,0.8060985966,0.3649159681
SRX7656105,3.5625331458,0.4957761352
SRX7656106,2.4150987436999998,0.3730965633
SRX7656107,2.6497914786,-0.0646929734
SRX7656108,0.6031578032,-0.43747108690000003
SRX7656109,1.3501310399,0.4829930009
SRX7656110,1.4004992404,-0.6530226032
SRX7656111,1.5622426024,-0.009394343500000001
SRX7656112,2.6330785291,-0.22259064790000002
SRX7656113,0.2377505321,-0.3969530476
SRX7656114,-0.6023842677,0.2431048721
SRX7656115,0.0158328033,0.2551775355
SRX7656116,-0.26429110440000003,0.149880693
SRX7656117,3.8801186860000003,-0.3707194938
SRX7656118,5.3904801174,0.5170993242
SRX7656119,4.0400012526,-0.0754553265
SRX7656120,0.6051488263,0.10264076970000001
SRX7656121,0.5733507079,0.36139367780000003
SRX7656122,0.44996464900000005,-0.033795188500000004
SRX7656123,1.1207453698,0.2799575599
SRX7656124,0.349658197,0.41208243520000004
SRX7656125,0.1421715483,0.3505401624
SRX7656126,0.1142589165,0.0612837408
SRX7656127,0.21812086020000002,-0.0207210627
SRX7656128,0.010197454,0.1030807615
SRX7656129,4.5224730405999995,0.4729329115
SRX7656130,4.3787051373,0.283440181
SRX7656131,4.5280855516,0.6905392282
SRX7656132,4.8130782994,0.380597049
SRX7656133,3.9384836221,0.5233402747
SRX7656134,4.0938556193,0.0157854375
SRX7656135,-0.6073904849,0.1635961332
SRX7656136,0.1188302884,-0.11632150620000001
SRX7656137,-0.7265215892,0.4209185603
SRX7656138,0.2764280717,0.3738807582
SRX7656139,-0.1566472113,-0.2132159734
SRX7656140,-0.3011621738,-0.5252406660000001
SRX7656141,-0.2428035295,0.13399120080000002
SRX7656142,-1.1510183605,-0.0926106532
SRX7656143,-0.7328815753,0.3257553193
SRX7656144,4.66634238,0.6058118822
SRX7656145,3.9532916942,0.5182747725
SRX7656146,4.0335634441,0.4701519411
SRX5388319,-0.0344483859,-0.14355580510000002
SRX5388320,0.2340071245,-0.22371240520000002
SRX5388321,-0.1995587386,0.3672682102
SRX5388322,0.6206601581,-0.5365134038
SRX5388323,-0.529914741,0.2669271932
SRX5388324,-0.6898297936000001,0.9691015262
SRX5388325,0.7810520064,-0.36662464510000004
SRX5388326,-0.6030262108000001,0.6917717134
SRX5388327,-0.1952342287,0.9517921844
SRX8708326,21.6450315211,4.1957462421
SRX8708328,2.7453600315999998,-0.5458469858
SRX8708335,-0.7054878451000001,-0.15608694680000001
SRX8708336,-0.9877871843,0.332022568
SRX8708337,-1.0520850022,0.3699113646
SRX8708338,15.7560826257,2.7120934108
SRX8708339,15.7143619428,2.8279970021
SRX8708340,16.2268749062,2.9517602427
SRX8708365,0.8900553172000001,0.0787916646
SRX8708366,1.2893279598,0.23379690700000003
SRX8708368,1.0950859249,0.042653148
SRX8708369,-0.6002963384000001,0.24281014
SRX8708370,-0.7681948011,0.4658064152
SRX8708371,-0.5012607895,0.3823621815
SRX4166001,-0.2052611628,-0.09542161610000001
SRX4166002,-0.41942183600000005,-0.1604930099
SRX4166003,0.6246829989,0.25591462600000003
SRX4166004,1.4985012009,-0.2174740251
SRX4166005,1.1312805037,0.15858498740000002
SRX4166006,0.4850662926,-0.0187603511
SRX4166007,0.1509783693,-0.1223799408
SRX4166008,0.5510489917,0.2220357514
SRX4166009,0.3369141097,0.1244712204
SRX4166010,0.49657380780000004,-0.0656528422
SRX4166011,0.25086941,0.8414128692
SRX4166012,0.6104511796000001,0.9381772923
SRX5000481,0.0972883605,-0.0570499728
SRX5000482,-0.11599744420000001,0.07924919230000001
SRX5000483,2.3961209958,0.5248656897
SRX5000484,2.5006983329,0.193993842
SRX5000485,2.671861358,0.3070499256
SRX5000486,2.6169576481,0.6639735411000001
SRX5000487,2.0554627351,-0.0536495161
SRX5000488,2.3875747425,-0.0177144347
SRX5000489,3.1830566166,0.4688069393
SRX5000490,2.2220250992,0.1704307521
SRX5000491,1.9635929195,0.033173366100000004
SRX5000492,4.1800081116,1.7854964868
SRX5000493,2.351953202,1.202309689
SRX5000494,2.0964746349,1.2178882643
SRX5000495,3.9677555192,1.795606559
SRX5000496,4.0309264655,1.8583916429
SRX5000497,-0.0033299461000000003,-0.0073797651
SRX5000498,-0.1293899261,-0.0368956386
SRX5000499,2.3090876837,1.3002326336
SRX5000500,0.1327198722,0.0442754037
SRX5000501,1.8735338609,-0.07189884070000001
SRX5000502,2.6519139633,-0.1342384035
SRX5000503,1.9422251409,-0.1269092035
SRX5000504,0.1259649309,0.061645912500000004
SRX5000505,-0.17382482270000002,0.0191420581
SRX5000506,0.5693344234000001,0.1376071552
SRX5000507,2.0861569271000002,0.09138162030000001
SRX5000508,0.4900442178,0.012239265800000001
SRX5000509,-0.1349961019,0.009525207400000001
SRX5000510,0.12363222310000001,-0.0323271672
SRX5000511,0.2610040752,-0.0714145051
SRX5000512,2.7013919675,0.0662693064
SRX5000513,2.8021205934,-0.0289434577
SRX5000514,2.277502621,-0.0969059639
SRX5000515,2.0977855445,0.0268075101
SRX5000516,1.9880236221,-0.08564449910000001
SRX4124772,0.6220350762,-0.9516745241000001
SRX4124773,0.5667315858,-0.7185276453
SRX4124774,0.1239484415,0.0811421794
SRX4124775,-0.1239484415,-0.0811421794
SRX5323946,0.3883017623,-0.1167868873
SRX5323947,-0.3883017623,0.1167868873
SRX5323948,1.2667614243,0.4021160298
SRX5323949,-0.20511876480000002,0.39304239020000004
SRX5323950,0.7705865376000001,0.3413806111
SRX5323951,0.7213807827000001,0.21241270850000002
SRX5323952,0.9721317303,0.2006453585
SRX5323953,-0.012893542400000001,0.3456594087
SRX5323954,-0.0306805874,0.3300283402
SRX5323955,-0.2177544502,0.4526503174
DRX093856,-0.2837452461,-0.35375400900000004
DRX093857,2.4155307025,-0.060256759900000005
DRX093858,3.1475828216,-0.3205841651
DRX093859,3.1094777371,0.024891475000000003
DRX093860,0.4867012914,-0.3975455121
DRX093861,0.4411277098,-0.1432566482
DRX093862,3.0321150683,-0.0246676309
DRX093863,3.420490781,-0.31671053860000004
DRX093864,2.8573785897,-0.07127579910000001
DRX093865,0.3274754574,-0.8027463398
DRX093866,-0.1573824638,0.49701065720000004
DRX093867,2.5443846325,-0.29735556220000003
DRX093868,3.3649509719,-0.5077627396000001
DRX093869,2.2364701621,-0.19892605870000002
DRX093870,0.2614387411,-0.7992227754
SRX6366242,-0.5059496998,-0.23653668900000002
SRX6366243,-0.7590940674000001,-0.0994391859
SRX6366244,-0.7554672509,-0.2109716936
SRX6366245,0.3151013239,0.0281240307
SRX6366246,0.6984387007,-0.3020625831
SRX6366247,-1.3341620166000001,-0.2782260426
SRX6366248,0.3941510552,-0.9663907468
SRX6366249,0.42237174800000005,-0.0027573944
SRX6366250,-0.9697992042,0.1086269093
SRX6366251,-0.1371394886,0.32304310340000003
SRX6366252,0.0108843253,0.020988900600000002
SRX6366253,-0.0108843253,-0.020988900600000002
SRX254739,-4.4730677813,-1.0912811721
SRX254740,-4.5263054116,-1.3371009245
SRX254741,-4.163830762,-0.9275125796
SRX254742,-4.1118069938,-1.1719839595
SRX254743,-4.5893806892,-1.1436804788
SRX254744,-3.8490851453,-0.8403286588000001
SRX254745,-11.565638812,-3.1714346475
SRX254746,-11.8123471688,-3.5292164049
SRX254747,-11.0938155276,-3.1643869052
SRX254748,-11.6872780349,-2.4815851288
