,LAC_H_01907
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,5.425803182
USA300_LAC_U01-Set001_CAMHB_Control_1,5.8887536295
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,5.8646528746
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,6.0066608041
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,6.3831440152
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,5.3186849949
USA300_LAC_U01-Set001_CAMHB_Control_2,5.9226327069
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,5.9620480508
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,5.9717318533
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,6.4091646506
USA300_TCH1516_U01-Set000_CAMHB_Control_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_R10LB_PreCulture_1,6.6644996574
USA300_LAC_U01-Set001_R10LB_PreCulture_2,6.5197288882
USA300_LAC_U01-Set001_R10LB_Control_1,7.4287563456
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.1477615773
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,7.4051383275
USA300_LAC_U01-Set001_R10LB_Control_2,6.7911856696
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,7.342329906
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.2389330247
USA300_TCH1516_U01-Set000_R10LB_Control_1,0.0
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_R10LB_Control_2,0.0
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_Control_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set004_CAMHB_Control_1,6.6545881098
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,6.8638582047
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,6.772000865
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,6.7226946471
USA300_LAC_U01-Set004_CAMHB_Control_2,6.9439420751
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,6.9106356588
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,6.6842881188
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,6.6379649346
USA300_LAC_U01-Set004_R10LB_Control_1,7.6115616022
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,7.6850959112
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,7.6293401067
USA300_LAC_U01-Set004_R10LB_Control_2,7.4899408297
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,7.6768707337
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,7.4587950804
USA300_TCH1516_U01-Set003_CAMHB_Control_2,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,0.0
USA300_TCH1516_U01-Set003_CAMHB_Control_3,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,0.0
USA300_LAC_ICA-Set001_R10LB_Control_1,7.7745552489000005
USA300_LAC_ICA-Set001_R10LB_Control_2,7.5901735043
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,7.7503303473
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,7.8001342010000005
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,8.0263653544
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,8.0819805602
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,7.9054689346
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,7.6223060037
USA300_TCH1516_BK-Set001_THB_Control_1,0.0
USA300_TCH1516_BK-Set001_THB_Control_2,0.0
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,0.0
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,0.0
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,0.0
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,0.0
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,0.0
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,0.0
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,5.9939285577
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,5.8260237037
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,5.3486297948
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,5.1707592224
USA300_LAC_ICA-Set002_CAMHB_Control_1,6.3127908318
