,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.0025324681250490787,,1.0,0.0,0.0025324681250490787
1,Cr__2,0.006090511605375306,,1.0,1.0,0.006090511605375306
2,Cr__3,0.00889209590734812,,1.0,2.0,0.00889209590734812
3,Cr__4,0.008636348046123923,,1.0,3.0,0.008636348046123923
4,Cr__5,0.004730701561042804,,1.0,4.0,0.004730701561042804
5,Cr__6,-0.003691106637194412,,1.0,5.0,-0.003691106637194412
6,Fe__1,-0.0054030422243303905,,1.0,6.0,-0.0054030422243303905
7,Fe__2,-0.012815705406322988,,1.0,7.0,-0.012815705406322988
8,Fe__3,-0.01661498971105439,,1.0,8.0,-0.01661498971105439
9,Fe__4,-0.0277763144259397,,1.0,9.0,-0.0277763144259397
10,Fe__5,-0.03387790309969404,,1.0,10.0,-0.03387790309969404
11,Fe__6,-0.032327309970098375,,1.0,11.0,-0.032327309970098375
12,Cd__1,0.005765437294583783,,1.0,12.0,0.005765437294583783
13,Cd__2,0.012666851838111427,,1.0,13.0,0.012666851838111427
14,Cd__3,0.01819234126363152,,1.0,14.0,0.01819234126363152
15,Cd__4,0.023112409960414027,,1.0,15.0,0.023112409960414027
16,Cd__5,0.025661924277370258,,1.0,16.0,0.025661924277370258
17,Cd__6,0.033820213968078966,,1.0,17.0,0.033820213968078966
18,Zn__1,-0.0070108697030926755,,1.0,18.0,-0.0070108697030926755
19,Zn__2,-0.011058815595901442,,1.0,19.0,-0.011058815595901442
20,Zn__3,-0.008666250565145498,,1.0,20.0,-0.008666250565145498
21,Zn__4,-0.009551250184557741,,1.0,21.0,-0.009551250184557741
22,Zn__5,-0.015330766744456912,,1.0,22.0,-0.015330766744456912
23,Zn__6,-0.026131430583184914,,1.0,23.0,-0.026131430583184914
24,Cu__1,0.007581878261287328,,1.0,24.0,0.007581878261287328
25,Cu__2,0.01858268956950506,,1.0,25.0,0.01858268956950506
26,Cu__3,0.02470093848059201,,1.0,26.0,0.02470093848059201
27,Cu__4,0.031573413872148015,,1.0,27.0,0.031573413872148015
28,Cu__5,0.0370066290618126,,1.0,28.0,0.0370066290618126
29,Cu__6,0.046801317227591864,,1.0,29.0,0.046801317227591864
30,Pb__1,0.005785549409005609,,1.0,30.0,0.005785549409005609
31,Pb__2,0.016660621357313967,,1.0,31.0,0.016660621357313967
32,Pb__3,0.030909094502733856,,1.0,32.0,0.030909094502733856
33,Pb__4,0.04215207567521622,,1.0,33.0,0.04215207567521622
34,Pb__5,0.05261563964945145,,1.0,34.0,0.05261563964945145
35,Pb__6,0.06605257166447494,,1.0,35.0,0.06605257166447494
