,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,0.3246907545000002,0.16485045908398313,2.0,0.0,0.2081238770000002,1.0,0.4412576320000001
1,RichMedia__BHIN_Growth_Mid,0.3008763855000002,0.6356584556377202,2.0,2.0,0.7503547900000003,3.0,-0.1486020189999999
2,RichMedia__BHIN_Growth_Stat,1.1250315830000002,0.033560250914549325,2.0,4.0,1.1013009020000002,5.0,1.148762264
3,RichMedia__LBv2_Growth_Late,-0.04316798549999981,0.27548377654238504,2.0,6.0,0.1516284610000002,7.0,-0.2379644319999998
4,RichMedia__LBv2_Growth_Mid,1.0061396160665481e-16,0.062488106712616724,2.0,8.0,-0.0441857639999998,9.0,0.044185764
5,RichMedia__LBv2_Growth_Stat,0.1228710315000002,0.1723653495381282,2.0,10.0,0.0009903240000002,11.0,0.2447517390000002
6,RichMedia__MHB_Rich_Mid,0.6870271010000001,0.25802914475496347,2.0,12.0,0.8694812590000001,13.0,0.5045729430000001
7,RichMedia__NBO_Rich_Mid,0.5783769380000002,0.3946369578463731,2.0,14.0,0.2993264690000001,15.0,0.8574274070000003
8,Carbon__M9Na_Arabinose_Mid,-0.37470918599999997,0.5021214071857847,2.0,16.0,-0.729762638,17.0,-0.019655734
9,Carbon__M9Na_Galactose_Mid,-0.18343950750000015,0.19826526520471063,2.0,18.0,-0.3236342210000003,19.0,-0.043244794
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.015553400000000148,0.07943556403991202,2.0,20.0,0.0406160259999999,21.0,-0.0717228260000002
11,Carbon__M9Na_GlcNAcGrowth_Mid,0.4072028449999998,0.13504455980433872,2.0,22.0,0.502693769,23.0,0.3117119209999996
12,Carbon__M9Na_GlcNAcGrowth_Stat,-2.1601468555,0.30599789205375594,2.0,24.0,-1.943773671,25.0,-2.37652004
13,Carbon__M9Na_GlcNAc_Mid,0.410120139,0.4062413932984429,2.0,26.0,0.1228640949999997,27.0,0.6973761830000003
14,Carbon__M9Na_Gluconate_Mid,-0.8187812725000003,0.07123963005342818,2.0,28.0,-0.8691552980000004,29.0,-0.7684072470000003
15,Carbon__M9Na_Glucosamine_Mid,-0.9972027520000002,0.2916485550512543,2.0,30.0,-1.2034294230000002,31.0,-0.7909760810000002
16,Carbon__M9Na_Glycerol_Mid,0.1149947049999997,0.005306467283065257,2.0,32.0,0.1187469439999997,33.0,0.1112424659999997
