,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.88747541325,1.7099278570132912,4.0,70.0,0.798046965,71.0,0.3565367693,72.0,-2.5666272304,73.0,-2.1378581569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.4802973661668753e-16,4.363111251806806,6.0,74.0,3.7003141222,75.0,3.909287592,76.0,4.3122889608,86.0,-3.7911280512000003,88.0,-3.7606630043,90.0,-4.3700996195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-0.9572230244999999,4.315287108284077,6.0,77.0,3.1317012761,78.0,2.5890535062,79.0,3.1352905504,87.0,-5.1288077729,89.0,-5.4818803091,91.0,-3.9886953977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-2.2998390209666666,0.5134943608605986,3.0,80.0,-2.5134835749,82.0,-2.672019314,84.0,-1.714014174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,6.953731386666667,1.077662507778829,3.0,81.0,6.1355038769,83.0,6.5509127014,85.0,8.1747775817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,3.700743415417188e-17,1.0076558451382969,3.0,92.0,0.5377584621,93.0,-1.1624575317999999,94.0,0.6246990697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-2.8173581688000002,0.6133203185730489,3.0,95.0,-3.1565427119,96.0,-2.1093634479,97.0,-3.1861683466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-3.4308694276666665,0.951956023083198,3.0,98.0,-4.0093309919,99.0,-3.9511180671,100.0,-2.332159224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-4.2273435740666665,0.3594836841181521,3.0,101.0,-4.3912028463,102.0,-3.8151244841,103.0,-4.4757033918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,14.838482057766667,0.10762006118999384,3.0,104.0,14.7373017602,105.0,14.8265903043,106.0,14.9515541088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,9.9437222178,1.190291567958321,3.0,107.0,11.1565245411,108.0,9.8973450826,109.0,8.7772970297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,13.381518681866666,0.5853753620654546,3.0,110.0,13.4239447119,111.0,13.9445268052,112.0,12.7760845285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,17.269242695266666,1.0515333695934452,3.0,113.0,16.938890921,114.0,16.4225523826,115.0,18.4462847822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
