,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,3.33333360913457e-11,1.156280077402774,3.0,0.0,-0.8229887645,1.0,-0.4990003939,2.0,1.3219891585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,11.270929555666667,6.772334256414413,3.0,3.0,15.2096793968,4.0,15.1521271325,5.0,3.4509821377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,12.779119119233334,1.0762544574422475,3.0,6.0,12.3473013071,7.0,11.9858334504,8.0,14.0042226002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-7.401486830834377e-17,2.1555733979435,21.0,9.0,0.6330832937,10.0,0.21199958200000002,11.0,-2.1994663879,12.0,2.5007942972,13.0,-0.5016203573,14.0,-2.3202738622,15.0,-0.6819325469,16.0,-1.2822046574,17.0,-1.4494564213,18.0,7.3156670448,19.0,2.0929719293,20.0,-0.4285939084,21.0,-0.6478780739000001,22.0,-1.2455181419,23.0,-1.0463427661,24.0,2.0143745569,25.0,0.5020484939000001,26.0,-0.27458126990000004,27.0,0.1695277215,28.0,-2.087957935,29.0,-1.2746405911
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,12.80830683177143,2.037974525198826,21.0,30.0,10.8324929296,31.0,15.317664282700001,32.0,15.4414983176,33.0,15.2799110919,34.0,15.2751867256,35.0,13.977803336400001,36.0,9.9968407051,37.0,14.2244050212,38.0,11.4394370785,39.0,13.7035091077,40.0,14.2201006872,41.0,14.3838418977,42.0,10.7337555295,43.0,12.9192024822,44.0,13.9122939998,45.0,12.2767199194,46.0,13.2474892932,47.0,12.6330988789,48.0,9.5247701723,49.0,10.3622204509,50.0,9.2722015598
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.6163291739390873,3.0,51.0,-0.6996409164,52.0,0.46268582810000003,53.0,0.2369550883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,27.270786524375,0.2506935538659892,4.0,54.0,27.3275292659,55.0,27.3199595983,56.0,27.5155658867,57.0,26.9200913466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.7755575615628914e-17,0.5298737077509822,4.0,58.0,0.40870945470000003,59.0,0.4850093274,60.0,-0.5894327787,61.0,-0.3042860034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,3.73920118195,0.9281097907056017,4.0,62.0,3.06358784,63.0,2.9934376631,64.0,3.9200827387,65.0,4.979696486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,2.17977379255,1.0306630566560335,4.0,66.0,2.50081687,67.0,0.6618882355,68.0,2.9564333934,69.0,2.5999566713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
