,SACI_RS00860
SRX5495523,0.3076613380978843
SRX5495524,-0.08788782855247756
SRX5495525,0.8465813449330977
SRX5495526,0.6417977349373425
SRX6762909,0.16254873687823412
SRX6762910,-0.16254873687823412
SRX6762911,0.10459249709603924
SRX6762912,-0.12370754988993847
SRX3467357,-0.25246547389610985
SRX3467358,0.25246547389610985
SRX3467359,0.0032880844702338767
SRX3467360,0.31084175750407805
SRX3565164,-0.05606763308108231
SRX3565165,0.08551483531393432
SRX3565166,0.6899321561866509
SRX3565167,0.444270990959974
SRX3565168,0.06468827322005755
SRX3565169,0.22045842739261445
SRX3565170,0.27904875515856986
SRX3565171,0.04811353030202792
SRX3565172,-0.012502772940088391
SRX3565173,0.18417081318586706
SRX3565174,0.6971292730054417
SRX3565176,0.6168011152082391
SRX3565177,0.1577301147476886
SRX3565178,0.461120516188827
SRX3565179,0.028631911920898645
SRX3565180,-0.06865452842761854
SRX3565181,0.21555548354248533
SRX3565182,-0.10671813374075434
SRX3565183,0.17473202952914413
SRX3565184,0.2931803912312993
SRX3565185,0.4151229815688184
SRX3565186,0.1989861058432263
SRX3565187,0.632957484022687
SRX3565188,-0.04628959756707651
SRX3565191,-0.12087784074532948
SRX3565192,0.2359524344292616
SRX3565193,0.2607223915695043
SRX3565194,0.2341584176733287
SRX3565195,0.9079270488000056
SRX3565197,0.5088275740432726
SRX3565198,0.17161473326229434
SRX3565199,0.707501620256763
SRX3565200,0.5638712920897584
SRX3565201,-0.5082085721326308
SRX3565202,1.2972378592205631
SRX3565203,0.577939903741707
SRX3565204,0.6956948579575082
SRX3565205,1.0873989596301046
SRX3565206,0.12472216150869908
SRX3565208,0.3068660681439708
SRX3565209,0.2479496367144369
SRX3565210,0.4920089689562195
SRX3565211,0.5151532982084204
SRX4001511,0.04401087117646352
SRX4001513,-0.044010871176464406
SRX4001514,-0.19949210467491166
SRX4001515,0.014752207608112576
SRX4001516,-0.11470503236257555
SRX4001517,-0.481890080687764
SRX4001518,-0.14066072097377358
SRX4001519,-0.3057675333956187
SRX4001520,-0.5772142792453403
SRX4001521,-0.2635877434949805
SRX4001522,-0.5386002304269386
SRX4001523,-0.5183939452361122
SRX4001524,-0.18843830383668614
SRX4001525,-0.8472840832142117
SRX4001526,-1.0025506954786474
SRX4001528,-1.1080272720376323
SRX3823521,-0.03836324322041218
SRX3823522,0.11377127019304024
SRX3823523,-0.07540802697262805
SRX3823524,-0.1408436743336683
SRX3823525,-0.08179932370205467
SRX3823526,0.10072092332439997
SRX3823527,-0.06244185218861986
SRX3823528,-0.06458973437332904
SRX3823529,-0.0954628231731327
SRX3823530,-0.05127719372436612
SRX3823531,0.19127336834640565
SRX3823532,0.186624066756548
SRX3823533,0.07751936215549637
SRX3823534,0.22644466283609346
SRX3823536,0.5446317091099386
SRX3823537,0.3472559508251578
SRX3823538,0.1612038953191144
SRX3823539,0.14880487815646234
SRX5653264,0.4917411722107277
SRX5653265,0.40546072626355656
SRX5653266,0.5676711486591843
SRX5653267,-0.10594011172879636
SRX5653268,0.15439333657049034
SRX5653269,-0.04845322484169401
