,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,-1.655191805608403,0.10057006477377721,2.0,0.0,-1.7263055803943113,1.0,-1.5840780308224949,,,,
1,ALE__GalactoseA6,-0.7175755477786356,0.24235568329883153,2.0,2.0,-0.5462042006589326,3.0,-0.8889468948983388,,,,
2,ALE__GalactoseA8,0.3143676438263268,0.6958197337618184,2.0,4.0,0.8063864960527267,5.0,-0.1776512084000731,,,,
3,ALE__IL_Control,-3.2385948089963534e-10,0.8447204793222445,4.0,6.0,1.223679756348039,7.0,-0.1630730236945183,8.0,-0.6949693703835008,9.0,-0.3656373635654578
4,ALE__IL_TEOH_OAc,2.223195176810666,0.2912008863915734,2.0,10.0,2.429105298265681,11.0,2.017285055355651,,,,
5,ALE__IL_TEA_HS,1.113574368491224,0.11467581772418373,2.0,12.0,1.194662416842107,13.0,1.0324863201403414,,,,
6,ALE__IL_Mixed,3.6273517314038086,1.7865519228574496,2.0,14.0,4.890634710998177,15.0,2.3640687518094405,,,,
7,ALE__IL_PP5350,3.94755175403986,0.6059547265817657,2.0,16.0,3.5190770577818533,17.0,4.376026450297867,,,,
8,ALE__IL_T8,-1.0531239727659945,0.3148328983021295,2.0,18.0,-0.8305034954359439,19.0,-1.2757444500960449,,,,
9,ALE__IL_T9,3.121051775981742,0.0427886126479501,2.0,20.0,3.151307894142672,21.0,3.090795657820812,,,,
10,ALE__IL_Control2,2.3937408813787195,0.45470896808548683,2.0,22.0,2.0722130865791346,23.0,2.715268676178305,,,,
11,ALE__IL_Glc+Ace,0.026464892830900158,0.2800862500761629,2.0,24.0,0.2245157795768661,25.0,-0.1715859939150658,,,,
12,ALE__XyloseA1,-2.6689797211313016,0.06674472802411069,2.0,26.0,-2.621784071337001,27.0,-2.716175370925602,,,,
13,ALE__XyloseA2,-1.7859865668995696,0.13993355772681046,2.0,28.0,-1.6870385993153827,29.0,-1.8849345344837565,,,,
14,ALE__XyloseA3,-1.941485822903323,0.16984135889967028,2.0,30.0,-1.821389846299428,31.0,-2.061581799507218,,,,
15,ALE__XyloseA4,-1.3434616624223963,0.3090417062060646,2.0,32.0,-1.5619871485501653,33.0,-1.1249361762946273,,,,
16,Aromatic__Coumarate,-1.1177271818041223,0.5272229248432315,3.0,34.0,-0.5394710149093734,35.0,-1.5717154076947084,36.0,-1.2419951228082848,,
17,Aromatic__Coumarate+ferulate,0.36216590972978846,0.08616818917308161,3.0,37.0,0.3329226584227103,38.0,0.2944250377578227,39.0,0.4591500330088323,,
18,Aromatic__Ferulate,-1.7958478129291848,0.1645389815879515,3.0,40.0,-1.6067754921481463,41.0,-1.9065648137754487,42.0,-1.87420313286396,,
19,Aromatic__Glucose,-2.889077026658332e-10,0.4529676605328703,3.0,43.0,0.452140212943025,44.0,-0.4537905982370299,45.0,0.0016503844272818,,
20,Bioreactor1__24h,-3.5596248171287925e-10,1.4784029905758442,2.0,46.0,1.0453887796066883,47.0,-1.0453887803186133,,,,
21,Bioreactor2__S_0min,2.9805944749365193e-10,0.2860084628028121,3.0,48.0,-0.0121995067677388,60.0,-0.2797135065600548,72.0,0.2919130142219719,,
22,Bioreactor2__S_15min,0.34288303785107493,0.21250317476871028,3.0,49.0,0.42630180324102,61.0,0.5010200498506128,73.0,0.1013272604615921,,
23,Bioreactor2__P1_15min,0.40271126072193536,0.234980019067725,3.0,50.0,0.1577622498475184,62.0,0.6262579973346848,74.0,0.4241135349836027,,
24,Bioreactor2__P3_15min,0.38251755089059497,0.20390292535867316,3.0,51.0,0.4021771862264131,63.0,0.1694968696887376,75.0,0.5758785967566343,,
25,Bioreactor2__P5_15min,0.16408066769629445,0.48164158702239296,3.0,52.0,0.1521894958709707,64.0,-0.3115052286161572,76.0,0.6515577358340698,,
26,Bioreactor2__S_1h,0.13180606473112358,0.3605419786144167,3.0,53.0,-0.2262129716861201,65.0,0.1268120625512762,77.0,0.4948191033282146,,
27,Bioreactor2__S_3h,0.1745741076305011,0.4363920647249202,3.0,54.0,-0.3282396146811221,66.0,0.3973138334877465,78.0,0.454648104084879,,
28,Bioreactor2__S_9h,-0.256476655790726,0.41894829399191535,3.0,55.0,-0.7402164676130785,67.0,-0.0107963847667786,79.0,-0.0184171149923209,,
29,Bioreactor2__S_25h,0.08154410851559517,0.27385002937526937,3.0,56.0,-0.0438783984031273,68.0,-0.1071322563707035,80.0,0.3956429803206163,,
30,Bioreactor2__P1_25h,0.010857011713596229,0.21080096018988645,3.0,57.0,-0.1549312822001733,69.0,-0.0605949654073502,81.0,0.2480972827483122,,
31,Bioreactor2__P3_25h,-0.36877144471471396,0.18027624130649902,3.0,58.0,-0.5769083802564574,70.0,-0.2676669653156397,82.0,-0.2617389885720447,,
32,Bioreactor2__P5_25h,-0.6947682601387105,0.23179317451009418,3.0,59.0,-0.8638401877933392,71.0,-0.7899239438880934,83.0,-0.4305406487346988,,
