,-0.05062648167395273,-0.025313240836976364,0.0,0.025313240836976364,0.05062648167395273,0.07593972251092909,0.10125296334790546,0.12656620418488182,0.15187944502185818,0.17719268585883455,0.2025059266958109,0.22781916753278725,0.25313240836976364,0.27844564920674003,0.30375889004371637,0.3290721308806927,0.3543853717176691,0.3796986125546455,0.4050118533916218,0.43032509422859816
thresh,-0.037969861255464546,0.037969861255464546,2,,,,,,,,,,,,,,,,,
unreg,2,50,5428,53,7,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0
Zur,0,0,0,0,0,4,1,2,0,1,2,3,2,1,1,0,0,0,0,0
unreg_genes,['cadA-III' 'PP_5138'],[],[],[],['rlmAA' 'PP_1523' 'PP_4273' 'exbD' 'PP_2417' 'PP_0131' 'PP_2416'],['PP_2418' 'amiD' 'PP_0509'],[],[],['PP_0505'],[],['PP_2419'],['PP_3326'],['PP_3325'],[],[],[],[],[],[],[]
Zur_genes,[],[],[],[],[],['PP_0120' 'znuB' 'zur' 'znuC'],['folEB'],['PP_5359' 'PP_3323'],[],['hemBB'],['PP_0507' 'PP_0506'],['PP_3320' 'PP_3321' 'PP_5362'],['PP_1446' 'PP_0508'],['PP_5360'],['PP_5361'],[],[],[],[],[]
