,A,Zur
R2,,0.3666736508597829
xmin,,-4.374366513
xmid,,-1.7044578877687868
xmax,,2.0241178596666662
ystart,,-14.334686093207198
yend,,10.421500115546667
ALE:GalactoseA5:1.0,-1.7263055803943113,0.5204822942499998
ALE:GalactoseA5:2.0,-1.5840780308224949,0.4144059262499997
ALE:GalactoseA6:1.0,-0.5462042006589326,0.63864407325
ALE:GalactoseA6:2.0,-0.8889468948983388,0.99746362625
ALE:GalactoseA8:1.0,0.8063864960527267,0.60706514525
ALE:GalactoseA8:2.0,-0.1776512084000731,0.5619095192500003
ALE:IL_Control:1.0,1.223679756348039,0.1703164432499999
ALE:IL_Control:2.0,-0.1630730236945183,-0.10279363275
ALE:IL_Control:3.0,-0.6949693703835008,-0.1178272517499996
ALE:IL_Control:4.0,-0.3656373635654578,0.0503044412499997
ALE:IL_TEOH_OAc:1.0,2.429105298265681,0.1611501322500004
ALE:IL_TEOH_OAc:2.0,2.017285055355651,0.7202075402500006
ALE:IL_TEA_HS:1.0,1.194662416842107,0.5135337892500003
ALE:IL_TEA_HS:2.0,1.0324863201403414,0.4746957412499997
ALE:IL_Mixed:1.0,4.890634710998177,1.1909221942500006
ALE:IL_Mixed:2.0,2.3640687518094405,0.7768437982499998
ALE:IL_PP5350:1.0,3.5190770577818533,0.2356293882500004
ALE:IL_PP5350:2.0,4.376026450297867,0.1666598612500003
ALE:IL_T8:1.0,-0.8305034954359439,-0.1283029127499997
ALE:IL_T8:2.0,-1.2757444500960449,-0.1362824317499997
ALE:IL_T9:1.0,3.151307894142672,0.63063397125
ALE:IL_T9:2.0,3.090795657820812,0.49389868025
ALE:IL_Control2:1.0,2.0722130865791346,0.5747456342500001
ALE:IL_Control2:2.0,2.715268676178305,0.51975457125
ALE:IL_Glc+Ace:1.0,0.2245157795768661,0.0381593072499999
ALE:IL_Glc+Ace:2.0,-0.1715859939150658,0.1454412822500002
ALE:XyloseA1:1.0,-2.621784071337001,0.7492538952499999
ALE:XyloseA1:2.0,-2.716175370925602,0.4265967552500003
ALE:XyloseA2:1.0,-1.6870385993153827,1.0046129752499997
ALE:XyloseA2:2.0,-1.8849345344837565,0.93463526725
ALE:XyloseA3:1.0,-1.821389846299428,0.7449363072499997
ALE:XyloseA3:2.0,-2.061581799507218,0.6313044882500005
ALE:XyloseA4:1.0,-1.5619871485501653,0.8186244832499998
ALE:XyloseA4:2.0,-1.1249361762946273,0.7790877002499998
Aromatic:Coumarate:1.0,-0.5394710149093734,0.511494646333333
Aromatic:Coumarate:2.0,-1.5717154076947084,0.0730222573333332
Aromatic:Coumarate:3.0,-1.2419951228082848,0.410590780333333
Aromatic:Coumarate+ferulate:1.0,0.3329226584227103,1.0207239283333331
Aromatic:Coumarate+ferulate:2.0,0.2944250377578227,1.085144183333333
Aromatic:Coumarate+ferulate:3.0,0.4591500330088323,0.4162875543333331
Aromatic:Ferulate:1.0,-1.6067754921481463,0.1516782873333331
Aromatic:Ferulate:2.0,-1.9065648137754487,0.6354714673333333
Aromatic:Ferulate:3.0,-1.87420313286396,0.5382933793333331
Aromatic:Glucose:1.0,0.452140212943025,-0.1176071246666667
Aromatic:Glucose:2.0,-0.4537905982370299,0.1764159633333331
Aromatic:Glucose:3.0,0.0016503844272818,-0.0588088386666667
Bioreactor1:24h:1.0,1.0453887796066883,0.3581772189999999
Bioreactor1:24h:2.0,-1.0453887803186133,-0.3581772189999999
Bioreactor2:S_0min:1.0,-0.0121995067677388,-0.2658258603333334
Bioreactor2:S_15min:1.0,0.42630180324102,-0.1098962583333333
Bioreactor2:P1_15min:1.0,0.1577622498475184,-0.3420990293333334
Bioreactor2:P3_15min:1.0,0.4021771862264131,-0.4415917793333335
Bioreactor2:P5_15min:1.0,0.1521894958709707,0.4567409026666666
Bioreactor2:S_1h:1.0,-0.2262129716861201,-0.0036640623333334
Bioreactor2:S_3h:1.0,-0.3282396146811221,-0.3817622763333335
Bioreactor2:S_9h:1.0,-0.7402164676130785,0.1996211846666666
Bioreactor2:S_25h:1.0,-0.0438783984031273,-0.6998424763333333
Bioreactor2:P1_25h:1.0,-0.1549312822001733,-0.2602831713333333
Bioreactor2:P3_25h:1.0,-0.5769083802564574,-0.6257352883333334
Bioreactor2:P5_25h:1.0,-0.8638401877933392,-0.4355397063333333
Bioreactor2:S_0min:2.0,-0.2797135065600548,0.0133473246666666
Bioreactor2:S_15min:2.0,0.5010200498506128,0.4777629836666666
Bioreactor2:P1_15min:2.0,0.6262579973346848,0.0239426886666667
Bioreactor2:P3_15min:2.0,0.1694968696887376,0.1958024576666666
Bioreactor2:P5_15min:2.0,-0.3115052286161572,-0.4170449343333333
Bioreactor2:S_1h:2.0,0.1268120625512762,0.0858699996666665
Bioreactor2:S_3h:2.0,0.3973138334877465,-0.0203779753333332
Bioreactor2:S_9h:2.0,-0.0107963847667786,-0.0990500533333333
Bioreactor2:S_25h:2.0,-0.1071322563707035,-0.0076025243333333
Bioreactor2:P1_25h:2.0,-0.0605949654073502,-0.2750423743333334
Bioreactor2:P3_25h:2.0,-0.2676669653156397,-0.3616905213333334
Bioreactor2:P5_25h:2.0,-0.7899239438880934,-0.2981950473333334
Bioreactor2:S_0min:3.0,0.2919130142219719,0.2524785356666665
Bioreactor2:S_15min:3.0,0.1013272604615921,-0.5289955603333334
Bioreactor2:P1_15min:3.0,0.4241135349836027,-0.4717628663333333
Bioreactor2:P3_15min:3.0,0.5758785967566343,-0.0590991093333332
Bioreactor2:P5_15min:3.0,0.6515577358340698,0.4314197296666666
Bioreactor2:S_1h:3.0,0.4948191033282146,-0.1133789433333334
Bioreactor2:S_3h:3.0,0.454648104084879,0.0192334096666666
Bioreactor2:S_9h:3.0,-0.0184171149923209,-0.2887271483333333
Bioreactor2:S_25h:3.0,0.3956429803206163,0.3057254876666664
Bioreactor2:P1_25h:3.0,0.2480972827483122,-0.1513031503333333
Bioreactor2:P3_25h:3.0,-0.2617389885720447,-0.1555497973333333
Bioreactor2:P5_25h:3.0,-0.4305406487346988,-0.0177458143333333
Carbon:Citrate:1.0,-1.3249925742911357,-0.1425828080000002
Carbon:Citrate:2.0,-1.005000469109794,0.5087510579999996
Carbon:Citrate:3.0,-1.3365500573641698,-0.4075075420000003
Carbon:Ferulate:1.0,-0.6166407717765056,-0.1080928620000003
Carbon:Ferulate:2.0,0.0560496016408775,0.3735633719999995
Carbon:Ferulate:3.0,0.0716984071886791,-0.2969473130000004
Carbon:Glucose:1.0,0.5727568471817741,-0.4382060780000003
Carbon:Glucose:2.0,-0.5727568472187102,0.4382060779999994
Carbon:Serine:1.0,-1.5426970526311397,-0.5243019580000006
Carbon:Serine:2.0,-0.9334613220986956,-0.6077328160000004
Carbon:Serine:3.0,-1.7800602590839842,-1.4671710340000006
Carbon2:Glucose:1.0,0.1124629616817491,-0.1476226460000007
Carbon2:Glucose:2.0,-0.1647477773769984,0.2074094129999997
Carbon2:Glucose:3.0,0.0522848145279197,-0.0597867670000002
Carbon2:Coumarate:1.0,-0.6145095949395407,0.1555356499999991
Carbon2:Coumarate:2.0,-0.1163060004522915,-0.0592734270000008
Carbon2:Coumarate:3.0,-0.4551653813987629,0.3509264199999995
Crc:Control:1.0,-0.1674774188854104,0.2437301324999996
Crc:Control:2.0,0.1674774192952244,-0.2437301325000005
Crc:Del_crc:1.0,0.5091074754671101,-0.2804963655000003
Crc:Del_crc:2.0,0.2705311599367022,-0.0783511325000008
Crc:Del_crcZ_crcY:1.0,0.8628159122402858,-0.8096823465000007
Crc:Del_crcZ_crcY:2.0,0.1628710789188833,-0.3098713075000008
FinR:Control:1.0,0.0808859186491997,0.2039264316666669
FinR:Control:2.0,0.2763460039006334,-0.286928344333333
FinR:Control:3.0,-0.3572319225377934,0.083001912666667
FinR:Del_finR:1.0,1.7141935404568749,-0.994109094333333
FinR:Del_finR:2.0,1.6067734759060404,-0.488104700333333
FinR:Del_finR:3.0,1.2582517439484755,-0.114365025333333
FleQ:Del_fleQ:1.0,-0.1485011419896744,-0.1812324483333327
FleQ:Del_fleQ:2.0,0.6041794384372592,-0.3462194393333329
FleQ:Del_fleQ:3.0,-0.4681926440551696,-0.3259448363333326
FleQ:OE_wspR:1.0,0.8589830147008726,-0.2663721953333331
FleQ:OE_wspR:2.0,0.3728178604023974,-0.3629991413333329
FleQ:Control:1.0,-0.3581523568064264,0.0830029776666672
FleQ:OE_wspR:3.0,0.0636256373775523,-0.272529849333333
FleQ:Control:2.0,0.091254053852707,0.203926035666667
FleQ:Control:3.0,0.2668983028081841,-0.2869290133333324
Fuel:Butanol:1.0,-0.7316500027085724,-2.1189710560000004
Fuel:Butanol:2.0,-1.287334509499,-2.1499026280000004
Fuel:Control:1.0,-0.0451118165531441,-0.1644816069999999
Fuel:Control:2.0,0.0451118162051402,0.1644816069999999
Fuel:Isopentanol:1.0,1.938929073260969,-1.7255567789999997
Fuel:Isopentanol:2.0,2.3093199651471776,-1.8235763910000005
Glycolaldehyde:Glycolaldehyde:1.0,1.937584966486899,-0.0298994205
Glycolaldehyde:Control:1.0,0.1057595933761356,0.2237969025000001
Glycolaldehyde:Glycolaldehyde:2.0,1.981113677054937,-0.0651639155000003
Glycolaldehyde:Control:2.0,-0.1057595936560092,-0.2237969025000001
HNS_protein:Control_ex:1.0,3.601998442222472,0.2261381479999995
HNS_protein:Del_turB_ex:1.0,-6.503449623373083,0.1081380089999992
HNS_protein:Del_turB_ex:2.0,-6.637907663877419,-0.3683300250000005
HNS_protein:WT_pCAR1_ex:1.0,1.7375303666753632,0.0300907739999995
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,-10.302971930217373,-0.5670637450000005
HNS_protein:WT_pCAR1_Del_turA_st:1.0,-4.468501654036847,-0.4816556970000007
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,0.199607753058431,0.0252901369999998
HNS_protein:WT_pCAR1_Del_turA_st:2.0,1.1595177605977596,0.0147356729999996
HNS_protein:WT_pCAR1_ex:2.0,-4.938401428329115,-0.3735072410000004
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-4.592924819138755,-0.2553522060000004
