,ABUW_1330
SRX3737100,-0.7908214841000001
SRX3737101,-0.5185836812
SRX3737103,-1.726397853
SRX3737104,0.1308307368
SRX3737105,-0.0609310107
SRX3737106,0.1940513263
SRX3737107,-0.2639510524
SRX3737108,-1.2243067353
SRX3737109,-1.053494681
SRX3737110,0.213848468
SRX3737111,-0.9298952932000001
Abaum_0017,-0.0697360569
Abaum_0018,-0.2699106846
Abaum_0019,-0.7507471704
Abaum_0020,0.0664185268
Abaum_0021,0.0693973824
Abaum_0022,0.0154002656
Abaum_0023,0.0697360569
Abaum_0024,-0.2924025905
Abaum_0025,0.33802703230000003
Abaum_0026,0.3574341726
SRX3141471,0.07133789210000001
SRX3141472,0.2838034565
SRX3141473,-0.3040346379
SRX3141474,0.0202311814
SRX3141475,-0.378958883
SRX3141476,-0.1819851284
SRX3141477,0.10798850480000001
SRX3141478,0.007567148300000001
SRX3141479,-0.21993783700000002
SRX8944518,-0.07567279760000001
SRX8944519,-0.5049788058
SRX8944520,-0.0628327619
SRX8944521,-0.5855261793000001
SRX8944522,0.13850555950000001
SRX8944523,-0.2230183964
SRX5930997,0.22983167740000002
SRX5930998,-0.28373748120000003
SRX5930999,0.0539058038
SRX5931001,0.1049917845
SRX5931002,0.7846138695
SRX4488546,2.3554308829
SRX4488547,0.43887709100000005
SRX4488548,1.8783755137
SRX4488549,-2.794307974
SRX4488550,2.3695403281000003
SRX4488551,2.1935420181
SRX4488552,-1.0503557415
SRX4488553,-0.7707737428
SRX4488554,2.2700594505
SRX4488555,-1.154297038
SRX4488556,2.1864522872
SRX4488557,1.9069090349
SRX2568047,0.6547924270000001
SRX2568048,0.0239697089
SRX2568049,0.3476933132
SRX2568050,0.1527620819
SRX2568051,0.050586020100000004
SRX2568052,-0.1059871324
SRX2568053,1.2813671727
SRX2568054,0.033320999000000004
SRX2568055,0.7028845999000001
SRX2568056,-0.20676859390000002
SRX2568057,0.19197564550000001
SRX2568058,-0.027445995100000002
SRX2568059,0.3930166845
SRX2568060,-0.2911159031
SRX2568061,0.07741790400000001
SRX2568062,-0.0779756942
SRX2568063,1.2613355536
SRX2568064,-1.1833598594
Abaum_0001,-0.7811559777
Abaum_0002,-0.6690800469
Abaum_0003,0.539994163
Abaum_0004,-0.9418488425
Abaum_0005,0.07349772610000001
Abaum_0006,3.3622521404
Abaum_0007,2.8650937559000003
Abaum_0008,0.5728584116000001
Abaum_0009,0.0152673684
Abaum_0010,0.3854193749
Abaum_0011,0.2669387031
Abaum_0012,-0.2669387031
Abaum_0013,-0.4157191826
Abaum_0014,-0.0763659098
Abaum_0015,-0.061893999500000005
Abaum_0016,-0.6148182958
ERX1221046,0.4147635706
ERX1221048,-0.27480675860000003
ERX1221049,-0.1399568121
ERX1221050,-0.7046278086000001
ERX1221052,-0.15880729500000001
ERX1221053,-0.0404406865
ABNM035,0.716294514
ABNM036,-0.716294514
ABNM037,-0.35105922100000003
ABNM038,0.242247714
ABNM041,0.038538072
ABNM042,-0.49513841900000005
ABNM019,-0.0832375918
ABNM020,0.0832375918
ABNM021,-0.084659202
ABNM022,0.6729277706
ABNM023,0.9992404955
ABNM024,0.440037473
ABNM025,1.067092857
ABNM026,0.378679508
ABNM027,-0.19356740990000001
ABNM028,0.19356740990000001
ABNM029,-0.0699470844
ABNM030,0.7508494423000001
ABNM031,0.5741976961
ABNM032,0.6755184633
ABNM033,0.7654188085
ABNM034,0.5404414222
ABNM001,0.0446212852
ABNM002,-0.0446212852
ABNM003,-0.41025391640000003
ABNM004,-0.9312358
ABNM005,-0.9384985786000001
ABNM006,-0.8603605762000001
ABNM007,-0.3222069305
ABNM008,-0.29803736480000004
ABNM009,0.2838112298
ABNM010,-1.3951637162
ABNM043,-0.5444874345
ABNM044,0.5444874345
ABNM045,-0.6017576985
ABNM046,0.0729942045
ABNM047,0.2204262585
ABNM048,0.029608210500000003
ABNM011,-0.1047103838
ABNM012,0.1047103838
ABNM013,-0.8294484431
ABNM014,-0.5643254990000001
ABNM015,-0.2234515892
ABNM016,-0.646127263
ABNM017,-0.1053187146
ABNM018,0.2199855068
