,PSPTOB0053
SRX1828913,-0.0940177226
SRX1828914,0.018724671000000002
SRX1828915,-0.020772827900000002
SRX1828916,-0.11442892680000001
SRX1828917,0.11479055040000001
SRX1828918,0.21828448190000002
SRX3983989,-0.1808579642
SRX3983990,0.3048954319
SRX3983993,0.1748263366
SRX3983994,0.33001634500000004
SRX3983995,-0.1273898109
SRX3983996,0.46671065970000003
SRX3983997,0.5527023147
SRX3983998,0.0576710841
SRX3983999,0.22859829550000002
SRX3984000,0.3320136649
SRX3984001,0.7340715338
SRX3984002,0.7228495674000001
SRX3984003,0.5906952050000001
SRX3984004,0.44629653810000003
SRX3984005,0.3061985951
SRX3984006,0.7013528818
SRX3984007,0.7734154487
SRX3984008,0.2085649101
SRX3984009,-0.0138490108
SRX3984010,1.0487741558
SRX3984011,0.0394148903
SRX3984012,-0.1366722827
SRX3984013,0.1896319632
SRX3984014,-0.0523954585
SRX3984015,0.4960384386
SRX3984016,-0.24968784900000002
SRX3984017,0.9777773462
SRX3984019,0.0822630075
SRX3984020,0.5849837221
SRX3984021,0.7909197163
SRX3984022,0.9281567008
SRX3984023,-0.1336641741
SRX3984024,0.5471226531
SRX3984025,0.036779312
SRX3984026,0.0534553377
SRX3984027,0.09628229840000001
SRX3984028,0.1456131653
SRX3984029,0.0027887853
SRX3984031,1.0024285941
SRX3984032,1.0183201525
SRX3984034,0.1305791302
SRX3984035,-0.5247025996
SRX3984036,1.4328295754
SRX3984037,0.7739201161
SRX3984038,1.3397374121
SRX3984039,1.2984660539
SRX3984040,0.0377975983
SRX3984041,1.4586139706
SRX3984042,0.5764182525
SRX3984043,-0.47237334080000004
SRX3984045,-0.3274521929
SRX3984046,0.1799861015
SRX3984047,1.2146773538
SRX3984048,0.9030595166000001
SRX3984049,0.9287379969
SRX3984050,0.9725229757
SRX3984051,1.1044408677
SRX3984052,0.193673078
SRX3984056,1.1179218642
SRX3984057,1.1798515688
SRX3984058,1.1561088371000001
SRX3984059,-0.13851915580000002
SRX3984061,0.19819278910000002
SRX3984062,-0.0408462229
SRX3984063,-0.1031746023
SRX3984064,0.0900616234
SRX3984065,0.1608553859
SRX3984066,0.2031388181
SRX3984067,0.3341275935
SRX3984068,0.0787592256
SRX3984069,0.4915998299
SRX3984070,0.9605737558
SRX3984071,0.913704395
SRX3984073,-0.0027972992
SRX3984074,0.07752813430000001
SRX3984077,0.20021217160000002
SRX3984078,-0.0755739207
SRX3984079,0.3854741554
SRX3984080,-0.1769010576
SRX3984082,-0.0066908234
SRX3984084,0.9727353653
SRX6997963,0.6815537051
SRX6997964,-0.7700764466000001
SRX6997965,-1.146488146
SRX6997967,0.4332729484
SRX6997968,-0.5707249079
SRX6997969,-0.5163497479
SRX6997971,-1.1148266536
SRX6997972,-1.2634411257
SRX6997973,-0.3045185429
SRX3159100,-0.7794906145
SRX3159101,-0.7935565305000001
SRX3159102,0.972437541
SRX3159103,0.6006096039000001
SRX3159000,-0.42737466890000003
SRX3159001,0.8959579466
SRX3159002,0.0997008145
SRX3159003,-0.1155072644
SRX3159004,0.2568196527
SRX3159005,0.6528288718
SRX3159006,-0.4249036333
SRX3159007,-0.9171439281
SRX3159008,0.124774227
SRX3159009,-1.9674698636999999
SRX3159010,0.07206824440000001
SRX3159012,0.9092995918000001
SRX3159013,0.8868639359
SRX3159014,-1.9674698636999999
SRX3159015,0.6133272231
SRX3159016,1.7351299009
SRX3159017,1.5404879317
SRX3159018,1.228266013
SRX3159019,-0.6980798391
SRX3159020,1.2925678595
SRX3159021,-1.9674698636999999
SRX3159022,-1.9674698636999999
SRX3159023,0.8012649071
SRX3159024,1.0381403016
SRX3159025,-1.2216958383
SRX3159026,0.6972372283
SRX3159027,1.4516662184
SRX3159028,-0.16854783210000002
SRX3159029,1.1563304601
SRX3159030,-0.1868802765
SRX3159034,0.9544600073
SRX3159036,0.2251320319
SRX3159037,0.5545807361
SRX3159041,0.4456474769
SRX3159042,0.4449892539
SRX3159043,0.23170472220000002
SRX3159045,-0.2245094598
SRX3159047,0.1432803202
SRX3159048,-0.6387315787
SRX3159049,1.3407228491
SRX3159050,0.1055568993
SRX3159051,0.232298372
SRX3159052,-0.1404091623
SRX3159053,0.8349138089
SRX3159054,-0.24215899770000002
SRX3159055,1.3887864914999999
SRX3159056,0.1684996109
SRX3159057,0.5721049445
SRX3159058,1.3634047817
SRX3159060,0.0533029832
SRX3159061,0.100025633
SRX3159062,-0.2133282814
SRX3159063,0.8336050556
SRX3159066,0.3142814906
SRX3159069,-1.9674698636999999
SRX3159070,1.4042421336
SRX3159071,0.8279596175
SRX3159073,-1.181631074
SRX3159074,-0.21948710300000002
SRX3159075,0.801595351
SRX3159076,-0.7225029892
SRX3159080,1.9799167411
SRX3159082,0.5667685221000001
SRX3159083,1.3624181296
SRX3159086,-1.9674698636999999
SRX3159087,1.6630702162
SRX3159088,-0.41392345880000003
SRX3159089,0.6468054023
SRX3159090,1.126103138
SRX3159091,1.0338548958
SRX3159092,0.437913847
SRX3159093,-1.9674698636999999
SRX3159094,1.0082724763
SRX3159095,-1.0758353977
SRX3159096,-1.9674698636999999
SRX3159097,-1.9674698636999999
SRX3159098,-0.9339928188000001
SRX3159099,0.6569118486000001
SRX3158988,-0.23411205540000002
SRX3158989,-1.9862562896
SRX3158990,-0.4059352701
SRX3158991,-0.9286202232
SRX3158992,0.0240107136
SRX3158996,0.2101013417
SRX3644656,0.1458721467
SRX3644657,-0.08435405280000001
SRX3644658,-0.0615180939
SRX3644659,-0.26863039110000003
SRX3644660,-0.7329688421
SRX3644661,-0.5556354276000001
SRX3644662,-0.7505683732
SRX3644663,-0.5111877262
SRX3644664,-0.5395943638
SRX3644665,-0.27658737710000003
SRX3644666,-0.6232479768
SRX3644667,-0.386467946
SRX3644668,-0.3334112812
SRX3644669,-0.34730152540000003
SRX3644670,-0.4559637908
SRX3644671,-0.5639219515
SRX3644672,-0.1204293023
SRX3644673,-0.2316530302
