,-0.04671472557142857,-0.03952784471428571,-0.03234096385714286,-0.025154083,-0.017967202142857144,-0.010780321285714288,-0.0035934404285714316,0.0035934404285714247,0.010780321285714281,0.017967202142857144,0.025154082999999994,0.03234096385714284,0.039527844714285706,0.04671472557142857,0.05390160642857142,0.06108848728571427,0.06827536814285713,0.075462249,0.08264912985714286,0.0898360107142857
thresh,-0.050308166,0.050308166,1,,,,,,,,,,,,,,,,,
unreg,1,10,33,111,381,920,1544,1381,619,272,121,75,52,32,11,3,3,2,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['gcpE' 'pslF' 'PA2733' 'murD' 'ftsI' 'hisS' 'cycH' 'PA4558' 'ccmG' 'fdx2'
 'pslG']",['murE' 'ftsW' 'PA1059'],['ftsA' 'murG' 'ccmH'],['murC' 'ftsQ'],['ddlB'],[]
