locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS20705,0.2303885850375818,PN96_RS20705,YeeE/YedE family protein,Function unknown,Op1468,,
PN96_RS20700,0.2176676692273746,PN96_RS20700,metalloregulator ArsR/SmtB family transcription factor,Transcription,Op1467,,
PN96_RS20710,0.1921878034692471,PN96_RS20710,YeeE/YedE family protein,Function unknown,Op1468,,
PN96_RS20695,0.1752244788348072,PN96_RS20695,DUF2892 domain-containing protein,Inorganic ion transport and metabolism,Op1466,,
PN96_RS20690,0.1371201673801934,PN96_RS20690,FAD-dependent oxidoreductase,Inorganic ion transport and metabolism,Op1465,,
PN96_RS20715,0.1288483831973998,PN96_RS20715,efflux RND transporter permease subunit,Defense mechanisms,Op1468,,
