,A,AbrB
R2,,0.23963348834628562
xmin,,-5.5726101726653985
xmid,,
xmax,,2.2982577864491076
ystart,,23.92826143667909
yend,,-5.713678259889688
SRX8138083,0.5876446823234732,-0.4430007650918171
SRX8138084,-0.1490908670645612,0.17355162504485655
SRX8138085,-0.4385538152589369,0.2694491400469605
SRX8138086,-1.5237226071589276,-0.9244425904708962
SRX8138087,-1.1897801936143773,0.4906809330049491
SRX8138088,-2.0236296842977874,0.4768554932297899
ERX4111143,0.3840402738347254,0.1447077103140586
ERX4111144,0.4041567963971934,-0.1993521654582029
ERX4111145,-0.6567775110727992,-0.6008615022978585
ERX4111146,2.4268105406900786,-0.4128398756463554
ERX4111148,0.44514874086581424,0.09488461776124346
ERX4111149,0.7274730997671526,-0.3844974827282446
ERX4111150,0.2226963796981603,-0.2276183960028515
ERX4111151,-0.384040273834645,-0.14470771031405685
ERX4111152,0.5145733367825049,-0.3997075200034477
ERX4111153,-0.3608476436061099,-0.09869963019647444
ERX4111154,1.082469537159044,-0.2598651326707131
ERX4111156,-0.19886676266643213,0.10275481911707196
ERX4111157,0.3579018375095261,-0.14317367646379964
ERX4111158,-0.9532813699106192,0.007113495162954564
SRX5577041,-0.2644889030032317,0.014477329838458175
SRX5577042,0.37389568123263656,-0.061468103781127326
SRX5577043,0.14879001369333508,0.018986782744846664
SRX5577044,-0.25819679192275713,0.02800399119782604
SRX5577045,4.266402253223276,-0.12159500499373264
SRX5577046,6.593723636477599,-0.3250752927673641
SRX5577047,9.000562120618921,-0.5832992226561107
SRX5577048,9.86166893948283,-0.6759778857902266
SRX5577049,29.21985908854308,-1.8379812574968708
SRX5577050,31.26724346933629,-1.5209204133488026
SRX5577051,27.08225529489155,-1.7340213138721643
SRX5577052,27.013554771492252,-1.844938061161088
SRX5577053,25.64565375393744,-2.7276893582436252
SRX5577054,32.526443047227424,-2.5228060021061083
SRX5577055,23.36261352369421,-2.8397642783170465
SRX5577056,31.406641411958198,-2.4904729102757592
SRX5577057,30.49823256744492,-2.439094548835156
SRX5577058,33.929657162087224,-3.2014600959106225
