locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b0295,0.6267373434,ykgL,uncharacterized protein YkgL,No COG annotation,ykgL,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6166
b4516,0.11188935450000001,insA-4,IS1 protein InsA,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10430
b4181,-0.0913739773,yjfI,conserved protein YjfI,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7846
