k,name,in_iM,gene_weight,regulator,function,category
10,Copper,False,0.05675340410321951,,,
14,UC-7,False,0.021234492603689432,,,
3,Cadmium,False,-0.004418896925635636,,,
11,Chromium,False,-0.004411331601440907,,,
2,UC-3,False,-0.003811241381336004,,,
13,UC-6,False,-0.0033556193858385085,,,
12,Zinc - Intermediate,False,0.002785998618185341,,,
8,Zinc - Fast,False,-0.0025539119518361987,,,
6,Iron,False,-0.0020787188783288,,,
9,UC-5,False,-0.0019010148187874852,,,
5,Lead,False,-0.001516777949873358,,,
7,Zinc - Steady,False,-0.0012379948131274433,,,
4,UC-4,False,0.0006349029939156026,,,
1,UC-2,False,-0.00024591688663349486,,,
0,UC-1,False,-0.00022729869684553705,,,
