,A,Fnr,Crp,Fis,NarP,Cra,hns,NarL,ihfB
ERX2874138,-0.32996730020000004,-0.18178306500000002,0.8182462086000001,2.2410353148,-0.09763270760000001,1.2108144639,-0.30834232030000003,0.5856344474,-0.3100348107
ERX2874139,-0.35627415230000004,-0.0481881923,0.7045028161,1.879845411,-0.1619953418,0.9478159612,-0.0989112743,0.2921182026,-0.3205994297
ERX2874140,0.3092429121,0.0035004484000000003,-0.139956359,-0.2336929399,0.040359769600000005,0.022707401800000002,-0.0346395345,0.0626236352,-0.0232892471
ERX2874141,-0.3092429121,-0.0035004484000000003,0.139956359,0.2336929399,-0.040359769600000005,-0.022707401800000002,0.0346395345,-0.0626236352,0.0232892471
ERX2874142,1.2053569134,0.2884841145,0.5908025523,2.4965166696,-0.3143547218,-0.5257295597,-0.5317704004,0.5306601487,-0.9207812597
ERX2874143,1.5812835586,0.6061379563,0.9994652368,3.1856201873,-0.6187415562,-0.5361326839,-0.4663651392,0.0063539721,-1.3071923027
ERX2874144,1.2518916701,-0.6059054221,0.7827099169,2.4701123107000003,-0.2700885068,1.2913911711,-1.5940724927,0.25629960960000003,-0.45955464420000003
ERX2874145,1.2735725674,-0.4301566023,0.7206732189,2.3050675208999998,-0.39152739540000003,1.3387930236,-1.6965531313,-0.2211240432,-0.7959901979
ERX2874146,0.5554375046,-0.2255559323,0.5565290979,0.7332346591000001,0.3352563744,0.2153927813,-0.0464424086,0.7782545998,0.4344459372
ERX2874147,0.4977251609,-0.1661942998,0.5652993358,0.8660502453000001,-0.09472025810000001,0.3697857256,0.1727365962,0.4418493845,0.3504806305
SRX1300292,-0.0489135614,0.0654297724,-0.2183604482,-0.20326393040000001,-0.17576158050000001,-0.32855495770000004,-0.0904913841,-0.2558356651,-0.0056595274
SRX1300293,0.0489135614,-0.0654297724,0.2183604482,0.20326393040000001,0.17576158050000001,0.32855495770000004,0.0904913841,0.2558356651,0.0056595274
SRX1300299,-1.6960561148000002,0.0394489063,0.0496916416,-0.0825427549,-0.0913590397,0.0893959757,0.1168897185,0.0252704775,0.062111151
SRX1300300,-0.7170370976,0.2651847274,0.2503393265,0.0336603295,-0.3845829965,0.3431367442,0.3090398253,0.0533145967,-0.1246500822
SRX1300304,0.9995396197,-0.1274267449,0.39555321730000004,1.5476896820000001,1.0401780122,0.8703787922,0.0824642456,0.35173000730000004,-0.32022293760000003
SRX1300305,-1.0783886069,-0.0156335277,0.11605645020000001,0.4018239786,0.6361260588000001,0.0773607038,0.0560094301,0.187345971,-0.18921608780000002
SRX1300306,-1.2597143573,-0.0681908374,0.2931170004,0.5858999062,0.5560934693,0.1881309494,0.13183338490000002,0.3538666499,-0.0718275669
SRX1300310,0.1509073948,-0.3039509496,0.3087574011,1.4248384284,1.1036989155,0.45271755810000003,0.0510257579,0.8789809757,0.0014180174
SRX1300311,-0.1426171454,-0.18626809560000002,0.0756466625,1.1984242662,1.1473892754,0.571322573,-0.2423606835,0.7735650338000001,-0.0314311242
SRX7291195,0.1068066113,-0.0019092608000000001,0.2997067975,0.3771354375,-0.2579833125,0.1607831971,0.2570271763,-0.17239399390000001,0.25078108450000003
SRX7291196,0.20319501750000002,0.0184901467,0.2171652813,0.509388119,-0.3815933832,0.09397259570000001,0.3642638681,-0.039473231000000004,0.3183754319
SRX7291197,0.0638300228,0.0880267361,0.20048826090000002,0.48062607100000004,-0.4714856075,-0.0960276958,0.3064102266,-0.16596388850000002,0.301183598
SRX7291198,-0.0642000138,0.0063945471,0.0055111309,0.1394315285,0.1571588063,-0.0022998817,0.074538774,0.15780662110000002,0.0474008011
SRX7291199,0.0995074705,-0.0357761938,0.0383910612,-0.1542708204,-0.2105147174,0.040383485000000004,-0.0099106299,-0.0722310566,-0.0484154558
SRX7291200,-0.035307456800000005,0.0293816467,-0.0439021921,0.0148392919,0.0533559111,-0.038083603300000005,-0.0646281441,-0.0855755645,0.0010146547
SRX7291201,0.22758549900000002,0.0098731567,0.2526018277,0.49311404880000004,-0.3765587408,0.10578371680000001,0.3304941907,-0.1654629797,0.3186137509
SRX7291202,0.24537913260000002,-0.1897870955,0.270288277,0.3537705665,-0.311102696,0.2917264067,0.4013316173,-0.258966122,0.30219993900000003
SRX7291203,0.2279030837,-0.0409235603,0.2825423364,0.4754753548,-0.3788739786,0.1777440115,0.4047186468,-0.20104031860000002,0.2917894999
SRX7291204,0.15864685180000002,-0.0254851513,0.1877512114,-0.07399847500000001,0.26746768390000003,0.009816943600000001,-0.0314011659,-0.0865105382,0.09051329500000001
SRX7291205,-0.0386550567,0.0355440585,0.1650360705,0.023794240600000002,0.2956056328,0.0028539415,0.042924114900000004,0.07553486050000001,0.1174934251
SRX7291206,-0.3259036367,0.0057575253,0.1449864971,0.051536903700000004,0.4223045596,0.0076040322,0.0348367673,0.061852098800000005,0.11349563530000001
SRX2436955,0.7977764084000001,-7.3552758056,0.45212262210000004,-0.5093630551,-0.1344019484,0.217797859,-0.3719097631,-0.0888399111,1.2565419311000001
SRX2436956,4.8133931253,0.7139563072,0.0515482653,1.0448240257,1.8704860046,0.3817420467,-0.1004838587,0.7065790823,-0.8093952846
SRX2436957,4.7935006468,0.9185294265,0.1563578091,1.3949710003,1.2585676727,0.0725812748,-0.1363042532,0.7386335782,-0.5522377374
SRX2436958,3.8654386549,0.7798311562,0.2851965476,1.0738428079,1.4210610885000001,0.44919307610000003,-0.2846288023,0.8138956489,-0.2151484244
SRX2436959,-0.853506223,0.0845328856,0.1360930215,0.6279534183000001,0.4343523409,-0.0609622073,-0.4296580501,-0.0839775374,-0.1374971984
SRX2436960,0.0501671609,0.196271321,0.1526137479,-0.3132555821,2.159065596,0.6252667381,0.045136789600000005,0.7062556104000001,0.2263643548
SRX2436961,-0.5784603848000001,-0.21254939720000002,0.7470542054,-0.5439089850000001,1.4501015635,1.2889337574,-0.1059539697,0.6953554794,0.1338611287
SRX2436962,1.8164586556,0.45666608210000004,-0.0330759678,0.17956962810000002,1.8606589863,0.6075660936,0.2258490008,1.6437094670999999,0.2189045622
SRX2436963,-0.31223690860000003,0.0023046192,0.0921125297,0.7840393394,1.0414799579,0.0863890039,-0.47975217700000006,-0.043374079,-0.7429114568
SRX2436964,-1.198316337,0.030882746500000002,0.0459686345,-0.7293389396000001,0.4118579717,1.7152523092,0.2753415236,0.3553058173,0.0881715998
SRX2436965,0.1118600421,0.9365946801,-1.7381250601,1.7779188062,-0.479922822,-2.0031697105,-0.9815861442,-0.3280518362,-0.8041098849
SRX2436966,0.9684690982,0.39447972600000003,0.1060124781,0.8633148513000001,1.0554273252,0.3546445131,-0.3087478254,0.4331012071,0.7958109651
SRX2436967,-0.1002623805,-0.2747681118,0.7565786075,-1.0434970141,1.3666384043,1.39013901,-0.10767101450000001,0.6206496690000001,-0.0253147293
SRX2436969,-0.3124130433,0.1197434681,-0.0206086192,0.0930653412,2.2017455388,0.021809976000000002,-0.45504732480000004,-0.29263095580000004,-0.5291315211000001
SRX2436970,0.8204783868000001,0.4314267907,0.2191212157,0.8914924555,1.2060458719,0.12475231960000001,-0.1784720246,0.5051565148,0.861613673
SRX2436971,-0.21629463240000002,-0.2345901954,0.701250519,-1.0738210716,1.540690969,1.4450520969,-0.1390028699,0.6962143766000001,0.0989163598
SRX2437029,1.4684942699999999,0.456708999,0.0061447768000000005,-0.2266908223,1.9729553553999999,0.8090461283,0.1736260885,1.6755633808,0.1265679443
SRX2437030,0.6025198628,-7.8525940196,0.5616911087,-0.6093413027,-0.8518439793,-0.09832871280000001,-0.27164307,0.1400424825,1.226954437
SRX2437031,0.6535695207000001,0.2973060844,0.2075206627,0.40157637690000003,-0.5677582922000001,-0.20560811410000002,0.2077827392,0.6123452586,0.9211761875000001
SRX2437032,0.5189180281,0.3124097697,0.07605606050000001,0.3272748216,-0.3705456193,-0.0694291011,0.29997996050000003,0.7063927401,0.9600903644000001
SRX2437033,0.23259683520000002,-0.1751172912,-0.0229880917,-1.0786827828,-0.9231565988,0.0506369624,0.1029299878,-0.4659502613,-0.823212393
SRX2437034,0.2470393586,0.9036193136,-1.7211272316000001,1.9312242163,-0.2842164529,-2.1001270599,-1.3674103504000001,-0.38384030410000003,-0.6308114248000001
SRX2437035,1.3503406457,-7.5369515417,0.33539129840000004,0.3365615109,0.3603594959,0.5066841750000001,-0.36110479560000003,-0.1033873485,-0.1923440525
SRX2437036,1.1658568547,-7.0361766568,0.37333806010000004,-0.0320332964,0.1681802355,0.34524607700000004,-0.5273915313,-0.010538875100000001,-6.0176e-05
SRX2437037,-0.5940317016000001,-0.0131986588,0.1027974094,-0.2880409691,1.5041161454,1.1038660302,0.08841543040000001,0.5218018408,0.1408796672
SRX2437038,0.21731009410000002,0.1964461357,0.2542201101,0.7264883133000001,1.1560854842000001,0.34977235560000003,-0.13269625570000002,0.6081714487000001,0.8741056694
SRX2437039,-0.6047064486,0.1707039968,0.1532453091,0.39649041,-0.7069637105000001,-0.11484903540000001,0.2522664448,0.0180629813,0.7605394983
SRX2437040,1.1657727176,-7.7499151628,0.3624937381,0.1565363276,0.1820430585,0.46375516120000004,-0.48692241550000004,0.046942355500000005,-0.0228632045
SRX2437041,0.8052050371,-7.0926670476,0.5062765036,-0.47432717080000003,-0.4959411768,0.019701898500000002,-0.4461017364,-0.0829499602,1.3315944608999999
SRX2437042,-0.43317390100000003,-0.22741367480000002,-0.3269025847,-0.5565783599,-1.0391004758,0.28949748670000003,0.2538424899,-0.2819431939,-0.4763504617
SRX2437043,-0.4320211711,-0.0619256138,0.09219357800000001,-0.3943179129,1.2074997116,1.2695602862,-0.0103089075,0.5324068082,0.2004499127
SRX2437044,1.1109521406,-0.5844698577,-0.2945282879,-0.9951385649000001,-0.0700531412,0.0025150290000000002,0.2476559297,-0.16892495270000002,0.0672969808
SRX4705203,-8.4835493069,1.2617788521,-0.385355987,0.1932521797,-1.636535397,0.1410654555,-0.3995743255,0.5762343186000001,0.2288210901
SRX4705204,-2.2628390178,0.013602002200000001,-0.6930073795,-0.11367726040000001,-1.8972790812,-0.3910279091,-0.5051173318000001,1.2983206766,0.6101915694
SRX4705205,-3.413972013,-0.011886655900000001,-0.7755713976,-0.055300474200000005,-1.1837751168,-0.44154555100000004,-0.5683179356,0.7465112118,0.576618225
SRX4705206,-3.7156137908,0.0928465604,-0.6576656106000001,-0.050601478500000005,-1.4006546721,-0.5611262142,-0.6196273183000001,0.8942923287000001,0.6110947582
SRX4705207,-6.2612080086,1.4522089644,-0.1341736427,1.0977452562,-1.0994469099,-0.3524552037,0.8182663423000001,0.25686588790000003,0.5652189377
SRX4705208,-5.0834553207,1.4799556311,-0.5635110724,1.6067169379,-0.7153965995,-0.9056081209,0.6574174028,0.5486288687,-0.2131127912
SRX4705209,-6.2170048266,1.2878835212,-0.1045202598,1.2337849475,-0.3340174602,-0.42057476650000003,0.8539069389,0.3260326055,0.46224616560000004
SRX4705210,-1.0841882766,0.5038059594000001,-0.5514972085000001,0.6487535925,-0.5475833447,-0.8672213773,0.4270401478,0.7897283174,0.5648670378
SRX4705211,-2.6198292967,0.360903352,-0.5907591781,0.4313845094,-0.6943970726,-0.4427516114,0.3057844903,0.49558195120000004,0.2495908246
SRX4705212,-3.1340432421,0.5015165093,-0.5379723588,0.5314377797000001,-0.36254436760000003,-0.7546014759,0.3815134859,0.4566782632,0.25883636260000004
SRX4705213,-0.3203682586,-0.2848580515,0.5884298837,-0.090826216,-0.5125855479,0.2453102094,-0.0514692571,0.1724557368,-0.3371452922
SRX4705214,0.6968050250000001,-0.061697307900000005,0.5233414408,-0.2275090176,-0.2738784492,0.2457475705,-0.08890384350000001,-0.030635029900000003,-0.4144919876
SRX4705215,-0.24490272440000002,0.1678169173,-0.4463507494,0.1507807058,0.1632059475,-0.1542627521,0.0282034008,-0.0722359716,0.0859386959
SRX4705216,0.4445307549,-0.3500729039,0.4678437997,0.26904184870000003,-0.0999277088,0.0075343704000000004,-0.20737839730000002,0.0013491506000000001,-0.5315682872
SRX4705217,-0.6065567146,0.2581440398,-0.7475887920000001,-0.3688713026,0.38275978590000004,0.0001936499,0.2889934849,-0.26139924600000003,0.6184017657
SRX4705218,0.0304919176,0.2706673062,-0.38567558290000004,0.2673839818,0.3404259725,-0.3445230481,0.0305546122,0.19046536020000002,0.5788651053
SRX4705219,-5.4334458336,0.4075951256,-0.31419254,0.0702495348,-1.4657015157,0.16050459590000002,-0.44535358700000005,0.7234735221,-0.5625498558
SRX4705220,-6.4160545354,0.4723477928,-0.1236678575,0.4987004956,-2.0010544501,-0.4633537807,-0.306990557,0.8461263958,-0.31589760570000003
SRX4705221,-3.1255678995,0.0966315491,-0.7518707576,-0.31829052350000003,-1.3832379776,-0.6211628684,-0.7320052409000001,0.9141561881,1.1900981018
SRX4705222,-6.0576764047,0.4559032226,-0.10341932470000001,0.1930835283,-1.532095044,0.1250024662,-0.49582002880000003,0.664258193,-0.2427241886
SRX4705223,-8.3600941734,1.3849591353,-0.31786441590000003,-0.0603150774,-1.8024552306000001,-0.2019906604,-0.5767303165000001,0.7452993698,0.9276404627
SRX4705224,-8.1573779364,1.4019401177,-0.5855978821,0.030817823100000002,-1.9927816739000002,-0.17092258500000002,-0.1629885837,0.5785401985,0.0796417516
SRX4705225,-2.3107761202,0.032233089300000003,-0.9927383484000001,0.0996390431,-1.007265906,-0.9988764317000001,-0.48575719840000003,0.4802957195,0.2109846849
SRX4705226,-3.4740603715000002,-0.0453090219,-1.0770436531,-0.2768246876,-0.5476771832,-0.8214510339000001,-0.6388222610000001,0.49381386400000005,0.23533751830000002
SRX4705227,-2.7258907061,0.0014162464,-0.9319843065000001,-0.6500033339,-0.7514221903,-0.7360847575,-0.838650267,0.5898432175,0.21035469750000002
SRX4705228,-4.8800911919,0.2852736966,-0.3099510565,-0.3410497646,-1.7137459561,0.3966041554,-0.8016365618,0.9554701996,0.351986183
SRX4705229,-4.3872801697,0.2818975743,-0.5033890871,-0.4108510732,-1.6212636189,0.3910926074,-0.6139088962,0.7713469477,0.13782204180000002
SRX4705230,-6.3918956876,0.9043918405,-0.43552663960000004,-0.0331066877,-1.4145132440000001,-0.035026353,-0.287425074,0.657317507,0.2137416066
SRX4705231,-3.3517578737,0.2892210988,-0.9039885132000001,-0.5176073027,-1.3674921518,-0.2532313176,-0.4489432823,0.8135768659,1.1509351128
SRX4705232,-3.6982556733000003,0.2841031,-0.882397812,0.0390048894,-1.4677593481,-0.8358621076,-0.5123378751000001,0.8840772914,1.210246552
SRX4705233,-5.5354789192,-0.4692650607,-0.1968594431,-1.8786517409,-2.0805516963,0.1310562172,-0.2272886656,0.2345764287,0.9463787208000001
SRX4705234,-4.9814922611,0.359532976,-0.0757624216,0.5361451732,-1.0165328679,0.5837345662,-0.9453875653,0.6899307175,0.6894988855
SRX4705235,-4.4572640507,1.0300605526,-1.1352115054,1.3088622026,0.4137341713,-0.7926743156,-0.1865236397,0.4485482959,1.0535282181
SRX4705236,-4.3056333927,0.06453909170000001,-0.1630694594,0.2024257022,-0.228545607,1.3401219728,-0.8251469931000001,0.478671245,-0.1420939679
SRX4705237,-5.4252631077,1.0883072748,-1.1430905682,1.8037451479,0.7617366428,-0.5941587655,-0.16361876860000002,0.1767654194,0.9057751446000001
SRX4705238,-4.223921914,0.9656259972000001,-1.1479592129,1.2205659637,0.5905102694000001,-0.7212959865,-0.1793039498,0.4141056352,1.1254304514
SRX2038319,-2.1508900734,0.1288576417,0.0216952277,-1.6493450053,-0.022696146400000002,-0.8537273313,0.8134453723,0.3706986647,1.4426827544
SRX2038320,-0.3204215373,-0.0383819357,0.0089552738,-0.7442162344000001,-0.197169858,-0.5581509644,0.7646370964,0.39092617890000003,0.6087812218
SRX2038321,-2.2460274002,0.1318576497,-0.029136735400000002,-0.6383483829000001,0.1097569092,-0.4894097088,1.0324515241,0.5842403459000001,1.453697321
SRX2038322,-0.8113870028,0.019056687000000003,-0.22346250180000002,0.28114724700000004,0.037858136800000004,0.0555135524,1.1282927925,0.5959497501000001,1.5126676941000001
SRX2038323,-0.1168146577,-0.0419896674,-0.5950074874,0.2732446559,-0.7772977034,-0.0787142445,0.1944001789,-0.8026795525,1.1758653763
SRX2038324,-1.2604199574,0.23862317660000001,-0.2819178846,1.0259451355,-0.5276708831,0.1591601426,0.4488880236,-1.1079643948,0.7068659902000001
SRX2038325,-1.5722989973,0.1611058857,-0.2129587413,-0.9024142098,0.35358751250000003,-0.6722701763000001,0.8192872041,0.7774519143,2.7404168595
SRX2038326,-1.1111804299,0.4581252995,-0.6664505470000001,-0.652088098,0.4980028863,-0.6569091517,1.2621479943,0.3939165264,1.4055007212000001
SRX2038327,-1.5540730861,0.3172238424,-0.2899666271,-2.1722072706,-0.1618089996,-0.6965257371,1.2170803733,0.243656734,1.5731943474999999
SRX2038328,-1.4019578385,0.1383090976,-0.0956451908,-1.6052180138,0.022543798900000002,-0.867810289,1.1546751501,0.5492736877000001,1.3286870738
SRX2038329,1.8318318150000001,-0.3716839181,-0.534902734,0.3620233339,-0.7717061212,-0.2072308356,0.53156031,-0.7256898118,-0.5334557359000001
SRX2038330,-1.4073425644,-0.2415756215,-0.09387450950000001,-0.49893765240000004,-0.6368249217,-0.0366993311,0.4018958288,-0.1402465632,1.0691534304
SRX2038331,-2.3511944854999998,-0.15906388330000001,-0.4795015226,0.5466123304,-0.9245576052000001,0.012245357600000001,0.4577782038,-0.3618465671,-0.2272644741
SRX2038332,-0.9906343574,0.007812727200000001,0.3381492062,-1.2977643723,0.1568959154,-0.41071263300000005,0.9002764379,0.6184222671,1.2407535673
SRX2038334,3.9419567865,-0.12566082550000002,-0.2479411708,0.1951553286,-0.6383199969000001,0.3169642319,-0.262260078,-0.6088164535,-0.2811494248
SRX2038335,4.9638096499,0.0504878854,0.1803691418,0.4056362652,-0.6980053877,0.015997995100000002,0.3425222732,-0.4372946351,0.3734034026
SRX2038336,3.2959590847999998,0.5392612067,0.5647813138000001,-1.1910265089,-0.7518052764,0.0644254838,0.7995975116,0.21005723110000002,1.0406558945
SRX2038337,-1.1511505646,-0.1771450645,-0.0535453575,-0.1072731442,-0.6385251476,-0.3527493064,0.43580111590000004,0.3298116539,1.5872047917
SRX2038338,-0.6175111599,-0.0641102801,0.0598112988,0.83271207,-0.3770133507,0.11344961220000001,-0.3017448487,-0.147708369,-0.5988409250000001
SRX2038339,-2.3384647013,0.4335230942,0.1188856227,-0.2743643188,0.5574255159,-0.0776861945,0.2518614037,0.1776874777,1.4638075866
SRX2038340,0.38364455210000004,-0.1511554798,0.34647646330000004,0.7857869584,0.0023126014,-0.3085645329,-0.222408293,-0.6758762535,-0.065066414
SRX2038341,2.7463317952,-0.0774772219,-0.08200134910000001,0.39781253320000004,-0.3415925085,0.5362143779,0.1879661558,-0.3830104012,-0.3694768094
SRX2038342,1.3747449134,-0.1502114202,-0.1543697162,0.9618331763,-0.48444085080000004,0.2827147237,-0.4890843193,-0.6258374279000001,-1.3381919271
SRX2038343,2.5580613488,0.1315080696,0.5010526678,0.37364485550000004,-0.19891322050000002,0.1739749676,0.3142079397,-0.8211100075000001,-0.3357301543
SRX2038344,2.8114242689,-0.0719380109,0.033069829700000004,0.6290338879,-0.4049088349,0.5552778938,0.3077435991,-1.323253442,-0.4951080302
SRX2038345,-0.6004159216,0.12563758,-0.1021128979,1.5166701272,-0.8527262456,0.6973714623,0.1788038197,-0.9410560172,-0.4177804027
SRX2038346,-1.0527067818,0.9592729955,-0.5275545316,-0.5625280567000001,-0.0481223942,-0.29816975030000004,0.1157789693,0.0507837041,0.8912843678
SRX2038347,-1.3829529715,0.8334966567000001,-0.8740408744,-0.6907673522000001,0.10384389840000001,-0.16488263350000001,0.5130444938000001,-0.36151505040000004,0.7457290625
SRX2038348,-0.7935871438000001,1.0963381317,-0.6052099843000001,-0.5231355216,0.0738779786,-0.1090022791,0.1415777017,0.015682493000000002,0.4106332983
SRX2038349,0.3583558022,-0.09922067500000001,-0.520378201,0.8212813583,-0.26137277670000003,0.3859898433,-0.3207439709,-0.8430240657,-1.5295929048999999
SRX2038350,0.8326402065,-0.1683037611,-0.1808186141,0.3088496385,-0.1833071832,-0.5205175573,-0.2838773316,-0.7095500967,-0.42164055240000003
SRX2038351,3.3996960624,0.12045115120000001,-0.2481074814,-0.0104370819,-0.44253011280000004,0.3174432465,-0.213800642,-0.9011111180000001,-1.8189793688
SRX2038352,2.9046713201000003,-0.10618114270000001,-0.1007067708,0.5082582503,-0.446762853,0.5627784507,0.543715835,-0.9978276163,-0.6449885269
SRX2038353,5.1445739138,-0.4606796238,-0.2493838519,0.18013646660000002,-0.6754981247,0.4923875361,-0.0083750354,-0.5477391271000001,-1.0202695171
SRX2038354,4.1645861308,-0.2463820843,0.0934857714,0.6615309996000001,-0.07145826150000001,0.3566497402,-0.0373465344,-0.3795001022,-0.4636976262
SRX2038355,3.7747423349,0.3616560525,0.0258529291,-0.21710432870000002,-0.4823670472,0.7956397664,0.1802205077,-0.8229495654000001,-0.0876755152
SRX2038356,7.5319681094,-1.0284903831,-0.7092992376,-0.0723385831,-0.43409591340000003,0.3601288832,0.2062926307,-0.49900804390000003,0.2687374822
SRX2038357,2.7684012333,-0.0647473615,-0.08150652650000001,0.8166329353,0.39970949710000003,0.7402777192000001,-0.5117005236000001,-0.2229902957,-0.8438418294000001
SRX2038358,-1.1764323159,-0.0761053958,-0.38365261440000004,1.4229401458,-0.17887231280000002,0.48647327700000004,-0.7003631485,-1.050438918,-0.8046802190000001
SRX2038359,0.8517660668,-0.09697300660000001,0.30292598800000003,0.680223743,0.010444783800000001,0.27027891930000003,-0.2187207317,-0.9253455741000001,-0.1292274729
SRX2038360,2.5353329537000002,-0.2615945059,-0.5695966895,0.8789431159000001,-0.4122120703,1.101532198,-0.054139203600000005,-1.143631335,-1.3119733839
SRX2038361,3.6269632219,-0.162388314,-0.5088220601,0.9800089392,0.022754137600000002,0.7309354211,-0.0185848993,-0.6899662739,-1.1567435402
SRX2038362,1.3636691808,0.06995235600000001,-0.5568547845,1.6211682894,-0.3917278658,0.7472775657,0.49671234680000004,-0.431709809,-0.5962353548
SRX2038363,-0.4608521944,0.16927389210000002,-0.1075832786,0.4227996136,-0.1225056204,0.8744017874000001,0.4824981277,-0.8646589433,-0.42237850050000003
SRX2038364,0.6920383535,-0.21989089520000002,-0.2548516616,0.6111533806,-0.3997059032,0.745558492,0.3482297729,-0.45853898340000004,-0.2330364484
SRX2038365,-0.9381320336000001,0.8976741623000001,-0.5224634022,-0.6977877481,0.0834395968,-0.047413801000000005,-0.1461560235,-0.2640806834,0.7267281071
SRX2038366,-1.9960055996000001,0.7015805322,-0.6997337682,-0.6402862152000001,0.3608213022,-0.1801907724,-0.2391000802,-0.5786324041,1.633609074
SRX2038367,-1.1837325284,0.8552512050000001,-0.164303206,-0.058366774,0.3834445456,0.1621832389,-0.46783544390000004,-0.680639905,0.5375879140000001
SRX2038368,0.15298582600000002,-0.3455777802,-0.2838038458,0.4816537571,-0.45927943400000004,0.0343100946,-0.3071428348,-0.9313440660000001,-1.2151198529
SRX2038369,3.0378894165,-0.3496650475,-0.14120318680000002,0.3647950216,-0.198315561,0.3322543509,-0.4365247042,-0.8045448596,-0.9595485512
SRX2038370,0.6627812803,-0.3209950742,-0.2275315786,1.2040757313000001,-0.3073502466,0.8075245937000001,-0.38758173360000003,-0.9736267228000001,-0.9363784741000001
SRX2038371,-1.7195235328,0.10337487640000001,-0.1971165942,1.1202764922,-0.4179557645,0.8193045941,0.3201668684,-1.7514730810999999,-1.1393529857
SRX2038372,4.8696079054,-0.1810282464,-0.7030767083,1.0180106172,-0.8890720193,0.7120229640000001,0.0465265411,-0.9426322646,-1.6868286117
SRX2038373,3.0758244121,-0.1042635281,-0.3391076354,1.2066855321,-0.6502022962,0.8730704559,0.14940950960000002,-0.9324803580000001,-1.0194093062
SRX2038374,2.4382514336,0.17177478340000002,-0.8919006833,0.6882293386,-1.1263124784,1.301894215,-0.132560216,-1.1485021186,-2.0533163881
SRX2038375,4.2496342261,-0.3989806461,-0.8480468999,0.13935533020000002,-0.7791888210000001,0.42012269210000003,0.5144624051,-0.5130261229,0.1201491622
ERX530520,-0.20066003670000002,0.0,-0.0552460372,0.0730248436,0.19980019170000002,-0.1895340584,0.0221061546,0.027978306,0.16429681270000002
ERX530521,0.0334227967,0.1430180401,0.2379487723,0.0643501076,0.07267635900000001,0.153080733,-0.0756894691,-0.28426126290000003,-0.015058738600000001
ERX530522,-0.2451120675,0.0,0.1666261772,1.0720314628,-0.3433674795,0.3677356986,0.11953000150000001,-0.40835610370000003,0.1129815054
ERX530523,0.6093057405,0.0,0.3038599931,0.9546770033,-0.8564162667,0.20934616350000002,0.2118616721,-0.18742537580000002,0.1308799863
ERX530524,0.20066003670000002,0.0,0.0552460372,-0.0730248436,-0.19980019170000002,0.1895340584,-0.0221061546,-0.027978306,-0.16429681270000002
ERX530525,-0.0061671211,0.1810243454,0.2803346536,0.2858839488,0.0701416252,0.2349933388,0.0591923524,-0.12312843670000001,0.10135033510000001
ERX530526,-0.32527369510000004,0.0,-0.038816530200000005,-0.3191639852,0.30835879850000003,-0.30974919160000003,0.1263137037,-0.2665569219,-0.0248447382
ERX530527,-0.0659430656,0.3016847958,0.21736006800000002,0.7770957466,0.0877401889,0.3322552634,0.0809025668,-0.3419932559,0.021092889
ERX3212443,0.9539056254,-0.5190136381,0.02870798,0.6023896792,-0.1796496621,-0.9568080187,0.0732094626,0.4951291902,0.24784995
ERX3212444,0.6241065484,-0.3222420219,0.0422419746,0.9399468184,-0.168072726,-0.9676118753,0.0056132335,0.5282612775000001,0.1064565189
ERX3212445,0.6897851618,-0.4530709885,-0.0473495293,0.9580009028,-0.0347154799,-1.0099299057,0.0423629914,0.5388327452,0.005539048
ERX3212446,-1.1960143999,-0.2782649171,-0.1275263066,0.5457587479,-0.17133669340000002,-0.4600895052,0.041954287,0.0733341685,-0.0982544908
ERX3212447,0.27580892230000004,-0.2806686959,-0.1188682696,0.5130037107000001,0.0541334511,-0.46340290570000003,-0.0160248089,0.23331332970000002,-0.15643323380000002
ERX3212448,0.37984934530000003,-0.4037237883,-0.0775782685,0.6993471295,0.0559414447,-0.5932001555,0.0104782174,0.2936524889,0.0867734718
ERX3212449,-0.2182444728,-0.0037651177,-0.0172228206,0.019990185,0.0844621906,-0.0431349533,-0.0104948585,0.0053444871,-0.033570588000000005
ERX3212450,-0.1079076657,-0.0090358951,-0.0153227698,0.013572340300000001,-0.082302913,0.0100351717,0.0124467228,-0.0380483048,-0.057117415000000005
ERX3212451,0.3261521385,0.0128010128,0.032545590400000005,-0.0335625254,-0.0021592776,0.0330997816,-0.0019518642,0.0327038177,0.090688003
ERX3212452,0.0826839092,-0.093188196,0.1223491476,0.0142478612,0.0238383271,0.7607520602000001,-0.3895044203,-0.1505166587,0.1092855969
ERX3212453,0.2013421711,-0.0238553789,0.1974911759,-0.2213432794,0.0554037542,0.848878765,-0.42263324150000003,-0.1406825428,0.1973599473
ERX3212454,0.6337864106000001,-0.0313487078,0.2034264775,-0.5866124358,0.33822658240000003,0.5210592231,0.024469464200000002,0.19901135550000001,0.0520428904
SRX7478973,-0.10258018640000001,0.0095465275,-0.060392566700000004,0.0883832858,-0.2806123235,-0.216800287,-0.0055667291,-0.0307052643,0.0126545278
SRX7478974,0.1919589927,0.0232059397,0.0044704471,-0.222208977,0.048528958500000004,0.2673721395,-0.044471987000000004,-0.29837836030000003,-0.0106326912
SRX7478975,-0.0893788064,-0.032752467300000004,0.0559221196,0.1338256911,0.232083365,-0.0505718525,0.050038716100000005,0.3290836246,-0.0020218365
SRX7478976,0.2523813304,-0.15256787230000002,-0.0294229657,0.2707169634,0.31486008600000004,-0.1657855262,0.0016250414000000002,0.1228972319,-0.129348762
