,-0.031623886638797685,-0.010541295546265893,0.0105412955462659,0.031623886638797685,0.052706477731329485,0.07378906882386128,0.09487165991639306,0.11595425100892486,0.13703684210145667,0.15811943319398847,0.17920202428652027,0.200284615379052,0.2213672064715838,0.2424497975641156,0.2635323886566474,0.2846149797491792,0.305697570841711,0.3267801619342428,0.3478627530267746,0.3689453441193064
thresh,-0.042165182185063585,0.042165182185063585,1,,,,,,,,,,,,,,,,,
unreg,3,2482,1348,11,1,6,5,5,8,7,4,3,1,2,0,0,0,0,0,0
unreg_genes,[],[],[],[],['ssrA'],['sseG' 'ssaQ' 'ugtL' 'STM2137' 'ssrB' 'sifA'],['ssaP' 'sseF' 'STM2139' 'ssaU' 'STM2780'],['STM2138' 'yncJ' 'ssaO' 'ssaN' 'sscB'],['STM0972' 'pipB' 'ssaD' 'ssaE' 'ssaL' 'ssaV' 'sseD' 'ssaC'],['STM1698' 'sseE' 'sscA' 'sseC' 'sseJ' 'ssaT' 'sseB'],['STM2287' 'ssaR' 'ssaS' 'sifB'],['STM1410' 'ssaM' 'ssaK'],['ssaJ'],['ssaG' 'ssaI'],[],[],[],[],[],[]
