,PN96_RS04120
SBRG_BHIN_Growth_Late_1,-1.2848015835000002
SBRG_BHIN_Growth_Late_2,0.4116839074999996
SBRG_BHIN_Growth_Mid_1,-2.5992245555
SBRG_BHIN_Growth_Mid_2,-3.1467648185000003
SBRG_BHIN_Growth_Stat_1,-2.7817080315
SBRG_BHIN_Growth_Stat_2,-2.5780095755000003
SBRG_LBv2_Growth_Late_1,-0.5375979245
SBRG_LBv2_Growth_Late_2,-0.7804836694999997
SBRG_LBv2_Growth_Mid_1,0.3862994264999999
SBRG_LBv2_Growth_Mid_2,-0.3862994264999999
SBRG_LBv2_Growth_Stat_1,-2.4434300555000004
SBRG_LBv2_Growth_Stat_2,-4.7054381855
SBRG_MHB_Rich_Mid_1,0.3992803365000004
SBRG_MHB_Rich_Mid_2,-0.2777817655000003
SBRG_NBO_Rich_Mid_1,0.7620375734999998
SBRG_NBO_Rich_Mid_2,0.1335748214999998
SBRG_M9Na_Arabinose_Mid_1,0.6310227294999997
SBRG_M9Na_Arabinose_Mid_2,0.7159708585000004
SBRG_M9Na_Galactose_Mid_1,-0.1060506105000005
SBRG_M9Na_Galactose_Mid_2,-0.6810620395000004
SBRG_M9Na_GlcNAcGrowth_Late_1,-2.4918311395000003
SBRG_M9Na_GlcNAcGrowth_Late_2,-2.5450194445000003
SBRG_M9Na_GlcNAcGrowth_Mid_1,-1.7924836725000004
SBRG_M9Na_GlcNAcGrowth_Mid_2,-1.8791213235000008
SBRG_M9Na_GlcNAcGrowth_Stat_1,-5.082982144500001
SBRG_M9Na_GlcNAcGrowth_Stat_2,-5.152203028500001
SBRG_M9Na_GlcNAc_Mid_1,-0.6048808514999999
SBRG_M9Na_GlcNAc_Mid_2,-2.2827172185
SBRG_M9Na_Gluconate_Mid_1,-0.7382387435000002
SBRG_M9Na_Gluconate_Mid_2,-0.6657416315000004
SBRG_M9Na_Glucosamine_Mid_1,-2.8563238095
SBRG_M9Na_Glucosamine_Mid_2,-2.4984441575
SBRG_M9Na_Glycerol_Mid_1,0.2734400585000003
SBRG_M9Na_Glycerol_Mid_2,0.2128717724999997
SBRG_M9Na_Maltose_Mid_1,0.8695516474999998
SBRG_M9Na_Maltose_Mid_2,0.4350315555000001
SBRG_M9Na_Mannitol_Mid_1,0.5151957985000006
SBRG_M9Na_Mannitol_Mid_2,0.447345950499999
SBRG_M9Na_Trehalose_Mid_1,0.0827137984999994
SBRG_M9Na_Trehalose_Mid_2,0.3245850934999996
SBRG_M9Na_ethanol_Mid_1,-4.6907719695
SBRG_M9Na_ethanol_Mid_2,-4.409688060500001
SBRG_M9Na_fructose_Mid_1,-1.0098066714999998
SBRG_M9Na_fructose_Mid_2,-0.9722660975000004
SBRG_M9Na_fumarate_Mid_1,-0.7186779594999999
SBRG_M9Na_fumarate_Mid_2,-1.2088606015000003
SBRG_M9Na_glucoseGrowth_Late_1,-1.0991760685000005
SBRG_M9Na_glucoseGrowth_Late_2,-0.3119819415
SBRG_M9Na_glucoseGrowth_Mid_1,-0.1092657145000002
SBRG_M9Na_glucoseGrowth_Mid_2,0.1092657144999993
SBRG_M9Na_glucoseGrowth_Stat_1,-2.9748938355000005
SBRG_M9Na_glucoseGrowth_Stat_2,-3.0029277005
SBRG_M9Na_ribose_Mid_1,0.6261645964999989
SBRG_M9Na_ribose_Mid_2,-0.5688154755000001
SBRG_M9Na_succinate_Mid_1,0.409334081499999
SBRG_M9Na_succinate_Mid_2,-1.9748102545000004
SBRG_M9Na_sucrose_Mid_1,-0.9378763425
SBRG_M9Na_sucrose_Mid_2,-0.6106012845000004
SBRG_LBv2_HapROver_Late_1,-1.0128112905000002
SBRG_LBv2_HapROver_Late_2,-1.5611941895
SBRG_LBv2_HapROver_Mid_1,-0.0761621395
SBRG_LBv2_HapROver_Mid_2,-0.0363454624999999
SBRG_LBv2_HapROver_Stat_1,-0.1465633755000004
SBRG_LBv2_HapROver_Stat_2,-0.5241765354999997
SBRG_LBv2_LuxOOver_Late_1,-0.0056115004999997
SBRG_LBv2_LuxOOver_Late_2,0.0879932275000001
SBRG_LBv2_LuxOOver_Mid_1,-1.2723511485000003
SBRG_LBv2_LuxOOver_Mid_2,-0.5989375255000002
SBRG_LBv2_LuxOOver_Stat_1,0.3015815555000003
SBRG_LBv2_LuxOOver_Stat_2,0.1265637894999995
SBRG_LBv2_QstROver_Late_1,-0.8183953675
SBRG_LBv2_QstROver_Late_2,-0.9080965635
SBRG_LBv2_QstROver_Mid_1,-2.1997631005
SBRG_LBv2_QstROver_Mid_2,-1.5878599685
SBRG_LBv2_QstROver_Stat_1,0.6054883905000006
SBRG_LBv2_QstROver_Stat_2,0.2426191365000001
SBRG_LBv2_TfoXOver_Late_1,-4.4920353615
SBRG_LBv2_TfoXOver_Late_2,-3.7515594375
