,-0.15382222796599915,-0.12818518997166595,-0.10254815197733275,-0.07691111398299955,-0.051274075988666346,-0.025637037994333145,5.551115123125783e-17,0.025637037994333256,0.05127407598866646,0.07691111398299966,0.10254815197733286,0.12818518997166606,0.15382222796599926,0.17945926596033246,0.20509630395466566,0.23073334194899886,0.25637037994333206,0.28200741793766526,0.30764445593199846,0.33328149392633166
thresh,-0.16664074696316575,0.16664074696316575,2,,,,,,,,,,,,,,,,,
unreg,0,0,1,5,20,506,2830,499,19,1,0,0,0,0,0,0,0,0,0,0
prpR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
prpR_genes,[],[],[],[],[],[],['prpR'],[],[],[],[],[],[],[],[],['prpE'],['prpC'],['prpD' 'prpB'],[],[]
