,-0.035970065142857145,-0.023980043428571428,-0.01199002171428571,6.938893903907228e-18,0.011990021714285724,0.02398004342857144,0.03597006514285716,0.047960086857142877,0.059950108571428594,0.0719401302857143,0.08393015200000004,0.09592017371428577,0.10791019542857147,0.11990021714285717,0.1318902388571429,0.14388026057142864,0.15587028228571434,0.16786030400000004,0.17985032571428577,0.1918403474285715
thresh,-0.041965076000000004,0.041965076000000004,1,,,,,,,,,,,,,,,,,
unreg,7,182,1422,2758,875,190,74,26,19,5,4,3,5,1,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],"['PA2883' 'tatA' 'PA3940' 'fdx1' 'mliC' 'PA4642' 'PA3057' 'PA0648'
 'PA0563' 'PA1869' 'xseB' 'PA4637' 'atpE' 'PA3533' 'PA0329' 'rpsJ'
 'PA3632' 'PA1592' 'PA0039' 'PA2453' 'PA1574' 'rpsI' 'napE' 'PA3574a'
 'rplS' 'PA1830']","['rpoZ' 'rpmA' 'oprI' 'PA1852' 'minE' 'rsmA' 'hupB' 'PA2412' 'PA4637a'
 'PA3441' 'PA0456' 'PA0014' 'rpsU' 'PA1404' 'PA0050' 'PA5314' 'PA2805'
 'capB' 'PA0567']",['PA5424' 'trxA' 'rpsO' 'flp' 'PA3031'],['infA' 'lppL' 'PA1571' 'PA1159'],['PA1034' 'acpP' 'PA1112b'],['rpmF' 'PA3496' 'rpmE' 'pqqA' 'rpsT'],['rpmH'],[],[],['rubA1'],[],[],[]
