,b0502_1
control__wt_glc__1,4.2733358381
control__wt_glc__2,3.8461926459
fur__wt_dpd__1,4.7049306884
fur__wt_dpd__2,4.5875828488
fur__wt_fe__1,4.5868260852
fur__wt_fe__2,4.3283549782
fur__delfur_dpd__1,4.6878432111
fur__delfur_dpd__2,4.771044306
fur__delfur_fe2__1,4.4892441515
fur__delfur_fe2__2,4.4902592701
acid__wt_ph5__1,4.4318976775
acid__wt_ph5__2,4.2779702105
acid__delgadx_ph5__1,3.1797736171
acid__delgadx_ph5__2,4.0231103894
acid__delgadw_ph5__1,4.1828544931
acid__delgadw_ph5__2,4.1907561444
acid__delgade_ph5__1,4.2032378441
acid__delgade_ph5__2,4.3740255165
oxidative__wt_pq__1,3.7604690789
oxidative__wt_pq__2,3.6866385758
oxidative__deloxyr_pq__1,4.2874662739
oxidative__deloxyr_pq__2,4.4945655075
oxidative__delsoxr_pq__1,4.0375336444
oxidative__delsoxr_pq__2,4.3615658023
oxidative__delsoxs_pq__1,4.3743121676
oxidative__delsoxs_pq__2,4.3410995628
nac_ntrc__wt_csn__1,4.5773953687999995
nac_ntrc__wt_csn__2,4.5871936213
nac_ntrc__wt_cytd__1,4.2677457565
nac_ntrc__wt_cytd__2,4.5344721751
nac_ntrc__wt_gln__1,4.5809250416000005
nac_ntrc__wt_gln__2,4.6238438454
nac_ntrc__bw_delnac_csn__1,5.0457252356
nac_ntrc__bw_delnac_csn__2,4.9707033107
nac_ntrc__bw_delnac_cytd__1,4.0761374418
nac_ntrc__bw_delnac_cytd__2,4.1564709426
nac_ntrc__bw_delnac_gln__1,3.3203806631
nac_ntrc__bw_delnac_gln__2,4.4536677226
nac_ntrc__bw_delnac_nh4__1,3.8252290429
nac_ntrc__bw_delnac_nh4__2,3.3871593008
misc__wt_no_te__1,4.3201449643
misc__wt_no_te__2,3.7321245239
misc__bw_delcbl__1,3.4211804351
misc__bw_delcbl__2,3.6628833014
misc__bw_delfabr__1,3.883737353
misc__bw_delfabr__2,3.478400564
misc__bw_delfadr__1,3.6018361914
misc__bw_delfadr__2,3.4417913306
misc__nitr_031__1,3.7389001358
omics__wt_glu__1,4.8752025757
omics__wt_glu__2,4.5175490519
omics__wt_gly__1,3.8177705531
omics__wt_gly__2,4.0094205606
omics__wt_thr__1,4.4551327636
omics__wt_thr__2,4.7191086453
omics__bw_ac__1,5.1415346487
omics__bw_ac__2,4.998450389
omics__bw_fum__1,4.401282122
omics__bw_fum__2,4.0639368516
omics__bw_glc__1,4.5587476507
omics__bw_glc__2,5.1407287535
omics__bw_pyr__1,4.7858345952
omics__bw_pyr__2,4.6352369829
ompr__wt_nacl__1,3.5297785853
ompr__wt_nacl__2,3.3862133677
ompr__bw_delompr_nacl__1,2.6767444802
ompr__bw_delompr_nacl__2,2.7745310593
minspan__wt_ade__1,4.2991518368
minspan__wt_glc__1,2.9492228136
minspan__wt_glc__2,3.5532130573
minspan__wt_glc__3,4.5893601454
minspan__wt_glc__4,4.2197352376
minspan__wt_glc_anaero__1,3.9032293022999998
minspan__wt_glc_anaero__2,4.658767195
minspan__wt_trp__1,4.1108104019
minspan__bw_delcra_glc__1,4.684643779
minspan__bw_delcra_glc__2,4.3590708463
minspan__bw_delcra_trp__1,4.1250786518
minspan__bw_delmntr__1,4.4035850999
minspan__bw_delnac_ade__1,4.324961243
minspan__bw_delnac_glc__1,4.3283133912
cra_crp__wt_ac__1,4.2232094096
cra_crp__wt_ac__2,4.8016596007
cra_crp__wt_fru__1,4.4820208742
cra_crp__wt_fru__2,4.2936152098
cra_crp__delcra_ac__1,4.6338635962
cra_crp__delcra_ac__2,4.7376657739
cra_crp__delcra_fru__1,4.3549279283
cra_crp__delcra_fru__2,4.1593864757
cra_crp__delcra_glc__1,3.9130390739000003
cra_crp__delcra_glc__2,4.1082307147
rpoB__wt_031__1,3.6292509889
rpoB__wt_044__1,4.4109980129
rpoB__wt_lb__1,2.7893659318
rpoB__wt_lb__2,3.4649195767
rpoB__rpoBE546V_031__1,3.6811420488
rpoB__rpoBE546V_044__1,4.6140272887
rpoB__rpoBE546V_lb__1,2.5558301118999998
rpoB__rpoBE546V_lb__2,2.2013677787
rpoB__rpoBE546V_glc__1,3.801717409
rpoB__rpoBE672K_glc__1,1.7539987063
rpoB__rpoBE672K_glc__2,1.2056638985
rpoB__rpoBE672K_lb__1,1.527733133
rpoB__rpoBE672K_lb__2,3.2607955351
crp__wt_fru__1,4.0354856625
crp__wt_glyc__1,4.0051367424
crp__wt_glyc__2,3.8930483918
crp__delar1_glyc__1,4.5380491449
crp__delar1_glyc__2,4.2876915462
crp__delar1ar2_glyc__1,3.1172015089
crp__delar1ar2_glyc__2,3.4377366364
crp__delar1ar2_glyc__3,3.7614997971
crp__delar2_glyc__1,2.7092453111
crp__delar2_glyc__2,3.8555103561
crp__delar2_glyc__3,3.170945264
crp__delcrp_fru__1,4.5182552426
crp__delcrp_fru__2,4.0344849109
crp__delcrp_fru__3,3.250883236
crp__delcrp_glc__1,3.2542201851
crp__delcrp_glc__2,2.9244250436
crp__delcrp_glc__3,4.0386123613
crp__delcrp_glyc__1,3.5688379085
crp__delcrp_glyc__2,4.0763363949
crp__delcrp_glyc__3,3.9107980367
glu__glu_ale3__1,4.4889795962
glu__glu_ale4__1,3.8425459188
glu__glu_ale5__1,3.5875090114
glu__glu_ale6__1,3.2373415217
glu__glu_ale8__1,3.7725545744
glu__glu_ale9__1,4.2251519591
glu__glu_ale10__1,3.6378162596
42c__wt_42c__1,4.0268193488
42c__42c_ale1__1,3.5045262091
42c__42c_ale2__1,4.234982062
42c__42c_ale3__1,4.948181488
42c__42c_ale4__1,3.8505642798
42c__42c_ale5__1,3.7594548408
42c__42c_ale6__1,4.8271086965
42c__42c_ale8__1,4.5068276996000005
42c__42c_ale9__1,4.1829356878
42c__42c_ale10__1,4.2870019069
ssw__wt_ac__1,4.3977895469
ssw__wt_glc__1,4.5107237006
ssw__wt_glyc__1,4.346724787
ssw__wt_xyl__1,4.7047944919999996
ssw__glc_ale1__1,3.5034664467
ssw__glc_ale2__1,4.14834657
ssw__glc_ale3__1,4.3458236943
ssw__glyc_ale1__1,4.1102130312
ssw__glyc_ale2__1,4.0093699025
ssw__xyl_ale1__1,2.9632615649
ssw__xyl_ale2__1,3.3404432397
ssw__xyl_ale3__1,4.1177445978
ssw__glc_ac_ac2__1,3.9090833855
ssw__glc_ac_glc1__1,3.7750182112
ssw__glc_ac_glc2__1,3.2969992406
ssw__glc_glyc_glc__1,3.6638577777
ssw__glc_glyc_glyc__1,3.4905268804
ssw__glc_xyl_glc__1,3.4934966315000002
ssw__glc_xyl_xyl__1,3.7047812110000002
pgi__glu4_delpgi__1,4.3712098205
pgi__pgi_ale1__1,3.7513971144
pgi__pgi_ale2__1,3.3772495629
pgi__pgi_ale3__1,4.6028495852999995
pgi__pgi_ale5__1,3.5558169839
pgi__pgi_ale6__1,3.8439822938
pgi__pgi_ale7__1,4.1358265013
pgi__pgi_ale8__1,4.3450019125
ica__wt_glc__1,3.5397088033
ica__wt_glc__2,3.6437167436999998
ica__wt_glc__3,3.8703210709
ica__wt_glc__4,3.7304202293
ica__arg_sbt__1,4.4507031447
ica__arg_sbt__2,3.310686868
ica__cytd_rib__1,3.9464610026
ica__cytd_rib__2,3.9884940716
ica__gth__1,5.1481458129
ica__gth__2,5.3669185551
ica__leu_glcr__1,3.5918089111000002
ica__leu_glcr__2,3.8104153937
ica__met_glc__1,2.7484464669
ica__met_glc__2,3.5592691349
ica__no3_anaero__1,4.8284470851
ica__no3_anaero__2,4.9550814005
ica__phe_acgam__1,3.7496137581
ica__phe_acgam__2,3.2788686228
ica__thm_gal__1,3.7940897087
ica__thm_gal__2,3.9949914001
ica__tyr_glcn__1,3.83546106
ica__tyr_glcn__2,3.3280303481
ica__ura_pyr__1,3.951857328
ica__ura_pyr__2,4.4784363609
ica__wt_glc__5,4.2312351597
ica__wt_glc__6,3.3037669069
ica__bw_delpurR_cytd__1,3.2570087145
ica__bw_delpurR_cytd__2,3.7872678284
ica__ade_glc__1,3.4780376884
ica__ade_glc__2,4.0396228397
ytf__wt_glc__1,4.2562906711
ytf__wt_glc__2,4.5950189574
ytf__delyafC__1,4.9254570513
ytf__delyafC__2,4.5452807506
ytf__delyeiE__1,3.5390443326
ytf__delyeiE__2,3.7864539565
ytf__delyiaJ__1,4.994244827
ytf__delyiaJ__2,4.7754026053
ytf__delyieP__1,5.0380372068
ytf__delyieP__2,4.5819859703
ytf__wt_ph5__1,4.4140872435
ytf__wt_ph5__2,4.9219115795
ytf__wt_ph8__1,3.9916550295
ytf__wt_ph8__2,4.6527670642
ytf__delybaO__1,4.4812304926
ytf__delybaO__2,4.7250237281
ytf__delybaQ__1,4.1793559513
ytf__delybaQ__2,3.8466569946
ytf__delybiH__1,4.6429623734
ytf__delybiH__2,4.7504397801
ytf__delydcI_ph5__1,4.1376907383
ytf__delydcI_ph5__2,4.926136408
ytf__delydcI_ph8__1,4.1157612402
ytf__delydcI_ph8__2,4.7398706337
ytf__delyddM__1,4.8074157026
ytf__delyddM__2,4.8257329734
ytf__delyheO__1,5.0294446488
ytf__delyheO__2,4.4722145088000005
fps__bw_glc__1,4.2799238694
fps__bw_glc__2,4.363689823
fps__fps_thrA_ale1__1,4.4855457191
fps__fps_thrA_ale1__2,4.4121830757
fps__fps_thrA_ale2__1,4.3248676417
fps__fps_thrA_ale2__2,3.6342058936
fps__fps_serB_ale1__1,4.4937174502
fps__fps_serB_ale1__2,4.4516786597
fps__fps_serB_ale4__1,4.5114080785
fps__fps_serB_ale4__2,4.8914911556
fps__fps_ptsI_ale1__1,4.7010447644
fps__fps_ptsI_ale1__2,4.0593309694
fps__fps_ptsI_ale3__1,4.2925767487
fps__fps_ptsI_ale3__2,4.1404159481
pal__lyx_ale2_f6__1,4.4694466782
pal__lyx_ale2__1,3.9525899202
pal__lyx_ale2__2,3.0570945953
pal__lyx_ale4__1,3.9525899202
pal__lyx_ale4__2,3.0570945953
pal__5drib_ale10_f18__1,4.4157735662
pal__5drib_ale10_f18__2,4.3524216441
pal__5drib_ale10__1,3.4902221966
pal__arab_ale14_f9__1,4.9589004347
pal__arab_ale14_f9__2,4.2034012835
pal__arab_ale14__1,3.9052745709
pal__arab_ale14__2,3.818647466
pal__arab_ale16__1,4.3878467922
pal__arab_ale16__2,4.5807022172
pal__tartr_ale26_f10__1,4.0529511195
pal__tartr_ale26_f10__2,3.736415203
pal__tartr_ale26__1,4.4919395889
pal__tartr_ale26__2,4.3736941959
pal__tartr_ale28_f10__1,4.447541494
pal__tartr_ale28_f10__2,3.8887608574
pal__tartr_ale28__1,3.4912120746
pal__tartr_ale28__2,3.9917487021999998
efeU__delmenFentC_citr__1,3.9005232536000003
efeU__delmenFentC_citr__2,3.3708681853
efeU__delmenFentC__1,4.4900802834
efeU__delmenFentC__2,5.0109442173
efeU__menFentC_ale39__1,4.0653055861
efeU__menFentC_ale39__2,3.5856032856
efeU__menFentC_ale29__1,4.2459287281
efeU__menFentC_ale29__2,4.2753919162
efeU__menFentC_ale30__1,3.8593313195
efeU__menFentC_ale30__2,3.3329653598
efeU__menFentCubiC_ale36__1,4.4348997222
efeU__menFentCubiC_ale36__2,4.1279979519
efeU__menFentCubiC_ale37__1,4.6886094852
efeU__menFentCubiC_ale37__2,4.2505219681
efeU__menFentCubiC_ale38__1,4.9223893109
efeU__menFentCubiC_ale38__2,4.2223936884
