,-0.12558562063636364,-0.10465468386363636,-0.08372374709090907,-0.06279281031818179,-0.04186187354545451,-0.020930936772727227,5.551115123125783e-17,0.020930936772727338,0.04186187354545462,0.0627928103181819,0.08372374709090918,0.10465468386363647,0.12558562063636375,0.14651655740909103,0.1674474941818183,0.1883784309545456,0.20930936772727288,0.23024030450000016,0.25117124127272744,0.2721021780454547
thresh,-0.11512015225000001,0.11512015225000001,1,,,,,,,,,,,,,,,,,
unreg,1,3,3,14,65,374,828,348,66,13,3,1,0,0,0,0,2,1,1,0
unreg_genes,['ulaC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['SP5448_00875' 'SP5448_00885'],['SP5448_00870'],['slo'],[]
