,SP5448_07610
SRX1726505,0.1233987799
SRX1726506,-0.3101494873
SRX1726507,0.1867507074
SRX1726508,-1.2652492303
SRX1726509,-1.323730067
SRX1726510,0.1423727652
SRX1726511,-1.0061346185
SRX1726512,-1.1850133803
SRX1726513,-0.8390598116
SRX1081650,-0.1464040678
SRX1081651,-0.5376743783
SRX1081652,-0.0178945859
SRX1081653,-0.3549218797
SRX1081654,-0.1857003983
SRX1081655,0.2879409874
SRX1081656,0.036130847300000005
SRX1081657,-0.4053729384
SRX1081658,-0.0777842259
SRX1081659,-0.147477835
SRX1081660,-0.1079779138
SRX1081661,-0.18645898730000002
SRX1081662,0.3594479766
SRX1081663,0.0583555897
SRX1081664,0.2732526511
SRX1081665,-0.0215244803
SRX1081666,0.0646636215
SRX1081668,0.41019319460000003
SRX1081669,0.1542868906
SRX1081670,0.32168011020000004
SRX1081671,0.22323982180000002
SRX1081672,-0.2899370233
SRX1081673,-0.9062656818
SRX1081674,-0.9064515617000001
SRX1081675,-1.1199382892
SRX1081676,0.0841476109
SRX1081677,-0.4505185346
SRX1081678,-0.0185530821
SRX1081679,-0.424606937
SRX1081680,-0.5442125619
SRX1081681,-1.2460486995
SRX1081682,-1.4762597192
SRX1081683,-0.9979532375000001
SRX1081684,-0.16985839600000002
SRX1081685,-0.8233576614
SRX1081686,-2.2293095948
SRX1081687,-0.18349357300000002
SRX1081688,-1.0773803737
SRX1081689,-0.1526507094
SRX1081690,0.9223185176
SRX1081691,1.0589247785
SRX1081692,0.45304508870000004
SRX1962715,-0.1014860653
SRX1962716,0.0425811225
SRX1962717,0.058904942800000006
SRX1962718,-0.5688979974
SRX1962719,-0.14297462630000002
SRX1962720,-0.0096515777
SRX1962721,0.065958295
SRX4892146,0.1298148968
SRX4892147,-0.00072309
SRX4892148,0.0660441895
SRX4892149,-0.1951359963
SRX4892150,-0.3411292982
SRX4892151,-0.4693032729
SRX4892152,-0.3670053407
SRX4892153,-0.3797016828
SRX4892154,-0.11291990710000001
SRX4892155,-0.0820056457
SRX4892156,-0.0653618775
SRX4892157,-0.3072196787
SRX4892158,-0.0686955285
SRX4892159,-0.1229778821
SRX4892160,0.0564422828
SRX4892161,-0.0026349506000000003
SRX7620814,-0.20269356600000002
SRX7620815,-0.3007210232
SRX7620816,-0.2929008151
SRX7620817,-1.7197691732
SRX7620818,-1.6105626487
SRX7620819,-1.6539964945999999
SRX7620856,0.5105405382
SRX7620857,-2.4113190079
SRX7620858,-0.3952934121
SRX7620859,-2.5192276166000003
SRX7620860,0.7053193865
SRX7620861,-2.66280882
SRX7620862,0.7897596216
SRX7620863,-1.1431819243999999
SRX7620864,0.1384339874
SRX7620865,-0.7492300077
SRX7620866,-0.1318782047
SRX7620867,-2.1004656603
SRX2161502,0.1264785238
SRX2161503,-0.022962483800000003
SRX2161504,-0.10351604
SRX2161505,0.48835786350000004
SRX2161506,0.5124331621
SRX2161507,0.32364991390000003
SRX2161508,-0.10328312320000001
SRX2161509,0.1618884435
SRX2161510,0.198697444
SRX2161511,0.38009010530000004
SRX2161512,0.09947361040000001
SRX2161513,0.1789383168
SRX2161514,-1.2838241422
SRX2161515,-1.66219608
SRX2161516,-1.5977973096
SRX2161517,0.1326431956
SRX2161518,-0.09985766680000001
SRX2161519,-0.2520363753
SRX2161520,-0.720290188
SRX2161521,-0.8725848008
SRX2161522,-0.5467352266000001
SRX2161523,0.40694939680000003
SRX2161524,0.7091140157
SRX2161525,0.1793423357
