,PA0367a
SRX7442752,-0.18812593500000002
SRX7442753,0.18812593400000002
SRX7442754,0.48813179100000004
SRX7442755,0.47407482700000003
SRX7442756,0.554176069
SRX7442757,-0.030553417000000003
SRX7442758,-0.06924101
SRX7442759,0.530278355
SRX7442761,0.6573843610000001
SRX7874204,-0.00804385
SRX7874205,0.00804385
SRX7874206,-0.206429055
SRX7874207,0.031353964000000005
SRX8639787,-0.19174399
SRX8639788,0.19174399
SRX8639789,-0.463225949
SRX8639790,-0.635831127
SRX8639791,-0.661932234
SRX8639792,-0.45703256800000003
SRX8639793,-2.269379649
SRX8639794,-2.134497991
SRX8639795,-1.711264447
SRX8639796,-2.171514687
SRX8639797,-0.239251491
SRX8639798,0.28926350500000003
SRX8639800,-0.6596850160000001
SRX1156127,0.41070048800000003
SRX1156135,-0.41070048800000003
SRX1156136,0.026098755
SRX1156137,-0.355703765
SRX1156138,-0.46566095300000004
SRX1156140,-0.005307303
ERX2195929,-0.028312185
ERX2195930,0.028312184
ERX2195931,-0.324341843
ERX2195932,-0.24503122
ERX2195933,0.28303628200000003
ERX2195934,0.096107309
SRX4579961,0.118230653
SRX4579962,0.06330205900000001
SRX4579963,-0.181532712
SRX4579964,-0.21024789100000002
SRX4579965,-0.548339993
SRX4579966,-0.218228733
SRX5630349,0.08374690200000001
SRX5630350,-0.08374690200000001
SRX5630351,0.5154313770000001
SRX5630352,-0.516220054
SRX1411278,-0.08156342300000001
SRX1411287,-0.07346619
SRX1411289,0.223475108
SRX1411279,0.103911733
SRX1411280,-0.022348311000000003
SRX1411281,-0.8530880460000001
SRX1411282,-0.43084488400000004
SRX1411283,-0.375534751
SRX1411284,-0.285232934
SRX1411285,-0.5493857870000001
SRX1411286,-0.090913033
SRX1411288,-0.13132743200000002
SRX2711962,0.05561842400000001
SRX2711963,-0.05561842400000001
SRX2711964,0.283777292
SRX2711965,-0.035397775
SRX2711966,-0.063195165
SRX2711967,-0.46511203300000004
ERX3558798,-0.008804882
ERX3558799,-0.120978765
ERX3558800,-0.10968617700000001
ERX3558801,0.018400195
ERX3558802,0.09543497000000001
ERX3558803,-0.027099524000000003
ERX3558804,-0.060012634
ERX3558805,-0.008322811000000001
ERX3593017,1.47207986
ERX3593018,1.5430468080000002
ERX3593020,0.092660224
ERX3593021,-0.029868648
ERX3593022,-0.062791576
SRX7058492,-0.7687052310000001
SRX7058494,0.014341718000000002
SRX7058495,-0.22123861600000003
SRX7058509,0.7687052320000001
SRX2662717,-0.27930166700000003
SRX2662718,-0.5418411510000001
SRX2662721,-0.18240313900000002
SRX2662722,0.18240313800000002
SRX8143226,-0.11268162100000001
SRX8143227,0.11268162100000001
SRX8143228,0.073302924
SRX8143229,0.6762785010000001
ERX2456848,0.265287893
ERX2456849,-0.293416767
ERX2456850,0.720122644
ERX2456851,-0.364468218
ERX2456852,-0.11732716700000001
ERX2456853,0.000793016
ERX2456854,0.184638364
ERX2456855,0.40196102100000003
ERX2456856,-0.10211147400000001
ERX2456857,-0.351292851
ERX2456858,0.13056387
ERX2456859,-0.26375893100000003
SRX540108,0.463964266
SRX540109,-0.463964266
SRX540110,0.773398044
SRX540111,0.371798556
SRX540112,-0.066797954
SRX540113,0.461160469
SRX540114,0.242846533
SRX540115,0.303267812
SRX1737662,0.114240958
SRX1737664,0.159653879
SRX1737665,0.202029531
SRX1737667,-0.24591673500000003
SRX1737668,0.047400412
SRX1737670,0.19851632200000002
SRX1516139,0.243986308
SRX1516140,-0.243986308
SRX1516141,-0.14907198200000002
SRX1516142,-0.12159713300000001
SRX591667,-0.420868222
SRX591668,-1.187434796
SRX591669,-0.5645881220000001
SRX591670,-1.715219286
SRX591671,-0.41549191
SRX591675,0.42086822100000004
SRX591676,0.615943352
SRX591677,-0.13967959
SRX591678,-1.632990908
SRX591679,-0.19516997900000002
SRX2520351,-0.6415677870000001
SRX2520352,-0.539991542
SRX2520353,-1.091383358
SRX2520354,-1.764535795
SRX2520355,0.11064264700000001
SRX2520356,0.583529056
SRX2520357,0.487387626
SRX2520358,0.31155565900000004
SRX2520359,0.565639336
SRX2520360,-0.613749404
SRX2652927,-0.076643576
SRX2652931,0.199561389
SRX2652933,-0.11442080700000001
SRX2652935,-0.094354165
SRX2652937,0.208774973
SRX2940624,0.6466070930000001
SRX2940626,0.18898065600000002
SRX2940627,0.063679028
SRX2940628,0.000393977
SRX2940629,-0.064073004
SRX3763712,-0.496969537
SRX3763714,0.496969537
SRX3763715,0.7125927950000001
SRX3763716,-0.004213554
SRX3763717,0.799795918
ERX2259197,-0.430111634
ERX2259198,-0.735679207
ERX2259199,0.49852198100000006
ERX2259200,-0.49852198100000006
SRX6976948,0.286200391
SRX6976949,-0.090562021
SRX6976950,-0.19563837
SRX6976951,1.059880187
SRX6976952,1.151355638
SRX6976953,1.250260536
SRX4342817,0.048199717
SRX4342818,-0.541481654
SRX4342819,0.460034323
SRX4342820,-0.076332547
SRX4342821,0.569614485
SRX4342822,0.108654471
ERX2300159,-0.12688876400000001
ERX2300160,0.12688876400000001
ERX2300161,0.198193786
ERX2300162,-0.395522089
ERX2300163,0.189851343
ERX2300164,0.6511047980000001
ERX2300165,-0.45084918900000004
ERX2300166,0.43229864700000004
ERX2300167,-0.056980093
ERX2300168,-0.317167672
ERX2300169,-0.29726727000000003
ERX2300170,0.180566534
ERX2068556,-0.38460548
ERX2068557,-0.44031432200000004
ERX2068558,0.11911019800000001
ERX2068559,0.9576010020000001
ERX2068560,-0.6942878050000001
ERX2068561,-0.263313198
SRX6747256,0.36978678200000004
