k,name,in_iM,gene_weight,regulator,function,category
10,Copper,False,-0.02260716298595071,,,
6,Iron,False,-0.019453278556466103,,,
5,Lead,False,0.012037900993600487,,,
11,Chromium,False,0.009550062604248524,,,
7,Zinc - Steady,False,-0.009501632852479815,,,
3,Cadmium,False,-0.007997508989647031,,,
1,UC-2,False,0.005573722333647311,,,
14,UC-7,False,-0.004821846326813102,,,
13,UC-6,False,0.0043205412663519386,,,
0,UC-1,False,-0.003470146732870489,,,
2,UC-3,False,0.0032423271704465147,,,
4,UC-4,False,0.002400467060506344,,,
12,Zinc - Intermediate,False,0.002314996940958188,,,
8,Zinc - Fast,False,0.00035167869010251714,,,
9,UC-5,False,-0.00012169433492923112,,,
