,A,LeuO
ecoli_00609,-6.3075419708,0.7573165930000001
ecoli_00610,-5.2663690936,0.963796669
ecoli_00611,-2.0642119918,0.880250009
ecoli_00612,-2.3479513149,0.57719813
ecoli_00613,-2.5972730934,0.7594039050000001
ecoli_00614,-3.7603347257,1.329820907
ecoli_00615,-4.1279655643,1.096213732
ecoli_00616,-2.7489242860000003,1.407408103
ecoli_00617,-3.6611096152,1.219335691
ecoli_00618,-0.33245099,-0.459616734
ecoli_00619,-0.5143845139000001,-0.551891663
ecoli_00620,4.1899887124,0.8523698670000001
ecoli_00621,4.3133597092,0.49800542400000003
ecoli_00622,1.3637221231,1.120491342
ecoli_00623,1.4536425222,1.215829055
ecoli_00624,1.1825193842,0.671791965
ecoli_00625,1.7603554814,0.427309198
ecoli_00626,0.2922711154,0.5548810940000001
ecoli_00627,-0.020567226,0.701145683
ecoli_00628,0.1376310192,0.7617752980000001
ecoli_00629,0.4585674616,0.514644921
ecoli_00630,0.59973966,0.8882739380000001
ecoli_00631,0.42853966400000004,1.210083054
ecoli_00632,1.0226021491,0.7364225280000001
ecoli_00633,1.0691085509,0.6491967110000001
ecoli_00634,0.6845024626,1.007520323
ecoli_00635,0.7123085642,0.9566509350000001
ecoli_00636,0.0359027932,0.918434387
ecoli_00637,0.5256339136,1.181668514
ecoli_00638,0.36428359590000003,1.071195239
ecoli_00639,0.167569282,1.387574501
ecoli_00640,0.7406643782,0.9825647740000001
ecoli_00641,1.1738082202,0.6243641160000001
ecoli_00642,-0.2231918322,0.879335799
ecoli_00643,-0.1439855163,1.03465753
ecoli_00644,-0.29404290580000003,0.5978827160000001
ecoli_00645,-0.7294933895,0.94315523
ecoli_00646,0.206068051,1.329886754
ecoli_00647,0.104656592,1.2164692320000001
ecoli_00648,0.12023230300000001,0.977105412
ecoli_00649,0.0300653549,0.7741010420000001
ecoli_00650,1.6436054150000001,0.856384484
ecoli_00651,1.6852433205000001,0.8694152690000001
ecoli_00652,-0.0696899924,0.880317664
ecoli_00653,-0.08869994290000001,1.35141669
ecoli_00654,1.0183183548,0.574750435
ecoli_00655,1.0559646948,0.620124095
ecoli_00656,-0.2989160098,0.877340548
ecoli_00657,-0.0625022767,0.740572558
ecoli_00658,-0.7178668153000001,0.63604158
ecoli_00659,-0.9960256129,0.51790308
ecoli_00660,0.9036512768,0.7710514690000001
ecoli_00661,1.8095781472999999,0.762780156
ecoli_00662,-0.2446776689,0.711102176
ecoli_00663,-0.1534221039,0.7241564880000001
ecoli_00664,1.3199122623,0.697809132
ecoli_00665,1.4344766855,0.641520953
ecoli_00666,0.1123514894,0.880659763
ecoli_00667,0.6447456378,1.037103508
ecoli_00668,2.7145512059,0.904420561
ecoli_00669,2.7499514653,1.343874821
ecoli_00670,1.5055047023,0.765299893
ecoli_00671,1.3311159975,0.8659194750000001
ecoli_00672,-0.2786178508,0.9601725480000001
ecoli_00673,-0.012173755000000001,0.9523116810000001
ecoli_00674,-0.5065200163,0.5077325970000001
ecoli_00675,-0.33697551610000004,0.445734668
ecoli_00676,0.0626252071,0.83381312
ecoli_00677,-0.2656869318,0.9221050690000001
ecoli_00678,1.9738700600999999,1.013427316
ecoli_00679,2.4397828211,1.64039659
ecoli_00680,-0.6276031811,0.557773201
ecoli_00681,0.1711860219,-0.158334004
ecoli_00682,1.4320727402,0.8965088250000001
ecoli_00683,1.2150316543,0.8235399800000001
ecoli_00684,0.1272661736,0.820349897
ecoli_00685,0.1096771071,0.55836018
ecoli_00686,-0.7377640986,0.183856241
ecoli_00687,-1.0764914322,-0.10658305900000001
ecoli_00688,1.3561093979,0.86845184
ecoli_00689,1.1797978664,0.47788910100000004
ecoli_00690,0.0920573518,1.188464256
ecoli_00691,-0.5451187925000001,1.305016635
ecoli_00692,-0.11857543320000001,1.129952757
ecoli_00693,1.1090711793,0.8939605150000001
ecoli_00694,2.6702142306,0.683920477
ecoli_00695,2.3570691603,0.8145813900000001
ecoli_00696,0.6055433816,1.118727
ecoli_00697,-0.1252622351,1.246583191
ecoli_00698,-0.28214737830000003,0.078656021
ecoli_00699,-0.8192608091,0.132763786
ecoli_00700,0.167784962,0.571297448
ecoli_00701,0.2155263218,0.601237884
ecoli_00702,-0.0599200126,0.9254678770000001
ecoli_00703,-0.2513828799,0.8502314080000001
ecoli_00704,1.5064053901999999,0.9957503910000001
ecoli_00705,1.3583651466,0.9256472830000001
ecoli_00706,-0.27445672200000004,0.6335181470000001
ecoli_00707,-0.5699968388000001,0.652980471
ecoli_00708,0.015270732700000001,0.759486639
ecoli_00709,-0.1974122069,0.9498971610000001
ecoli_00710,0.33141267350000003,0.97096351
ecoli_00711,0.4601071701,0.94059738
ecoli_00712,1.0041147363,1.143789404
ecoli_00713,0.8167331886,1.264659241
ecoli_00714,2.6785601814,1.450838946
ecoli_00715,1.5826902069000002,1.627215337
ecoli_00716,0.6289175224,-0.9332205880000001
ecoli_00717,-0.8189590175,-0.654419505
ecoli_00718,-0.3939689125,-0.872407382
ecoli_00719,0.2303449337,-1.2366919250000001
ecoli_00720,-0.4454628789,-1.047546072
ecoli_00721,0.0824274951,-0.5355305340000001
ecoli_00722,4.7548401969,-0.153845848
ecoli_00723,6.2347101596,-0.604153083
ecoli_00724,-1.3458898731,-0.242714319
ecoli_00725,-1.8367692592,-0.7794349660000001
ecoli_00727,-1.2348342815,-0.048319621
ecoli_00728,-0.4754955336,-0.8719715790000001
ecoli_00729,-1.9364899975,-0.662101689
ecoli_00730,-0.4089243736,-1.2509410220000001
ecoli_00731,-1.3693213228,-0.9741775520000001
ecoli_00732,-1.1537019431,-1.334653099
ecoli_00733,0.24035278640000002,-1.073985079
ecoli_00734,-1.1079150752,-0.591148314
ecoli_00735,0.7395666729,-0.8186075930000001
ecoli_00736,-1.5791847048,-0.8575854270000001
ecoli_00737,2.469582677,-0.610861552
ecoli_00738,1.7370811078,-0.363099828
ecoli_00739,0.41663280010000003,-0.864177136
ecoli_00740,-0.5594146738,-0.9910678930000001
ecoli_00741,-1.4381636377,0.448919773
ecoli_00742,-1.7756603268000002,-0.679161914
ecoli_00743,-0.35701039100000004,-0.33174796300000003
ecoli_00744,0.0678771993,-0.43948302
ecoli_00745,-0.0819686115,-0.020716032000000002
ecoli_00746,0.1218918372,-0.6850818630000001
ecoli_00747,-0.0608429969,-0.510645597
ecoli_00748,-0.5319597521,-0.753848669
ecoli_00749,-0.3926718898,0.021870917
ecoli_00750,1.7819116138000002,-0.277129501
ecoli_00751,-1.7547885263,-0.9303607110000001
ecoli_00752,-1.4131855799,-1.119300009
ecoli_00753,1.769091368,-0.863940828
ecoli_00754,1.7815816734,-1.124231609
ecoli_00755,-9.5697599482,-0.862813004
ecoli_00756,-7.6331133011,-0.993765899
ecoli_00757,2.0536261999,-0.5646065960000001
ecoli_00758,0.9665674522000001,-0.9718881290000001
ecoli_00759,-0.27743671070000003,-0.041072242
ecoli_00760,-4.9006962298,0.88018882
ecoli_00761,-1.0223819325,-0.9096401270000001
ecoli_00762,-0.643989659,-0.9553888610000001
ecoli_00763,-1.1590416981,-0.740100757
ecoli_00764,-1.2024337972999999,-1.191941164
ecoli_00765,-1.0688147109,-1.060401806
ecoli_00766,-0.9661829784,-1.429325253
ecoli_00767,2.4278248056000002,-0.6163046480000001
ecoli_00768,-0.2826852528,0.9420171430000001
ecoli_00769,-0.24836179400000002,-0.472895604
ecoli_00770,0.0128014863,-0.867671794
ecoli_00771,1.2558176712,-1.041838215
ecoli_00772,0.6306307119,-0.49193376200000005
ecoli_00773,-2.1121862756,-0.07423908
ecoli_00774,-2.1979393438,0.112989087
ecoli_00775,-1.7336411296,-0.549070348
ecoli_00776,-2.0058780547,-0.5338958540000001
ecoli_00777,-0.19648459410000002,-0.579339153
ecoli_00778,-0.2380981144,-0.673452229
ecoli_00779,-2.6683404589,0.203609866
ecoli_00780,-3.3303227971,0.252213725
ecoli_00781,-1.6635719149,-1.219787107
ecoli_00782,-1.6648141911,-1.072486529
ecoli_00783,-3.9320421311000002,-1.489717422
ecoli_00784,-2.6481469751,-0.838186716
ecoli_00785,-2.6519108309,-0.552509863
ecoli_00786,-2.0918499436,-0.767460589
ecoli_00787,-4.7534241032,-0.28854187600000003
ecoli_00788,-3.5424901825,-0.824394371
ecoli_00789,-0.9305009185,-0.95612767
ecoli_00790,-2.0931041848,-1.361058802
ecoli_00791,-3.2234071003,-0.744448278
ecoli_00792,-5.4113111409,-0.215804829
ecoli_00793,-0.7520226305000001,-1.13102161
ecoli_00794,-1.4716243738,-1.320069282
ecoli_00795,-3.9854072582,-0.686194359
ecoli_00796,-4.6635878257000005,-0.515437971
ecoli_00797,-1.6601966891000002,0.00227237
ecoli_00798,-2.9238180138,0.455467573
ecoli_00799,-4.4385977605,0.868454304
ecoli_00800,-1.7772002699,0.093261836
ecoli_00818,0.38389106910000004,0.262614623
ecoli_00819,0.0996712933,0.375450604
ecoli_00820,0.2948511064,-0.179320673
ecoli_00821,0.3661152352,-0.58047287
ecoli_00822,0.5218083151,0.34476279800000004
ecoli_00823,0.0515564903,0.004466154
ecoli_00824,0.3551228354,-0.042201281
ecoli_00825,0.5318673619000001,-0.172805697
ecoli_00826,-0.6837415772000001,0.253098072
ecoli_00827,-0.5344387092,0.21161491200000002
ecoli_00828,-0.9009604587000001,-0.341844998
ecoli_00829,-1.2023994598,0.00809443
ecoli_00830,-0.183082929,0.5514607960000001
ecoli_00831,-0.4352475396,0.19156898400000003
ecoli_00832,3.0362284878,-0.162177397
ecoli_00833,2.7660833681,0.7094782740000001
ecoli_00834,1.0554961206,0.161903654
ecoli_00835,0.6172259506000001,0.50801281
ecoli_00836,0.24470990550000002,0.23621082300000001
ecoli_00837,0.2564432517,0.582479802
ecoli_00838,0.2105006178,0.793288439
ecoli_00839,0.3450248497,0.599757632
ecoli_00840,-0.1359971321,0.41198939900000003
ecoli_00841,-0.2773108892,0.335773459
ecoli_00842,1.0937679643,0.595937005
ecoli_00843,0.8051013284,0.48268297200000004
ecoli_00844,0.4943860048,0.334664778
ecoli_00845,0.6761333795000001,0.507712876
