,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,4.625929269271485e-18,0.21678976102360353,3.0,0.0,-0.1566332038,1.0,0.24742405320000002,2.0,-0.0907908494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-0.2954123614,0.2510934080136546,3.0,3.0,-0.5154558533,4.0,-0.3488945781,5.0,-0.0218866528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-0.9136968258333334,0.2690831304776118,3.0,6.0,-0.9993469367000001,7.0,-1.1295294109,8.0,-0.6122141299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.761905155906529e-12,0.15502216384966747,21.0,9.0,0.2873027586,10.0,0.0648263891,11.0,-0.0886052046,12.0,0.1825781103,13.0,0.1389370637,14.0,0.052381221900000004,15.0,0.1834531123,16.0,0.1059398408,17.0,-0.0384151079,18.0,0.14979908860000002,19.0,-0.0140554695,20.0,-0.22947445130000002,21.0,0.0004254618,22.0,0.041755046000000004,23.0,-0.1537954952,24.0,-0.2781019112,25.0,-0.2260352193,26.0,-0.0867005346,27.0,-0.1460681051,28.0,0.1384547219,29.0,-0.0846013164
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-1.8880068735476192,0.2734754078516248,21.0,30.0,-1.8664344296,31.0,-1.8260011454,32.0,-1.4214632847,33.0,-1.6382281384000001,34.0,-1.7236596393,35.0,-1.951462442,36.0,-2.1911949271,37.0,-2.004655024,38.0,-1.7502619109,39.0,-1.9240039691000002,40.0,-1.6352465243,41.0,-1.7525109924,42.0,-1.4080654777000001,43.0,-2.1480862802,44.0,-1.8030635748,45.0,-2.1022683946,46.0,-2.1095982974,47.0,-1.7367017153000002,48.0,-2.5973159074,49.0,-1.9725216729000001,50.0,-2.085400597
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.09245610170043952,3.0,51.0,-0.09272335520000001,52.0,0.0005368449000000001,53.0,0.09218651030000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.4689183128,0.21742577977129735,4.0,54.0,-0.2247829871,55.0,-0.7440715056,56.0,-0.5083162018,57.0,-0.3985025567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.499999946642406e-11,0.04908736153453438,4.0,58.0,-0.0239735426,59.0,0.0604350962,60.0,-0.052413032000000005,61.0,0.0159514785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.079720049375,0.10039124109924925,4.0,62.0,0.0176255633,63.0,0.1462512619,64.0,0.1822471733,65.0,-0.027243801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.057853030925,0.10144659641415622,4.0,66.0,-0.027863435500000002,67.0,-0.030336574,68.0,0.1625240788,69.0,0.1270880544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.141061807175,0.029425022865664206,4.0,70.0,0.1477616444,71.0,0.1115874053,72.0,0.1791373578,73.0,0.1257608212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,6.938893903907228e-18,0.346491667151249,6.0,74.0,-0.0107853909,75.0,0.39390539820000003,76.0,0.32423126210000003,86.0,-0.3269688709,88.0,-0.4735854928,90.0,0.0932030943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-0.06926237913333333,0.17333841741205724,6.0,77.0,-0.0273346046,78.0,0.22247667570000002,79.0,-0.2324911574,87.0,-0.2582822603,89.0,-0.0397646753,91.0,-0.0801782529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.28772390126666664,0.20693787024818297,3.0,80.0,-0.140897562,82.0,-0.1978740876,84.0,-0.5244000542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-0.9737703398,0.004645121862718096,3.0,81.0,-0.9696182143000001,83.0,-0.9729058163000001,85.0,-0.9787869888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.31298876862789704,3.0,92.0,0.0873680102,93.0,-0.3473896066,94.0,0.2600215964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.16276766133333334,0.4432057022982725,3.0,95.0,0.2650641794,96.0,-0.1334733196,97.0,-0.6198938438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.13942268396666666,0.10807195130710257,3.0,98.0,-0.1557788986,99.0,-0.23838421610000002,100.0,-0.024104937200000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.24266309230000002,0.14439753618507867,3.0,101.0,-0.36334349990000003,102.0,-0.0826844026,103.0,-0.2819613744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-0.8647367443666667,0.18621048910972246,3.0,104.0,-0.6528634886,105.0,-1.002400945,106.0,-0.9389457995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-1.1794493530666665,0.21468894793803875,3.0,107.0,-1.2361100575,108.0,-0.9421129775,109.0,-1.3601250242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
