,-0.0855077351783685,-0.057005156785579006,-0.02850257839278951,-1.3877787807814457e-17,0.028502578392789482,0.05700515678557898,0.08550773517836847,0.11401031357115797,0.14251289196394745,0.17101547035673692,0.19951804874952644,0.22802062714231597,0.25652320553510544,0.2850257839278949,0.31352836232068443,0.34203094071347395,0.3705335191062634,0.3990360974990529,0.42753867589184236,0.45604125428463194
thresh,-0.09975902437476325,0.09975902437476325,1,,,,,,,,,,,,,,,,,
unreg,2,15,312,3629,285,5,0,1,2,3,0,0,0,0,2,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['ynfM'],['entH' 'entA'],['entB' 'phoH' 'entE'],[],[],[],[],['efeU' 'efeB'],[],['efeO'],[],[],[]
