,-0.0742624704857143,-0.06188539207142858,-0.049508313657142866,-0.03713123524285715,-0.024754156828571433,-0.012377078414285717,0.0,0.012377078414285717,0.024754156828571433,0.03713123524285715,0.049508313657142866,0.0618853920714286,0.0742624704857143,0.0866395489,0.09901662731428573,0.11139370572857146,0.12377078414285717,0.13614786255714287,0.1485249409714286,0.16090201938571433
thresh,-0.04331977445,0.04331977445,1,,,,,,,,,,,,,,,,,
unreg,1,4,12,38,131,1308,3305,814,149,66,35,20,5,6,9,3,0,0,0,0
unreg_genes,['PSPTO_4611'],['dgoK' 'aroF-2' 'trpB' 'cadA-1'],"['PSPTO_RS00055' 'xdhB' 'PSPTO_4613' 'PSPTO_2611' 'xdhA' 'PSPTO_4610'
 'PSPTO_2132' 'trpA' 'syfA' 'syfB' 'PSPTO_RS18945' 'PSPTO_2845']",[],[],[],[],[],[],[],"['PSPTO_4137' 'PSPTO_0728' 'PSPTO_0062' 'PSPTO_2397' 'PSPTO_4108'
 'PSPTO_4528' 'PSPTO_3544' 'PSPTO_4138' 'PSPTO_1596' 'cstA' 'PSPTO_4915'
 'PSPTO_4673' 'pcaG' 'PSPTO_4559' 'rbsA-2' 'PSPTO_0887' 'PSPTO_3163'
 'phbA-2' 'PSPTO_3252' 'PSPTO_4140' 'PSPTO_3248' 'PSPTO_4139' 'PSPTO_3251'
 'PSPTO_1150' 'dctP' 'PSPTO_3737' 'PSPTO_3488' 'PSPTO_4637' 'PSPTO_0569'
 'PSPTO_4558' 'uxuB' 'rbsB-2' 'livM' 'PSPTO_0888' 'xylF']","['PSPTO_4232' 'PSPTO_2775' 'PSPTO_2343' 'PSPTO_4427' 'PSPTO_0889' 'braD'
 'PSPTO_3489' 'PSPTO_4372' 'PSPTO_1054' 'kdgD' 'PSPTO_4919' 'PSPTO_4234'
 'PSPTO_4235' 'PSPTO_3741' 'inaA' 'oprD' 'PSPTO_1050' 'PSPTO_3736'
 'PSPTO_3735' 'PSPTO_1624']",['gabP' 'PSPTO_0465' 'PSPTO_4233' 'PSPTO_5472' 'PSPTO_4136'],['PSPTO_4560' 'PSPTO_2639' 'PSPTO_3490' 'abP' 'araH' 'PSPTO_1256'],"['PSPTO_3738' 'gltK' 'PSPTO_1255' 'PSPTO_1257' 'PSPTO_1292' 'PSPTO_1258'
 'PSPTO_3739' 'PSPTO_1294' 'PSPTO_1298']",['PSPTO_3740' 'PSPTO_1293' 'oprB'],[],[],[],[]
