,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,0.0,1.6751230254482767,3.0,0.0,-1.6965545429,2.0,0.0437189065,4.0,1.6528356363999999,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-2.9128833230000004,1.8843069486946689,3.0,1.0,-5.0750577159,3.0,-2.0424239925,5.0,-1.6211682606000002,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-28.56114624195,1.562344117870589,4.0,6.0,-30.6328866211,20.0,-27.2133370576,40.0,-28.8891159475,63.0,-27.5092453416,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-27.369002046974998,1.5302846611591545,4.0,7.0,-29.4440693578,33.0,-25.8184149892,81.0,-26.8088113403,82.0,-27.4047125006,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-31.053292587575,0.5105937004715273,4.0,8.0,-30.674322286,51.0,-31.7970188167,65.0,-30.9679897086,76.0,-30.773839539,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-29.242732887,0.7453904259091962,3.0,9.0,-29.8158267749,22.0,-28.4000569708,49.0,-29.5123149153,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-24.5861237025,1.7175388275333165,2.0,10.0,-23.3716403506,26.0,-25.8006070544,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-28.037976508066663,1.016950007290283,3.0,11.0,-28.3528919396,54.0,-26.900820614,83.0,-28.8602169706,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-31.344989343625002,0.4277952183369071,4.0,12.0,-31.4752700007,48.0,-30.8391793651,64.0,-31.8534550543,78.0,-31.2120529544,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-22.170646985725,4.708491642217494,4.0,13.0,-21.3730000101,38.0,-27.3766466105,67.0,-16.1550259676,72.0,-23.7779153547,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-26.364189408166666,0.6999499990664109,3.0,14.0,-26.2614212324,41.0,-27.109842196,85.0,-25.7213047961,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-27.46977818225,0.5110804269636607,4.0,15.0,-27.7962507629,52.0,-27.8298930168,71.0,-26.7317431485,80.0,-27.5212258008,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-31.350744375033333,0.505608127979809,3.0,16.0,-31.5372441641,53.0,-31.7366113249,77.0,-30.7783776361,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-31.067398614600005,1.5717358521779314,3.0,17.0,-32.1033254948,50.0,-29.2588945075,66.0,-31.8399758415,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-30.509294712066666,1.7503371927478275,3.0,18.0,-28.5107941393,25.0,-31.7696520336,62.0,-31.2474379633,,,,,,,,,,,,,,,,,,,,,,
