,3
algU_regulon__empty_vector__1.0,0.34700943170000004
algU_regulon__algU_overexpression__1.0,1.4155342641
algU_regulon__empty_vector__2.0,0.3460444224
algU_regulon__algU_overexpression__2.0,0.6439131179
algU_regulon__empty_vector__3.0,-0.6930538541
algU_regulon__algU_overexpression__3.0,-0.4920889016
co_culture__c_viol_40__1.0,3.0208750327
co_culture__c_viol_12.5__1.0,1.653839294
co_culture__b_thai_30__1.0,6.3584991814
co_culture__b_thai_25__1.0,4.9331347316
co_culture__mono_30__1.0,4.2159062042
co_culture__b_thai_12.5__1.0,7.1154394016
co_culture__b_thai_35__1.0,6.9673177538
co_culture__mono_25__1.0,4.2705494822
co_culture__c_viol_30__1.0,2.3249288018
co_culture__c_viol_35__1.0,3.6614945506
co_culture__b_thai_40__1.0,6.8915672876
co_culture__b_thai_45__1.0,6.9867131038
co_culture__b_thai_c_viol_40__1.0,5.1360000194
co_culture__mono_35__1.0,3.2375941727
co_culture__c_viol_40__2.0,3.518450829
co_culture__b_thai_c_viol_45__1.0,7.0091901269
co_culture__b_thai_25__2.0,5.3397648967
co_culture__c_viol_25__1.0,2.7594825589000003
co_culture__mono_45__1.0,4.6496116172
co_culture__b_thai_c_viol_40__2.0,6.9100437567
co_culture__mono_30__2.0,4.3664111791
co_culture__mono_40__1.0,3.2215938288
co_culture__mono_35__2.0,4.6111753686
co_culture__mono_45__2.0,3.6406900176
co_culture__b_thai_c_viol_35__1.0,5.1361718078
co_culture__mono_40__2.0,4.1384969008
co_culture__b_thai_c_viol_35__2.0,7.3596186477
co_culture__c_viol_12.5__2.0,1.3289060763
co_culture__b_thai_c_viol_45__2.0,6.6409384879
co_culture__b_thai_c_viol_25__1.0,9.4058580531
co_culture__b_thai_c_viol_30__1.0,6.8859864349
co_culture__mono_12.5__1.0,0.0330285569
co_culture__mono_25__2.0,4.4663538347
co_culture__c_viol_45__1.0,3.9301484244
co_culture__c_viol_40__3.0,2.5349355629
co_culture__c_viol_30__2.0,3.3695428888
co_culture__c_viol_25__2.0,2.707049185
co_culture__c_viol_45__2.0,2.9307253409
co_culture__b_thai_c_viol_30__2.0,6.5450530438
co_culture__b_thai_c_viol_45__3.0,6.478160378
co_culture__mono_12.5__2.0,0.8161542881
co_culture__b_thai_c_viol_12.5__1.0,1.1767645636
co_culture__b_thai_35__2.0,7.9811635636
co_culture__b_thai_25__3.0,11.0924191116
co_culture__b_thai_45__2.0,7.5088549593
co_culture__b_thai_30__2.0,8.1302239226
co_culture__c_viol_35__2.0,3.4958272821
co_culture__b_thai_40__2.0,6.8969982484
co_culture__b_thai_12.5__2.0,5.5698354658
co_culture__b_thai_c_viol_12.5__2.0,4.5532317576
co_culture__mono_35__3.0,4.4696278897
co_culture__mono_12.5__3.0,0.3988891579
co_culture__b_thai_c_viol_45__4.0,7.3697792854
co_culture__b_thai_c_viol_35__3.0,5.9207030237
co_culture__b_thai_c_viol_30__3.0,5.4451649179
co_culture__b_thai_c_viol_30__4.0,6.3806315517
co_culture__b_thai_c_viol_40__3.0,6.875237172
co_culture__c_viol_40__4.0,0.5427558649
co_culture__b_thai_35__3.0,7.0291730999
co_culture__b_thai_30__3.0,7.6739479544
co_culture__b_thai_45__3.0,5.7867196741
co_culture__mono_25__3.0,3.1782726866
co_culture__mono_45__3.0,3.6537167216
co_culture__mono_40__3.0,4.0146878568
co_culture__c_viol_25__3.0,3.4159043479
co_culture__c_viol_35__3.0,1.8662029695000002
co_culture__mono_25__4.0,4.2370172552
co_culture__mono_35__4.0,3.2690067698
co_culture__mono_45__4.0,6.0099685778
co_culture__mono_40__4.0,3.5193940795
co_culture__b_thai_30__4.0,6.4389465179
co_culture__b_thai_40__3.0,7.2283105723
co_culture__b_thai_35__4.0,7.1804339898
co_culture__c_viol_25__4.0,2.9172967726000003
co_culture__c_viol_35__4.0,2.8001121445
co_culture__c_viol_12.5__3.0,3.8175913988
co_culture__c_viol_12.5__4.0,1.1565440733
co_culture__b_thai_12.5__3.0,8.2030749792
co_culture__mono_12.5__4.0,-1.2480720029
co_culture__c_viol_30__3.0,2.6960741183
co_culture__b_thai_c_viol_35__4.0,6.1740083743
immunity_2__WT_sid2__1.0,-5.906140264
immunity_2__WT_pad4__1.0,-0.9918826297000001
immunity_2__WT_PS__1.0,-1.5902373226000002
immunity_2__WT_sid2__2.0,-1.0432248668
immunity_2__WT_pad4__2.0,10.9407002145
immunity_2__WT_PS__2.0,12.2315461582
immunity_2__WT_sid2__3.0,6.9493651307
immunity_2__WT_pad4__3.0,15.3289004116
immunity_2__WT_PS__3.0,18.4586937384
immunity_in_vitro__WT_MM__1.0,0.5330378865000001
immunity_in_vitro__WT_MM__2.0,-1.3474849354
immunity_in_vitro__WT_MM__3.0,1.7697887391
immunity_in_vitro__WT_MM__4.0,-0.9553416902
immunity_isolated__WT_DE__1.0,-0.0208445037
immunity_isolated__WT_DEPS__1.0,-0.7218285126
immunity_isolated__WT_WT__1.0,0.32989607860000003
immunity_isolated__WT_npr1__1.0,-5.1344343145
immunity_isolated__WT_DE__2.0,-0.6924280602
immunity_isolated__WT_DEPS__2.0,-1.0637648657
immunity_isolated__AvrRpt2_WT__1.0,-7.6868090075
immunity_isolated__AvrRpt2_npr1__1.0,0.061511426800000005
immunity_isolated__AvrRpt2_DE__1.0,-0.7369449775
immunity_isolated__AvrRpt2_DEPS__1.0,1.4119543574
immunity_isolated__WT_WT__2.0,12.6276000578
immunity_isolated__WT_pad4__1.0,14.578818195
immunity_isolated__WT_PS__1.0,7.2891067334
immunity_isolated__AvrRpt2_WT__2.0,-5.0069005164
immunity_isolated__AvrRpt2_sid2__1.0,1.8327864539
immunity_isolated__AvrRpt2_pad4__1.0,-4.1735443777
immunity_isolated__AvrRpt2_PS__1.0,4.8410682879
immunity_isolated__WT_WT__3.0,-0.3147995913
immunity_isolated__WT_sid2__1.0,-3.7077898092
immunity_isolated__WT_pad4__2.0,1.0856436137
immunity_isolated__WT_PS__2.0,-4.9894034502
immunity_isolated__AvrRpt2_WT__3.0,-7.0865125582
immunity_isolated__AvrRpt2_sid2__2.0,-5.4653580253000005
immunity_isolated__AvrRpt2_pad4__2.0,-6.1778351792
immunity_isolated__AvrRpt2_PS__2.0,-4.6554091602
immunity_isolated__WT_WT__4.0,6.9603683029
immunity_isolated__WT_npr1__2.0,1.1131319127000001
immunity_isolated__AvrRpt2_WT__4.0,-13.8417587434
immunity_isolated__AvrRpt2_npr1__2.0,-12.6922765019
immunity_isolated__AvrRpt2_DE__2.0,-9.8381162772
immunity_isolated__WT_WT_mock__1.0,-4.8339957666
immunity_isolated__WT_WT__5.0,-1.0810878638
immunity_isolated__WT_SP__1.0,-3.6996604909
immunity_isolated__AvrRpt2_b2b3__1.0,-9.7918701792
immunity_isolated__WT_WT__6.0,-2.3852718314
immunity_isolated__WT_SP__2.0,-4.4536748008
immunity_isolated__AvrRpt2_WT__5.0,-10.4673532784
immunity_isolated__AvrRpt2_b2b3__2.0,-4.2821976644
immunity_isolated__WT_WT__7.0,-4.7287263177
immunity_isolated__WT_sid2__2.0,-1.8259278303
immunity_isolated__WT_pad4__3.0,-3.730366087
immunity_isolated__WT_PS__3.0,-6.5111728908
immunity_isolated__AvrRpt2_WT__6.0,-9.2388176663
immunity_isolated__AvrRpt2_sid2__3.0,-5.2312691008
immunity_isolated__AvrRpt2_pad4__3.0,-4.7032393341
immunity_isolated__AvrRpt2_WT__7.0,-7.5787418326000004
immunity_isolated__AvrRpt2_npr1__3.0,-2.9370591079
immunity_isolated__AvrRpt2_DE__3.0,-3.2749166255
immunity_isolated__AvrRpt2_DEPS__2.0,0.0222418008
immunity_isolated__AvrRpt2_RR__1.0,-3.4098814432
immunity_isolated__AvrRpt2_WT__8.0,-13.4173652365
immunity_isolated__AvrRpt2_RR__2.0,-2.8095150623
immunity_isolated__WT_WT_mock__2.0,-2.7226082435
immunity_isolated__WT_WT_SA__1.0,-2.3553833687
immunity_isolated__WT_WT_chitin__1.0,3.8021244613
immunity_isolated__WT_WT_SA__2.0,-4.0357899405
immunity_isolated__WT_WT_mock__3.0,3.0779148453
immunity_isolated__WT_WT_chitin__2.0,3.5373562643
immunity_isolated__WT_WT_SA__3.0,-0.2853092941
immunity_isolated__WT_WT__8.0,-6.4898696299
immunity_isolated__AvrRpt2_WT__9.0,-12.9050299128
immunity_isolated__AvrRpt2_WT__10.0,-9.4925592847
immunity_isolated__WT_WT__9.0,-2.2845985185
immunity_isolated__AvrRpt2_WT__11.0,-2.3087738215
immunity_isolated__WT_WT__10.0,-1.8667284592
immunity_isolated__WT_pad4__4.0,-1.6921952983000002
immunity_isolated__WT_PS__4.0,-1.7300552258000002
immunity_isolated__AvrRpt2_WT__12.0,-7.6400860326
immunity_isolated__AvrRpt2_pad4__4.0,-1.4829531081
immunity_isolated__AvrRpt2_PS__3.0,-3.4067284953
immunity_isolated__WT_WT__11.0,-1.3743520486
immunity_isolated__WT_stp__1.0,-0.8447839528000001
immunity_isolated__AvrRpt2_WT__13.0,-12.4910994835
immunity_isolated__AvrRpt2_stp__1.0,-10.4648022426
immunity_isolated__WT_WT__12.0,0.6075698211
immunity_isolated__WT_stp__2.0,0.7379189896
immunity_isolated__AvrRpt2_WT__14.0,-11.0401893879
immunity_isolated__AvrRpt2_stp__2.0,-11.3813597142
immunity_no_isolation__WT_WT_mock__1.0,-10.7042605279
immunity_no_isolation__WT_WT_flg22__1.0,12.691512888
immunity_no_isolation__WT_WT_flg22__2.0,18.2104928917
immunity_no_isolation__WT_WT_flg22__3.0,14.9898472716
immunity_no_isolation__WT_WT_mock__2.0,7.0130011197
immunity_no_isolation__WT_WT_mock__3.0,3.6912594082
immunity_time__mock_1hpi__1.0,-0.7254836391
immunity_time__mock_1hpi__2.0,0.7930134232
immunity_time__mock_1hpi__3.0,-0.06752978400000001
immunity_time__flg22_1hpi__1.0,3.5096443253
immunity_time__flg22_1hpi__2.0,3.5455747104
immunity_time__flg22_1hpi__3.0,1.2292239909
immunity_time__mock_3hpi__1.0,1.6545520126
immunity_time__mock_3hpi__2.0,1.4265394284
immunity_time__mock_3hpi__3.0,0.20987674010000001
immunity_time__flg22_3hpi__1.0,4.1370160179
immunity_time__flg22_3hpi__2.0,8.3009721684
immunity_time__flg22_3hpi__3.0,5.3345048457
immunity_time__mock_5hpi__1.0,-0.1876976249
immunity_time__mock_5hpi__2.0,1.4518507625
immunity_time__mock_5hpi__3.0,-1.5511432075
immunity_time__flg22_5hpi__1.0,5.745991024
immunity_time__flg22_5hpi__2.0,7.0443507746
immunity_time__flg22_5hpi__3.0,7.6607346606
