,new_3761046_3761954_c
LBexp_1,8.5611
LBexp_2,8.3978
LBexp_3,8.3925
LBtran_1,7.6690000000000005
LBtran_2,7.5809999999999995
LBtran_3,7.7010000000000005
LBstat_1,8.3387
LBstat_2,8.0593
LBstat_3,7.9572
LBGexp_1,8.0113
LBGexp_2,8.0348
LBGexp_3,7.9211
LBGtran_2,7.9818999999999996
LBGtran_3,7.909
LBGstat_1,7.9075
LBGstat_2,7.5809
LBGstat_3,8.0847
S0_1,7.1636
S0_2,7.3139
S0_3,7.4279
S1_1,8.0631
S1_2,7.9284
S1_3,7.6083
S2_1,8.1311
S2_2,7.4708
S2_3,7.1628
S3_1,9.0939
S3_2,8.6006
S4_1,8.8607
S4_2,8.543
S4_3,8.1524
S5_1,9.2071
S5_2,8.6899
S5_3,9.1587
S6_1,9.5871
S6_2,8.6533
S6_3,8.9767
S6/t_1,9.9193
S6/t_2,8.3752
S6_4,9.2242
S6_5,9.562100000000001
S6_6,9.324
S7_4,9.9908
S7_5,10.0197
S7_6,10.258
S8_4,9.8623
S8_5,9.8931
G135_1,8.8313
G135_3,8.0235
G150_1,8.4028
G150_2,8.8098
G150_3,8.9535
G180_1,8.5675
G180_2,8.76
G180_3,8.2896
C30_1,9.556000000000001
C30_2,9.6422
C90_1,9.0799
C90_2,7.7049
BI_1,8.1306
BI_2,8.1819
BC_2,8.1866
BC/t_1,8.3751
BC/t_2,9.5387
BC_1,7.8345
Sw_1,8.1553
Sw_2,8.3105
BT_1,8.2074
BT_2,7.8659
B36_1,8.3783
B36_2,8.3532
B60_1,8.7963
B60_2,9.2358
M9exp_1,7.5786999999999995
M9exp_2,7.4907
M9exp_3,7.3645
M9tran_1,7.5291
M9tran_2,7.5992
M9tran_3,7.4626
M9stat_1,8.2357
M9stat_2,8.3407
M9stat_3,8.1072
M+G_1,9.4619
M+G_2,8.216
M+G_3,7.983
Glu_1,8.7963
Glu_2,8.3346
Glu_3,8.2175
Fru_1,8.0904
Fru_2,8.6386
Fru_3,8.0893
Mal_1,7.5977
Mal_2,8.3387
Mal_3,7.9424
G+S_2,8.5226
G+S_3,8.5677
Pyr_1,8.8957
Pyr_2,8.7397
Pyr_3,9.1643
Gly_1,7.9335
Gly_2,7.9782
Gly_3,8.1127
Glucon_1,8.9147
Glucon_2,8.7316
Glucon_3,8.5203
aero_1,8.5031
aero_2,7.572
aero_3,7.7369
nit_1,8.582699999999999
nit_2,8.1169
nit_3,8.2236
ferm_1,8.292
ferm_2,7.9681
ferm_3,9.181
T-5.40H_1,7.87
T-4.40H_1,8.0422
T-3.40H_1,7.9868
T-2.40H_1,7.6585
T-1.40H_1,7.8132
T-1.10H_1,7.8978
T-0.40H_1,8.0654
T0.0H_1,7.6636
T0.30H_1,8.1678
T1.0H_1,7.7909
T1.30H_1,8.1216
T2.0H_1,8.1183
T2.30H_1,8.0114
T3.0H_1,7.7224
T3.30H_1,8.2506
T4.0H_1,8.1085
T5.0H_1,8.0615
HPh_1,8.0708
HPh_2,7.5546
HPh_3,8.0745
LPh_1,7.9215
LPh_2,7.8723
LPh_3,8.0329
LPhT_1,8.8467
LPhT_2,8.7415
LPhT_3,9.2276
SMMPr_1,7.4576
SMMPr_2,7.5752
SMMPr_3,7.615
HiTm_1,7.4507
HiTm_2,7.441
HiTm_3,7.7255
LoTm_1,8.3874
LoTm_2,8.3059
LoTm_3,8.2289
HiOs_1,7.5374
HiOs_2,7.7541
HiOs_3,7.7097999999999995
BMM_1,7.4866
BMM_2,7.7953
BMM_3,8.215
Heat_1,9.4389
Heat_2,9.2124
Heat_3,9.2734
Cold_1,8.079
Cold_2,8.106
Cold_3,7.9763
Etha_1,8.6118
Etha_2,8.7988
Etha_3,8.7782
SMM_1,7.6256
SMM_2,7.5282
SMM_3,7.5433
Salt_1,8.3633
Salt_2,8.2022
Salt_3,8.1562
Mt0_1,8.7711
Mt0_3,8.5358
M0t45_1,8.1365
M0t45_2,8.4869
M0t45_3,8.2133
M0t90_1,7.7586
M0t90_2,8.0703
M0t90_3,7.8106
M40t45_1,7.8783
M40t45_2,7.9677
M40t45_3,8.1445
M40t90_1,7.5908999999999995
M40t90_2,7.8174
M40t90_3,8.1293
dia0_1,7.8100000000000005
dia0_2,8.1964
dia0_3,7.6617
dia5_1,9.2712
dia5_2,10.3949
dia5_3,9.1826
dia15_1,11.7735
dia15_2,10.1009
dia15_3,8.7189
Diami_1,9.7823
Diami_2,9.4613
Diami_3,9.8256
Paraq_1,9.3993
Paraq_2,9.612400000000001
Paraq_3,8.4528
H2O2_1,9.9713
H2O2_2,10.2902
H2O2_3,10.7686
Oxctl_1,8.7157
Oxctl_2,8.797
Oxctl_3,9.06
GM-0.1_1,7.4192
GM-0.2_1,7.8973
GM+5_1,7.4148
GM+15_1,7.3796
GM+25_1,7.5059000000000005
GM+45_1,7.5404
GM+60_1,7.3843
GM+90_1,7.5535
GM+120_1,8.108
GM+150_1,7.864
GM-0.1_2,7.8052
GM-0.2_2,7.8424
GM+5_2,7.3076
GM+10_2,7.2827
GM+15_2,7.6242
GM+25_2,7.5773
GM+45_2,6.9109
GM+60_2,7.0665
GM+90_2,8.0663
GM+150_2,7.0498
GM-0.1_3,7.8803
GM-0.2_3,7.215
GM+5_3,7.6735
GM+10_3,7.1992
GM+15_3,7.3766
GM+25_3,7.5321
GM+45_3,7.8865
GM+60_3,7.5734
GM+90_3,7.7264
GM+120_3,8.4738
GM+150_3,7.8338
MG-0.1_1,7.3952
MG+5_1,7.8627
MG+10_1,7.7267
MG+15_1,7.5286
MG+25_1,7.6342
MG+45_1,7.7245
MG+120_1,7.5691
MG+150_1,7.4858
MG-0.1_2,6.8089
MG-0.2_2,7.3038
MG+5_2,7.1563
MG+10_2,7.4722
MG+15_2,7.9116
MG+25_2,7.3832
MG+45_2,7.3695
MG+60_2,7.5308
MG+90_2,6.979
MG+120_2,7.4818
MG-0.1_3,7.7822
MG-0.2_3,7.7188
MG+5_3,7.8799
MG+10_3,7.4377
MG+15_3,7.6768
MG+25_3,7.6815
MG+45_3,7.8875
MG+60_3,7.6559
MG+90_3,7.4996
MG+120_3,7.3816
MG+150_3,7.4567
