,SP5448_01085
SRX1726505,0.0619389588
SRX1726506,0.0465980602
SRX1726507,-0.1085370191
SRX1726508,-1.131833464
SRX1726509,-1.123052883
SRX1726510,-0.6623414629000001
SRX1726511,-1.5454968182000002
SRX1726512,-1.5264316348
SRX1726513,-1.5143650711
SRX1081650,0.4273407289
SRX1081651,0.0084772265
SRX1081652,-0.2623794551
SRX1081653,-0.050155337
SRX1081654,0.23941935550000001
SRX1081655,0.090621271
SRX1081656,-0.045545814000000004
SRX1081657,-0.5685955967
SRX1081658,-0.5057209401
SRX1081659,-0.2061257289
SRX1081660,0.0128241957
SRX1081661,-0.4245790245
SRX1081662,0.1249157842
SRX1081663,0.0726867185
SRX1081664,0.1953823257
SRX1081665,0.3916567573
SRX1081666,0.1359697779
SRX1081668,0.244303719
SRX1081669,0.026968691700000002
SRX1081670,0.0906132827
SRX1081671,0.0019220618000000001
SRX1081672,-2.7382072966
SRX1081673,-2.6103471749000002
SRX1081674,-2.7125818455
SRX1081675,-2.352413421
SRX1081676,-1.9680249553
SRX1081677,-2.2036549367
SRX1081678,-2.1722573325
SRX1081679,-2.7374940822
SRX1081680,-2.9450543059000003
SRX1081681,-2.306492562
SRX1081682,-2.2958909777
SRX1081683,-2.6982039366
SRX1081684,-2.2814112788
SRX1081685,-2.8507071456
SRX1081686,-2.1912667991
SRX1081687,-2.5656689377
SRX1081688,-3.9101434908
SRX1081689,-2.7261383104
SRX1081690,-2.6386736352
SRX1081691,-2.6210014892
SRX1081692,-2.3937301295
SRX1962715,-0.056042112000000005
SRX1962716,0.0253303946
SRX1962717,0.0307117174
SRX1962718,-1.3964921806000001
SRX1962719,-0.6561766684
SRX1962720,-0.5635218709
SRX1962721,-0.5369248939
SRX4892146,0.0078486192
SRX4892147,0.0105408257
SRX4892148,0.0036570981
SRX4892149,-0.0220465431
SRX4892150,-0.0496370519
SRX4892151,-0.0751603775
SRX4892152,-0.0520967174
SRX4892153,-0.113611424
SRX4892154,-0.1772601616
SRX4892155,-0.0467462117
SRX4892156,-0.0438484771
SRX4892157,-0.0454709492
SRX4892158,-0.0037866749
SRX4892159,0.0271183023
SRX4892160,-0.010056311600000001
SRX4892161,0.0316645283
SRX7620814,-0.15579807110000002
SRX7620815,0.0725827673
SRX7620816,0.0031583264
SRX7620817,-0.4047823866
SRX7620818,-0.3666982339
SRX7620819,-0.5167730908
SRX7620856,0.1489939744
SRX7620857,-1.1102316623
SRX7620858,0.2415529794
SRX7620859,-1.3259916011000001
SRX7620860,0.0777235069
SRX7620861,-1.2435157674
SRX7620862,-0.162876761
SRX7620863,-0.5151363512
SRX7620864,-0.0739032782
SRX7620865,-0.3167006329
SRX7620866,0.3168370166
SRX7620867,-0.7487649485000001
SRX2161502,0.1047159267
SRX2161503,-0.0350614599
SRX2161504,-0.06965446680000001
SRX2161505,-0.1338417689
SRX2161506,-0.2550384959
SRX2161507,-0.3803763471
SRX2161508,0.1199736047
SRX2161509,-0.43446238410000004
SRX2161510,-0.15070971560000002
SRX2161511,-0.5363582441
SRX2161512,-0.6123191718000001
SRX2161513,-0.6452056562
SRX2161514,-2.167279934
SRX2161515,-2.1497374821
SRX2161516,-2.2920886467
SRX2161517,-1.7092925315
SRX2161518,-1.7011897726
SRX2161519,-1.7481696316000002
SRX2161520,-1.7436284609000001
SRX2161521,-1.8325535194
SRX2161522,-1.8188872714
SRX2161523,-2.1652768344
SRX2161524,-1.8400771677
SRX2161525,-2.2359285889000002
