,new_211769_211858
M9exp_1,7.3109
M9exp_2,7.2294
M9exp_3,7.0811
M9tran_1,7.4252
M9tran_2,7.4176
M9tran_3,7.2458
M9stat_1,7.6945
M9stat_2,7.9096
M9stat_3,7.5956
MG-0.1_1,6.7193
MG-0.1_2,6.1585
MG-0.1_3,7.1167
MG-0.2_2,6.61
MG-0.2_3,7.2465
MG+5_1,7.2419
MG+5_2,6.6584
MG+5_3,7.5222
MG+10_1,6.9984
MG+10_2,6.7459
MG+10_3,6.9585
MG+15_1,7.0742
MG+15_2,7.8081
MG+15_3,7.2594
MG+25_1,7.4343
MG+25_2,7.0068
MG+25_3,7.6298
MG+45_1,7.1027
MG+45_2,6.6852
MG+45_3,7.8478
MG+60_2,6.9910000000000005
MG+60_3,7.3711
MG+90_2,6.5941
MG+90_3,7.3917
MG+120_1,7.1816
MG+120_2,7.1404
MG+120_3,7.3145
MG+150_1,7.2352
MG+150_3,7.2057
GM-0.1_1,6.8623
GM-0.1_2,7.2193
GM-0.1_3,7.3522
GM-0.2_1,7.0989
GM-0.2_2,7.5116
GM-0.2_3,6.8087
GM+5_1,6.6946
GM+5_2,6.7488
GM+5_3,6.9314
GM+10_2,6.8162
GM+10_3,6.9588
GM+15_1,6.6412
GM+15_2,7.1443
GM+15_3,6.8411
GM+25_1,6.8914
GM+25_2,6.9538
GM+25_3,7.1264
GM+45_1,7.0755
GM+45_2,6.2569
GM+45_3,7.6689
GM+60_1,7.0077
GM+60_2,6.2473
GM+60_3,7.11
GM+90_1,6.8884
GM+90_2,7.7511
GM+90_3,7.6027
GM+120_1,7.1547
GM+120_3,8.2002
GM+150_1,7.532
GM+150_2,6.6897
GM+150_3,7.5032
BT_1,7.5801
BT_2,7.3862
B36_1,7.3458
B36_2,7.4168
B60_1,7.0267
B60_2,7.8589
S0_1,7.367000000000001
S0_2,8.429
S0_3,7.9043
S1_1,9.1631
S1_2,8.7604
S1_3,9.1206
S2_1,7.7902
S2_2,7.8618
S2_3,7.0797
S3_1,7.5087
S3_2,7.1188
S4_1,7.6671
S4_2,6.8418
S4_3,6.872000000000001
S5_1,7.8332
S5_2,7.3763
S5_3,7.4848
S6_1,7.2056
S6_2,7.8862
S6_3,6.9024
S6/t_1,8.2818
S6/t_2,7.5769
S6_4,7.6148
S6_5,8.0104
S6_6,7.6858
S7_4,9.3274
S7_5,9.7686
S7_6,9.7836
S8_4,9.1885
S8_5,9.9092
G135_1,7.9335
G135_3,7.5209
G150_1,7.4208
G150_2,7.4742
G150_3,7.5141
G180_1,7.244
G180_2,7.1802
G180_3,7.2347
T-5.40H_1,7.1992
T-4.40H_1,7.4508
T-3.40H_1,7.2116
T-2.40H_1,7.1183
T-1.40H_1,7.197
T-1.10H_1,7.0079
T-0.40H_1,6.6682
T0.0H_1,6.6681
T0.30H_1,7.5281
T1.0H_1,7.6265
T1.30H_1,7.9125
T2.0H_1,8.9671
T2.30H_1,7.6774
T3.0H_1,7.4314
T3.30H_1,7.8147
T4.0H_1,7.5566
T5.0H_1,7.7681
LBexp_1,7.3564
LBexp_2,7.7103
LBexp_3,7.4919
LBtran_1,8.0042
LBtran_2,8.1821
LBtran_3,7.3866
LBstat_1,7.2941
LBstat_2,7.4452
LBstat_3,7.5476
LBGexp_1,7.4205
LBGexp_2,7.5287
LBGexp_3,7.1708
LBGtran_2,7.5098
LBGtran_3,7.5529
LBGstat_1,7.3297
LBGstat_2,7.1863
LBGstat_3,7.7185
Mt0_1,7.1328
Mt0_3,7.5676
M0t45_1,7.3154
M0t45_2,7.5214
M0t45_3,7.6415
M0t90_1,7.3562
M0t90_2,7.5828
M0t90_3,7.107
M40t45_1,7.4201
M40t45_2,7.6743
M40t45_3,7.7158
M40t90_1,7.2097
M40t90_2,7.4452
M40t90_3,7.5712
dia0_1,7.2867
dia0_2,7.6033
dia0_3,7.2005
dia5_1,12.1344
dia5_2,13.2271
dia5_3,12.7739
dia15_1,9.8162
dia15_2,9.5979
dia15_3,8.5897
C30_1,9.8986
C30_2,9.6654
C90_1,9.3194
C90_2,7.098
SMM_1,7.2405
SMM_2,7.0929
SMM_3,6.997999999999998
Salt_1,7.1547
Salt_2,7.1285
Salt_3,6.9854
M+G_1,9.3788
M+G_2,7.4215
M+G_3,7.3305
Glu_1,8.2333
Glu_2,7.7655
Glu_3,7.5578
Fru_1,8.0757
Fru_2,8.094
Fru_3,7.5408
Mal_1,7.1891
Mal_2,7.6759
Mal_3,7.641
G+S_2,7.4289999999999985
G+S_3,7.9765
Pyr_1,8.4477
Pyr_2,8.2484
Pyr_3,7.961
Gly_1,7.2922
Gly_2,7.5159
Gly_3,7.9651
Glucon_1,8.5174
Glucon_2,8.0507
Glucon_3,7.9501
BI_1,7.2622
BI_2,6.9377
BC_2,7.1056
BC/t_1,7.4482
BC/t_2,9.0277
BC_1,7.1566
Sw_1,6.8315
Sw_2,6.7061
BMM_1,7.6252
BMM_2,7.8211
BMM_3,8.0549
Heat_1,10.4581
Heat_2,9.625
Heat_3,9.9653
Cold_1,8.791
Cold_2,8.5008
Cold_3,7.9759
Etha_1,7.6511
Etha_2,7.8149
Etha_3,7.4984
SMMPr_1,7.0096
SMMPr_2,7.1561
SMMPr_3,7.2962
HiTm_1,7.4958
HiTm_2,7.8497
HiTm_3,8.0416
LoTm_1,7.8312
LoTm_2,7.1597
LoTm_3,7.5224
HiOs_1,7.0507
HiOs_2,7.3312
HiOs_3,7.2835
Oxctl_1,7.7707
Oxctl_2,8.025
Oxctl_3,7.6611
Diami_1,12.1799
Diami_2,13.0288
Diami_3,11.776
Paraq_1,7.4589
Paraq_2,7.756
Paraq_3,7.1846
H2O2_1,7.4165
H2O2_2,7.5234
H2O2_3,7.5343
HPh_1,7.8392
HPh_2,7.2513
HPh_3,7.6513
LPh_1,7.585
LPh_2,7.4246
LPh_3,7.7526
LPhT_1,7.6386
LPhT_2,7.2473
LPhT_3,7.4346
aero_1,7.778
aero_2,7.4307
aero_3,7.3608
nit_1,7.5514
nit_2,8.033999999999999
nit_3,7.6086
ferm_1,7.4345
ferm_2,7.6332
ferm_3,7.6247
