,STM0691
SRX3136375,-0.045284593500000005
SRX3136376,-0.17783941920000002
SRX3136377,0.44879993220000003
SRX3136378,-0.2256759194
SRX3136379,1.2157732698000001
SRX3136380,1.100267507
SRX3136381,1.2553630206
SRX3136382,1.0167689105
SRX8914620,0.0204926775
SRX8914621,0.0044321505
SRX8914622,-0.024924828000000003
SRX8914623,0.7166381016000001
SRX8914625,0.9209223480000001
ERX3503512,0.2590785798
ERX3503513,-0.3999739657
ERX3503514,0.1408953859
ERX3503515,0.7972654222000001
ERX3503516,0.6416469288000001
ERX3503517,0.460035901
ERX3503518,0.1213332052
ERX3503519,0.23562075710000002
ERX3503520,-0.1786756365
SRX2195704,0.0985209942
SRX2195705,-0.0985209942
SRX2195706,-0.023699931400000002
SRX2195707,0.7039369368
SRX2195708,-0.0934047482
SRX2195709,-0.5653956153
SRX2195710,-0.4524590537
SRX2195711,0.2585519779
ERX3467881,-0.32795706220000004
ERX3467883,0.32795706220000004
SRX3798491,-0.33573377860000003
SRX3798492,-0.1612620559
SRX3798499,0.3478455059
SRX3798500,1.233560631
SRX3798501,0.7252386554
SRX3798502,0.11715420550000001
SRX3798503,2.0988119749
SRX3798504,1.9667312726000001
SRX3798506,2.0379611061
SRX3798507,1.002629639
SRX3798508,1.1681500385
SRX3798509,0.2014753846
SRX3798510,-0.1324115216
SRX3798517,-0.0977993617
SRX3798518,-0.069063863
SRX4341761,-0.0339982928
SRX4341762,0.3147083451
SRX4341763,-0.0685848416
SRX4341764,-0.2610034904
SRX4341765,-0.3671194499
SRX4341766,0.023476422400000002
SRX4341767,-0.10216797100000001
SRX4341768,-0.1541996505
SRX4341769,0.2563676214
SRX1258665,3.4371874277
SRX1258666,3.9208560643
SRX1258667,3.6287090113
SRX1258669,-0.3909257714
SRX1258670,0.3909257714
ERX2079594,-0.7068966239000001
ERX2079595,-0.38697462250000003
ERX2079596,-0.1119663552
ERX2079597,-0.4318354601
ERX2079598,0.042484449800000004
ERX2079599,0.3893510103
SRX2804001,0.2360669864
SRX2804004,3.1999831792
SRX2804005,3.0827806522
SRX2804006,0.9066283041000001
SRX2804007,2.8322810081
SRX2804008,3.5862620852
SRX2804009,0.11653599270000001
SRX2804010,-0.15322220020000002
SRX2804011,0.17431072350000001
SRX2804012,0.4225404645
SRX2804013,2.8236063331
SRX2804014,2.7736368302
SRX2804015,3.0214217144
SRX2804016,1.164599135
SRX2804017,3.2697961953
SRX2804019,2.7778808832
SRX2804020,0.8466556614
SRX2804021,-0.1693211876
SRX2804022,0.22004871350000002
SRX2804023,2.4697976447
SRX2804024,0.22257939670000002
SRX2804027,-0.0792074794
SRX2804028,0.0849576616
SRX2804029,-0.0057501822000000005
SRX2804030,1.8965054678
SRX2804031,2.0023734435
SRX2804032,1.7670253645
SRX2804033,0.018131685800000002
SRX2804034,3.1301886304
SRX2804035,1.6354528224
SRX2804036,1.5490984278000002
SRX2804037,2.100139077
SRX2804038,2.1393538723
SRX2804039,0.7220838380000001
SRX2804040,1.4190004676
SRX2804041,3.0596453938
SRX2804042,2.8499338624
SRX2804043,2.1637882324
SRX2804044,2.0481130879
SRX2804045,0.127354839
SRX2804046,0.3551427835
SRX2804047,2.789166838
SRX2804048,1.2632955059
SRX2804049,2.6692346012
SRX2804050,1.7689081999999998
SRX2804051,2.3214634478000002
SRX2804052,0.7089619004000001
SRX2804053,0.3456349346
SRX2804054,0.23592488190000002
SRX2804055,1.7060765477
SRX2804056,1.6437134718
SRX2804057,1.8646339009
SRX2804058,0.2447817289
SRX2804059,-0.0428815405
SRX2070419,-0.16634277490000002
SRX2070420,-0.3121820494
SRX2070421,-0.6920661021000001
SRX2070422,0.1032619102
SRX2070423,-0.0629575382
SRX2070424,0.1702360345
SRX2070425,-0.19615912470000002
SRX2070426,0.2392414673
SRX2070427,-0.043082342600000004
SRX1470895,-0.1283071094
SRX1470896,0.1283071094
SRX2409106,0.1438806996
SRX2409107,0.0412640337
SRX2409108,-0.1851447333
SRX2409109,1.1835685411
SRX2409110,1.1153985162
SRX2409111,1.1066670759
SRX7973255,0.1655504867
SRX7973256,-0.2865302118
SRX7973257,0.1209797251
SRX7973258,-0.1073212439
SRX7973259,1.3858355991
SRX7973260,0.0741447152
SRX7973261,0.3305784559
SRX7973262,0.012528454100000001
SRX7973264,-0.2391464097
SRX7973265,0.6453066526
SRX7973266,1.1698773399
ERX3475890,-0.204760787
ERX3475891,2.7042427511
ERX3475892,0.15840513080000002
ERX3475894,0.6445042231
ERX3475895,0.7460097965
ERX3475896,0.0250151119
ERX3475897,0.2872729005
ERX3475899,-0.31228801240000004
ERX3475900,0.11972739310000001
ERX3475901,1.9758573830000001
SRX8524961,0.3324834736
SRX8524962,0.0232158974
SRX8524963,1.6806806541000001
SRX8524964,1.9448663989
SRX8524965,-0.11322473570000001
SRX8524966,0.11322473570000001
SRX8524967,1.8334622951
SRX8524968,1.8612554403
SRX8524969,0.7057242723
SRX8524970,0.5142525098
SRX8524971,1.9790136648
SRX8524972,1.8408593206
SRX3266937,-0.2113153066
SRX3266939,0.2113153066
SRX4401053,-0.009071061
SRX4401054,0.009071061
SRX4401055,0.5975123284
SRX4401056,-0.08324764200000001
SRX4401057,0.12624501700000001
SRX4401058,0.1710361072
SRX4401081,-0.4807270341
SRX4401082,-0.40138237790000003
SRX4401083,-0.17467790060000002
SRX4401084,0.8690401353
SRX4401085,0.8422400547000001
SRX4401086,0.7817312316
SRX4401087,-0.348190421
SRX4401088,-0.3456214138
SRX4401089,-0.4289848176
SRX4401090,0.1221239068
SRX4401091,0.387997017
SRX4401092,0.3062236305
SRX4401093,0.5832884948
SRX4401094,0.0125369513
SRX4401095,-0.6860934304
SRX4401096,0.8860489525
SRX4401097,1.0997488573
SRX4401098,0.8807655746
SRX4401099,0.3191834143
SRX4401100,0.7394618356
SRX4401101,-1.0586452499
SRX4401102,0.5187400194
SRX4401103,0.6150747975
SRX4401104,0.5337884056000001
SRX8757611,0.2318673957
SRX8757612,0.32117258200000004
SRX8757613,-0.4953736835
SRX8757614,-0.6656146755
SRX8757615,-0.6488031546
SRX8757616,-0.1782842966
SRX8757617,0.09779844
SRX8757618,-0.8243387035
SRX8757619,-0.6533214366
SRX8757620,-0.17396884170000002
SRX8757621,-0.7902980974
SRX8757622,-0.37970318080000004
SRX8757623,-0.0764423586
SRX8757625,-0.0286803269
SRX8757626,-0.09364669960000001
SRX8757628,-0.1472037403
SRX8757630,-0.0185620715
SRX8757631,-1.9056882057000002
SRX8757632,-1.026018143
SRX8757633,0.28348506960000003
SRX8757634,-0.37532285670000004
SRX6054568,0.0439919937
SRX6054569,-0.0439919937
ERX540771,0.20143452320000002
ERX540772,-0.20143452320000002
ERX540773,-1.1551062233
ERX540774,0.2449234569
SRX4702827,0.5114510469
SRX4702828,-0.3754907629
SRX4702829,-0.13596028400000001
SRX4702830,-0.2404035039
SRX4702831,-0.1687975979
SRX4702832,-0.3412048968
SRX2993586,0.0
SRX2993587,0.0
SRX2993588,0.482611194
SRX2993589,0.0
SRX2993590,0.0
SRX1462169,1.1249390163
SRX1462104,-0.11267492920000001
SRX1462103,-0.1035724064
SRX1462105,0.0530061475
SRX1462171,1.2459017624
SRX1462102,0.1035724064
ERX1045682,-1.1981359542
ERX1045674,-0.1908180969
ERX1045681,0.0723871666
ERX1045662,-1.1095898318
ERX1045684,-0.0027061572
ERX1045660,-0.2634790376
ERX1045664,-0.3309534885
ERX1045670,-0.43585076310000004
ERX1045667,-0.2889513886
ERX1045675,-0.7870724281
ERX1045673,-1.1221402643
ERX1045677,-0.1749490901
ERX1045679,-0.6930526907
ERX1045659,-1.0195622713
ERX1045663,0.09807059430000001
ERX1045668,0.2223514162
ERX1045689,-0.5647522829
ERX1045685,-0.6774913242
ERX1045683,-1.2330111379
ERX1045680,-1.3301755752
ERX1045666,0.0247256189
ERX1045658,-0.1677516036
SRX1816875,-0.1632858289
SRX1816859,-0.1043089153
SRX1816857,0.0848769127
SRX1816863,-0.1039095549
SRX1816867,-0.9881016592
SRX1816858,0.0194320026
SRX1816879,-0.3485100615
SRX1816878,-0.6763398475
SRX1816868,-0.502008451
SRX1816866,-0.2514947232
SRX1816870,0.0219918596
SRX1816880,-0.5556884028
SRX1816864,-0.2706012783
SRX1816874,-0.2737401665
SRX1816877,-0.043025706600000005
SRX1816861,-0.8247875517000001
SRX1816872,0.2210525842
SRX1816862,-0.774136833
SRX1816871,1.4278203237
SRX1816876,-0.11290441400000001
SRX1816869,0.3007008281
SRX8370456,0.0617837497
SRX8370458,-0.4247733984
SRX8370457,0.3629896488
ERX321085,-0.4247240238
ERX321083,0.157381018
ERX321086,-0.157381018
ERX321081,0.2551965812
SRX974437,0.0
SRX976478,0.0657132579
SRX976341,-0.0176740274
SRX976476,0.0200373223
SRX976336,0.1377832028
SRX976480,-0.602169509
SRX976335,-0.1408227417
SRX976343,-0.7991314312000001
SRX976468,1.0696685232
SRX976471,-0.9870745458
SRX976474,-0.7326537681
SRX976469,0.3282093135
SRX976470,0.11988216950000001
SRX976482,-1.1668957143
SRX976344,-1.5543224137
SRX976475,-1.410044101
SRX976473,0.3957047199
SRX3456073,-1.7034384196999999
SRX3456063,-1.9779891751
SRX3456076,-1.2321228478
SRX3456082,-0.6345603111
SRX3456094,-0.2998932237
SRX3456067,-1.9597759069
SRX3456061,-0.8870879148
SRX3456065,0.0153946989
SRX3456064,-1.3781895986000001
SRX3456085,1.2138728592999999
SRX3456079,-1.2294877884
SRX3456084,-0.3233785941
SRX3456074,-1.3450759795
SRX3456080,1.2466407793
SRX3456070,0.0942318213
SRX3456069,-1.230540574
SRX3456089,-0.5307821766
SRX3456062,-1.6355998191
SRX3456087,-1.1778001887
SRX3456066,-0.9703500631
SRX3456092,-0.6754432514
SRX3456075,0.1548719547
SRX3456098,-0.46476971240000003
SRX3456096,-0.2870264037
SRX3456068,-2.2725612132
SRX3456060,-0.0153946989
SRX3456072,-1.1570350875
SRX3456093,-1.1413178833
SRX3456097,-0.5911048233
SRX3456077,-1.4883162465
SRX3456071,-1.1140685761
SRX3456078,-1.5732599385000001
SRX4029144,-1.3904283386
SRX4029145,-0.957963548
SRX4029142,-0.2957308663
SRX4029141,0.40791306260000004
SRX4029146,-1.3699846377
SRX4029143,-0.1121821962
ERX2173642,-0.1915164836
ERX2173639,0.3281492761
ERX2173641,-0.5735694644
ERX2173640,-0.3281492761
SRX3139264,0.0733261102
SRX3139266,0.4118000102
SRX3139265,-0.0733261102
SRX3139267,0.3558234618
SRX2949967,0.09382804060000001
SRX2949969,0.2705635899
SRX2949968,-0.09382804060000001
SRX2949970,0.2453214235
SRX7514165,1.0056347009
SRX7514167,1.4796511890000001
SRX7514159,1.4572985302
SRX7514156,0.09928634110000001
SRX7514162,1.2206731645
SRX7514172,-0.3246062174
SRX7514171,1.2192926902
SRX7514155,0.5949438365
SRX7514161,1.4980904875
SRX7514173,0.5473105153
SRX7514166,1.4209900217
SRX7514160,1.454553533
SRX7514164,0.7812396914
SRX7514175,-0.1154280715
SRX7514168,1.6216736042000002
SRX7514158,-0.056574622000000005
SRX7514163,1.4699945194000001
SRX7514169,0.6531810266
SRX7514152,0.4261052005
SRX7514157,-0.042711719200000005
SRX7514170,1.0927733469
SRX7514174,0.5739212413
SRX7514154,0.8498218045
SRX7476251,-0.3256823112
SRX7476248,-0.08877342490000001
SRX7476249,0.1366734057
SRX7476252,-1.2036046842
