,SP5448_03010
SRX1726505,-0.020172897800000002
SRX1726506,0.0026164982
SRX1726507,0.0175563996
SRX1726508,2.5756253952
SRX1726509,2.455284649
SRX1726510,0.8585815642
SRX1726511,0.8071826887
SRX1726512,0.8923111037
SRX1726513,1.7319153038000001
SRX1081650,0.1894331129
SRX1081651,0.08480926230000001
SRX1081652,-0.560669543
SRX1081653,0.4027747323
SRX1081654,0.2139491578
SRX1081655,-0.2865330461
SRX1081656,-0.0385188202
SRX1081657,-0.3984518272
SRX1081658,-0.6187674421
SRX1081659,1.2028219094
SRX1081660,0.8526319817
SRX1081661,0.0584742554
SRX1081662,-0.2762373254
SRX1081663,-0.5171556891
SRX1081664,-0.2130355672
SRX1081665,0.6603553214
SRX1081666,0.1387530585
SRX1081668,-0.1911624812
SRX1081669,0.2041657701
SRX1081670,-0.6939178287000001
SRX1081671,-0.2137189917
SRX1081672,1.2639406437
SRX1081673,0.6048251651000001
SRX1081674,0.9727223495
SRX1081675,2.1890885049
SRX1081676,0.7250757040000001
SRX1081677,1.5261355409
SRX1081678,2.1828717306
SRX1081679,0.8302879627
SRX1081680,0.9607731174
SRX1081681,2.0514761322
SRX1081682,2.0992990011
SRX1081683,0.2853477976
SRX1081684,0.9139914975000001
SRX1081685,0.6973460934
SRX1081686,1.3548000458
SRX1081687,0.9323327722
SRX1081688,0.32433156150000003
SRX1081689,1.3209165821
SRX1081690,1.0950896717
SRX1081691,0.8018840722
SRX1081692,0.7416026858
SRX1962715,-0.0696679144
SRX1962716,0.043640312800000004
SRX1962717,0.026027601600000002
SRX1962718,0.9814641729
SRX1962719,1.0727395178
SRX1962720,1.1043815094
SRX1962721,1.1125747292
SRX4892146,-0.1033050633
SRX4892147,-0.0093542568
SRX4892148,0.054565384
SRX4892149,0.0580939361
SRX4892150,0.4942647094
SRX4892151,0.2842991488
SRX4892152,0.5362985419
SRX4892153,0.7118686353
SRX4892154,0.0696000207
SRX4892155,-0.0458606509
SRX4892156,0.36027583160000004
SRX4892157,0.3438908524
SRX4892158,0.1428868534
SRX4892159,0.1564624612
SRX4892160,-0.0332472869
SRX4892161,-0.007241741800000001
SRX7620814,0.2898833474
SRX7620815,0.3271441489
SRX7620816,0.3745175924
SRX7620817,2.3084293526
SRX7620818,2.1798812253
SRX7620819,2.267159377
SRX7620856,-0.5307988345
SRX7620857,2.3326040602
SRX7620858,-0.4251139907
SRX7620859,2.3809304
SRX7620860,-0.4479781431
SRX7620861,2.7711320482
SRX7620862,-0.24889488010000002
SRX7620863,0.9944012444
SRX7620864,-0.3175454263
SRX7620865,0.851319115
SRX7620866,-0.4251047824
SRX7620867,1.3498994898
SRX2161502,-0.07691615090000001
SRX2161503,-0.2051424004
SRX2161504,0.2820585513
SRX2161505,-0.5701360385
SRX2161506,-0.5824085397000001
SRX2161507,-0.5231172728
SRX2161508,-0.3754277495
SRX2161509,-0.3206537896
SRX2161510,0.26364146520000004
SRX2161511,-0.23962026990000002
SRX2161512,-0.1927351468
SRX2161513,-0.2798050521
SRX2161514,1.9790174714000002
SRX2161515,2.1022373138
SRX2161516,2.0979684715
SRX2161517,2.465414131
SRX2161518,2.623757585
SRX2161519,2.2581227468
SRX2161520,2.6820819248000003
SRX2161521,3.5534665142
SRX2161522,3.0553618224
SRX2161523,4.5682189802
SRX2161524,4.7989743085
SRX2161525,4.4987906193
