k,name,in_iM,gene_weight,regulator,function,category
12,Zinc - Intermediate,False,-0.04479668253516576,,,
1,UC-2,False,0.02104561110958457,,,
5,Lead,False,-0.017014383915811778,,,
10,Copper,False,0.016949580144137145,,,
3,Cadmium,False,0.014690322652459144,,,
9,UC-5,False,0.011750346837387435,,,
13,UC-6,False,-0.008215812081471086,,,
4,UC-4,False,-0.007498727953061461,,,
14,UC-7,False,0.007334994925186037,,,
8,Zinc - Fast,False,-0.0041300119063816965,,,
2,UC-3,False,-0.003373783689457923,,,
7,Zinc - Steady,False,-0.0030529956100508572,,,
6,Iron,False,0.0027331991586834192,,,
11,Chromium,False,-0.0025836579967290162,,,
0,UC-1,False,-0.0003936284518567845,,,
