,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,Control__wt_glc,0.0,0.24752877663865044,2.0,0.0,-0.1750292765,1.0,0.1750292765,,,,,,,,
1,Fur__wt_dpd,2.1365826422,0.142423805681806,2.0,2.0,2.0358738034,3.0,2.237291481,,,,,,,,
2,Fur__wt_fe,0.12016037275000001,0.183995618358631,2.0,4.0,-0.0099441767,5.0,0.2502649222,,,,,,,,
3,Fur__delfur_dpd,2.1542205959,0.07487500531554406,2.0,6.0,2.1012759719,7.0,2.2071652199,,,,,,,,
4,Fur__delfur_fe2,0.21442196785,0.17234384041050468,2.0,8.0,0.3362874661,9.0,0.0925564696,,,,,,,,
5,Acid__wt_ph5,0.32580008505,0.03766233355210062,2.0,10.0,0.29916879360000004,11.0,0.3524313765,,,,,,,,
6,Acid__delgadx_ph5,-0.005195939500000024,0.7011016878781866,2.0,12.0,-0.5009496973,13.0,0.4905578183,,,,,,,,
7,Acid__delgadw_ph5,0.27276996835,0.14689015480194922,2.0,14.0,0.3766369929,15.0,0.1689029438,,,,,,,,
8,Acid__delgade_ph5,0.2585920727,0.2764737828874314,2.0,16.0,0.06309558600000001,17.0,0.45408855940000004,,,,,,,,
9,Oxidative__wt_pq,3.97875799125,0.4285407884810778,2.0,18.0,4.2817820888,19.0,3.6757338937,,,,,,,,
10,Oxidative__deloxyr_pq,2.8987224446499997,0.254810058457728,2.0,20.0,3.0789003649,21.0,2.7185445244,,,,,,,,
11,Oxidative__delsoxr_pq,3.7571908956,0.28164994778555097,2.0,22.0,3.9563474836,23.0,3.5580343076,,,,,,,,
12,Oxidative__delsoxs_pq,3.8765752656,0.13900456665832608,2.0,24.0,3.7782841939000003,25.0,3.9748663373,,,,,,,,
13,Nac/NtrC__wt_csn,2.0017558004,0.37732433388955294,2.0,26.0,1.7349472052000001,27.0,2.2685643956,,,,,,,,
14,Nac/NtrC__wt_cytd,0.8100956554000001,0.10097003776458524,2.0,28.0,0.738699057,29.0,0.8814922538000001,,,,,,,,
15,Nac/NtrC__wt_gln,1.6157905177,0.024225597824497104,2.0,30.0,1.6329206022,31.0,1.5986604332,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,3.26900935355,0.8785750944256665,2.0,32.0,3.8902557606,33.0,2.6477629465,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,0.71675300895,0.06028074950500975,2.0,34.0,0.7593779357,35.0,0.6741280822,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,1.6417217063,0.05825153611295006,2.0,36.0,1.6005316501,37.0,1.6829117625,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,1.8578140215,2.0831596194399835,2.0,38.0,0.38479772830000003,39.0,3.3308303147,,,,,,,,
20,Misc__wt_no_te,1.933149202,0.15181521285917238,2.0,40.0,2.0404987685,41.0,1.8257996355000001,,,,,,,,
21,Misc__bw_delcbl,0.33988178575,0.384680258890402,2.0,42.0,0.06787176610000001,43.0,0.6118918054,,,,,,,,
22,Misc__bw_delfabr,-0.1424320024,0.2767365065735036,2.0,44.0,-0.3381142628,45.0,0.053250258,,,,,,,,
23,Misc__bw_delfadr,0.5367482650500001,0.30270737750644017,2.0,46.0,0.7507947044000001,47.0,0.3227018257,,,,,,,,
24,Misc__nitr_031,1.7501179103000002,,1.0,48.0,1.7501179103000002,,,,,,,,,,
25,Omics__wt_glu,1.6099648619,0.2376611877742196,2.0,49.0,1.4419130244,50.0,1.7780166994000002,,,,,,,,
26,Omics__wt_gly,0.43312745490000004,0.5131785121493098,2.0,51.0,0.070255449,52.0,0.7959994608000001,,,,,,,,
27,Omics__wt_thr,4.7427317584,0.32789107411887863,2.0,53.0,4.9745857604,54.0,4.5108777564,,,,,,,,
28,Omics__bw_ac,3.0923923211,0.2015095596465633,2.0,55.0,2.949903545,56.0,3.2348810972,,,,,,,,
29,Omics__bw_fum,1.75684642525,0.3682364824914701,2.0,57.0,2.0172289391,58.0,1.4964639114,,,,,,,,
30,Omics__bw_glc,0.4422294828,0.1641172476174915,2.0,59.0,0.32618106410000003,60.0,0.5582779015,,,,,,,,
31,Omics__bw_pyr,1.9436863506000002,0.4135603082596536,2.0,61.0,1.6512550522,62.0,2.236117649,,,,,,,,
32,OmpR__wt_nacl,2.6412717245,0.25502921340592394,2.0,63.0,2.8216046107,64.0,2.4609388383,,,,,,,,
33,OmpR__bw_delompr_nacl,1.9569510294999999,0.005358276572658612,2.0,65.0,1.9607399032,66.0,1.9531621558,,,,,,,,
34,MinSpan__wt_ade,-1.5543847697,,1.0,67.0,-1.5543847697,,,,,,,,,,
35,MinSpan__wt_glc,-0.13404513385,0.4491281871777353,4.0,68.0,-0.21647626420000002,69.0,-0.6545442043,70.0,-0.1024613022,71.0,0.43730123530000004,,,,
36,MinSpan__wt_glc_anaero,-0.42639738990000003,0.14932710392455337,2.0,72.0,-0.5319875977,73.0,-0.32080718210000003,,,,,,,,
37,MinSpan__wt_trp,0.0071355820000000006,,1.0,74.0,0.0071355820000000006,,,,,,,,,,
38,MinSpan__bw_delcra_glc,0.73930473535,0.32427192476536,2.0,75.0,0.9685996123,76.0,0.5100098584,,,,,,,,
39,MinSpan__bw_delcra_trp,1.5582967408,,1.0,77.0,1.5582967408,,,,,,,,,,
40,MinSpan__bw_delmntr,0.0439101682,,1.0,78.0,0.0439101682,,,,,,,,,,
41,MinSpan__bw_delnac_ade,-0.8444834186,,1.0,79.0,-0.8444834186,,,,,,,,,,
