,A,ArcA,IclR,ihfB,Crp,Cra
ytf__wt_ph8__1,-1.187629854246736,0.4022586050000001,-0.7506346114999998,0.17264195499999954,0.2756429229999995,-0.4678813574999987
ytf__wt_ph8__2,-1.307202829698432,0.3799462089999999,-0.7187584734999994,0.20743109499999868,0.2681548629999995,-0.39318810249999897
ytf__delybaO__1,-1.7922324464890738,1.1015642860000003,-0.9569394275,0.785503584999999,0.5823761830000009,0.34874927550000123
ytf__delybaO__2,-2.732194841034223,0.9576076560000004,-0.7462333104999992,0.6704792449999992,0.6367440230000003,0.3502586884999994
ytf__delybaQ__1,-1.3626449303306156,0.5094368070000002,-0.7635107245000006,-0.10467602500000163,0.3329404930000006,-0.11793092949999905
ytf__delybaQ__2,-1.4328081812927902,0.5953066400000004,-0.7614732074999999,-0.13997920500000127,0.3236855130000009,-0.1562538974999983
ytf__delybiH__1,1.6900149260524515,0.3101881330000005,-1.5107741645,0.18352660499999907,0.6363319829999998,-1.0921259984999994
ytf__delybiH__2,0.6500113866002962,0.5978125009999999,-1.0511515674999998,0.5048975449999986,0.5546718429999995,-0.7620028184999992
ytf__delydcI_ph5__1,-0.6292203977368227,0.647191126000001,-0.6695972035000004,-0.1335313650000014,0.36809995299999976,-0.16729070849999772
ytf__delydcI_ph5__2,-0.9191714404184236,0.7488411960000008,-0.8224002195000004,-0.0947178250000018,0.4226014830000011,-0.18536171549999916
ytf__delydcI_ph8__1,-0.3821436272625007,0.4665607180000002,-0.7892136894999995,0.2929409749999987,0.3631957630000002,-0.42655385949999935
ytf__delydcI_ph8__2,-1.4542445841587377,0.2092860830000003,-0.9411306504999991,-0.07397079500000102,0.3071113430000008,-0.41081354649999996
ytf__delyddM__1,-0.0305591792983332,1.0571620460000002,-0.5039225524999997,0.5608763049999991,0.8218948030000011,0.12752095450000045
ytf__delyddM__2,0.2972666812330777,1.0171542260000006,-0.3457487334999998,0.4931839349999994,0.8320546029999996,0.16062589550000084
ytf__delyheO__1,-1.1685450290104962,1.222256766000001,-1.1518777235000002,0.7981991849999996,0.5961686430000004,0.2242853965000009
ytf__delyheO__2,-2.3459054741742142,1.0483744460000004,-1.0473338834999997,0.7979975949999982,0.6336565129999999,0.32550095850000016
fps__bw_glc__1,-1.536676966598684,0.012904308999999614,-0.7484175234999997,-0.5939824160000011,0.23073483299999964,-0.24882681749999855
fps__bw_glc__2,-1.7687120301103785,-0.0037995829999992736,-1.1781631354999993,-0.4638760710000014,0.16040873300000058,-0.2915858914999996
fps__fps_thrA_ale1__1,-0.5769814186065899,0.9413362959999994,-1.1946307124999995,0.2506921749999993,0.3327312029999998,-0.061252227499998924
fps__fps_thrA_ale1__2,-0.0431187654114504,0.8375840960000005,-1.158311079500001,0.1171958749999984,0.3516250830000001,-0.11538420449999888
fps__fps_thrA_ale2__1,0.6682629713250784,0.5460123210000011,-1.0476809774999998,-0.05670448500000092,0.22966762300000101,-0.1519660424999989
fps__fps_thrA_ale2__2,0.5344055006616137,0.5933185139999999,-1.092561515499999,-0.07788523500000187,0.28896753300000105,-0.19834389849999925
fps__fps_serB_ale1__1,1.254135357130952,0.5135887639999996,-1.1228819514999984,-0.0532821650000006,0.2630278130000008,0.006984710500001157
fps__fps_serB_ale1__2,1.22085151665587,0.4864586440000007,-1.0289419345000006,-0.17460455500000016,0.3896577630000007,0.08291411550000037
fps__fps_serB_ale4__1,4.0518908417235,0.5143922659999998,-0.818565015499999,0.3308044149999993,0.20591431300000096,-0.3300999334999988
fps__fps_serB_ale4__2,3.8241463929541992,0.549033884,-0.5326022694999999,0.34874165499999954,0.3602136930000004,-0.22793610549999954
fps__fps_ptsI_ale1__1,0.0824752927350648,0.6779612319999995,-1.2421706114999995,0.1815387649999991,0.045779202000000296,-0.02974965049999945
fps__fps_ptsI_ale1__2,0.9081632491578012,0.6642249929999995,-1.0868772404999998,0.07463568499999873,0.14486478300000094,0.13531210750000167
fps__fps_ptsI_ale3__1,-0.6116880512321604,0.12885385700000107,-0.9817052744999994,-0.04807274500000069,0.2525903130000007,0.16977472350000067
fps__fps_ptsI_ale3__2,-0.2734814898084744,0.21322360100000104,-1.1273569595,-0.08459257500000028,0.22323634299999995,0.13756327050000114
pal__lyx_ale2_f6__1,2.2941916496029706,0.9302748659999996,-0.04265134049999908,0.16817323499999934,0.3334221829999997,0.4401480215000007
pal__lyx_ale2__1,-1.3419221261016197,0.8953828860000002,-0.20028125350000006,0.40226726499999893,0.2649081029999998,0.4296669475000012
pal__lyx_ale2__2,-1.596322728132496,0.8937969960000007,-0.18156495549999896,0.31857179499999866,0.3071416530000004,0.5236768855000005
pal__lyx_ale4__1,-3.788147717473989,0.04450695899999957,-0.5357758814999993,-0.18964956500000166,-0.057655872999999865,0.178856799500001
pal__lyx_ale4__2,-3.1873484778090484,0.0478946889999996,-0.5466911304999993,-0.25435758500000105,-0.07060586499999921,0.2502945185000005
pal__5drib_ale10_f18__1,-0.3462153003433598,0.1514443449999998,-0.15006879049999974,-0.2652826550000018,-0.06913953699999986,0.8401702095000001
pal__5drib_ale10_f18__2,-0.7654090148806139,0.1912255130000009,0.09288153249999986,-0.279414645000001,-0.022394786999999642,0.9115120555000013
pal__5drib_ale10__1,-2.09300208895846,0.5395594510000006,-0.03374793650000018,-0.027787695000000667,0.4018362730000007,0.9093576335000008
pal__arab_ale14_f9__1,-0.5300767793844957,0.6120842819999996,-0.15866911749999968,0.35386881499999845,0.24554710299999985,-0.4265461504999992
pal__arab_ale14_f9__2,-0.5625969745030558,0.6312031329999996,-0.04299172950000063,0.4197409349999983,0.4127220729999994,-0.3554930694999996
pal__arab_ale14__1,-0.6848946552749183,0.01188651300000032,0.1319758965000002,-0.07372504500000154,0.3767839330000005,-0.2417858224999989
pal__arab_ale14__2,-1.5622547970435694,0.05354830199999938,0.15025633349999978,-0.2081712850000006,0.3756092130000006,-0.2578451894999993
pal__arab_ale16__1,-3.537602171816528,-0.012330540999998972,0.4941327025,-0.6507081960000018,0.02985453700000029,0.19643956350000025
pal__arab_ale16__2,-2.9626778493402397,0.1783269599999997,0.42154431450000107,-0.4782767980000013,0.10976642500000013,0.056862244500000436
pal__tartr_ale26_f10__1,-0.967790255975008,0.5663584280000009,-0.9968190695,0.1868565149999988,0.3119472930000011,0.2225531285000004
pal__tartr_ale26_f10__2,0.129484958114804,0.8012373759999996,-1.0807981775000002,0.2504594549999997,0.19927317299999991,0.31515481849999993
pal__tartr_ale26__1,-1.7177613794626978,0.4466712580000003,-0.7837024014999994,0.13564000499999904,0.3850793330000002,0.2784140225000016
pal__tartr_ale26__2,-1.4072003824917363,0.4330986750000001,-0.7620458854999992,-0.011190665000000877,0.334463263,0.3857143544999993
pal__tartr_ale28_f10__1,4.559716100695902,1.4321042960000003,-1.0108810654999996,0.4280308849999983,-0.003712276999999986,-0.10273533849999872
pal__tartr_ale28_f10__2,4.057984229816955,1.232142026,-0.7662171654999996,0.20570409499999973,-0.0986905509999989,-0.15649287149999935
pal__tartr_ale28__1,-0.9048235652793972,0.43821218400000106,-0.5223641885000001,-0.16646052500000152,0.27296854300000106,-0.056753321499999565
pal__tartr_ale28__2,-2.217361688180283,0.5097042599999995,-0.18475877450000056,-0.06146080500000117,0.2684948929999997,0.1348526165000008
efeU__delmenFentC_citr__1,0.2164639221706736,0.5647371930000009,-1.1265197635000002,-0.14562678500000106,0.4221979430000005,-0.4299608374999986
efeU__delmenFentC_citr__2,0.6608373252790632,0.5130675520000008,-1.6101665644999998,-0.11630271500000156,0.5677252629999998,-0.4640288494999991
efeU__delmenFentC__1,3.225826562013218,0.991366136,-0.7675168095,0.5495783949999993,0.6961985229999996,-0.8467870274999987
efeU__delmenFentC__2,3.228095798856396,1.0004466859999999,-0.7490374394999995,0.4305821349999999,0.7362106530000005,-0.7631983414999999
efeU__menFentC_ale39__1,-2.567963171127723,0.7605526959999995,-1.0738139295,0.19065538499999946,0.5420487930000011,-0.25568375649999986
efeU__menFentC_ale39__2,-2.7526036224680057,0.8838205660000007,-1.1422949725000002,0.2521241949999986,0.5730386230000004,-0.1915773314999996
efeU__menFentC_ale29__1,-2.478449176557481,0.7593666260000003,-1.4500382195000006,0.5006850849999989,0.9115027730000004,-0.0397057124999991
efeU__menFentC_ale29__2,-2.6184875658893616,0.7573062359999998,-1.3523061495000004,0.5216775849999991,0.9432762930000004,0.05808564550000118
efeU__menFentC_ale30__1,-4.09376468120485,-0.2916557810000011,-0.6122707404999996,-0.1897157650000008,0.10668520800000003,0.1319201785000006
efeU__menFentC_ale30__2,-4.082414183458368,-0.3666411319999998,-0.6027609324999998,-0.22000278500000012,0.06397155600000026,0.14037923650000114
efeU__menFentCubiC_ale36__1,-2.093153392241257,0.5628257560000005,-0.8363587025000001,0.2871915549999997,0.8218575829999999,0.1333399135000004
efeU__menFentCubiC_ale36__2,-2.603337802175552,0.5128759540000001,-0.8566006124999994,0.25688472499999904,0.6481697730000011,0.0445382865000008
efeU__menFentCubiC_ale37__1,-2.005062484928129,0.8163334459999998,-0.8640647924999998,0.3463923049999984,0.8430776529999999,0.13346265150000036
efeU__menFentCubiC_ale37__2,-1.553272156579545,0.8380346260000007,-0.6677842624999997,0.4903697649999987,0.8884085729999995,0.1367576495000007
efeU__menFentCubiC_ale38__1,-4.987745547817843,-0.07417242300000026,-0.6610287614999999,-0.3222252850000018,0.3484389429999997,-0.27898339749999845
efeU__menFentCubiC_ale38__2,-4.800151231920145,-0.0990833569999996,-0.6968804974999996,-0.26249254500000063,0.30990829299999945,-0.21232982649999954
misc2__salc_glc__1,4.032857687574881,0.5844178910000011,0.03127437850000003,-0.24330995500000085,-0.03094168600000025,-0.3650165544999995
misc2__salc_glc__2,4.3208772717232975,0.8081587460000001,0.7395884434999997,-0.07304562500000067,-0.041858421999998896,-0.053028755500000635
misc2__dbcn_glc__1,-2.5803317942244584,0.15480885800000088,0.005968188499999805,-1.2718927590000018,-0.41418928399999894,-0.2567029304999995
misc2__dbcn_glc__2,-2.3956079425642174,0.5578135900000003,-0.05571796549999952,-0.6345241590000015,-0.32218037899999885,-0.2695548894999993
misc2__tyr_glc__1,-2.209521738076249,0.31652371500000065,-0.7133522125000002,0.2544356249999993,0.4823384130000008,-0.25030518049999984
misc2__tyr_glc__2,-2.334201741479025,0.3480515739999994,-0.6499084435000002,0.4108888149999999,0.5197261330000007,-0.299700174499999
misc2__arg_cytd__1,-3.1380154947777235,0.16937141400000044,-0.7633165135000004,-0.4898077300000008,0.10509646700000096,-0.10830119049999977
misc2__arg_cytd__2,-3.341413064469989,0.010136641000000779,-0.6439792094999994,-0.5114058730000011,0.09710128400000073,-0.18278476349999906
misc2__delyheO_pyr__1,-0.3909813622226294,0.3383925960000003,-0.9078777834999999,0.11592525499999873,1.0004127829999998,0.40239996949999934
misc2__delyheO_pyr__2,-0.3326007918264788,0.2719717680000002,-0.8757888024999998,0.0593419949999987,1.0134814930000005,0.2779147385000007
misc2__dellon_glc__1,0.2030268057059095,-0.3140844999999999,-0.5751098594999995,0.25172330499999873,0.4872481129999997,-0.9598467374999986
misc2__dellon_glc__2,-0.6987771323329107,-0.8715660150000009,-0.5783128614999997,0.6127397649999988,0.2154419530000009,-1.4587705854999988
nquinone__delubiC__1,-2.89348738618576,-0.2148950660000004,-0.8492566694999999,-0.3165028550000013,0.4464799330000009,-0.21470511749999852
nquinone__delubiC__2,-2.5494744303503443,-0.0332633910000002,-0.9878380654999992,-0.02727430500000061,0.6182852329999999,-0.3306261004999991
nquinone__ubiC_ale1__1,-1.983342728957512,0.4289268980000003,-0.6421948564999997,0.21852216499999955,0.4621411030000005,0.07903967550000067
nquinone__ubiC_ale1__2,-2.108672786809908,0.4503520650000006,-0.8391899414999999,0.08954444499999957,0.5186398529999998,-0.07342801549999932
nquinone__ubiC_ale2__1,-1.3646927224520091,0.6083629190000011,-1.1181364904999995,0.2511572449999981,0.4747234030000005,0.035334650500001175
nquinone__ubiC_ale2__2,-0.9976323218158012,0.5533521980000007,-1.1065991995000006,0.2315929149999985,0.4297995330000006,-0.001804952499998791
nquinone__ubiC_ale3__1,0.2400377726841436,-0.16367548899999915,-1.3920419835000004,-0.3982712850000016,0.026469302000000642,-0.6794247415000001
nquinone__ubiC_ale3__2,-0.1363868866875792,-0.11664080599999947,-1.3780014895,-0.3618970550000018,0.09906102300000086,-0.6278564054999993
nquinone__ubiC_ale4__1,-1.6241290013050556,0.5165691680000002,-0.9525424995000008,0.2344778549999997,0.493212583,-0.08919836949999915
nquinone__ubiC_ale4__2,-1.3834550335815805,0.5599829019999998,-0.8759082535000005,0.15228342499999847,0.5086079229999996,-0.0803739824999985
nquinone__delpdhR__1,-1.825465076097869,0.13690307999999973,-0.6328557564999997,-0.06809953500000178,0.3856681930000008,-0.2769369844999989
nquinone__delpdhR__2,-1.8397128379641945,0.13527434200000066,-0.7904442524999995,-0.036035855000001504,0.36299017299999997,-0.2938275844999989
quinone__glu_ale4__1,-4.000948731956931,0.3255562130000005,-0.8346859954999992,-0.18176504500000054,0.3684261329999998,-0.3001390624999987
quinone__glu_ale4__2,-5.055389562932093,0.554928426,-0.9095894665,0.2692058249999985,0.7361257729999995,-0.44586743049999894
quinone__delmenF__1,-0.2009190368439141,0.6222112749999997,-0.7007224125000002,0.14804228499999894,0.5532796730000005,-0.33170394249999896
quinone__delmenF__2,0.0803459269536424,0.3857585669999999,-0.9080511045000002,-0.2509082750000005,0.4243016730000004,-0.2140393104999996
quinone__menF_ale5__1,-0.2841224373417279,0.21714596200000005,-1.2278892035000002,0.4851317649999984,0.9045305230000018,-0.3731903914999988
quinone__menF_ale5__2,0.0762661394935462,0.31143739000000004,-1.3341666385000002,0.2662817649999987,0.9292543930000008,-0.3941497514999988
quinone__menF_ale6__1,-0.6890707526835399,0.5224541430000009,-1.3959419354999998,0.3820239249999986,0.928937233000001,-0.39320791149999934
quinone__menF_ale6__2,-1.0503471876643318,0.4843214759999999,-1.0669708364999997,0.4210743349999984,0.9358953230000004,-0.2942019614999998
quinone__menF_ale7__1,-2.484425470160975,0.7122535630000009,-1.1498608454999992,0.6367400649999997,0.8647486830000002,0.22063316850000006
quinone__menF_ale7__2,-2.3372607864671093,0.6510489049999997,-1.0526092504999998,0.6910517749999983,0.8297670830000001,0.11180404550000043
quinone__menF_ale8__1,-5.801620512409227,1.1158997159999997,-0.7851558645000001,0.695164694999999,1.0002332430000005,-0.04817471949999952
quinone__menF_ale8__2,-4.533563480251805,0.5338657950000005,-0.5329830375000002,0.9719048149999984,0.9954071830000012,-0.3402880524999992
quinone__delmenFubiC__1,0.1394495079620963,0.4180014029999999,-0.6692865604999998,0.04541585499999812,0.5032428030000009,-0.3092731874999988
quinone__delmenFubiC__2,0.1342624319333639,0.41796379,-0.5177845095000002,0.1522571149999994,0.5733612729999997,-0.17641565349999766
quinone__menFubiC_ale1__1,-3.6728794742254727,0.9901619559999996,-1.0690920984999996,0.5501011249999994,0.6889852029999997,-0.0647406565000006
quinone__menFubiC_ale1__2,-3.425748214894848,0.9831297560000004,-1.2404115165,0.5323446749999992,0.6891632330000004,-0.15206502249999865
quinone__menFubiC_ale2__1,-3.652963327040144,0.8927740160000006,-1.0386657804999997,0.6266830349999992,0.5664049030000005,-0.2111487194999988
quinone__menFubiC_ale2__2,-3.1468543784397083,0.9872195559999994,-1.1759956674999996,0.5967368449999988,0.587592463,-0.058635081499999415
quinone__menFubiC_ale3__1,-5.016497368426031,0.07436142200000084,-0.8349534854999989,-0.15358316500000058,0.1084791789999997,-0.08964278949999915
quinone__menFubiC_ale3__2,-4.561822895849335,0.0958823009999996,-0.653808205499999,-0.03658966500000105,0.1436014399999994,-0.0698728434999989
quinone__menFubiC_ale4__1,-1.7255928886473637,0.8589243359999994,-0.8252813764999996,0.7750295049999991,1.042582673,-0.6007593124999984
quinone__menFubiC_ale4__2,-1.9279497134231056,0.8446312159999998,-0.6687982754999995,0.8413603549999991,1.0279896629999996,-0.5026456094999991
oxyR__wt_glc__1,-3.111065653877381,-0.14620173800000025,-1.0118133684999997,-0.4855698300000011,0.09382866099999987,-0.1736526654999988
oxyR__wt_glc__2,-2.19143363568842,-0.07992881999999922,-0.9657658504999996,-0.46299467600000105,0.13043923000000035,-0.10666454249999903
oxyR__wt_h2o2__1,-2.224226839656297,-0.05830860899999912,-1.105775416499999,-0.5230424000000014,0.05757602200000101,-0.11395291449999954
oxyR__wt_h2o2__2,-1.6776408558207598,0.5117792669999996,-0.8058201985000002,0.050135134999999664,0.4618741830000008,0.017459298500000386
oxyR__glu_ale4__1,-3.707825838966252,0.487343675,-0.3402907904999992,0.5308955750000006,0.7723290729999999,0.4358023165000011
oxyR__glu_ale4__2,-3.575882422197705,0.5504527800000005,-0.3000450454999992,0.2399631049999993,0.49579595299999996,0.16063440350000047
oxyR__glu_ale4_h2o2__1,-4.05897760889954,0.4265243719999994,-0.3296303224999999,0.32139321499999873,0.6213283730000008,0.35012257650000045
oxyR__glu_ale4_h2o2__2,-3.490452389216178,0.4192397589999999,-0.4729372204999995,0.1753315449999988,0.4863484329999999,0.3245514705000012
oxyR__oxyR_ale17__1,-3.0780014850738144,-0.4725852669999995,-0.4809426495000002,-0.012998075000000496,0.13801763000000022,0.6820349205000005
oxyR__oxyR_ale17__2,-2.946101694917235,-0.31939124600000035,-0.7852454734999998,-0.17918820500000088,0.15520324300000074,0.6488653885
oxyR__oxyR_ale17_h2o2__1,-3.413562622548396,-0.4078490469999991,-0.6443495024999999,0.11520936499999836,0.21122745300000112,0.6121383694999993
oxyR__oxyR_ale17_h2o2__2,-2.738963316873773,-0.3608836310000001,-0.4405838185000004,-0.10849309500000183,0.156206473000001,0.6900592575000015
oxyR__oxyR_ale18__1,-3.528200588875261,-0.4237501869999996,-1.3088692995000004,-0.7126828950000004,-0.2332659079999999,-0.2568402814999988
oxyR__oxyR_ale18__2,-3.604715619324032,-0.5801326749999998,-1.1226058025,-0.4551578200000002,-0.08594182799999928,-0.15287433549999907
oxyR__oxyR_ale18_h2o2__1,-3.081658528776008,-0.4320935919999993,-1.0676757814999993,-0.19995716500000071,0.027939159000000657,0.32954416550000065
oxyR__oxyR_ale18_h2o2__2,-3.060890239752041,-0.3286914099999993,-0.9951042415000001,-0.057134725000000934,0.09512536300000107,0.3982551055000005
oxyR__oxyR_ale19__1,-3.4737526000613146,-0.7517432799999995,-1.2069197195,-0.6934130190000012,-0.1866830670000006,-0.3167311434999993
oxyR__oxyR_ale19__2,-3.326921163580273,-0.826522765,-1.1541648495,-0.6157795100000012,-0.08065952299999958,0.03855803750000142
oxyR__oxyR_ale19_h2o2__1,-3.45989108701193,-1.194452201999999,-1.1261364545,-0.8395102720000018,-0.3216936859999997,-0.3410771644999988
oxyR__oxyR_ale19_h2o2__2,-3.377435558442432,-0.9790123919999996,-1.2448169574999994,-0.7059307200000013,-0.22926116100000016,-0.2926749604999994
oxyR__oxyR_ale20__1,-1.550944814415595,-0.6693386969999988,-1.2622851245,-0.6174351720000004,-0.29073972199999965,0.3667620935000002
oxyR__oxyR_ale20__2,-0.9531759447574598,-0.6717542049999992,-1.2360727964999991,-0.7454431260000014,-0.3286302970000001,0.2693497675000014
oxyR__oxyR_ale20_h2o2__1,-2.5494831942963945,-0.8095416889999996,-0.9268340945000002,-0.5537788040000002,-0.1032146049999998,0.3920265375000014
oxyR__oxyR_ale20_h2o2__2,-2.34535408391175,-0.8087535079999988,-0.9704761445,-0.3934294450000007,-0.05797147799999891,0.37092413350000003
svns_pgi__BmePgi24_15__1,-0.8336007488515697,0.15738168700000088,-0.8451015574999996,-0.24206837500000056,0.20789728299999946,-0.10154535849999924
svns_pgi__BmePgi24_15__2,-0.6880880420436573,0.15838339899999987,-1.0168976775000005,-0.145811075000001,0.2882144130000004,-0.3156219654999992
svns_pgi__BmePgi24_26__1,-2.6576085662346087,0.019257944999999662,-0.8950893094999994,-0.22252184500000105,0.16856253300000112,-0.06948568449999915
svns_pgi__BmePgi24_26__2,-3.602237039455032,0.15177349800000073,-0.7898300024999996,-0.29012591500000084,0.14498237199999942,-0.03298121549999955
svns_pgi__BmePgi24_41__1,-3.113297772002146,1.0171154859999998,-0.17721753049999922,0.8187271749999994,0.4958493130000008,0.09003264949999945
svns_pgi__BmePgi24_41__2,-3.983794063535385,0.04357631200000078,-0.5883987865,-0.4369876700000006,0.08223337899999983,0.09084923650000044
svns_pgi__BmePgi24_52__1,-1.979523660139703,0.04473909800000087,-0.7043011995000006,-0.2328075750000007,0.2600776430000007,0.2280290295000009
svns_pgi__BmePgi24_52__2,-2.8751432321315016,0.0577324370000003,-0.7763867845000005,-0.44035611500000016,0.11009234900000033,0.045015701500002336
svns_pgi__PaePgi2_34__1,3.851481493960968,0.7317756190000004,-0.6129763354999991,0.4863356349999997,0.9464174330000006,0.06744731250000148
svns_pgi__PaePgi2_34__2,3.1023862935073283,0.6990008759999995,-0.6130994014999995,0.4692240849999987,0.980365153000001,0.04479849650000123
svns_pgi__PaePgi2_63__1,2.302660012961664,0.7554666760000011,-0.3540325095000005,0.3104227549999994,0.998691483,0.16022988150000114
svns_pgi__PaePgi2_63__2,2.799450020466369,0.7990900859999996,-0.5574686775000002,0.4064369049999996,0.974959343,0.141345867500001
svns_pgi__PaePgi24_54__1,1.7841585786762717,0.8522783159999996,-0.5340128504999989,0.1076003649999997,0.8303385730000006,0.12418623450000064
svns_pgi__PaePgi24_54__2,1.3245155957321968,0.9083083060000005,-0.5503003614999997,0.14424013499999866,0.9265034130000008,0.1773132215000004
svns_pgi__PaePgi24_90__1,0.0749817061607339,1.0974230360000004,-0.4779948185,0.21443858499999813,0.809689723,0.3188783845000005
svns_pgi__PaePgi24_90__2,-0.6181071401773859,1.168052266,-0.4268727195000004,0.2561814749999982,0.9991721830000008,0.3431820045000009
abx_media__m9_ctrl__1,1.3404037294198865,0.3883267759999995,-0.5006947954999994,-0.7748466310000008,-0.21908725299999965,-0.3554692464999993
abx_media__m9_ctrl__2,1.3656023445137857,0.5281267029999999,-0.22827003250000025,-0.6426665800000002,0.06872792999999966,-0.2348982134999993
abx_media__rpmi_ctrl__1,-3.770413246586064,1.1483981659999998,0.1793513364999999,-1.9395773050000005,0.1818832429999997,-0.8119926804999995
abx_media__rpmi_ctrl__2,-1.8053764725326171,0.960487886000001,0.18987050149999973,-2.2417902950000013,0.4604582229999998,-0.8293008374999989
abx_media__camhb_ctrl__1,-4.473186644356925,-0.9133811219999988,-0.06534619950000042,-1.209246395000001,-1.4667156490000008,-1.3383975505000008
abx_media__camhb_ctrl__2,-4.383885134530013,-0.9972484690000004,-0.2195039175,-1.4088831260000008,-1.5642143070000003,-1.2419825194999996
abx_media__m9_mero__1,-0.6690973560774097,0.4937336929999994,0.11145645049999953,-0.6924105510000018,0.10006032100000084,-0.5594952584999993
abx_media__m9_mero__2,1.0697413136516076,0.2396448220000007,-0.27071169850000043,-0.7606332670000011,-0.24440689100000054,-0.3955920684999992
abx_media__rpmi_mero__1,-2.32524014653127,0.7501314160000003,0.01171982850000042,-2.122024952000002,-0.15585906599999966,-1.0346190904999988
abx_media__rpmi_mero__2,-2.6494771813856817,1.1177838960000006,0.16463023450000058,-1.9855761210000007,0.12222331400000107,-0.8550190214999995
abx_media__camhb_mero__1,-3.55372649431786,-1.3432604789999996,-0.3812039045000004,-1.8093093730000012,-2.568928611,-1.9034436515000002
abx_media__camhb_mero__2,-3.0706229855266503,-1.375806483,-0.3969851635000001,-1.769452582000001,-2.3720532899999998,-1.8338377315
abx_media__m9_trisulf__1,4.082548955910718,0.4252124980000005,0.2716225935000001,-0.6541391340000011,-0.13952741599999996,-0.4139257004999992
abx_media__m9_trisulf__2,3.7030628365710494,0.20257965200000072,0.007297509500000744,-0.6735024630000002,-0.12156318199999915,-0.3658489224999988
abx_media__rpmi_trisulf__1,-7.413233773052874,-0.9967804939999994,0.2193299585000004,-1.4955450310000007,-1.1385435739999998,-1.1970739354999989
abx_media__rpmi_trisulf__2,-6.57612749187323,-0.8691007629999987,0.047386024499999735,-1.372559379,-1.1257448149999991,-1.1370689814999988
abx_media__camhb_trisulf__1,-6.292174942173859,-0.7674668800000006,0.7730391455000003,-1.6427038780000007,-0.6163487490000001,-1.050015822499999
abx_media__camhb_trisulf__2,-6.414358438489577,-0.6975454829999991,0.6596794395000005,-1.6088839750000012,-0.6510849729999997,-1.1212806754999995
abx_media__m9_cef__1,2.4985040281256703,0.3227459160000006,-0.025060585499999455,-0.7174840370000002,-0.4245596339999995,-0.14394787049999902
abx_media__m9_cef__2,2.397354209734452,0.32773048800000026,-0.33770096950000017,-0.7950130220000009,-0.35219075799999894,-0.3637892844999993
abx_media__rpmi_cef__1,-4.297932077401898,-0.031158745999999123,0.4505585024999999,-2.3858350260000005,0.17718560299999986,-0.9479018824999984
abx_media__rpmi_cef__2,-4.509307480577453,-0.00014696599999908244,0.4724379264999987,-2.3775118020000012,0.25364192300000177,-0.828942829499999
abx_media__camhb_cef__1,-5.083861517903705,-0.82586124,0.07126647649999995,-1.4990258550000009,-0.8382274849999991,-0.9917317394999996
abx_media__camhb_cef__2,-5.213743593159497,-0.8162018060000005,0.029810771500000218,-1.4296273730000006,-0.9034556939999998,-1.0507998014999993
abx_media__m9_cipro__1,1.6624977502515483,0.2594127660000005,0.14300276750000052,-0.7975387430000005,-0.29610201100000033,-0.5461974324999996
abx_media__m9_cipro__2,2.113317828427117,0.2547250020000007,0.13231984549999876,-0.7153731150000002,-0.23094071100000055,-0.6536082704999995
abx_media__rpmi_cipro__1,-3.997804475656237,-0.4646577569999994,0.7760490685000008,-1.9697559320000015,-0.7087974589999995,-1.2084995715
abx_media__rpmi_cipro__2,-3.856006293323476,-0.2081252419999995,1.1210970274999994,-1.8929784500000009,-0.9681077109999999,-1.268016939499999
abx_media__camhb_cipro__1,-6.656036981187618,-1.631458556,-0.33359776350000026,-1.2859188550000002,-1.3565894469999993,-1.6057893565
abx_media__camhb_cipro__2,-6.601936500646897,-1.5782649329999998,-0.2035151354999991,-1.3209167520000005,-1.1236836730000004,-1.5622716604999995
hot_tale__42c_ale3_30c__1,-5.853182444540356,-0.08502499699999966,-0.7881462785000002,-0.31172612500000163,0.06220796800000095,-0.2280425984999992
hot_tale__42c_ale3_30c__2,-5.934008205942592,-0.1116924309999998,-0.8339429494999999,-0.3136982150000005,0.017358810000001057,-0.411747888499999
hot_tale__42c_ale3_37c__1,-5.985421545200507,-0.1255460199999998,-0.6301032624999996,-0.3565505050000013,0.4355665230000003,-0.3369046924999983
hot_tale__42c_ale3_37c__2,-5.521863182726625,-0.12163840100000026,-0.5315462754999993,-0.28684450500000125,0.4006368030000012,-0.4763269894999995
hot_tale__42c_ale3_44c__1,4.00758587949451,0.14701169099999944,-0.2540808754999997,0.8838351349999982,0.3718853430000007,0.3283116975000011
hot_tale__42c_ale3_44c__2,4.361616244663295,0.17322447000000096,-0.2847702745000005,0.9156934849999984,0.3553441930000005,0.3002538615000008
hot_tale__hot_ale3_mid_30c__1,-4.15109106129758,0.59222252,-0.6094794095000005,0.005993264999998971,0.7396188830000003,0.16126927850000072
hot_tale__hot_ale3_mid_30c__2,-4.678055621972563,0.5040568430000008,-0.8178353884999998,-0.007385775000001259,0.5625003330000009,0.09251735050000054
hot_tale__hot_ale3_mid_37c__1,-5.0897994609118085,0.2296881840000005,-0.9158436434999996,-0.5016858060000011,0.5847484430000005,-0.30707745949999943
hot_tale__hot_ale3_mid_37c__2,-5.234766526151393,0.05696272800000024,-1.1714061564999998,-0.5289926170000019,0.1894337430000004,-0.09487107449999944
hot_tale__hot_ale3_mid_44c__1,0.2145218388464065,0.3935890999999998,0.31139939950000084,0.11469567499999833,-0.07124534099999913,0.13577226050000046
