,-0.14749123470509753,-0.12480027551969791,-0.10210931633429829,-0.07941835714889867,-0.05672739796349904,-0.03403643877809942,-0.011345479592699798,0.011345479592699825,0.03403643877809945,0.05672739796349907,0.0794183571488987,0.10210931633429832,0.12480027551969794,0.1474912347050976,0.17018219389049719,0.19287315307589678,0.21556411226129643,0.23825507144669608,0.26094603063209565,0.2836369898174953
thresh,-0.15883671429779733,0.15883671429779733,28,,,,,,,,,,,,,,,,,
unreg,0,0,0,1,12,84,1224,1303,67,7,1,0,0,0,0,0,0,0,0,0
ArcA,0,0,0,0,1,1,33,46,7,2,0,0,0,0,0,0,0,0,0,0
ppGpp,0,0,0,1,3,22,347,331,22,1,0,0,0,0,0,0,0,0,0,0
IHF,0,0,0,0,1,2,45,36,0,0,0,0,0,0,0,0,0,0,0,0
Crp,0,0,0,0,1,9,128,147,9,0,0,0,0,0,0,0,0,0,0,0
Cra,0,0,0,0,0,4,11,3,1,0,0,0,0,0,0,0,0,0,0,0
IclR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ArcA and ppGpp,0,0,0,0,0,1,5,13,1,0,0,0,0,0,0,0,0,0,0,0
ArcA and IHF,0,0,0,0,0,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0
ArcA and Crp,0,0,0,1,0,2,24,18,2,0,0,0,0,0,0,0,0,0,0,0
ArcA and Cra,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and IHF,0,0,0,0,0,3,18,9,2,1,0,0,0,0,0,0,0,0,0,0
ppGpp and Crp,0,0,0,0,0,4,31,34,5,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Cra,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0
IHF and Crp,0,0,0,0,1,4,24,16,2,0,0,0,0,0,0,0,0,0,0,0
Crp and Cra,0,0,0,0,0,2,12,7,1,0,0,0,0,0,0,0,0,0,0,0
"ArcA, ppGpp, and Crp",0,0,0,0,1,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0
"ArcA, Crp, and Cra",0,0,0,0,0,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, IHF, and Crp",0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0
"IHF, Crp, and Cra",0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Crp, and Cra",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, IHF, Crp, and Cra",0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, ppGpp, IHF, and Crp",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, ppGpp, and IHF",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, ppGpp, and Cra",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, IHF, and Crp",0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
"ArcA, ppGpp, Crp, and Cra",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ArcA, ppGpp, IHF, Crp, Cra, and IclR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA_genes,[],[],[],[],['msrB'],['ackA'],"['yeiQ' 'rutC' 'mqo' 'cycA' 'potF' 'xthA' 'igaA' 'ybdN' 'thiC' 'rutE'
 'hybA' 'ymjE' 'ssb' 'feoA' 'yhgE' 'hybO' 'acpP' 'rho' 'hybF' 'yncD'
 'cadB' 'rstA' 'pepN' 'rutF' 'hybB' 'moeB' 'hybC' 'hybE' 'rpmC' 'oppA'
 'rutD' 'ypdA' 'rpsQ']","['dsbB' 'puuP' 'fadJ' 'hyaE' 'oppC' 'nudE' 'hybD' 'fadB' 'moeA' 'pldA'
 'cydD' 'iraM' 'rutA' 'sstT' 'hyaA' 'yncE' 'pntA' 'appY' 'fadI' 'kdpA'
 'appB' 'ybiU' 'yieE' 'oppD' 'oppB' 'rutB' 'rplV' 'cydC' 'fadA' 'hyaD'
 'hyaB' 'rplP' 'uvrA' 'ydeA' 'hyaF' 'yfiF' 'ydgC' 'rutG' 'hybG' 'rpsC'
 'oppF' 'folE' 'appC' 'tpx' 'arcA' 'ynaJ']",['hyaC' 'sthA' 'dcuC' 'lldR' 'yigI' 'yejG' 'kgtP'],['lldD' 'lldP'],[],[],[],[],[],[],[],[],[],[]
