,b4600_2
control__wt_glc__1,2.0574896377
control__wt_glc__2,1.8518992475
fur__wt_dpd__1,2.1487927474
fur__wt_dpd__2,1.8937999678000002
fur__wt_fe__1,1.5193387391000002
fur__wt_fe__2,1.5405827495
fur__delfur_dpd__1,2.6199439844
fur__delfur_dpd__2,2.2216133281
fur__delfur_fe2__1,1.9069431243000001
fur__delfur_fe2__2,1.9969241342
acid__wt_ph5__1,1.3708328998
acid__wt_ph5__2,1.208733321
acid__delgadx_ph5__1,0.9727354435000001
acid__delgadx_ph5__2,1.332394704
acid__delgadw_ph5__1,1.4818152143
acid__delgadw_ph5__2,1.4364082467000001
acid__delgade_ph5__1,1.7516683213
acid__delgade_ph5__2,1.2073385764
oxidative__wt_pq__1,2.1145477475
oxidative__wt_pq__2,1.9307005002
oxidative__deloxyr_pq__1,1.8403350574
oxidative__deloxyr_pq__2,1.9188694243
oxidative__delsoxr_pq__1,2.4653504328
oxidative__delsoxr_pq__2,2.2903815598
oxidative__delsoxs_pq__1,2.2572677659
oxidative__delsoxs_pq__2,2.1427242717
nac_ntrc__wt_csn__1,2.6577929807
nac_ntrc__wt_csn__2,2.1830219659
nac_ntrc__wt_cytd__1,1.7796348428000002
nac_ntrc__wt_cytd__2,1.5041884534999999
nac_ntrc__wt_gln__1,1.95423102
nac_ntrc__wt_gln__2,2.0665781545
nac_ntrc__bw_delnac_csn__1,2.5793388711
nac_ntrc__bw_delnac_csn__2,2.1416354256
nac_ntrc__bw_delnac_cytd__1,1.4389219094
nac_ntrc__bw_delnac_cytd__2,1.1643839009999999
nac_ntrc__bw_delnac_gln__1,1.6538093876
nac_ntrc__bw_delnac_gln__2,0.8292969985
nac_ntrc__bw_delnac_nh4__1,2.2235504219
nac_ntrc__bw_delnac_nh4__2,0.0
misc__wt_no_te__1,1.9631225966999999
misc__wt_no_te__2,1.7528315213
misc__bw_delcbl__1,1.4282115051
misc__bw_delcbl__2,1.2708862442
misc__bw_delfabr__1,1.4936666736
misc__bw_delfabr__2,0.48933041460000004
misc__bw_delfadr__1,1.3516065061
misc__bw_delfadr__2,1.5020754971999999
misc__nitr_031__1,1.2921100438
omics__wt_glu__1,1.6136710856
omics__wt_glu__2,0.5436838367
omics__wt_gly__1,1.0861672842
omics__wt_gly__2,1.7590030312
omics__wt_thr__1,3.2634419883
omics__wt_thr__2,2.782989273
omics__bw_ac__1,1.729658436
omics__bw_ac__2,2.6539414363000002
omics__bw_fum__1,2.1180957601
omics__bw_fum__2,2.1512741359
omics__bw_glc__1,1.7378224093
omics__bw_glc__2,2.0646577115
omics__bw_pyr__1,2.0307304368
omics__bw_pyr__2,2.0135215039
ompr__wt_nacl__1,1.8266984351
ompr__wt_nacl__2,2.3332302514
ompr__bw_delompr_nacl__1,2.0020154649
ompr__bw_delompr_nacl__2,2.3985639387
minspan__wt_ade__1,2.3687369233
minspan__wt_glc__1,0.9534940420000001
minspan__wt_glc__2,2.2896479344
minspan__wt_glc__3,2.138539896
minspan__wt_glc__4,1.9506690302
minspan__wt_glc_anaero__1,2.4057880194
minspan__wt_glc_anaero__2,1.0744888944
minspan__wt_trp__1,2.6135319398
minspan__bw_delcra_glc__1,2.348159562
minspan__bw_delcra_glc__2,2.1199845013
minspan__bw_delcra_trp__1,2.529482479
minspan__bw_delmntr__1,1.5374564286
minspan__bw_delnac_ade__1,3.0610053919
minspan__bw_delnac_glc__1,2.6856513766
cra_crp__wt_ac__1,2.0475402307
cra_crp__wt_ac__2,1.8779467728
cra_crp__wt_fru__1,1.7073662124
cra_crp__wt_fru__2,1.3991165752999999
cra_crp__delcra_ac__1,1.9429792346
cra_crp__delcra_ac__2,2.0633986112
cra_crp__delcra_fru__1,1.9969733718
cra_crp__delcra_fru__2,1.8451614612
cra_crp__delcra_glc__1,0.8102433044
