,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,0.0,0.29151454721895037,3.0,0.0,0.3360913454,6.0,-0.1842532913,12.0,-0.1518380541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.1800174037,0.32491700474552127,3.0,1.0,-0.2787955514,7.0,-0.44408202360000004,13.0,0.1828253639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.26391942546666664,0.5109974767000997,3.0,2.0,-0.6289704239,8.0,0.3200680864,14.0,-0.4828559389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,1.7477767681999998,0.5055670976409059,3.0,3.0,1.4434792254,9.0,2.3313769787,15.0,1.4684741005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,4.798758588933333,0.07286587638476782,3.0,4.0,4.721376084,10.0,4.8660574783,16.0,4.8088422045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,5.024974926466666,0.1243042701085293,3.0,5.0,5.0033182167,11.0,4.9129220714,17.0,5.1586844913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-2.2189486295,0.28626909667070094,2.0,18.0,-2.01652581,71.0,-2.421371449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,0.37613815780000004,0.3925653128412859,3.0,19.0,0.7296011673,70.0,-0.046368550200000004,205.0,0.4451818563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.9176321060375,0.4833659331668561,8.0,20.0,0.0114410093,32.0,-1.0395387721,55.0,-1.2561924467,67.0,-0.4076219672,126.0,-1.4678550243,147.0,-1.1538286917,203.0,-1.0672232885,210.0,-0.9602376671,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-1.2882642646000002,0.44330027605131445,3.0,21.0,-1.7988067453,34.0,-1.0009787103,61.0,-1.0650073382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,-0.34240056616250003,0.7460300252430505,8.0,22.0,-0.5375110249,104.0,-0.5227631324,111.0,-0.9165303293,133.0,-0.4584526203,165.0,-1.2595735643000001,238.0,0.43894791390000004,265.0,1.0672722685,270.0,-0.5505940405,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-1.6466379455571427,0.319671683749074,7.0,23.0,-1.7602594169999999,56.0,-1.5816241369,82.0,-1.5177328015,118.0,-1.4274153903,134.0,-2.2641371439,137.0,-1.710659104,227.0,-1.2646376253,,,,,,,,,,,,,,,,,,,,,,
