,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,0.0,0.10224722478928708,3.0,0.0,0.0408894738,6.0,0.0754746729,12.0,-0.1163641467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.19281781413333335,0.22626361079515353,3.0,1.0,-0.0583279003,7.0,0.3807572823,13.0,0.25602406040000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.053028111666666676,0.1637663511859909,3.0,2.0,-0.0408906327,8.0,0.2421278014,14.0,-0.0421528337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.15846673666666666,0.1690901217954559,3.0,3.0,0.0155134754,9.0,0.1147707008,15.0,0.3451160338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.1673072699,0.18651227043175186,3.0,4.0,-0.3358549913,10.0,-0.19913929290000001,16.0,0.033072474500000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.036480042500000004,0.1539574056936537,3.0,5.0,-0.21379591790000002,11.0,0.041123800200000005,17.0,0.0632319902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-3.36209839295,0.21205356070604856,2.0,18.0,-3.2121538822,71.0,-3.5120429037000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,0.12087930956666666,0.2275656828077264,3.0,19.0,0.2191146252,70.0,0.2828268243,205.0,-0.1393035208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.40926098881249995,1.522612816675979,8.0,20.0,-2.4597990568,32.0,0.1968910032,55.0,0.43230061680000004,67.0,0.4750853245,126.0,0.5768561786,147.0,0.5176989727,203.0,0.2148072113,210.0,-3.2279281608,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.17432318456666665,0.0647796817369334,3.0,21.0,0.20234428810000002,34.0,0.2203752708,61.0,0.1002499948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.8988127696750001,0.2800081830505099,8.0,22.0,1.0803826316,104.0,0.9692172748000001,111.0,1.0670360511,133.0,0.9431969383000001,165.0,0.3150531634,238.0,0.9450703846,265.0,0.6754027726,270.0,1.195142941,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,1.6796134074285711,0.25451588386534096,7.0,23.0,1.6553306518,56.0,1.7052239487,82.0,1.9451368949,118.0,1.8841581499000002,134.0,1.2394617494,137.0,1.4629171158,227.0,1.8650653415,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-0.6812416317000001,0.6825294091150573,4.0,24.0,0.203616454,101.0,-0.7700812351,139.0,-1.4599411432,149.0,-0.6985606025000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,0.46525968175,0.15401915142581507,4.0,25.0,0.41705097680000003,123.0,0.4433267483,155.0,0.3188082716,191.0,0.6818527303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.09083173423333334,0.12172279313221393,3.0,26.0,0.0233011431,59.0,0.2313497947,159.0,0.0178442649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-0.30734235390000003,0.5477905189234582,5.0,27.0,0.1469541697,76.0,-0.1106793362,146.0,-1.059302954,162.0,-0.6954138172000001,262.0,0.18173016820000001,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,0.05784428727500002,0.23721757112151623,4.0,28.0,-0.2471562659,94.0,0.26974520900000004,186.0,-0.0108348417,231.0,0.21962304770000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,-2.594835559966667,2.2078808784380906,3.0,29.0,-4.2168486404,49.0,-0.0804373594,260.0,-3.4872206801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-3.6442836137600003,2.8692161148353588,5.0,30.0,-6.3172710523,77.0,-3.9268263545,172.0,-0.9977676224,259.0,-6.5437182703,280.0,-0.43583476930000004,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-1.0980890413250002,0.7851016230990264,4.0,31.0,-0.0073284938,40.0,-1.5220282979,138.0,-1.7902093838000002,192.0,-1.0727899898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,-1.0712630465,1.415275911145257,7.0,33.0,-0.1857929676,39.0,-0.29647318240000003,58.0,-0.23975964700000002,122.0,-3.3007772645,170.0,-2.9744895821,244.0,-0.2128757622,261.0,-0.28867291970000003,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,-1.8895263399142859,1.7115302029473605,7.0,35.0,-0.9110807529,79.0,-0.2727521282,92.0,-3.9810512654,208.0,-3.2465479359,251.0,-0.9133753098,263.0,-3.7986805387,299.0,-0.10319644850000001,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,0.12870260826666668,0.11674982107570696,3.0,36.0,0.0226614181,234.0,0.10963318870000001,275.0,0.253813218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,-0.4205193185,0.14127009838558313,3.0,37.0,-0.4047304378,214.0,-0.287806952,307.0,-0.5690205657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,-0.08406705005,0.7411427246021512,4.0,38.0,-0.5113962546,102.0,0.9481417023,248.0,-0.7158036684,269.0,-0.0572099795,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,-0.20795746825,0.1345600069390508,4.0,41.0,-0.1935506789,178.0,-0.2954026846,249.0,-0.023455723600000002,309.0,-0.3194207859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,-0.09497941985000001,0.27840360605743436,2.0,42.0,-0.2918404976,294.0,0.1018816579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,abx_mega__dox_dmso,-1.582156776075,2.668103686509186,8.0,43.0,-0.2729036614,142.0,0.1421149994,166.0,-0.3107681969,177.0,-0.2531131801,221.0,-0.1558090175,256.0,-5.1719492849,282.0,-0.0911075969,305.0,-6.5437182703,,,,,,,,,,,,,,,,,,,,
28,abx_mega__phos_ethanol,-0.1397986069,0.06874172698278283,2.0,44.0,-0.0911908656,154.0,-0.18840634820000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,abx_mega__teix_dmso,-0.26077811191111117,0.34759989757598664,18.0,45.0,-0.7222701992,54.0,0.1222763693,106.0,-0.3337601993,108.0,0.09275170120000001,135.0,0.0293981993,143.0,-0.23711516740000002,150.0,-0.2097430701,183.0,0.0513978028,204.0,-0.3599561288,226.0,0.16387361890000002,253.0,-0.36782994290000004,255.0,-0.1662844507,257.0,-0.7611283078000001,264.0,-0.24369220490000001,268.0,-0.5993283843,284.0,-1.0925154185000001,300.0,-0.0806398458,306.0,0.0205596138
30,abx_mega__dmso-10,-0.22943535699999998,0.1868919219170047,3.0,46.0,-0.258132719,57.0,-0.0298545607,66.0,-0.40031879130000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,abx_mega__van_dmso,0.6642538972800001,0.10303854681907319,5.0,47.0,0.7786498841,72.0,0.7645895537,112.0,0.5714636221,156.0,0.6437133937,212.0,0.5628530328,,,,,,,,,,,,,,,,,,,,,,,,,,
32,abx_mega__ramo_h2o,-0.1636836923,0.2966309689559541,3.0,48.0,0.028770253200000002,184.0,-0.5052900466,266.0,-0.0145312835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,abx_mega__h2o-7,-0.23853353116666667,0.4338268260434795,3.0,50.0,-0.3415359531,245.0,-0.6115892549,258.0,0.2375246145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,abx_mega__cro_h2o,-0.7729921731,0.1496755790728336,4.0,51.0,-0.8148251782,119.0,-0.9603402725,120.0,-0.7036621827,278.0,-0.613141059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,abx_mega__tric_ethanol,-0.35612994355000005,0.15968518313531932,2.0,52.0,-0.4690444194,182.0,-0.24321546770000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,abx_mega__nor_naoh,0.1635555127,0.23646950412159068,5.0,53.0,0.0658609906,90.0,-0.1682936207,100.0,0.4747963597,216.0,0.2309104662,293.0,0.2145033677,,,,,,,,,,,,,,,,,,,,,,,,,,
37,abx_mega__rfp_ethanol,-0.26414373435000005,0.3433168627553511,2.0,60.0,-0.5069054161000001,78.0,-0.0213820526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,abx_mega__amyc-d_dmso,-1.2845884578,0.548072068297501,8.0,62.0,-1.1862456954,91.0,-0.6774219034,103.0,-1.6084096641999999,105.0,-0.9919672762,117.0,-1.8008752324000001,141.0,-1.4927704247,174.0,-2.0414042954,201.0,-0.47761317070000003,,,,,,,,,,,,,,,,,,,,
39,abx_mega__sxt_dmso,-0.45049560215,0.41979690832171823,4.0,63.0,-0.1654054175,181.0,-0.021906978900000002,207.0,-0.7400483398000001,239.0,-0.8746216724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,abx_mega__dmso-1,0.41567962965,0.24588536438336134,2.0,64.0,0.2418124211,180.0,0.5895468382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,abx_mega__pen_h2o,-0.077569606,0.19068559650125752,5.0,65.0,0.0490200567,69.0,-0.1500733047,211.0,-0.33022277510000003,233.0,0.1642169202,308.0,-0.1207889271,,,,,,,,,,,,,,,,,,,,,,,,,,
42,abx_mega__cip_naoh,0.21328504544000002,0.2720555697911754,5.0,68.0,0.3598797609,81.0,0.0903483331,128.0,0.4484812346,217.0,0.3759482543,240.0,-0.2082323557,,,,,,,,,,,,,,,,,,,,,,,,,,
43,abx_mega__h2o-1b,-0.6897495371,0.46014417419957004,2.0,73.0,-0.3643784712,95.0,-1.015120603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,abx_mega__ery_h2o,0.709686477625,0.16156694015299078,4.0,74.0,0.7671535133,124.0,0.7973609381000001,131.0,0.46860856310000004,196.0,0.805622896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,abx_mega__bacit_h2o,-0.72932092432,0.5585741733149022,5.0,75.0,-1.4053646417,87.0,-0.5084209444,89.0,-1.2071332215,127.0,-0.46118660720000004,194.0,-0.0644992068,,,,,,,,,,,,,,,,,,,,,,,,,,
46,abx_mega__tric_h2o,-0.35889570454999997,0.3676581261372662,2.0,80.0,-0.0989221504,243.0,-0.6188692587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,abx_mega__bacit_dmso,0.19611670383333335,0.033202534373205514,3.0,83.0,0.2121815095,85.0,0.1579371651,304.0,0.21823143690000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,abx_mega__gen_h2o,-3.2430690293,0.24731493581004702,2.0,84.0,-3.0681909611,121.0,-3.4179470975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,abx_mega__chl_dmso,-0.07569509056666668,0.24568200293201953,3.0,86.0,-0.3550422751,148.0,0.0211590034,202.0,0.10679799999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,abx_mega__lvx_dmso,0.26149459465,0.41498652998009555,2.0,88.0,-0.0319451948,168.0,0.5549343841000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
