,A,PyrR
ecm_tasA:wt:1,0.2278295171558112,0.032132109754524414
ecm_tasA:wt:2,-0.22782951715580665,-0.032132109754524414
heatshock:wt_37C:1,1.2494080186784,0.5031066472125271
heatshock:wt_37C:2,-0.2097874806399416,-0.12622826217237024
heatshock:wt_37C:3,-1.0396205380384442,-0.3768783850401585
heatshock:wt_48C:1,4.95195682267408,0.9876129057714502
heatshock:wt_48C:2,5.547405464181115,1.309659480773166
heatshock:wt_48C:3,5.154467641995133,0.004913362703383939
heatshock:wt_53C:1,9.508177479672776,-0.759415510178882
heatshock:wt_53C:2,9.989384435430116,-0.8016715705906634
heatshock:wt_48_53C:1,8.511165753522805,0.3409264553525437
heatshock:wt_48_53C:2,8.282949511924855,0.5233285777403216
heatshock:wt_48_53C:3,8.124037232145449,0.3322485469801011
heatshock:delrelA_37C:1,0.5982090247055413,-0.4897408396551288
heatshock:delrelA_37C:2,-0.04673758424723645,-0.5132050418807284
heatshock:delrelA_48C:1,3.9781946204924576,-0.3610782574776961
heatshock:delrelA_48C:2,4.216261767473494,-0.8443574637713399
heatshock:delrelA_48C:3,2.790346996424132,-0.7387917536544322
heatshock:ppGpp_null_37C:1,6.093563306072067,1.025720084617217
heatshock:ppGpp_null_37C:2,0.4434718399241602,-0.049002763329506926
heatshock:ppGpp_null_37C:3,7.01821993978667,1.1715524620958258
heatshock:ppGpp_null_48C:1,6.426705763259746,1.3291969165228066
heatshock:ppGpp_null_48C:2,4.6842602013158885,1.374643209392846
heatshock:ppGpp_null_48C:3,5.244318801868365,0.9329577777102864
ldar:yfiJKplus:1,-13.559308693258474,-1.8655294240753972
ldar:yfiJKplus:2,-12.863787029965675,-1.882772764112266
ldar:yfiJ_A152E:1,-13.465243817267249,-1.2918336477951549
ldar:yfiJ_A152E:2,-12.79266857323031,-1.9572572615228332
ldar:wt:1,-0.059403723200224086,-0.2359658586231017
ldar:wt:2,0.010896612414833109,0.42320897429518745
ldar:wt:3,0.04850711078534793,-0.18724311567208216
mk7:shake:1,1.4220389005753526,-0.23617209775467266
mk7:shake:2,1.6083208037320684,-0.3803263893360791
mk7:shake:3,-1.418512335960132,0.35913273840067816
mk7:shake:4,-1.6118473683472665,0.2573657486900753
mk7:static:1,-3.016186626517681,-0.30575140340122164
mk7:static:2,-2.885273219748746,-0.42699825412142456
mk7:static:3,-2.030964430513813,-0.16610515129482462
mk7:static:4,-2.1351981542722585,-0.10504536113260697
nusA:nusA_induced:1,-0.09695646154489664,0.4815537745910508
nusA:nusA_induced:2,0.2541388588886534,0.5996591415959553
nusA:nusA_induced:3,-0.15299788837654918,0.342662633700046
nusA:nusA_induced:4,-1.6181067280705352,-0.9570187406152648
nusA:nusA_induced:5,-1.2679213852285338,-0.992904190500946
nusA:nusA_induced:6,-1.2365996463452575,-1.352998789037864
nusA:no_nusA:1,0.4658236404941751,0.3594912995117205
nusA:no_nusA:2,0.10308046872804066,0.454664782664965
nusA:no_nusA:3,0.4675862731283212,-0.048901897044240535
nusA:no_nusA:4,-0.29458093325196405,0.15132520464273647
nusA:no_nusA:5,-0.6168854296756272,-0.44970167851696097
nusA:no_nusA:6,-0.12502401942293395,-0.4668777112582223
pamR:wt_exp:1,-2.22633105992165,-0.262482229078401
pamR:wt_exp:2,2.2263310599216464,0.2624822290784019
pamR:delydhC_exp:1,-4.4338546603478015,0.2492559838001611
pamR:delydhC_exp:2,0.09425125913273937,2.2739553546203624
pamR:delydhC_exp:3,-4.422647581180656,1.6225837723220329
pamR:wt_stat:1,-5.854090277052251,-0.5978880018342574
pamR:wt_stat:2,-0.3518593050410487,-1.1335980241494772
pamR:wt_stat:3,-2.9336314825949246,-1.0045954212419268
pamR:delydhC_stat:1,-5.06926445619767,0.1934071536803588
pamR:delydhC_stat:2,-5.328460427166383,-0.5886310437319809
rho_strains:ncib3610:1,-1.7300601750338702,-0.04596106493024621
rho_strains:ncib3610:2,1.730060175033881,0.04596106493024443
rho_strains:ncib3610_delrho:1,-13.341052663029584,-0.6691039520025974
rho_strains:ncib3610_delrho:2,-12.723748360243844,-1.1379800830297728
rnase_j1:delrnjA:1,17.36618468433133,2.559094078701401
rnase_j1:delrnjA:2,10.4898228748788,1.4795223264696382
rnase_j1:delrnjA:3,9.769854339108091,1.3394177260431412
rnase_j1:wt:1,-2.3309740943519586,-0.10736220371384596
rnase_j1:wt:2,0.7715678683570569,0.0982627468862649
rnase_j1:wt:3,1.5594062259949024,0.009099456827581063
sigI:delrsgI_37C:1,5.837366175458003,0.8367416006682209
sigI:delrsgI_37C:2,-4.777410258063295,-0.11779877788669245
sigI:delrsgI_37C:3,-5.264540244364118,0.3318218579939565
sigI:delrsgI_52C:1,-14.372041697050236,0.1161174038447843
sigI:delrsgI_52C:2,-14.619594281104254,0.14480943206089414
sigI:delrsgI_52C:3,-14.050135954613786,-0.1466162960603743
sigI:delrsgI_sigI_37C:1,7.124589677213261,0.5852251396629438
sigI:delrsgI_sigI_37C:2,-0.7563282224748521,0.4659445694769104
sigI:delrsgI_sigI_37C:3,-9.093917906183163,-0.13220669310869582
sigI:delrsgI_sigI_52C:1,-13.308058423377886,0.056232664199320936
sigI:delrsgI_sigI_52C:2,-15.799455744368082,-0.2579841452985612
sigI:delrsgI_sigI_52C:3,-15.568828569579988,-0.03670836220682894
sigI:wt_37C:1,4.6231340726612,-0.8085751754767312
sigI:wt_37C:2,0.6749397294968328,0.7161749154511057
sigI:wt_37C:3,-5.298073802158013,0.09240026002562374
sigI:wt_52C:1,-15.411210301422887,-0.12352092421318163
sigI:wt_52C:2,-15.598852576898244,-0.17517932419152515
sigI:wt_52C:3,-14.306124792182086,-0.5134675490111409
spbeta:spbeta_nopep_20m:1,-2.3101694967649866,0.04288906797613379
spbeta:spbeta_pep_20m:1,-0.08758654817550912,-0.24130238638032164
spbeta:spbeta_nopep_20m:2,0.6206717613343347,-0.1982964209727429
spbeta:spbeta_pep_20m:2,-0.1978551661069044,0.1789355220001374
spbeta:phi3T_pep_10m:1,-3.3903449615531915,-0.4339513814446248
spbeta:phi3T_pep_20m:1,-5.497391439733233,-0.036225910095697415
spbeta:phi3T_nopep_10m:1,-4.094191647031407,-0.5533387919551522
spbeta:phi3T_nopep_20m:1,-6.056420875816554,0.05494955599657558
spbeta:phi3T_pep_10m:2,0.4045704085235317,-0.06205007196996438
spbeta:phi3T_pep_20m:2,-3.7323272794171727,0.152177710041423
spbeta:phi3T_nopep_10m:2,-0.3511897566352628,-0.15896202772212487
spbeta:phi3T_nopep_20m:2,-4.272335106323703,0.17076387776600746
spbeta:phi3T_pep_10m:3,2.9857745530296516,0.4960014534145918
spbeta:phi3T_pep_20m:3,-3.161561331315532,0.21339830739980936
spbeta:phi3T_nopep_10m:3,3.396150082420504,0.5845041713645376
spbeta:phi3T_nopep_20m:3,-3.7939166796778325,0.21411535434580475
spore_genes:wt_0h:1,3.1120697519413434,0.3257874343131766
spore_genes:delyphF_0h:1,0.0661709769499324,0.35893619876957583
spore_genes:delyphF_0h:2,1.3742468479530734,-0.11747115859344336
spore_genes:delyphF_0h:3,-2.95472847787468,-0.12929141490906382
spore_genes:delygaB_0h:1,-21.005169951059123,-2.5871026263051067
spore_genes:delygaB_0h:2,-21.41989896104681,-2.3577781962118403
spore_genes:delygaB_0h:3,-20.88994710767474,-2.5293340807304228
spore_genes:wt_3h:1,-26.484006234970625,-1.6329421606037158
spore_genes:wt_3h:2,-26.618029054585733,-1.1304904020772542
spore_genes:wt_3h:3,-27.639327721307478,-1.5555884327852834
spore_genes:delyizD_3h:1,-26.736771367856303,-1.453892865821368
spore_genes:wt_0h:2,-1.5633568567322007,-0.3937418547783729
spore_genes:delyizD_3h:2,-27.65488452967057,-1.2699031844743454
spore_genes:delyizD_3h:3,-26.967233094297104,-1.2939438631388702
spore_genes:delykzB_3h:1,-27.930546140031403,-1.3637569644567993
spore_genes:delykzB_3h:2,-27.429564472533198,-1.099852884871476
spore_genes:delykzB_3h:3,-27.38393873770991,-1.1751708190013632
spore_genes:delyphF_3h:1,-26.01619042949897,-1.6835484468240465
spore_genes:delyphF_3h:2,-26.64460252302005,-1.5834887382641885
spore_genes:delyphF_3h:3,-27.39398151119057,-1.2607266678433664
spore_genes:delygaB_3h:1,-27.10865131646045,-1.1180700892752142
spore_genes:delygaB_3h:2,-27.446644692064037,-1.2678059701898778
spore_genes:wt_0h:3,-1.5487128952091536,0.0679544204651954
spore_genes:delygaB_3h:3,-27.146055044123283,-1.363862835589874
spore_genes:delyizD_0h:1,1.8584948066151559,0.8844307768533062
spore_genes:delyizD_0h:2,-0.4623568034125403,-0.20468417910941386
spore_genes:delyizD_0h:3,-1.60364054347015,-0.9526397765574944
spore_genes:delykzB_0h:1,-7.2171383079973666,-0.14952430171361275
spore_genes:delykzB_0h:2,-0.4277481947951812,-1.1995587159839485
spore_genes:delykzB_0h:3,-6.8130960803208325,-0.27280308231075256
swarming:comIQ12L:1,-2.9855238032222404,-0.1381731236653092
swarming:comIQ12L:2,-1.1685738680503897,-0.1146680562427118
swarming:comIQ12L:3,4.154097671272659,0.2528411799080228
swarming:comIQ12L_delefp:1,-4.279604244508074,0.10878531777651013
swarming:comIQ12L_delefp:2,-3.9937383280847283,-0.05284159673125721
swarming:comIQ12L_delefp:3,-1.4379982760859664,0.20482505653834335
swarming:comIQ12L_delefp_fliYS164A:1,-3.3553239463902456,0.30533512336455715
swarming:comIQ12L_delefp_fliYS164A:2,-4.693246934934267,-0.21738022828061432
swarming:comIQ12L_delefp_fliYS164A:3,-1.4797700305475094,0.4117594828591358
swarming:comIQ12L_delefp_nusGN21S:1,-3.3096583206541186,0.10038676075856934
swarming:comIQ12L_delefp_nusGN21S:2,-3.154075698691732,-0.027032564697966777
swarming:comIQ12L_delefp_nusGN21S:3,-0.1831941394355868,0.26027784228504736
synant49:ctrl:1,7.815000080154629,0.7358107527478914
synant49:ctrl:2,0.008653295856307142,0.2527775205063918
synant49:ctrl:3,-7.823653376010957,-0.988588273254285
synant49:synant49:1,0.2424229743606077,-2.8146280509908905
synant49:synant49:2,2.2455184029350743,-2.984800572577712
synant49:synant49:3,3.394399815028301,-3.171052110355115
tasA:wt_72h:1,-10.463660264625805,0.2570947619751962
tasA:wt_72h:2,-15.313432278098675,0.4889165312199548
tasA:deltasA_72h:1,-4.87119083461704,1.455960069723865
tasA:deltasA_72h:2,-4.0981302210954045,1.083939581166968
tasA:wt_24h:1,-0.8015245007503483,-0.14052999802777322
tasA:wt_24h:2,0.8015245007503273,0.14052999802777144
tasA:wt_48h:1,-0.02746897842015029,-0.5738678618061996
tasA:wt_48h:2,0.4161427560926224,-0.3703513071491607
tasA:deltasA_24h:1,0.7446074980522251,0.14854008811108702
tasA:deltasA_24h:2,2.3276493780403174,-0.03831729038072318
tasA:deltasA_48h:1,0.26534978602519904,-0.12702267526320202
tasA:deltasA_48h:2,-0.9210777674191288,-0.17949123155464264
yacP:wt:1,0.11960131249014105,0.114005515851062
yacP:delyacP:1,-0.6712194421171909,-0.7652152548264626
yacP:yacP_induced:1,3.576305471035929,1.4506222392848116
yacP:yacP_no_induce:1,3.1571320923176223,1.4954032619809858
yacP:wt:2,-0.018339991234179887,-0.34176384047608543
yacP:delyacP:2,-1.8349665292052308,-0.30564326355844784
yacP:yacP_induced:2,1.89638917364854,1.5393835319677187
yacP:yacP_no_induce:2,1.5471874516869195,1.6680256330718102
yacP:wt:3,-0.10126132125595408,0.22775832462502346
yacP:delyacP:3,-2.4330862768359647,-0.052422177153765404
yacP:yacP_induced:3,2.3956650696361748,0.3883659709699581
yacP:yacP_no_induce:3,0.5096042679737318,-0.33108997244638605
yonO:wt:1,-2.06911000164906,-0.9249673560321529
yonO:wt:2,0.9798482618649932,1.2293968376046909
yonO:wt:3,1.0892617397840252,-0.30442948157253635
yonO:wt_mmc:1,-13.495312540884706,-3.5331071166813075
yonO:wt_mmc:2,-16.925992652861723,-3.7205318355849863
yonO:wt_mmc:3,-16.656938555879336,-3.8869509371397855
yonO:delyonO:1,1.9921506885044664,1.322122362794084
yonO:delyonO:2,1.5567777188573382,0.6241249567615572
yonO:delyonO:3,-21.31058165454312,-1.218574726359666
yonO:delyonO_mmc:1,-18.257022657902276,-3.8593744102142566
yonO:delyonO_mmc:2,-17.563762984073215,-4.27108418192667
yonO:delyonO_mmc:3,-17.758337255159372,-4.128184442541592
yydF:ctrl:1,-1.2392654643683805,-0.2890133712995784
yydF:ctrl:2,-0.007228819688275003,0.01409628555406961
yydF:ctrl:3,1.2464942840566438,0.27491708574550705
yydF:yydF:1,-1.5043509175267955,-1.0116466868984748
yydF:yydF:2,-1.5650724987303468,-0.5308603589744383
yydF:yydF:3,-0.6410507208860211,-0.6819941427407148
